feature,gate_abs,effective_norm,gate_score,mask_sensitivity,mask_sensitivity_score,combined_score
gen_fuel_other_renewables_mw,1.232446,1.9077216,0.903821,0.04963332414627075,0.9999999999798522,0.9519104957479827
congestion_price_da,1.254557,2.1107295,1.0,0.02432495355606079,0.4900931777989401,0.7450465888994701
total_losses,0.9559502,1.6885418,0.7999802,0.019613325595855713,0.39516445720338106,0.5975723401911223
total_pjm_rmccp_cr,1.0103766,1.6813178,0.7965577,0.008796334266662598,0.17722637799882868,0.48689205123734464
marginal_loss_price_rt,1.0177329,1.9408693,0.9195254,0.0015224218368530273,0.030673380496050104,0.4750993826995021
gross_inadv_interchange_mw,0.98105806,1.4731431,0.6979308,0.01040637493133545,0.20966508107451992,0.45379794695510667
marginal_loss_price_da,1.0698662,1.6323905,0.7733774,0.0062250494956970215,0.12542076523478884,0.4493990918764276
gross_actual_interchange_mw,0.84872264,1.4048634,0.66558194,0.010390639305114746,0.20934804355001294,0.4374649925773136
da_as_as_mw_thirty_minutes_reserve,0.7846601,1.1182033,0.52977103,0.016963720321655273,0.3417808622150906,0.43577594608213943
system_energy_price_da,0.9193928,1.4706473,0.6967484,0.008636236190795898,0.174000761366913,0.4353745686297761
gen_fuel_multiple_fuels_mw,0.73840326,1.1348156,0.5376414,0.01591414213180542,0.32063421915053236,0.42913781260489875
rmccp,0.86480856,1.5602913,0.739219,0.003852546215057373,0.0776201530170777,0.40841958144666446
total_lmp_da,0.88598526,1.3959705,0.6613687,0.00587153434753418,0.11829822903080822,0.3898334783574146
gen_fuel_multiple_fuels_pct,0.7541841,1.0881399,0.5155279,0.012837350368499756,0.25864377591170584,0.38708583997268337
total_pjm_loc_credit,0.91481507,1.553876,0.73617965,-0.006781399250030518,0.0,0.36808982491493225
congestion_price_rt,0.9277001,1.5409274,0.73004496,-0.00584721565246582,0.0,0.3650224804878235
da_as_total_mw_thirty_minutes_reserve,0.76183176,1.0777586,0.5106095,0.010498106479644775,0.2115132657344299,0.3610613866475799
metered_load_mw,0.61510605,0.7846825,0.37175894,0.0171511173248291,0.34555649091603735,0.35865771437586536
net_inadv_interchange_mw,0.89865226,1.2774149,0.6052007,0.004512786865234375,0.09092251914951631,0.3480616135309807
rmpcp,0.8957068,1.4660981,0.6945931,-0.002248048782348633,0.0,0.3472965359687805
da_as_mcp_synchronized_reserve,0.78033453,1.2383254,0.58668125,0.004772067070007324,0.0961464329055972,0.34141383983155227
system_energy_price_rt,0.83368707,1.3287487,0.6295211,-0.00418400764465332,0.0,0.3147605359554291
forecast_load_mw_day_ahead,0.6174697,0.7634859,0.3617166,0.012438058853149414,0.2505989487273413,0.3061577734998324
total_pjm_assigned_reg,0.71844596,1.0947859,0.5186766,0.004419088363647461,0.08903470479904294,0.3038556418988043
total_lmp_rt,0.8447003,1.2697846,0.6015857,-0.001800835132598877,0.0,0.3007928431034088
forecast_load_mw_latest_available,0.5452053,0.71192586,0.337289,0.011387407779693604,0.22943068946793033,0.28335984749294496
total_pjm_rt_load_mwh,0.59895504,0.7778142,0.36850494,0.009303033351898193,0.18743522646789618,0.27797008396568335
total_pjm_rmpcp_cr,0.7572655,1.1038988,0.522994,0.0009828805923461914,0.019802836284545697,0.271398409061386
da_as_mcp_primary_reserve,0.8144353,1.0280148,0.48704243,0.0026697516441345215,0.05378949909163653,0.2704159630773124
total_pjm_self_sched_reg,0.7170355,0.98168015,0.46509048,0.003491818904876709,0.07035230794769803,0.26772139568737285
da_as_as_req_mw_thirty_minutes_reserve,0.50814843,0.69920075,0.33126023,0.009378015995025635,0.1889459583081605,0.26010309621283423
da_as_as_req_mw_primary_reserve,0.5128988,0.7061482,0.33455175,0.007789134979248047,0.15693357463095403,0.2457426631222855
da_as_as_req_mw_synchronized_reserve,0.51421815,0.67112213,0.31795743,0.008328437805175781,0.16779931524360225,0.2428783731607797
da_as_nsr_mw_primary_reserve,0.7407617,1.0161831,0.48143694,0.0001628398895263672,0.003280858018761604,0.24235889803308533
total_pjm_reg_purchases,0.6072328,0.83533275,0.39575547,0.003887653350830078,0.07832748294864819,0.23704147637384498
da_as_ss_mw_synchronized_reserve,0.68513924,0.9797653,0.46418327,-0.0055217742919921875,0.0,0.23209163546562195
da_as_ss_mw_primary_reserve,0.62647635,0.9745659,0.46171996,-0.008641660213470459,0.0,0.23085997998714447
gen_fuel_gas_pct,0.5322992,0.73363334,0.34757337,0.004375815391540527,0.08816285160664875,0.21786811067404427
da_as_ss_mw_thirty_minutes_reserve,0.6532103,0.9168929,0.4343962,-0.0045220255851745605,0.0,0.21719810366630554
da_as_total_mw_primary_reserve,0.5142101,0.66101915,0.31317094,0.005063474178314209,0.1020176316075465,0.20759428564573035
da_as_total_mw_synchronized_reserve,0.57563704,0.78440446,0.37162718,0.0015420913696289062,0.031069677401683825,0.2013484295850506
gen_fuel_coal_pct,0.65677273,0.84790295,0.40171087,-0.00015354156494140625,0.0,0.20085543394088745
da_as_as_mw_synchronized_reserve,0.5336046,0.6510308,0.30843875,0.003018677234649658,0.060819566017635954,0.18462915706944877
gen_fuel_wind_pct,0.42282376,0.6009897,0.2847308,-0.002322077751159668,0.0,0.14236539602279663
wind_generation_mw,0.41602066,0.5568708,0.2638286,0.00010484457015991211,0.002112382596999144,0.13297049400521802
da_as_as_mw_primary_reserve,0.36086014,0.52124804,0.24695161,0.0005158185958862305,0.010392586125315857,0.12867209798762283
