topk,val_mse,val_r2,mse_ratio_to_full,features
1,1.8764301538467407,-0.8418465527083834,2.606152024897867,gen_fuel_other_renewables_mw
2,1.8620465993881226,-0.8277280856835434,2.586174873336585,gen_fuel_other_renewables_mw;congestion_price_da
3,1.5939692258834839,-0.5645915350251423,2.2138453260010977,gen_fuel_other_renewables_mw;congestion_price_da;total_losses
4,1.6100549697875977,-0.5803808576700609,2.2361866286932086,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;total_pjm_rmccp_cr
5,1.530484914779663,-0.5022773325351397,2.125672704391233,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;total_pjm_rmccp_cr;marginal_loss_price_rt
6,1.4893474578857422,-0.4618980549406688,2.068537368784173,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;total_pjm_rmccp_cr;marginal_loss_price_rt;gross_inadv_interchange_mw
7,1.406741976737976,-0.3808150240264099,1.9538075764071012,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;total_pjm_rmccp_cr;marginal_loss_price_rt;gross_inadv_interchange_mw;marginal_loss_price_da
8,1.363568663597107,-0.33843744244071594,1.893844663727957,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;total_pjm_rmccp_cr;marginal_loss_price_rt;gross_inadv_interchange_mw;marginal_loss_price_da;gross_actual_interchange_mw
9,1.2938929796218872,-0.2700458942215995,1.7970729163192367,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;total_pjm_rmccp_cr;marginal_loss_price_rt;gross_inadv_interchange_mw;marginal_loss_price_da;gross_actual_interchange_mw;da_as_as_mw_thirty_minutes_reserve
10,1.134987235069275,-0.11406888100578794,1.5763705751824193,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;total_pjm_rmccp_cr;marginal_loss_price_rt;gross_inadv_interchange_mw;marginal_loss_price_da;gross_actual_interchange_mw;da_as_as_mw_thirty_minutes_reserve;system_energy_price_da
11,1.0582698583602905,-0.038765359575240854,1.4698187026040053,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;total_pjm_rmccp_cr;marginal_loss_price_rt;gross_inadv_interchange_mw;marginal_loss_price_da;gross_actual_interchange_mw;da_as_as_mw_thirty_minutes_reserve;system_energy_price_da;gen_fuel_multiple_fuels_mw
12,1.0761557817459106,-0.05632169149950195,1.4946602536487072,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;total_pjm_rmccp_cr;marginal_loss_price_rt;gross_inadv_interchange_mw;marginal_loss_price_da;gross_actual_interchange_mw;da_as_as_mw_thirty_minutes_reserve;system_energy_price_da;gen_fuel_multiple_fuels_mw;rmccp
13,0.9974111318588257,0.020971673314912787,1.3852927249227425,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;total_pjm_rmccp_cr;marginal_loss_price_rt;gross_inadv_interchange_mw;marginal_loss_price_da;gross_actual_interchange_mw;da_as_as_mw_thirty_minutes_reserve;system_energy_price_da;gen_fuel_multiple_fuels_mw;rmccp;total_lmp_da
14,0.9608345031738281,0.05687414629327647,1.334491870589888,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;total_pjm_rmccp_cr;marginal_loss_price_rt;gross_inadv_interchange_mw;marginal_loss_price_da;gross_actual_interchange_mw;da_as_as_mw_thirty_minutes_reserve;system_energy_price_da;gen_fuel_multiple_fuels_mw;rmccp;total_lmp_da;gen_fuel_multiple_fuels_pct
15,0.9577059149742126,0.05994511809807379,1.3301466108130802,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;total_pjm_rmccp_cr;marginal_loss_price_rt;gross_inadv_interchange_mw;marginal_loss_price_da;gross_actual_interchange_mw;da_as_as_mw_thirty_minutes_reserve;system_energy_price_da;gen_fuel_multiple_fuels_mw;rmccp;total_lmp_da;gen_fuel_multiple_fuels_pct;total_pjm_loc_credit
16,0.9656941890716553,0.052104078733040016,1.3412414318336285,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;total_pjm_rmccp_cr;marginal_loss_price_rt;gross_inadv_interchange_mw;marginal_loss_price_da;gross_actual_interchange_mw;da_as_as_mw_thirty_minutes_reserve;system_energy_price_da;gen_fuel_multiple_fuels_mw;rmccp;total_lmp_da;gen_fuel_multiple_fuels_pct;total_pjm_loc_credit;congestion_price_rt
