feature_index,related,rank,index,center,nmi,spearman,pearson,kendall,distance_corr,hsic,nmi_pass,spearman_pass,pearson_pass,kendall_pass,distance_corr_pass,hsic_pass,pass_count,max_abs_score,gate,final_gate,best_epoch_gate
1,da_as_as_req_mw_primary_reserve,1,41,da_as_total_mw_primary_reserve,1.0,0.7168244296487538,0.6941322965731277,0.5774138049526238,0.7324158050272193,0.4113099537257442,1,1,1,1,1,1,6,1.0,0.00015990504,0.00015990504,0.0002228734
2,da_as_as_req_mw_synchronized_reserve,2,42,da_as_total_mw_primary_reserve,1.0,0.6807794593971875,0.6744029006864206,0.5879684145736019,0.7522325216658946,0.43342990813468535,1,1,1,1,1,1,6,1.0,-0.00026057745,-0.00026057745,6.4746375e-05
3,da_as_as_req_mw_thirty_minutes_reserve,3,43,da_as_total_mw_primary_reserve,0.8051246989100157,0.6675508235432421,0.6647921207055564,0.5881721340925988,0.7596201945115161,0.39086884602609984,1,1,1,1,1,1,6,0.8051246989100157,0.00015383624,0.00015383624,1.8893705e-05
4,da_as_nsr_mw_primary_reserve,4,54,da_as_total_mw_primary_reserve,0.729300890816808,0.5811610312967599,0.6924548422956167,0.4409687046641251,0.636178449576552,0.07404906461891989,1,1,1,1,1,1,6,0.729300890816808,0.03884862,0.03884862,0.04173218
5,da_as_total_mw_synchronized_reserve,5,44,da_as_total_mw_primary_reserve,0.6848417942601349,0.3678294673106065,0.3027255929799074,0.20963125638200908,0.4865591916267196,0.10303243431520608,1,1,1,1,1,1,6,0.6848417942601349,-0.00035931237,-0.00035931237,6.914871e-05
6,da_as_as_mw_synchronized_reserve,6,46,da_as_total_mw_primary_reserve,0.6747162242023081,0.33887688238111296,0.2907594202139584,0.22969718464020722,0.5228311313323118,0.11441003680387933,1,1,1,1,1,1,6,0.6747162242023081,0.024132654,0.024132654,0.025779482
7,da_as_total_mw_thirty_minutes_reserve,7,45,da_as_total_mw_primary_reserve,0.20695291457044956,0.5406512363900138,0.4935745884557352,0.4107460006343807,0.5193906725589317,0.10904490999725017,1,1,1,1,1,1,6,0.5406512363900138,0.00035391847,0.00035391847,4.243072e-05
8,da_as_as_mw_thirty_minutes_reserve,8,47,da_as_total_mw_primary_reserve,0.19992022539189253,0.5349017779748794,0.49155335013381424,0.37638139734443243,0.48623842643112253,0.1100096847449245,1,1,1,1,1,1,6,0.5349017779748794,-0.00024779665,-0.00024779665,-8.0062295e-05
9,gen_fuel_nuclear_mw,9,9,da_as_total_mw_primary_reserve,0.25407030320564056,0.4397529594773179,0.44730004748071683,0.2768466063618392,0.3982083577071499,0.1098745388825949,1,1,1,1,1,1,6,0.44730004748071683,0.00050244073,0.00050244073,-0.00016576133
10,net_sched_interchange_mw,10,64,da_as_total_mw_primary_reserve,0.08586465151610763,-0.370870032873555,-0.3717497503330126,-0.26323293362688766,0.41553804754611656,0.11509717831764962,1,1,1,1,1,1,6,0.41553804754611656,-0.00023605833,-0.00023605833,0.00014205903
11,net_actual_interchange_mw,11,63,da_as_total_mw_primary_reserve,0.08892343562062914,-0.35146354269473645,-0.3497343628645154,-0.2440336146601959,0.39630008181579557,0.11446270816223908,1,1,1,1,1,1,6,0.39630008181579557,-0.000104382634,-0.000104382634,-4.8003723e-05
