方法,说明,n,前n个字段
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9904840025211095,gen_fuel_wind_pct|gen_fuel_wind_mw|gen_fuel_hydro_mw|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_mw|gen_fuel_multiple_fuels_pct|net_actual_interchange_mw
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.9530595070535625,total_losses|solar_generation_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.9545043745239186,gen_fuel_other_renewables_pct|gen_fuel_oil_mw|total_losses|gen_fuel_nuclear_mw|gen_fuel_hydro_mw|gen_fuel_coal_pct|gen_fuel_other_renewables_mw
XGBoost,树模型特征重要性（2016）,0.9667933109106742,gen_fuel_oil_mw|system_energy_price_da|gen_fuel_nuclear_mw|gen_fuel_other_renewables_pct|total_losses|gen_fuel_solar_mw|gen_fuel_other_renewables_mw
Lasso,线性稀疏（1996）,0.9721496666875467,gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_multiple_fuels_pct|gen_fuel_hydro_pct|gen_fuel_solar_mw|gen_fuel_solar_pct|gen_fuel_wind_pct
Pearson,相关系数排序（只看两两关系）,0.9412018709763098,gen_fuel_other_renewables_pct|gen_fuel_oil_mw|total_losses|system_energy_price_da|gen_fuel_oil_pct|gen_fuel_coal_pct|marginal_loss_price_da
