field,gate_seed_42,gate_seed_43,gate_seed_44,gate_mean,gate_std,selection_frequency,consensus_active
area_1_net_export_mw,0.1675943285226822,0.1707995980978012,0.23624494671821594,0.1915462762117386,0.03163379803299904,3,1
area_3_net_export_mw,0.15348844230175018,0.15405911207199097,0.2053046077489853,0.1709507256746292,0.02429298311471939,3,1
gen_fuel_wind_mw,0.13703829050064087,0.18361493945121765,0.19083580374717712,0.17049634456634521,0.023841368034482002,3,1
area_2_net_export_mw,0.12417943775653839,0.11013206839561462,0.1682087481021881,0.1341734081506729,0.02474045194685459,3,1
gen_fuel_hydro_mw,0.06493713706731796,0.05762696638703346,0.07232630252838135,0.06496346741914749,0.006001007743179798,3,1
gen_fuel_solar_mw,0.05060453340411186,0.07117634266614914,0.059444501996040344,0.06040845811367035,0.008426020853221416,3,1
gen_fuel_natural_gas_mw,0.07462095469236374,0.0,0.07591259479522705,0.05017785355448723,0.03548501804471016,2,1
system_losses_mw,0.0,0.04192326217889786,0.04008552432060242,0.02733626216650009,0.019344210624694824,2,1
reserve_spin_r3_mw,0.0,0.04314131662249565,0.0,0.014380439184606075,0.02033701166510582,1,0
reserve_reg_down_mw,0.00991564616560936,0.018285145983099937,0.006378480698913336,0.011526424437761307,0.004992535803467035,1,0
area_2_load_actual_mw,0.0,0.0,0.028278516605496407,0.009426171891391277,0.013330621644854546,1,0
area_1_load_actual_mw,0.0,0.0,0.0,0.0,0.0,0,0
area_3_load_actual_mw,0.0,0.0,0.0,0.0,0.0,0,0
system_load_actual_mw,0.0,0.0,0.0,0.0,0.0,0,0
area_1_load_day_ahead_mw,0.0,0.0,0.0,0.0,0.0,0,0
area_2_load_day_ahead_mw,0.0,0.0,0.0,0.0,0.0,0,0
area_3_load_day_ahead_mw,0.0,0.0,0.0,0.0,0.0,0,0
system_load_day_ahead_mw,0.0,0.0,0.0,0.0,0.0,0,0
system_generation_mw,0.0,0.0,0.0,0.0,0.0,0,0
reserve_reg_up_mw,0.0,0.0,0.0,0.0,0.0,0,0
reserve_spin_r1_mw,0.0,0.0,0.0,0.0,0.0,0,0
reserve_spin_r2_mw,0.0,0.0,0.0,0.0,0.0,0,0
gen_fuel_coal_mw,0.0,0.0,0.0,0.0,0.0,0,0
gen_fuel_nuclear_mw,0.0,0.0,0.0,0.0,0.0,0,0
