n_fields,test_r2,fields
1,0.41451761442545265,area_1_net_export_mw
2,0.5474739870137391,area_1_net_export_mw|area_3_net_export_mw
3,0.8727487228189212,area_1_net_export_mw|area_3_net_export_mw|gen_fuel_wind_mw
5,0.9005882325335738,area_1_net_export_mw|area_3_net_export_mw|gen_fuel_wind_mw|area_2_net_export_mw|gen_fuel_hydro_mw
8,0.9166156339122111,area_1_net_export_mw|area_3_net_export_mw|gen_fuel_wind_mw|area_2_net_export_mw|gen_fuel_hydro_mw|gen_fuel_solar_mw|gen_fuel_natural_gas_mw|system_losses_mw
12,0.9209437950882483,area_1_net_export_mw|area_3_net_export_mw|gen_fuel_wind_mw|area_2_net_export_mw|gen_fuel_hydro_mw|gen_fuel_solar_mw|gen_fuel_natural_gas_mw|system_losses_mw|reserve_spin_r3_mw|reserve_reg_down_mw|area_2_load_actual_mw|area_1_load_actual_mw
24,0.9234448348965034,area_1_net_export_mw|area_3_net_export_mw|gen_fuel_wind_mw|area_2_net_export_mw|gen_fuel_hydro_mw|gen_fuel_solar_mw|gen_fuel_natural_gas_mw|system_losses_mw|reserve_spin_r3_mw|reserve_reg_down_mw|area_2_load_actual_mw|area_1_load_actual_mw|area_3_load_actual_mw|system_load_actual_mw|area_1_load_day_ahead_mw|area_2_load_day_ahead_mw|area_3_load_day_ahead_mw|system_load_day_ahead_mw|system_generation_mw|reserve_reg_up_mw|reserve_spin_r1_mw|reserve_spin_r2_mw|gen_fuel_coal_mw|gen_fuel_nuclear_mw
