area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_2_generation_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_hydro_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,area_3_generation_mw,hour_of_day,day_of_week,month_of_year,is_weekend
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.39619917,0.43433025,0.44194204,0.44192207,0.45190156,0.3917219,0.41863286,0.4260624,0.4471832,0.5386023,0.5601403,0.5576897,0.46523416,0.5188723,0.46809742,0.44786996,0.45741037,0.41572315,0.50322145,0.40898356,0.465788,0.4472575,0.5607507,0.52157736,0.5654444,0.47067073,0.46538857,0.39578965,0.58346176,0.53913105,0.42199874,0.54706454,0.40855408,0.48638567,0.5424459,0.42328584,0.418164,0.45312086,0.41554135,0.56180465,0.58266264,0.4081625,0.41127414,0.3960662,0.44295007,0.39771602
0.31013343,0.3689356,0.40116063,0.3860626,0.40616167,0.31771556,0.36197454,0.34209502,0.40744388,0.58526915,0.5848563,0.5656781,0.50450194,0.5247628,0.46703562,0.41909432,0.431829,0.31716776,0.50480855,0.345516,0.49268246,0.41162214,0.58570975,0.5351405,0.5928529,0.5127734,0.4889259,0.34586877,0.64688045,0.5826496,0.36122593,0.58523947,0.34128675,0.4777028,0.5446413,0.393421,0.37245575,0.4086592,0.3325805,0.6041666,0.64269143,0.3313466,0.3292005,0.2934179,0.39308828,0.29663748
0.24105279,0.3024581,0.34488487,0.34775013,0.34587213,0.22950092,0.32626885,0.26048976,0.36219504,0.6298472,0.58542675,0.5660305,0.5374363,0.5307181,0.49132597,0.3916578,0.3906395,0.23096122,0.49977782,0.26617593,0.51816016,0.3564197,0.6066121,0.55100524,0.6307134,0.55180824,0.5092641,0.33191884,0.7036406,0.618287,0.2896433,0.62560594,0.25823084,0.47997865,0.5364942,0.35404846,0.35599306,0.3756945,0.24947573,0.6277221,0.6728771,0.27855456,0.23636293,0.1911492,0.3291029,0.18240483
0.16383766,0.2291585,0.31395203,0.31554577,0.29627636,0.1471382,0.28902254,0.17483574,0.31773573,0.67729986,0.60116756,0.57916963,0.57247746,0.54003733,0.4856308,0.36301237,0.3481366,0.14569853,0.49137723,0.16663398,0.53808105,0.28759503,0.6317702,0.56096256,0.65546256,0.576803,0.5096425,0.31294903,0.7521098,0.6540006,0.2434059,0.6631894,0.17270927,0.4891487,0.5216417,0.32127842,0.33651233,0.34884152,0.16182485,0.64449644,0.6962498,0.21241593,0.1426144,0.075423226,0.25738,0.061311685
0.09484794,0.14665407,0.2745234,0.26741982,0.23072688,0.052298427,0.23807423,0.08338758,0.28062153,0.7292148,0.61634713,0.59737086,0.60132426,0.5339246,0.49226123,0.3119785,0.30257472,0.051037747,0.49506497,0.0833531,0.5538934,0.20996079,0.6573781,0.57172275,0.69382596,0.6004786,0.52138287,0.29271913,0.79930794,0.67470044,0.18396741,0.70275813,0.0718344,0.4849273,0.5057106,0.2722995,0.33012742,0.3049152,0.06554897,0.6651724,0.7227873,0.11498725,0.04746465,-0.034357477,0.17490293,-0.055341173
0.016178077,0.046479687,0.23131974,0.21256526,0.15916926,-0.042540897,0.1894156,0.025522396,0.22500768,0.7663253,0.6190733,0.6065823,0.623499,0.5203193,0.48541927,0.25660947,0.25638434,-0.043836188,0.47801,-0.0013318299,0.57118666,0.12294514,0.6755954,0.5871649,0.71625024,0.62790024,0.5352105,0.27481407,0.8439707,0.7079575,0.13294396,0.75264144,-0.02308271,0.48382482,0.48639587,0.22197533,0.31626645,0.27229866,-0.024510276,0.69018084,0.7528708,0.037761092,-0.053291112,-0.15329261,0.09085975,-0.17085442
-0.069607876,-0.052866552,0.19240995,0.15627684,0.07810072,-0.12056334,0.1277096,-0.06724099,0.16952817,0.8005972,0.6422052,0.60640365,0.6529414,0.51858366,0.47503814,0.2012814,0.20626016,-0.14405674,0.4673728,-0.09187251,0.5995756,0.034577426,0.6914944,0.59163284,0.7427436,0.6640979,0.5505029,0.27170396,0.8805973,0.7283345,0.07541715,0.79310733,-0.119458854,0.4793781,0.4638915,0.15061817,0.29858238,0.23602945,-0.120333225,0.70387805,0.7754568,-0.032875065,-0.15335587,-0.27106947,0.0029256628,-0.28439403
-0.14681278,-0.15598887,0.15585835,0.084710546,0.003499488,-0.20819154,0.061324973,-0.16061312,0.1072362,0.838126,0.6598184,0.6128406,0.6757773,0.5163495,0.48981994,0.14163727,0.14272489,-0.23688857,0.4579644,-0.17626658,0.61720604,-0.0637292,0.7236488,0.6091497,0.7773138,0.7086992,0.55808485,0.27674788,0.9220931,0.7571521,0.0048062415,0.862039,-0.19075756,0.48689014,0.43128592,0.07937779,0.2835165,0.20232348,-0.21656431,0.73321843,0.8107067,-0.10652224,-0.26316893,-0.37020802,-0.08901972,-0.3899256
-0.22927694,-0.25045976,0.13173774,0.015680967,-0.06814895,-0.28146008,-0.0025892393,-0.24618208,0.044380702,0.87334245,0.67621017,0.6241994,0.70395994,0.5161179,0.49489546,0.07574022,0.079224996,-0.3125308,0.449275,-0.2513685,0.6287476,-0.16208537,0.74036676,0.6260326,0.80706185,0.74758273,0.5523746,0.269235,0.95802915,0.7893802,-0.05030651,0.921525,-0.26245,0.4982452,0.3866239,0.0005762547,0.25967172,0.15661198,-0.3035523,0.75217366,0.82792085,-0.18156995,-0.35868952,-0.46242177,-0.16843335,-0.48433372
