total_gen,total_losses,wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.16153164,0.1539226,0.2960598,0.08795957,0.29113448,0.12372217,0.59058756,0.044421878,0.32034627,0.22533311,0.0710017,0.06136163,0.047792908,0.153638,0.15510577,0.086419955,0.3432822,0.35306025,0.27183515,0.06253795,0.06711817,0.06195535,0.09874107,0.070331395,0.042150956,0.033405058,0.010696296,0.03594794,0.05103486,0.017325325,0.23574932,0.45620215,0.18778987,0.060189474,0.062098265,0.26680887,0.21155228,0.83071864,0.84669644,0.87744653,1.4724678,0.88770324,0.0905791,0.2771701,0.14395835,0.030754918,0.21114606,0.016071688,0.09611603,0.08605766,0.038095795,0.025327094,0.12308555,0.04174586,0.13969454,0.053073347,0.07683887
0.14688645,0.13028981,0.2743299,0.06936676,0.27410093,0.09736853,0.5742944,0.029390326,0.3089752,0.20256327,0.052065555,0.043871086,0.034400728,0.13293415,0.13184012,0.06794157,0.3203198,0.33318388,0.24233662,0.043114137,0.05158861,0.043293152,0.07588015,0.053057726,0.028860778,0.021922566,0.0054586167,0.023323385,0.03692238,0.00945896,0.21274336,0.43176892,0.17287959,0.03953955,0.045585867,0.24638775,0.17144549,0.8122186,0.8207427,0.8507693,1.4421093,0.8830388,0.07688406,0.26130554,0.12049341,0.019392435,0.18880823,0.0086947875,0.07037227,0.06757825,0.023278536,0.015377969,0.1002749,0.028378706,0.11675161,0.040284295,0.06497713
0.1376798,0.117683694,0.2544386,0.053058054,0.2706507,0.07508955,0.54040027,0.018853802,0.3180023,0.1903457,0.038283814,0.03110572,0.023425164,0.11441228,0.120189555,0.053301904,0.2921637,0.31413287,0.21786776,0.029355736,0.03787685,0.03012029,0.057342898,0.039946783,0.019427756,0.013953656,0.0025883806,0.014412279,0.026634539,0.0048195324,0.19589545,0.4000079,0.15965353,0.025102207,0.031893652,0.22755012,0.13756078,0.79369634,0.7999473,0.82958996,1.4101505,0.8714765,0.069284715,0.24680755,0.10117332,0.011571884,0.17442463,0.004446158,0.050561786,0.050568562,0.013586429,0.009098956,0.08787671,0.019039081,0.0985381,0.029012462,0.056160264
0.1281607,0.100085445,0.23896246,0.041036483,0.26125306,0.055553004,0.51928437,0.011470085,0.31727841,0.17801592,0.02677213,0.021756355,0.015293107,0.09823537,0.10684465,0.040678848,0.27585796,0.2963239,0.1980789,0.019147027,0.027976768,0.020175282,0.04201423,0.028840719,0.012267005,0.008325582,0.0011502395,0.00844948,0.018171748,0.0023286366,0.18355782,0.38093436,0.15003367,0.015519642,0.02256787,0.20548412,0.11154741,0.77998763,0.76980835,0.8137712,1.3816295,0.85747933,0.057516377,0.24215102,0.08674598,0.0064567,0.15822512,0.002140974,0.036105406,0.036878295,0.0075355307,0.005016067,0.07455988,0.012055626,0.08741949,0.020556951,0.04491409
0.119442,0.08886427,0.22228101,0.031073224,0.26540208,0.040193386,0.4916719,0.0066421092,0.31244323,0.16302451,0.018523317,0.014614993,0.0093634,0.08346818,0.09731283,0.031170389,0.24948172,0.2948723,0.17914003,0.0118766995,0.020304328,0.013082388,0.029810328,0.020192854,0.007256004,0.0046733217,0.00047706446,0.0046105133,0.011765538,0.0010459838,0.1673632,0.35778967,0.14075533,0.0090961065,0.015036482,0.1952604,0.08518348,0.7586674,0.7461835,0.79394877,1.3684543,0.8444678,0.05489435,0.22493911,0.06971991,0.0033537908,0.15054369,0.0009669052,0.024411596,0.02810782,0.003995967,0.0026008377,0.06292066,0.0072624395,0.076912455,0.014018525,0.037397437
0.10812755,0.07632348,0.22245009,0.023689957,0.2557335,0.029510923,0.47857216,0.003671088,0.31508303,0.1531997,0.012316307,0.009748438,0.0054078805,0.073603496,0.085088626,0.02448185,0.23562276,0.2852015,0.15858445,0.0071069617,0.01416662,0.008332188,0.020701496,0.013238968,0.0039929086,0.002430954,0.00018425503,0.0023947288,0.007038974,0.00043595184,0.1565938,0.3447417,0.13584101,0.005144877,0.010034354,0.18163066,0.06420732,0.73943096,0.7212444,0.77045226,1.3435565,0.8373157,0.04897689,0.21613021,0.05734263,0.001626911,0.13991112,0.00040794988,0.016186856,0.020393012,0.0019906003,0.0012778045,0.056746475,0.0041848966,0.06973359,0.009165681,0.030703085
0.10460145,0.06676025,0.20842242,0.017454086,0.2565026,0.020340407,0.47108337,0.0019085791,0.32044122,0.14528352,0.007768797,0.006156727,0.0029335406,0.06124496,0.077130124,0.017758183,0.22615437,0.26767626,0.14531165,0.00402131,0.009315763,0.0050220597,0.013884877,0.008644239,0.0021066156,0.0012061764,6.5595756e-05,0.0011411115,0.00410561,0.00016925542,0.15071149,0.3146774,0.12992004,0.0027534289,0.0062258164,0.16958559,0.048839025,0.7244587,0.69610876,0.75391495,1.3228878,0.82369006,0.045846608,0.21252294,0.047186293,0.00074117817,0.13405798,0.00015999448,0.0101492135,0.014630035,0.0009382224,0.0005783667,0.047560807,0.0022349828,0.060836736,0.0059557282,0.02613438
0.09856767,0.057528164,0.200198,0.012423369,0.25720763,0.013868201,0.45421046,0.00094472396,0.32531634,0.1407111,0.0047199083,0.0036823964,0.0014659164,0.050816543,0.06954117,0.013095035,0.21146816,0.25999153,0.12955008,0.0021639653,0.006029475,0.0028776084,0.008976652,0.0053331032,0.0010414523,0.00055817957,2.1429629e-05,0.000503993,0.002243747,6.0575185e-05,0.1472836,0.29488817,0.12586342,0.0013946982,0.003664797,0.15791099,0.036099534,0.7101379,0.67791814,0.735226,1.301257,0.81687605,0.04485014,0.20783186,0.037523653,0.00031205296,0.12291868,5.8030684e-05,0.006155478,0.009792242,0.00041442888,0.00024382565,0.040805966,0.0011458558,0.056610413,0.0035995168,0.020753097
0.09592539,0.050807893,0.20215298,0.008624845,0.26102892,0.008894764,0.4402991,0.00044087056,0.31961697,0.13268253,0.0027320364,0.0021201887,0.0006822945,0.0436167,0.062440775,0.008956245,0.19881666,0.25132245,0.11969547,0.001097548,0.0037601688,0.0015394054,0.0055190986,0.0031316339,0.0004795532,0.00024092295,6.3825255e-06,0.00020435065,0.0011489249,1.9941368e-05,0.1385497,0.2852951,0.12011943,0.0006709812,0.0020144884,0.14605188,0.025887137,0.7021537,0.66236013,0.72658527,1.2714704,0.81193143,0.03992282,0.20597498,0.029587202,0.00012212603,0.11855083,1.9358982e-05,0.0035699971,0.0062402464,0.000171433,9.507506e-05,0.032655526,0.00053914654,0.048532806,0.0020848885,0.017106801
0.09399527,0.044235606,0.19037157,0.0057663657,0.2585293,0.0054606833,0.42645743,0.00019292932,0.31163883,0.12432142,0.0015293479,0.0011526287,0.0002947722,0.03475286,0.05490664,0.0058535663,0.1857429,0.24291271,0.10871819,0.0005236304,0.0021809726,0.00078683585,0.0032867875,0.0017454727,0.00020625924,9.691655e-05,1.7212777e-06,7.623667e-05,0.0005525707,5.9913123e-06,0.13301833,0.2713489,0.1165803,0.0003032958,0.0010339938,0.1362833,0.017973946,0.68095213,0.6374084,0.70383364,1.2607311,0.81007797,0.03782042,0.2034337,0.022516537,4.3946344e-05,0.11027002,5.9039908e-06,0.0019736933,0.0037613048,6.59228e-05,3.4197874e-05,0.025852064,0.00023758457,0.044981603,0.0011497996,0.0133246295
0.08842392,0.039360274,0.18824562,0.0035031813,0.26254073,0.003273844,0.42489737,7.895684e-05,0.31020373,0.11768799,0.000806773,0.00058671477,0.00011810004,0.027807245,0.050192915,0.003781551,0.17740136,0.23572965,0.098957546,0.00023509272,0.0012340441,0.00036816622,0.0018562186,0.0009145716,8.247416e-05,3.609484e-05,4.172609e-07,2.6098342e-05,0.00024770724,1.6333407e-06,0.13418737,0.26421505,0.11129331,0.00012859434,0.00049005484,0.12629981,0.011860018,0.671564,0.6227152,0.69258773,1.2396518,0.7957356,0.038987752,0.19745827,0.016446,1.4557965e-05,0.10435111,1.6351727e-06,0.0010358108,0.002140272,2.3491526e-05,1.1337765e-05,0.022376766,9.778238e-05,0.041251265,0.0005990958,0.010446287
0.08870689,0.035460174,0.19202785,0.001985992,0.26296455,0.0018264082,0.41752484,3.011208e-05,0.3065584,0.11391829,0.00040354388,0.00028014366,4.362012e-05,0.022461787,0.04368844,0.0022328764,0.16781178,0.23353577,0.091249175,9.902514e-05,0.00065125007,0.00016024962,0.0009997034,0.00045537995,3.06199e-05,1.2425634e-05,9.023859e-08,8.154683e-06,0.000103949125,4.0098683e-07,0.1263665,0.25564006,0.10958117,5.0946957e-05,0.00021471808,0.11774217,0.007508062,0.6569043,0.605591,0.6772209,1.2208495,0.7877971,0.038680196,0.1922023,0.011696048,4.409322e-06,0.10052193,4.0853104e-07,0.0005168474,0.0011261855,7.705763e-06,3.4288967e-06,0.017827008,3.7219485e-05,0.037163556,0.0002948805,0.007862218
0.086840026,0.028981619,0.18333855,0.0010471552,0.2576468,0.00097451074,0.41408244,1.0642086e-05,0.30350345,0.10904339,0.00019016684,0.00012457957,1.4858746e-05,0.01681048,0.036452904,0.0012526312,0.16145262,0.22850625,0.08139022,3.886041e-05,0.00032791658,6.499085e-05,0.0005108644,0.00021347732,1.0496426e-05,3.928397e-06,1.7256621e-08,2.318121e-06,4.0601204e-05,8.799807e-08,0.12449264,0.24517404,0.10264913,1.875641e-05,8.696942e-05,0.11088986,0.0046145394,0.6480966,0.58810985,0.6614054,1.2073139,0.7878952,0.039810948,0.19049738,0.008140421,1.2142016e-06,0.091476604,9.135621e-08,0.00024385653,0.0005548109,2.3136654e-06,9.422608e-07,0.014225306,1.31004135e-05,0.03338392,0.00013703234,0.0053484184
0.08755102,0.023321306,0.17866257,0.0005030849,0.2584548,0.0004898352,0.40487728,3.464953e-06,0.30244476,0.10433663,8.442413e-05,5.1748204e-05,4.6336518e-06,0.01236834,0.030558204,0.0006408835,0.15117806,0.22501458,0.07517025,1.4149008e-05,0.00015597198,2.4282577e-05,0.00024705395,9.402679e-05,3.305521e-06,1.133951e-06,2.8912968e-09,5.9574904e-07,1.4707848e-05,1.7112729e-08,0.123706855,0.23741902,0.099148415,6.383116e-06,3.2403383e-05,0.10346018,0.0026182563,0.6394466,0.57379377,0.6499862,1.1849664,0.78196114,0.0385904,0.18878432,0.005452151,3.018913e-07,0.088588335,1.8133791e-08,0.00010866627,0.0002522487,6.316596e-07,2.3360083e-07,0.010714172,4.2356983e-06,0.031722005,5.9868657e-05,0.0033885264
0.08509544,0.019113312,0.17612088,0.00022186738,0.2661366,0.00023354783,0.39608476,1.032724e-06,0.30082875,0.10074281,3.5120618e-05,1.9994313e-05,1.3167719e-06,0.008766078,0.026182953,0.0003151974,0.14211255,0.2173585,0.068140484,4.7606172e-06,7.011272e-05,8.365085e-06,0.00011203172,3.8762802e-05,9.505218e-07,2.9686535e-07,4.201001e-10,1.374674e-07,4.9164446e-06,2.9220841e-09,0.1162534,0.23177077,0.098316625,1.9963688e-06,1.1152757e-05,0.0956164,0.0014275184,0.62384003,0.5500618,0.6338319,1.1713653,0.7690018,0.039799534,0.18641034,0.0035072064,6.724487e-08,0.08618062,3.1658918e-09,4.537587e-05,0.000109007146,1.5571914e-07,5.1871893e-08,0.007863715,1.252488e-06,0.029397668,2.450293e-05,0.0021169477
0.08436552,0.014896378,0.16914003,9.027092e-05,0.25871018,0.00010492238,0.3905775,2.8005041e-07,0.2928258,0.09976666,1.3640821e-05,7.165268e-06,3.390523e-07,0.0059827687,0.020751944,0.00014425971,0.13551854,0.21685752,0.059833337,1.4713697e-06,2.954519e-05,2.6447267e-06,4.7919588e-05,1.4904746e-05,2.4793155e-07,6.996971e-08,5.23512e-11,2.8259603e-08,1.5082009e-06,4.3374468e-10,0.11306103,0.2206162,0.09283523,5.702628e-07,3.5197818e-06,0.08894855,0.00073559355,0.6155074,0.5397956,0.61929756,1.1544806,0.7713794,0.037619695,0.18426767,0.0021613967,1.3308348e-08,0.08398909,4.813593e-10,1.7705968e-05,4.3634638e-05,3.439406e-08,1.0230605e-08,0.0052438937,3.3635948e-07,0.027996892,9.36243e-06,0.0012582854
0.082411446,0.011612612,0.16530113,3.369305e-05,0.25479138,4.427997e-05,0.38492373,6.860385e-08,0.28577295,0.09181167,4.9247637e-06,2.3679218e-06,7.8509714e-08,0.0039549884,0.01640153,6.157745e-05,0.12827842,0.20897721,0.05285284,4.1485478e-07,1.1615792e-05,7.6367e-07,1.91418e-05,5.3215404e-06,5.8235482e-08,1.4729718e-08,5.527623e-12,5.1304925e-09,4.2207358e-07,5.5357732e-11,0.103625745,0.2169905,0.08852349,1.4775279e-07,1.0141525e-06,0.08298902,0.00035896502,0.6074039,0.52551585,0.6122107,1.141793,0.7728015,0.03528395,0.18208839,0.0012770132,2.3191142e-09,0.077947274,6.3054374e-11,6.4268565e-06,1.6188133e-05,6.749184e-09,1.7760895e-09,0.0033133798,8.14942e-08,0.026758084,3.3200015e-06,0.0007070089
0.080697365,0.008697617,0.1616283,1.1584036e-05,0.2561147,1.7484203e-05,0.37042966,1.506457e-08,0.27916777,0.089396305,1.6434792e-06,7.180107e-07,1.6219603e-08,0.0025168126,0.012687147,2.4559527e-05,0.1175946,0.21362275,0.046913594,1.0606352e-07,4.2580314e-06,2.0015796e-07,7.1280324e-06,1.7539875e-06,1.2219072e-08,2.745482e-09,4.88e-13,8.147749e-10,1.0699826e-07,6.0024065e-12,0.104320705,0.20077413,0.0884258,3.447062e-08,2.6496136e-07,0.07715579,0.00016456492,0.5943255,0.5136298,0.60009474,1.1275729,0.7665843,0.03838512,0.1712929,0.00071493065,3.5232728e-10,0.07711998,7.0325087e-12,2.157585e-06,5.5549367e-06,1.1659447e-09,2.687297e-10,0.0019859844,1.7681595e-08,0.02576448,1.0870575e-06,0.00037357505
0.080119886,0.0061805584,0.16203627,3.6389054e-06,0.25278464,6.423532e-06,0.36974806,2.94024e-09,0.27540022,0.08778901,5.0408687e-07,1.9848454e-07,2.9633322e-09,0.0015473632,0.009393457,9.110964e-06,0.11297618,0.20345658,0.0413841,2.4395549e-08,1.4439997e-06,4.727379e-08,2.4582962e-06,5.308132e-07,2.2704367e-09,4.4882661e-10,3.550194e-14,1.120049e-10,2.4390049e-08,5.457496e-13,0.10553686,0.19950199,0.084682226,7.1829733e-09,6.2370184e-08,0.07171397,7.1165196e-05,0.58675504,0.5001461,0.583459,1.1168011,0.7655977,0.03631417,0.17148705,0.0003852494,4.616465e-11,0.0730981,6.5925905e-13,6.661262e-07,1.7521387e-06,1.7556445e-10,3.505556e-11,0.001108738,3.4063408e-09,0.024383131,3.266531e-07,0.0001881476
0.08056254,0.0043517123,0.16481821,1.0426393e-06,0.24933782,2.1862552e-06,0.3686229,5.0541055e-10,0.27341172,0.08246264,1.4118777e-07,4.9691423e-08,4.7426574e-10,0.0009125421,0.0068123573,3.1233922e-06,0.10692739,0.19916296,0.035314735,5.0075366e-09,4.508572e-07,9.9841335e-09,7.8151146e-07,1.465436e-07,3.700654e-10,6.369311e-11,2.0946252e-15,1.3176137e-11,4.9582356e-09,4.1016622e-14,0.102616906,0.19285591,0.084553085,1.3252232e-09,1.312317e-08,0.06607657,2.8737679e-05,0.5761027,0.4873607,0.57260394,1.1028415,0.7523525,0.039640136,0.16779193,0.00019704245,5.155811e-12,0.07110318,5.1218697e-14,1.8790452e-07,5.056122e-07,2.2793739e-11,3.8963884e-12,0.0005610784,5.7732236e-10,0.02139963,8.949694e-08,8.957141e-05
0.07889254,0.0027965468,0.15342765,2.7105065e-07,0.25063553,6.851896e-07,0.36255747,7.575418e-11,0.27173206,0.07956935,3.586272e-08,1.1180316e-08,6.5799304e-11,0.0005055026,0.0048224004,9.862002e-07,0.09907046,0.1935556,0.030484604,9.092493e-10,1.2877304e-07,1.8694946e-09,2.275542e-07,3.664773e-08,5.236756e-11,7.758546e-12,9.848421e-17,1.3099597e-12,8.909491e-10,2.508445e-15,0.103052154,0.18650237,0.082010195,2.1442517e-10,2.4470075e-09,0.061508168,1.08308395e-05,0.57365143,0.48283973,0.5639487,1.0877914,0.7552591,0.038765308,0.16814359,9.574977e-05,4.845299e-13,0.06905803,3.2472204e-15,4.809972e-08,1.3257244e-07,2.5215878e-12,3.6427559e-13,0.00026535167,8.52175e-11,0.021091046,2.2198929e-08,3.999272e-05
0.08102753,0.0017272765,0.15281948,6.3488116e-08,0.25068784,1.9655307e-07,0.3562384,9.793718e-12,0.26946113,0.07838266,8.199201e-09,2.2423103e-09,7.824212e-12,0.00027099837,0.0033178898,2.8511994e-07,0.09209989,0.19838336,0.025543865,1.4464858e-10,3.341193e-08,3.0745248e-10,6.0281955e-08,8.238957e-09,6.3617024e-12,8.013406e-13,3.6194764e-18,1.0856975e-13,1.401462e-10,1.2269782e-16,0.098750286,0.18683557,0.07967818,3.011323e-11,4.0061043e-10,0.056655794,3.7857099e-06,0.5614373,0.4689328,0.5565089,1.0754638,0.7543757,0.036594246,0.16448942,4.397125e-05,3.778053e-14,0.06628961,1.651709e-16,1.1089397e-08,3.1358674e-08,2.346382e-13,2.8244336e-14,0.00011490788,1.0836056e-11,0.018818982,4.9466977e-09,1.6775812e-05
0.078642555,0.0010069928,0.14596061,1.3289854e-08,0.25123802,5.1246186e-08,0.34953094,1.0792432e-12,0.26558504,0.075224645,1.6735455e-09,3.9729423e-10,7.875606e-13,0.00013769114,0.0021644896,7.4922184e-08,0.08548749,0.19067505,0.020911494,1.995102e-11,7.817884e-09,4.3955305e-11,1.4425004e-08,1.6513724e-09,6.553586e-13,6.924375e-14,1.0178497e-19,7.389917e-15,1.9095526e-11,4.709872e-18,0.1003288,0.17659506,0.07976984,3.6293447e-12,5.6995988e-11,0.052049115,1.2215403e-06,0.5597632,0.46302822,0.5470427,1.0668359,0.74195445,0.03836825,0.16154988,1.9029303e-05,2.4068193e-15,0.063535795,6.615829e-18,2.2840339e-09,6.639953e-09,1.8107096e-14,1.78835e-15,4.6379853e-05,1.1728643e-12,0.01802273,9.820759e-10,6.5759696e-06
