n_fields,test_r2,fields
1,0.1626213648929159,system_losses_mw
2,0.5466601781632945,system_losses_mw|gen_fuel_coal_mw
3,0.6584778538620266,system_losses_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw
5,0.6704894152004481,system_losses_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|gen_fuel_wind_mw|area_2_net_export_mw
8,0.8196263919576536,system_losses_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|gen_fuel_wind_mw|area_2_net_export_mw|area_3_net_export_mw|gen_fuel_hydro_mw|area_1_load_actual_mw
11,0.8910723150891847,system_losses_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|gen_fuel_wind_mw|area_2_net_export_mw|area_3_net_export_mw|gen_fuel_hydro_mw|area_1_load_actual_mw|area_2_load_day_ahead_mw|reserve_spin_r3_mw|gen_fuel_nuclear_mw
12,0.8917460793771332,system_losses_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|gen_fuel_wind_mw|area_2_net_export_mw|area_3_net_export_mw|gen_fuel_hydro_mw|area_1_load_actual_mw|area_2_load_day_ahead_mw|reserve_spin_r3_mw|gen_fuel_nuclear_mw|reserve_spin_r1_mw
24,0.9037058298885534,system_losses_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|gen_fuel_wind_mw|area_2_net_export_mw|area_3_net_export_mw|gen_fuel_hydro_mw|area_1_load_actual_mw|area_2_load_day_ahead_mw|reserve_spin_r3_mw|gen_fuel_nuclear_mw|reserve_spin_r1_mw|area_2_load_actual_mw|reserve_spin_r2_mw|area_1_load_day_ahead_mw|area_3_load_day_ahead_mw|reserve_reg_down_mw|area_3_load_actual_mw|system_load_actual_mw|system_load_day_ahead_mw|system_generation_mw|area_1_net_export_mw|reserve_reg_up_mw|gen_fuel_solar_mw
