head_id,anchor,group_size,candidate_group,residual_val_mse,residual_val_r2,reconstructed_y_val_mse,reconstructed_y_val_r2,anchor_sensitivity,anchor_status,threshold_ratio
0,gen_fuel_other_renewables_mw,7,gen_fuel_other_renewables_mw;gross_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw;gross_actual_interchange_mw;total_losses;gen_fuel_coal_pct,0.4995746314525604,0.5096327066421509,815140.9375,0.8786613941192627,0.03093317151069641,active_anchor,0.35
1,congestion_price_da,8,congestion_price_da;gen_fuel_other_renewables_mw;total_pjm_rt_load_mwh;metered_load_mw;gross_actual_interchange_mw;total_losses;total_pjm_self_sched_reg;gen_fuel_coal_pct,0.501145601272583,0.5080907940864563,817704.8125,0.8782798647880554,-0.003168731927871704,inactive_or_dummy_anchor,0.35
2,total_losses,7,total_losses;gen_fuel_other_renewables_mw;gross_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw;gross_actual_interchange_mw;gen_fuel_coal_pct,0.49867066740989685,0.510519802570343,813667.125,0.8788809180259705,0.09582319855690002,active_anchor,0.35
3,system_energy_price_da,8,system_energy_price_da;gen_fuel_other_renewables_mw;total_pjm_rt_load_mwh;metered_load_mw;gross_actual_interchange_mw;total_losses;total_pjm_self_sched_reg;gen_fuel_coal_pct,0.5102216005325317,0.4991820156574249,832514.125,0.8760754466056824,0.03332865238189697,active_anchor,0.35
4,total_pjm_self_sched_reg,7,total_pjm_self_sched_reg;gen_fuel_other_renewables_mw;gross_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw;total_losses;gen_fuel_coal_pct,0.507477343082428,0.5018752813339233,828037.0,0.876741886138916,-0.0012644529342651367,inactive_or_dummy_anchor,0.35
5,total_lmp_da,9,total_lmp_da;gen_fuel_other_renewables_mw;gross_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw;gross_actual_interchange_mw;total_losses;gen_fuel_coal_pct;congestion_price_rt,0.4963207244873047,0.5128268003463745,809832.1875,0.8794518113136292,0.0141029953956604,active_anchor,0.35
6,total_pjm_loc_credit,7,total_pjm_loc_credit;gross_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw;total_losses;net_inadv_interchange_mw;gen_fuel_coal_pct,0.5068941712379456,0.5024480819702148,827085.125,0.8768836259841919,0.0004000663757324219,active_anchor,0.35
7,gross_inadv_interchange_mw,5,gross_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw;total_losses;gen_fuel_coal_pct,0.503890872001648,0.5053961277008057,822184.0,0.8776131272315979,0.01143336296081543,active_anchor,0.35
8,gen_fuel_multiple_fuels_mw,9,gen_fuel_multiple_fuels_mw;gen_fuel_other_renewables_mw;gross_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw;gross_actual_interchange_mw;total_losses;total_pjm_self_sched_reg;gen_fuel_coal_pct,0.4988798201084137,0.5103148221969604,814006.875,0.8788301944732666,0.013313204050064087,active_anchor,0.35
9,gen_fuel_multiple_fuels_pct,9,gen_fuel_multiple_fuels_pct;marginal_loss_price_da;gross_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw;gross_actual_interchange_mw;total_losses;total_pjm_self_sched_reg;gen_fuel_coal_pct,0.49945569038391113,0.5097494721412659,814947.5625,0.8786903023719788,0.09634768962860107,active_anchor,0.35
