epoch,train_residual_mse_mean,val_residual_mse_mean,val_y_r2_mean,median_effective_norm,max_effective_norm
1,0.9827534524780331,0.9698525667190552,0.7644385099411011,0.19499413669109344,0.30330729484558105
2,0.9058452727216663,0.8965681195259094,0.7822381258010864,0.19396819174289703,0.434322714805603
3,0.8211190109000062,0.8486756086349487,0.7938705086708069,0.1928861141204834,0.521038830280304
4,0.7681389627131548,0.8009373545646667,0.8054653406143188,0.19109804928302765,0.5576599836349487
5,0.7225190455263312,0.7754638195037842,0.8116524815559387,0.19386428594589233,0.5407915711402893
6,0.6768927718653823,0.7678321599960327,0.813506007194519,0.19412362575531006,0.5705055594444275
7,0.6449049982157621,0.7218889594078064,0.8246648907661438,0.1945866346359253,0.6237668991088867
8,0.5986781039021232,0.7010129690170288,0.829735279083252,0.19521105289459229,0.664801836013794
9,0.568025731679165,0.6963459253311157,0.8308688998222351,0.19424962997436523,0.7087041139602661
10,0.5384584597565911,0.6709033846855164,0.8370484113693237,0.1941387951374054,0.7422934174537659
11,0.5090665605032083,0.6646758317947388,0.8385610580444336,0.1931227147579193,0.7637984752655029
12,0.48849808673063916,0.6281015872955322,0.8474443554878235,0.19381055235862732,0.7944455146789551
13,0.4569426869804209,0.6427569389343262,0.8438847661018372,0.19394885003566742,0.8251737356185913
14,0.4370887487223654,0.6379396319389343,0.8450547456741333,0.19335529208183289,0.8379338979721069
15,0.42090675979852676,0.5950364470481873,0.8554753065109253,0.1936315894126892,0.8599500060081482
16,0.4162234677509828,0.5961107611656189,0.8552144765853882,0.1934523582458496,0.8640322685241699
17,0.3905107275103078,0.5717516541481018,0.8611308336257935,0.19253504276275635,0.8877500295639038
18,0.3825857950882478,0.6133584380149841,0.8510251045227051,0.19357000291347504,0.9032089114189148
19,0.3752225343928193,0.568945586681366,0.8618124127388,0.19256463646888733,0.9128922820091248
20,0.3494473815415845,0.5628849267959595,0.8632844090461731,0.19214516878128052,0.9210572838783264
21,0.3473234736558163,0.5774229764938354,0.859753429889679,0.19249457120895386,0.9254652261734009
22,0.3402000392476718,0.5610588192939758,0.863727867603302,0.19190722703933716,0.9364722371101379
23,0.3251369162039323,0.5618056654930115,0.8635465502738953,0.1913851797580719,0.9416713714599609
