n,test_r2
2,0.7209571036902289
4,0.8277018671067309
6,0.8763349738268583
8,0.8942859894760868
10,0.8994512993870424
12,0.9136185000596596
14,0.9163621328428768
16,0.9108185286764623
17,0.8999843863356733
