Epoch 001 | train_loss=0.33281 train_r2=0.66719 | test_loss=0.33804 test_r2=0.64317
Epoch 002 | train_loss=0.21973 train_r2=0.78027 | test_loss=0.22685 test_r2=0.76055
Epoch 003 | train_loss=0.17927 train_r2=0.82073 | test_loss=0.18355 test_r2=0.80625
Epoch 004 | train_loss=0.13842 train_r2=0.86158 | test_loss=0.14838 test_r2=0.84338
Epoch 005 | train_loss=0.11677 train_r2=0.88323 | test_loss=0.13299 test_r2=0.85962
Epoch 006 | train_loss=0.09970 train_r2=0.90030 | test_loss=0.11721 test_r2=0.87628
Epoch 007 | train_loss=0.09513 train_r2=0.90487 | test_loss=0.11513 test_r2=0.87848
Epoch 008 | train_loss=0.08327 train_r2=0.91673 | test_loss=0.09591 test_r2=0.89876
Epoch 009 | train_loss=0.07174 train_r2=0.92826 | test_loss=0.08588 test_r2=0.90935
Epoch 010 | train_loss=0.06399 train_r2=0.93601 | test_loss=0.07786 test_r2=0.91782
Epoch 011 | train_loss=0.05987 train_r2=0.94013 | test_loss=0.07099 test_r2=0.92506
Epoch 012 | train_loss=0.05113 train_r2=0.94887 | test_loss=0.06397 test_r2=0.93248
Epoch 013 | train_loss=0.04991 train_r2=0.95009 | test_loss=0.06123 test_r2=0.93537
Epoch 014 | train_loss=0.05299 train_r2=0.94701 | test_loss=0.06396 test_r2=0.93249
Epoch 015 | train_loss=0.04310 train_r2=0.95690 | test_loss=0.05558 test_r2=0.94133
Epoch 016 | train_loss=0.04123 train_r2=0.95877 | test_loss=0.05178 test_r2=0.94534
Epoch 017 | train_loss=0.04155 train_r2=0.95845 | test_loss=0.05257 test_r2=0.94451
Epoch 018 | train_loss=0.03460 train_r2=0.96540 | test_loss=0.04476 test_r2=0.95276
Epoch 019 | train_loss=0.03704 train_r2=0.96296 | test_loss=0.04822 test_r2=0.94910
Epoch 020 | train_loss=0.03446 train_r2=0.96554 | test_loss=0.04460 test_r2=0.95292
Epoch 021 | train_loss=0.03381 train_r2=0.96619 | test_loss=0.04418 test_r2=0.95336
Epoch 022 | train_loss=0.03228 train_r2=0.96772 | test_loss=0.04170 test_r2=0.95599
Epoch 023 | train_loss=0.02973 train_r2=0.97027 | test_loss=0.03889 test_r2=0.95895
Epoch 024 | train_loss=0.02915 train_r2=0.97085 | test_loss=0.03984 test_r2=0.95795
Epoch 025 | train_loss=0.02879 train_r2=0.97121 | test_loss=0.03946 test_r2=0.95835
Epoch 026 | train_loss=0.02930 train_r2=0.97070 | test_loss=0.03945 test_r2=0.95836
Epoch 027 | train_loss=0.02702 train_r2=0.97298 | test_loss=0.03722 test_r2=0.96071
Epoch 028 | train_loss=0.02862 train_r2=0.97138 | test_loss=0.03795 test_r2=0.95994
Epoch 029 | train_loss=0.02829 train_r2=0.97171 | test_loss=0.03731 test_r2=0.96062
Epoch 030 | train_loss=0.02620 train_r2=0.97380 | test_loss=0.03687 test_r2=0.96108
Epoch 031 | train_loss=0.02667 train_r2=0.97333 | test_loss=0.03532 test_r2=0.96272
Epoch 032 | train_loss=0.02593 train_r2=0.97407 | test_loss=0.03611 test_r2=0.96188
Epoch 033 | train_loss=0.02703 train_r2=0.97297 | test_loss=0.03740 test_r2=0.96052
Epoch 034 | train_loss=0.02576 train_r2=0.97424 | test_loss=0.03730 test_r2=0.96063
Epoch 035 | train_loss=0.02318 train_r2=0.97682 | test_loss=0.03306 test_r2=0.96510
Epoch 036 | train_loss=0.02311 train_r2=0.97689 | test_loss=0.03356 test_r2=0.96457
Epoch 037 | train_loss=0.02358 train_r2=0.97642 | test_loss=0.03366 test_r2=0.96447
Epoch 038 | train_loss=0.02294 train_r2=0.97706 | test_loss=0.03395 test_r2=0.96416
Epoch 039 | train_loss=0.02212 train_r2=0.97788 | test_loss=0.03314 test_r2=0.96501
Epoch 040 | train_loss=0.02556 train_r2=0.97444 | test_loss=0.03542 test_r2=0.96261
