field,中文名,score
gen_fuel_coal_mw,燃煤出力,2846.193281509427
gen_fuel_gas_mw,燃气出力,2121.5094165052133
gen_fuel_coal_pct,燃煤占比,1658.255623927851
gen_fuel_nuclear_mw,核电出力,1628.8483148213252
gen_fuel_nuclear_pct,核电占比,1153.4506137059534
forecast_load_mw_latest_available,最新负荷预测,1109.8314594031924
gen_fuel_gas_pct,燃气占比,1084.1568212305033
da_as_as_req_mw_primary_reserve,日前主用备用需求,949.9110341882463
da_as_as_req_mw_thirty_minutes_reserve,日前30分钟备用需求,938.4185981981709
system_energy_price_da,日前能量价格,930.8755492652126
gen_fuel_hydro_mw,水电出力,853.9401473814578
gen_fuel_multiple_fuels_mw,多燃料出力,848.5901820080584
gen_fuel_hydro_pct,水电占比,742.088512843015
marginal_loss_price_rt,实时边际损耗价,605.7041910038099
da_as_as_mw_primary_reserve,日前主用备用实际量,558.6980034068401
system_energy_price_rt,实时能量价格,533.4657091440522
gen_fuel_multiple_fuels_pct,多燃料占比,461.8478446721018
gen_fuel_oil_mw,燃油出力,268.20778322484233
total_pjm_rmpcp_cr,调频性能信用额,183.48254922140643
da_as_as_mw_synchronized_reserve,日前同步备用实际量,156.32427459744318
gen_fuel_other_renewables_mw,其他可再生出力,134.18485544732823
rmccp,调频容量出清价,118.33917811882982
total_pjm_rmccp_cr,调频容量信用额,97.57901423614805
gen_fuel_storage_mw,储能出力,67.52444265622171
rmpcp,调频性能出清价,47.21911087252139
total_pjm_reg_purchases,调频购买量,44.25482743146351
da_as_mcp_primary_reserve,日前主用备用出清价,9.818945406114654
gen_fuel_oil_pct,燃油占比,0.0
da_as_as_req_mw_synchronized_reserve,日前同步备用需求,0.0
total_pjm_rt_load_mwh,实时负荷电量,0.0
da_as_nsr_mw_primary_reserve,非同步备用,0.0
total_lmp_rt,实时总电价,0.0
prelim_load_avg_hourly,预估小时负荷,0.0
da_as_mcp_synchronized_reserve,日前同步备用出清价,0.0
