方法,说明,n,前n个字段
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.8620029743444508,gross_inadv_interchange_mw|gen_fuel_gas_mw|gen_fuel_nuclear_mw|gen_fuel_coal_pct|gross_sched_interchange_mw|gen_fuel_other_renewables_mw|gen_fuel_multiple_fuels_pct|gen_fuel_wind_mw|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_hydro_pct|solar_generation_mw|da_as_ss_mw_primary_reserve|total_pjm_reg_purchases|marginal_loss_price_rt|gen_fuel_oil_mw|total_pjm_rmpcp_cr|total_pjm_rt_load_mwh|total_pjm_self_sched_reg|da_as_as_mw_primary_reserve|gen_fuel_storage_mw
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.8210009357250877,gross_inadv_interchange_mw|total_pjm_rt_load_mwh|gross_sched_interchange_mw|total_pjm_rmpcp_cr|gen_fuel_hydro_pct|gen_fuel_nuclear_mw|gen_fuel_gas_pct|total_pjm_reg_purchases|solar_generation_mw|gen_fuel_multiple_fuels_mw|net_inadv_interchange_mw|total_pjm_assigned_reg|total_pjm_rmccp_cr|marginal_loss_price_rt|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|system_energy_price_rt|da_as_as_mw_primary_reserve|total_lmp_rt
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.8613270007773783,gross_inadv_interchange_mw|gross_sched_interchange_mw|total_pjm_reg_purchases|gen_fuel_nuclear_mw|gen_fuel_multiple_fuels_pct|gen_fuel_solar_mw|gen_fuel_oil_mw|total_pjm_loc_credit|gen_fuel_hydro_mw|total_pjm_rmpcp_cr|da_as_as_mw_thirty_minutes_reserve|gen_fuel_gas_pct|gen_fuel_coal_mw|gen_fuel_other_renewables_mw|solar_generation_mw|total_pjm_assigned_reg|gen_fuel_storage_mw|gen_fuel_multiple_fuels_mw|gen_fuel_gas_mw|gen_fuel_nuclear_pct
XGBoost,树模型特征重要性（2016）,0.8823680687468941,gross_inadv_interchange_mw|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_hydro_pct|gross_sched_interchange_mw|total_pjm_reg_purchases|da_as_as_req_mw_primary_reserve|gen_fuel_gas_mw|prelim_load_avg_hourly|gen_fuel_nuclear_mw|total_pjm_rt_load_mwh|gen_fuel_multiple_fuels_pct|gen_fuel_multiple_fuels_mw|gen_fuel_gas_pct|gen_fuel_wind_mw|gen_fuel_solar_mw|gen_fuel_nuclear_pct|gen_fuel_coal_mw|gen_fuel_other_renewables_mw|gen_fuel_hydro_mw|gen_fuel_other_renewables_pct
Lasso,线性稀疏（1996）,0.8774635559907924,gen_fuel_gas_mw|gross_inadv_interchange_mw|prelim_load_avg_hourly|gen_fuel_coal_mw|gen_fuel_nuclear_pct|gen_fuel_solar_mw|gen_fuel_nuclear_mw|gen_fuel_hydro_pct|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_gas_pct|wind_generation_mw|da_as_as_req_mw_primary_reserve|gen_fuel_solar_pct|total_pjm_reg_purchases|gross_sched_interchange_mw|gen_fuel_multiple_fuels_pct|marginal_loss_price_rt|gen_fuel_other_renewables_mw|total_pjm_rmpcp_cr|gen_fuel_other_renewables_pct
Pearson,相关系数排序（只看两两关系）,0.8515720755312642,gross_inadv_interchange_mw|gross_sched_interchange_mw|gen_fuel_coal_mw|gen_fuel_nuclear_mw|gen_fuel_coal_pct|total_pjm_reg_purchases|prelim_load_avg_hourly|forecast_load_mw_latest_available|total_pjm_rt_load_mwh|gen_fuel_gas_mw|total_pjm_assigned_reg|gen_fuel_solar_pct|system_energy_price_da|gen_fuel_nuclear_pct|solar_generation_mw|gen_fuel_solar_mw|gen_fuel_other_renewables_pct|gen_fuel_gas_pct|gen_fuel_oil_mw|da_as_ss_mw_primary_reserve
