feature,score,selected
marginal_loss_price_rt,46.0,True
total_lmp_rt,45.0,True
gen_fuel_coal_pct,44.0,True
gen_fuel_gas_pct,43.0,True
total_losses,42.0,True
forecast_load_mw_day_ahead,41.0,True
da_as_as_req_mw_thirty_minutes_reserve,40.0,True
marginal_loss_price_da,39.0,True
da_as_total_mw_thirty_minutes_reserve,38.0,True
gen_fuel_oil_mw,37.0,True
gen_fuel_oil_pct,36.0,True
gross_inadv_interchange_mw,35.0,True
gen_fuel_nuclear_pct,34.0,True
total_pjm_rmpcp_cr,33.0,True
da_as_mcp_synchronized_reserve,32.0,True
congestion_price_da,31.0,True
gross_actual_interchange_mw,30.0,True
total_pjm_assigned_reg,29.0,True
gen_fuel_nuclear_mw,28.0,True
da_as_mcp_primary_reserve,27.0,True
da_as_ss_mw_primary_reserve,26.0,True
gross_sched_interchange_mw,25.0,True
net_sched_interchange_mw,24.0,True
gen_fuel_multiple_fuels_pct,23.0,True
total_pjm_loc_credit,22.0,True
gen_fuel_other_renewables_pct,21.0,True
gen_fuel_storage_mw,20.0,True
gen_fuel_hydro_mw,19.0,True
net_actual_interchange_mw,18.0,True
total_pjm_reg_purchases,17.0,True
rmccp,16.0,True
system_energy_price_da,15.0,True
gen_fuel_multiple_fuels_mw,14.0,True
system_energy_price_rt,13.0,True
gen_fuel_hydro_pct,12.0,True
da_as_nsr_mw_primary_reserve,11.0,True
total_pjm_rmccp_cr,10.0,True
total_lmp_da,9.0,True
da_as_as_mw_thirty_minutes_reserve,8.0,True
gen_fuel_coal_mw,7.0,True
metered_load_mw,6.0,False
forecast_load_mw_latest_available,5.0,False
prelim_load_avg_hourly,4.0,False
gen_fuel_gas_mw,3.0,False
total_gen,2.0,False
total_pjm_rt_load_mwh,1.0,False
wind_generation_mw,,False
solar_generation_mw,,False
gen_fuel_other_renewables_mw,,False
gen_fuel_solar_mw,,False
gen_fuel_wind_mw,,False
gen_fuel_solar_pct,,False
gen_fuel_storage_pct,,False
gen_fuel_wind_pct,,False
rmpcp,,False
total_pjm_self_sched_reg,,False
da_as_mcp_thirty_minutes_reserve,,False
da_as_as_req_mw_primary_reserve,,False
da_as_as_req_mw_synchronized_reserve,,False
da_as_total_mw_primary_reserve,,False
da_as_total_mw_synchronized_reserve,,False
da_as_as_mw_primary_reserve,,False
da_as_as_mw_synchronized_reserve,,False
da_as_ss_mw_synchronized_reserve,,False
da_as_ss_mw_thirty_minutes_reserve,,False
da_as_ircmwt2_primary_reserve,,False
da_as_ircmwt2_synchronized_reserve,,False
da_as_ircmwt2_thirty_minutes_reserve,,False
net_inadv_interchange_mw,,False
