case_id,feature_count,features,best_test_r2,best_test_mse,best_epoch,final_train_r2,final_train_mse,final_test_r2,final_test_mse
C_i_only,8,gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_hydro_mw;gen_fuel_wind_mw;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_oil_mw,0.7660452736309389,0.2427879749163645,133,0.8476281590158815,0.15237184391648834,0.7660452736309389,0.2427879749163645
C_i_plus_prelim,9,gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_hydro_mw;gen_fuel_wind_mw;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_oil_mw;prelim_load_avg_hourly,0.9507625479236085,0.05109647187048444,139,0.963613747477649,0.036386249952555384,0.9507625479236085,0.05109647187048444
C_i_plus_metered,9,gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_hydro_mw;gen_fuel_wind_mw;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_oil_mw;metered_load_mw,0.950227065402369,0.05165217286874179,139,0.9609814983564682,0.03901849985707666,0.950227065402369,0.05165217286874179
C_i_plus_metered_plus_selected_other,10,gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_hydro_mw;gen_fuel_wind_mw;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_oil_mw;metered_load_mw;gen_fuel_multiple_fuels_mw,0.9596324354985475,0.04189169038029719,118,0.9676284299928065,0.03237157150555261,0.9596324354985475,0.04189169038029719
C_i_plus_prelim_plus_metered,10,gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_hydro_mw;gen_fuel_wind_mw;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_oil_mw;prelim_load_avg_hourly;metered_load_mw,0.9511432058769955,0.05070144652929072,130,0.9632644337471002,0.0367355638826472,0.9511432058769955,0.05070144652929072
