目标,中文名,达标水平,预算n,先达标的方法,方法,测试R2,全量R2,候选数,选中字段
branch_ca_1_loading_pct,线路CA-1负载率,95%,6,DGatingDNN,DGatingDNN,0.9270783396368519,0.9609273489635466,21,gen_fuel_natural_gas_mw|gen_fuel_wind_mw|gen_fuel_solar_mw|gen_fuel_coal_mw|system_losses_mw|area_3_load_actual_mw
branch_ca_1_loading_pct,线路CA-1负载率,95%,6,DGatingDNN,STG,0.926638562025075,0.9609273489635466,21,gen_fuel_natural_gas_mw|gen_fuel_coal_mw|system_losses_mw|gen_fuel_wind_mw|gen_fuel_hydro_mw|gen_fuel_solar_mw
branch_ca_1_loading_pct,线路CA-1负载率,95%,6,DGatingDNN,LassoNet,0.9043065989947564,0.9609273489635466,21,gen_fuel_wind_mw|system_losses_mw|gen_fuel_solar_mw|gen_fuel_nuclear_mw|gen_fuel_hydro_mw|gen_fuel_coal_mw
branch_ca_1_loading_pct,线路CA-1负载率,95%,6,DGatingDNN,XGBoost,0.9228928118866742,0.9609273489635466,21,gen_fuel_wind_mw|gen_fuel_solar_mw|system_losses_mw|gen_fuel_natural_gas_mw|gen_fuel_nuclear_mw|gen_fuel_coal_mw
branch_ca_1_loading_pct,线路CA-1负载率,95%,6,DGatingDNN,Lasso,0.9214481073763974,0.9609273489635466,21,gen_fuel_wind_mw|gen_fuel_coal_mw|gen_fuel_solar_mw|gen_fuel_natural_gas_mw|system_losses_mw|gen_fuel_nuclear_mw
branch_ca_1_loading_pct,线路CA-1负载率,95%,6,DGatingDNN,Pearson,0.8760100540771362,0.9609273489635466,21,gen_fuel_wind_mw|system_losses_mw|gen_fuel_solar_mw|reserve_reg_up_mw|reserve_reg_down_mw|gen_fuel_hydro_mw
branch_ca_1_loading_pct,线路CA-1负载率,97%,7,DGatingDNN,DGatingDNN,0.9561162480763975,0.9609273489635466,21,gen_fuel_natural_gas_mw|gen_fuel_wind_mw|gen_fuel_solar_mw|gen_fuel_coal_mw|system_losses_mw|area_3_load_actual_mw|area_1_load_day_ahead_mw
branch_ca_1_loading_pct,线路CA-1负载率,97%,7,DGatingDNN,STG,0.9400938737778061,0.9609273489635466,21,gen_fuel_natural_gas_mw|gen_fuel_coal_mw|system_losses_mw|gen_fuel_wind_mw|gen_fuel_hydro_mw|gen_fuel_solar_mw|gen_fuel_nuclear_mw
branch_ca_1_loading_pct,线路CA-1负载率,97%,7,DGatingDNN,LassoNet,0.9421963935689437,0.9609273489635466,21,gen_fuel_wind_mw|system_losses_mw|gen_fuel_solar_mw|gen_fuel_nuclear_mw|gen_fuel_hydro_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw
branch_ca_1_loading_pct,线路CA-1负载率,97%,7,DGatingDNN,XGBoost,0.9468095130417582,0.9609273489635466,21,gen_fuel_wind_mw|gen_fuel_solar_mw|system_losses_mw|gen_fuel_natural_gas_mw|gen_fuel_nuclear_mw|gen_fuel_coal_mw|area_1_load_day_ahead_mw
branch_ca_1_loading_pct,线路CA-1负载率,97%,7,DGatingDNN,Lasso,0.9457153591098992,0.9609273489635466,21,gen_fuel_wind_mw|gen_fuel_coal_mw|gen_fuel_solar_mw|gen_fuel_natural_gas_mw|system_losses_mw|gen_fuel_nuclear_mw|area_1_load_actual_mw
branch_ca_1_loading_pct,线路CA-1负载率,97%,7,DGatingDNN,Pearson,0.9147248720532171,0.9609273489635466,21,gen_fuel_wind_mw|system_losses_mw|gen_fuel_solar_mw|reserve_reg_up_mw|reserve_reg_down_mw|gen_fuel_hydro_mw|gen_fuel_natural_gas_mw
