gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_reg_purchases,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt
0.072138935,0.17689939,0.034495212,0.2088716,0.37782362,6.759978e-23,0.2033222,0.0,0.23053993,0.16594915,0.14745782,2.5069608e-05,0.118871704,0.13695893,8.4186745e-08,0.0,0.0,0.0,4.173891e-39,0.10313871,0.0,0.09155573,2.7023944e-10,0.0,0.19069016,8.140227e-11,4.289131e-39,0.12939928,0.17111124,6.852e-41,0.35899314,0.0,0.0,2.4200414e-08
0.06970998,0.17232896,0.03165471,0.20895712,0.37582582,1.3012828e-24,0.20301296,0.0,0.23242833,0.15868394,0.14740233,1.1847192e-05,0.116498746,0.13359214,2.6609333e-08,0.0,0.0,0.0,3.17e-42,0.098692395,0.0,0.093343005,5.2433082e-11,0.0,0.19235907,1.4981611e-11,3.208e-42,0.12811653,0.1717811,3.1e-44,0.35860473,0.0,0.0,6.2326486e-09
0.065870285,0.17051011,0.028093735,0.20799759,0.37318602,1.8145015e-26,0.20608558,0.0,0.22828382,0.15933095,0.14774899,5.290474e-06,0.11525183,0.14086251,7.71225e-09,0.0,0.0,0.0,1e-45,0.09861586,0.0,0.09052315,8.978092e-12,0.0,0.18879808,2.423119e-12,1e-45,0.12748449,0.16928217,0.0,0.34894896,0.0,0.0,1.448696e-09
0.06302538,0.1725367,0.026228927,0.20960873,0.368376,1.7784933e-28,0.20038831,0.0,0.22299752,0.15892814,0.14717053,2.225901e-06,0.11709124,0.13953394,2.035948e-09,0.0,0.0,0.0,0.0,0.097776406,0.0,0.09529183,1.3432361e-12,0.0,0.18610983,3.4087352e-13,0.0,0.12849516,0.16329032,0.0,0.34676006,0.0,0.0,3.0143427e-10
0.061748333,0.17060289,0.023378788,0.20538494,0.36876023,1.1847612e-30,0.19794028,0.0,0.2278024,0.15213041,0.14576246,8.7741813e-07,0.11655645,0.13466924,4.8599e-10,0.0,0.0,0.0,0.0,0.09707792,0.0,0.0915308,1.7369796e-13,0.0,0.18422239,4.1240188e-14,0.0,0.12374774,0.16626784,0.0,0.34087318,0.0,0.0,5.566082e-11
0.058534198,0.16791621,0.021452375,0.20949657,0.36101937,5.1642575e-33,0.19550095,0.0,0.2247549,0.15453005,0.1479968,3.2256816e-07,0.11403271,0.13446324,1.0407293e-10,0.0,0.0,0.0,0.0,0.095334716,0.0,0.091053404,1.9185603e-14,0.0,0.18526784,4.2386384e-15,0.0,0.12262045,0.1611778,0.0,0.34320387,0.0,0.0,9.03481e-12
0.055830296,0.16669744,0.018740598,0.20164981,0.357251,1.4108565e-35,0.19624083,0.0,0.22203112,0.15443887,0.14811026,1.1000094e-07,0.11469604,0.1404628,1.9823327e-11,0.0,0.0,0.0,0.0,0.09310591,0.0,0.08922392,1.786871e-15,0.0,0.18570913,3.651668e-16,0.0,0.121738166,0.16066268,0.0,0.3369441,0.0,0.0,1.2759014e-12
0.053661104,0.16879113,0.016027873,0.20356528,0.3577182,2.2997079e-38,0.1940944,0.0,0.219119,0.1556283,0.14082253,3.4602092e-08,0.117282994,0.13308004,3.3274156e-12,0.0,0.0,0.0,0.0,0.093363486,0.0,0.09171542,1.3836537e-16,0.0,0.18356198,2.5986968e-17,0.0,0.11943007,0.16010934,0.0,0.33678377,0.0,0.0,1.5501135e-13
0.05183399,0.16747999,0.014023363,0.20550255,0.3474245,2.113e-41,0.19664204,0.0,0.21755663,0.15198039,0.14440134,9.977467e-09,0.11696576,0.1346909,4.872335e-13,0.0,0.0,0.0,0.0,0.08871304,0.0,0.0885141,8.771637e-18,0.0,0.18210454,1.5033113e-18,0.0,0.1198659,0.15394029,0.0,0.33461604,0.0,0.0,1.6004472e-14
0.04830285,0.16387306,0.011947456,0.19603051,0.34805992,1e-44,0.19165623,0.0,0.21817654,0.15022616,0.14722262,2.6194347e-09,0.114704296,0.13218741,6.155909e-14,0.0,0.0,0.0,0.0,0.09093003,0.0,0.08754542,4.4762134e-19,0.0,0.18028748,6.9458815e-20,0.0,0.11782607,0.15713385,0.0,0.33306125,0.0,0.0,1.3856184e-15
0.045423247,0.16465734,0.009964192,0.19832174,0.34270915,0.0,0.19611815,0.0,0.21793243,0.14774339,0.14460106,6.2156275e-10,0.112791136,0.12983042,6.630848e-15,0.0,0.0,0.0,0.0,0.092112854,0.0,0.087719105,1.8048774e-20,0.0,0.17959313,2.5140786e-21,0.0,0.11610259,0.15584455,0.0,0.33074325,0.0,0.0,9.913481e-17
0.04352402,0.16269091,0.00822317,0.1983617,0.34333533,0.0,0.19451131,0.0,0.21522288,0.14448291,0.14162692,1.3225569e-10,0.1149161,0.12864344,6.010217e-16,0.0,0.0,0.0,0.0,0.0898605,0.0,0.08599865,5.6338174e-22,0.0,0.1798467,6.977929e-23,0.0,0.11644525,0.15170716,0.0,0.3256045,0.0,0.0,5.768174e-18
0.040933687,0.1625884,0.0069057764,0.19871758,0.34012946,0.0,0.19092046,0.0,0.21697597,0.14408486,0.14785306,2.5018215e-11,0.11168781,0.12817183,4.5190918e-17,0.0,0.0,0.0,0.0,0.089748085,0.0,0.0891402,1.3309335e-23,0.0,0.18290177,1.4504801e-24,0.0,0.113439456,0.15082248,0.0,0.32231092,0.0,0.0,2.6819612e-19
0.039458025,0.16144982,0.0052902894,0.19665056,0.33731163,0.0,0.19151954,0.0,0.21437824,0.14424667,0.13915715,4.1682473e-12,0.11273154,0.124898344,2.7749908e-18,0.0,0.0,0.0,0.0,0.092507645,0.0,0.08773655,2.3207445e-25,0.0,0.17586786,2.199603e-26,0.0,0.111868866,0.14891225,0.0,0.32146695,0.0,0.0,9.774163e-21
0.036681924,0.16065569,0.004218149,0.1933279,0.33995727,0.0,0.1919904,0.0,0.21246049,0.14023413,0.14407237,6.054741e-13,0.11087147,0.12705961,1.3679614e-19,0.0,0.0,0.0,0.0,0.09043504,0.0,0.08801844,2.9047713e-27,0.0,0.17602742,2.3633992e-28,0.0,0.111133754,0.14838494,0.0,0.3187465,0.0,0.0,2.7331844e-22
0.034407347,0.15955341,0.003151111,0.19520366,0.3363757,0.0,0.19155353,0.0,0.21403563,0.14082786,0.14003305,7.583727e-14,0.110402815,0.12891111,5.3125146e-21,0.0,0.0,0.0,0.0,0.08676953,0.0,0.08516809,2.529816e-29,0.0,0.1737865,1.741343e-30,0.0,0.110476404,0.14755124,0.0,0.31236103,0.0,0.0,5.7277983e-24
0.032724146,0.15952969,0.0023756772,0.19058745,0.33270147,0.0,0.18994097,0.0,0.2145591,0.13997775,0.13890587,8.092584e-15,0.11226556,0.12383324,1.5919126e-22,0.0,0.0,0.0,0.0,0.08801635,0.0,0.08520263,1.4804005e-31,0.0,0.17504133,8.4801184e-33,0.0,0.11010545,0.1475116,0.0,0.31466532,0.0,0.0,8.763576e-26
0.030002434,0.15753548,0.0017236198,0.18643922,0.32932788,0.0,0.18817158,0.0,0.21316512,0.1432044,0.13906637,7.261094e-16,0.110085115,0.12976341,3.5971304e-24,0.0,0.0,0.0,0.0,0.085423216,0.0,0.086371645,5.5955657e-34,0.0,0.17513062,2.6181083e-35,0.0,0.11006886,0.14328946,0.0,0.3082129,0.0,0.0,9.508179e-28
0.027628824,0.15724126,0.0012122821,0.19231606,0.32729328,0.0,0.18617617,0.0,0.20971255,0.1383112,0.14111735,5.3999978e-17,0.11061775,0.12810525,5.9752695e-26,0.0,0.0,0.0,0.0,0.08724225,0.0,0.08611609,1.3061475e-36,0.0,0.1724844,4.8863933e-38,0.0,0.10710636,0.14151475,0.0,0.30388454,0.0,0.0,7.080705e-30
0.026068844,0.15572417,0.00082780706,0.19022065,0.32651708,0.0,0.18654434,0.0,0.21032436,0.13669072,0.14019528,3.2766835e-18,0.11478131,0.12449874,7.092788e-28,0.0,0.0,0.0,0.0,0.084273994,0.0,0.08528689,1.788449e-39,0.0,0.17200363,5.2194e-41,0.0,0.10587919,0.14142099,0.0,0.30263653,0.0,0.0,3.488893e-32
0.024089148,0.15587117,0.00054528844,0.19638395,0.32545727,0.0,0.18758881,0.0,0.20923258,0.13330804,0.14033256,1.594551e-19,0.11157438,0.1239775,5.8287905e-30,0.0,0.0,0.0,0.0,0.08467513,0.0,0.08592465,1.354e-42,0.0,0.17249331,3e-44,0.0,0.105912946,0.14158206,0.0,0.30097666,0.0,0.0,1.0911664e-34
0.022188526,0.15443753,0.00034942737,0.1911436,0.3208888,0.0,0.18419969,0.0,0.20563352,0.13121982,0.14059764,6.1062453e-21,0.111192316,0.12341934,3.2002813e-32,0.0,0.0,0.0,0.0,0.08310693,0.0,0.08457219,0.0,0.0,0.16828346,0.0,0.0,0.10416687,0.13973571,0.0,0.30224174,0.0,0.0,2.0659007e-37
0.020460702,0.15379594,0.00021388815,0.19039844,0.31685174,0.0,0.18384789,0.0,0.2087098,0.1325488,0.13629788,1.8020552e-22,0.112545826,0.12233995,1.127657e-34,0.0,0.0,0.0,0.0,0.08031272,0.0,0.08451181,0.0,0.0,0.16855732,0.0,0.0,0.10579593,0.1398305,0.0,0.29685488,0.0,0.0,2.24209e-40
0.018446088,0.15322408,0.00012682794,0.18626304,0.3195354,0.0,0.18325467,0.0,0.20493022,0.13198729,0.13758442,4.004889e-24,0.10909437,0.12421716,2.435881e-37,0.0,0.0,0.0,0.0,0.08392218,0.0,0.082238,0.0,0.0,0.16721255,0.0,0.0,0.10364977,0.13478194,0.0,0.2964245,0.0,0.0,1.3e-43
0.016567374,0.15288864,7.2106064e-05,0.18631075,0.3129426,0.0,0.18766488,0.0,0.20248108,0.13475066,0.14005981,6.533128e-26,0.111026265,0.12524813,3.06048e-40,0.0,0.0,0.0,0.0,0.081883825,0.0,0.083291136,0.0,0.0,0.16766174,0.0,0.0,0.10508852,0.1356329,0.0,0.29142913,0.0,0.0,0.0
0.014941509,0.15113103,3.9316834e-05,0.18641168,0.3150118,0.0,0.1829565,0.0,0.2053361,0.13231975,0.14072706,7.6028656e-28,0.108610265,0.12193584,2.1e-43,0.0,0.0,0.0,0.0,0.08233332,0.0,0.08329801,0.0,0.0,0.16832745,0.0,0.0,0.102526255,0.13420065,0.0,0.29237768,0.0,0.0,0.0
0.013695719,0.15080103,2.0402642e-05,0.18402186,0.30925795,0.0,0.1789234,0.0,0.20737557,0.12879692,0.13556898,6.1138646e-30,0.11065597,0.12390684,0.0,0.0,0.0,0.0,0.0,0.08085537,0.0,0.081066765,0.0,0.0,0.1667463,0.0,0.0,0.10036883,0.13444641,0.0,0.2925881,0.0,0.0,0.0
0.011880744,0.15055278,1.0086801e-05,0.18616146,0.30803633,0.0,0.17991504,0.0,0.20381804,0.13047808,0.13500491,3.27777e-32,0.11123927,0.12293467,0.0,0.0,0.0,0.0,0.0,0.08148239,0.0,0.08163402,0.0,0.0,0.16787507,0.0,0.0,0.09978604,0.13194425,0.0,0.28811523,0.0,0.0,0.0
0.010572643,0.15107998,4.7337107e-06,0.18589167,0.3077151,0.0,0.179511,0.0,0.20272245,0.12923668,0.13720976,1.1250459e-34,0.11035463,0.12305096,0.0,0.0,0.0,0.0,0.0,0.08077753,0.0,0.08036876,0.0,0.0,0.1627657,0.0,0.0,0.09934679,0.13523239,0.0,0.2847704,0.0,0.0,0.0
0.009196181,0.14797829,2.0970283e-06,0.18495636,0.3090229,0.0,0.17822339,0.0,0.20338008,0.1265534,0.13092569,2.3607707e-37,0.10881937,0.12276196,0.0,0.0,0.0,0.0,0.0,0.08618739,0.0,0.081331246,0.0,0.0,0.16585217,0.0,0.0,0.09942066,0.1311013,0.0,0.28002125,0.0,0.0,0.0
0.007889539,0.14693445,8.747876e-07,0.18260013,0.3024309,0.0,0.18651497,0.0,0.19721414,0.1248229,0.13658403,2.87216e-40,0.11057955,0.124779075,0.0,0.0,0.0,0.0,0.0,0.0815612,0.0,0.078639455,0.0,0.0,0.161578,0.0,0.0,0.09848409,0.12892509,0.0,0.28144208,0.0,0.0,0.0
0.006798612,0.1465331,3.416694e-07,0.1830666,0.30115145,0.0,0.18074015,0.0,0.19746852,0.12533715,0.13128564,1.9e-43,0.11066365,0.11978074,0.0,0.0,0.0,0.0,0.0,0.08010566,0.0,0.0783953,0.0,0.0,0.16376331,0.0,0.0,0.09763037,0.12799726,0.0,0.28127202,0.0,0.0,0.0
0.005725598,0.14800045,1.2438441e-07,0.18308465,0.3008013,0.0,0.17487007,0.0,0.19456191,0.12657401,0.13655008,0.0,0.11216053,0.1176325,0.0,0.0,0.0,0.0,0.0,0.07793457,0.0,0.07663418,0.0,0.0,0.161137,0.0,0.0,0.0949329,0.12996568,0.0,0.27722695,0.0,0.0,0.0
0.004849469,0.14619635,4.1973138e-08,0.18030944,0.2951996,0.0,0.18055455,0.0,0.19633462,0.12576033,0.13367236,0.0,0.111896165,0.118019655,0.0,0.0,0.0,0.0,0.0,0.078180306,0.0,0.07886338,0.0,0.0,0.164348,0.0,0.0,0.0971483,0.12747262,0.0,0.2782952,0.0,0.0,0.0
0.0040082554,0.14411858,1.3054347e-08,0.18321803,0.29314905,0.0,0.17531073,0.0,0.1981492,0.12366915,0.12981892,0.0,0.10925403,0.11973098,0.0,0.0,0.0,0.0,0.0,0.08021384,0.0,0.0801479,0.0,0.0,0.16284913,0.0,0.0,0.0942972,0.12799497,0.0,0.27680084,0.0,0.0,0.0
0.003246576,0.14504172,3.718555e-09,0.18564866,0.29584062,0.0,0.17268954,0.0,0.195075,0.12370872,0.13058396,0.0,0.10919865,0.11773226,0.0,0.0,0.0,0.0,0.0,0.08028261,0.0,0.077155285,0.0,0.0,0.16023646,0.0,0.0,0.095201634,0.12248022,0.0,0.27212068,0.0,0.0,0.0
0.0026139368,0.1439614,9.635066e-10,0.17546111,0.2964623,0.0,0.17541376,0.0,0.19305015,0.12200889,0.12741648,0.0,0.10966251,0.11526261,0.0,0.0,0.0,0.0,0.0,0.08068301,0.0,0.07421123,0.0,0.0,0.15966521,0.0,0.0,0.09276667,0.12533084,0.0,0.27207458,0.0,0.0,0.0
0.0020663557,0.1436634,2.2541585e-10,0.17429984,0.29127008,0.0,0.17759204,0.0,0.19245633,0.12158374,0.12727015,0.0,0.109848425,0.1195845,0.0,0.0,0.0,0.0,0.0,0.07956124,0.0,0.07611123,0.0,0.0,0.15780422,0.0,0.0,0.095418446,0.12555519,0.0,0.2690789,0.0,0.0,0.0
0.0015942744,0.14085351,4.7237145e-11,0.18156034,0.29033348,0.0,0.17695212,0.0,0.19301389,0.12306843,0.12697689,0.0,0.106601,0.11417407,0.0,0.0,0.0,0.0,0.0,0.08140058,0.0,0.07444434,0.0,0.0,0.15919423,0.0,0.0,0.09262397,0.12243847,0.0,0.26978412,0.0,0.0,0.0
0.0012153904,0.14059038,8.789699e-12,0.17606455,0.2880028,0.0,0.17940246,0.0,0.191582,0.12300343,0.12719059,0.0,0.10809661,0.11529008,0.0,0.0,0.0,0.0,0.0,0.08230113,0.0,0.071969904,0.0,0.0,0.15409432,0.0,0.0,0.09292476,0.122423396,0.0,0.26909977,0.0,0.0,0.0
0.0009022602,0.13881874,1.4386362e-12,0.17499687,0.28888014,0.0,0.17107762,0.0,0.1931113,0.12255382,0.12775695,0.0,0.107190534,0.1181537,0.0,0.0,0.0,0.0,0.0,0.08132193,0.0,0.07258757,0.0,0.0,0.15512322,0.0,0.0,0.09136682,0.123092845,0.0,0.26444647,0.0,0.0,0.0
0.0006586173,0.13747422,2.0500043e-13,0.17629741,0.28972206,0.0,0.17388521,0.0,0.19283412,0.12052925,0.12888624,0.0,0.105709076,0.11564249,0.0,0.0,0.0,0.0,0.0,0.08214684,0.0,0.07542929,0.0,0.0,0.1565962,0.0,0.0,0.092247896,0.12171989,0.0,0.26142597,0.0,0.0,0.0
0.00046993574,0.1382575,2.5149633e-14,0.17584248,0.27975866,0.0,0.17964931,0.0,0.19141346,0.11996898,0.12667023,0.0,0.10775496,0.11379657,0.0,0.0,0.0,0.0,0.0,0.08121449,0.0,0.0707606,0.0,0.0,0.1539166,0.0,0.0,0.09051149,0.12060062,0.0,0.25570214,0.0,0.0,0.0
0.00032585455,0.1355937,2.6241688e-15,0.1713741,0.28338426,0.0,0.17498338,0.0,0.19175902,0.117330834,0.1288711,0.0,0.106183186,0.11654879,0.0,0.0,0.0,0.0,0.0,0.07848415,0.0,0.07349138,0.0,0.0,0.15546776,0.0,0.0,0.09067678,0.1213818,0.0,0.25601166,0.0,0.0,0.0
0.00021972673,0.13511693,2.298057e-16,0.17310426,0.2800704,0.0,0.17319514,0.0,0.18719609,0.118303165,0.12396763,0.0,0.107722774,0.11596428,0.0,0.0,0.0,0.0,0.0,0.0790892,0.0,0.07202306,0.0,0.0,0.15506175,0.0,0.0,0.08920703,0.121596016,0.0,0.2607055,0.0,0.0,0.0
0.0001437883,0.13640101,1.6646762e-17,0.17734279,0.27848837,0.0,0.17014648,0.0,0.18519624,0.11991266,0.12551847,0.0,0.10809766,0.11435575,0.0,0.0,0.0,0.0,0.0,0.08335219,0.0,0.07312559,0.0,0.0,0.1539391,0.0,0.0,0.0882505,0.118401825,0.0,0.25664192,0.0,0.0,0.0
9.1249065e-05,0.13555595,9.817221e-19,0.17289396,0.27672172,0.0,0.16982515,0.0,0.18880539,0.11499696,0.1267382,0.0,0.111338414,0.1134509,0.0,0.0,0.0,0.0,0.0,0.08080584,0.0,0.06981837,0.0,0.0,0.1533287,0.0,0.0,0.08723413,0.11989846,0.0,0.2544552,0.0,0.0,0.0
5.5779714e-05,0.134048,4.6318444e-20,0.17143638,0.27516323,0.0,0.16940288,0.0,0.18484926,0.11572001,0.12414632,0.0,0.10958868,0.11427543,0.0,0.0,0.0,0.0,0.0,0.07978592,0.0,0.06897192,0.0,0.0,0.15480718,0.0,0.0,0.088300094,0.119588315,0.0,0.25701526,0.0,0.0,0.0
3.290828e-05,0.13186783,1.715102e-21,0.17109482,0.27718803,0.0,0.16851151,0.0,0.1830398,0.119992584,0.12797439,0.0,0.10539776,0.112907074,0.0,0.0,0.0,0.0,0.0,0.07936472,0.0,0.06996443,0.0,0.0,0.15448283,0.0,0.0,0.0874683,0.11732241,0.0,0.25271136,0.0,0.0,0.0
1.8718112e-05,0.13373832,4.8797806e-23,0.17047508,0.27395585,0.0,0.16915981,0.0,0.18662596,0.11586576,0.1276722,0.0,0.10836559,0.11679311,0.0,0.0,0.0,0.0,0.0,0.07711242,0.0,0.07565197,0.0,0.0,0.1516604,0.0,0.0,0.08737174,0.118684635,0.0,0.25282383,0.0,0.0,0.0
1.0188055e-05,0.13105157,1.0421256e-24,0.1701831,0.26942316,0.0,0.16997287,0.0,0.18105559,0.116974615,0.12688078,0.0,0.10663745,0.11166862,0.0,0.0,0.0,0.0,0.0,0.078525886,0.0,0.07141607,0.0,0.0,0.15286094,0.0,0.0,0.086059034,0.11496334,0.0,0.25607172,0.0,0.0,0.0
5.302502e-06,0.13109657,1.6276752e-26,0.16780417,0.2694491,0.0,0.16956256,0.0,0.17902873,0.1184544,0.12637284,0.0,0.10746613,0.11297048,0.0,0.0,0.0,0.0,0.0,0.075162426,0.0,0.069594964,0.0,0.0,0.15339771,0.0,0.0,0.083568245,0.117493264,0.0,0.25185958,0.0,0.0,0.0
2.6307023e-06,0.13095643,1.806254e-28,0.16706227,0.26785582,0.0,0.17060332,0.0,0.18171106,0.118485235,0.12466697,0.0,0.10768826,0.11347116,0.0,0.0,0.0,0.0,0.0,0.080042,0.0,0.0717973,0.0,0.0,0.151637,0.0,0.0,0.08567225,0.1153068,0.0,0.24994971,0.0,0.0,0.0
1.2376034e-06,0.12949711,1.3787911e-30,0.17083175,0.2667959,0.0,0.16420925,0.0,0.1830014,0.115841664,0.124738015,0.0,0.10778482,0.115628354,0.0,0.0,0.0,0.0,0.0,0.07676631,0.0,0.06806549,0.0,0.0,0.15123124,0.0,0.0,0.08444901,0.11130502,0.0,0.24983612,0.0,0.0,0.0
5.5052453e-07,0.13002028,6.98094e-33,0.16484553,0.26641947,0.0,0.16629124,0.0,0.18135683,0.11577754,0.12148228,0.0,0.109743886,0.115205064,0.0,0.0,0.0,0.0,0.0,0.07801455,0.0,0.06928624,0.0,0.0,0.14989068,0.0,0.0,0.08165559,0.11652713,0.0,0.24763349,0.0,0.0,0.0
2.305157e-07,0.1281268,2.2497313e-35,0.16825555,0.2634209,0.0,0.16747656,0.0,0.18414888,0.11516864,0.12257579,0.0,0.10698891,0.114311054,0.0,0.0,0.0,0.0,0.0,0.07766384,0.0,0.0723144,0.0,0.0,0.15026547,0.0,0.0,0.08430189,0.11503696,0.0,0.24711198,0.0,0.0,0.0
9.046376e-08,0.1290717,4.4029765e-38,0.16751091,0.26231927,0.0,0.16916747,0.0,0.17822656,0.11586126,0.12421182,0.0,0.10601477,0.10941337,0.0,0.0,0.0,0.0,0.0,0.07532238,0.0,0.06944912,0.0,0.0,0.14905028,0.0,0.0,0.08074758,0.1154277,0.0,0.24765274,0.0,0.0,0.0
3.309598e-08,0.12606345,4.9578e-41,0.16695131,0.26492578,0.0,0.16163498,0.0,0.18118449,0.11244577,0.119093575,0.0,0.10628422,0.11605158,0.0,0.0,0.0,0.0,0.0,0.07400939,0.0,0.06937201,0.0,0.0,0.14750025,0.0,0.0,0.08272834,0.1156032,0.0,0.24472916,0.0,0.0,0.0
1.1229447e-08,0.1276493,3.1e-44,0.16527437,0.2603841,0.0,0.1622407,0.0,0.17706725,0.11526689,0.12106317,0.0,0.10690791,0.11405564,0.0,0.0,0.0,0.0,0.0,0.07827291,0.0,0.07114391,0.0,0.0,0.14709339,0.0,0.0,0.08059468,0.114421554,0.0,0.24514222,0.0,0.0,0.0
3.5131915e-09,0.12656106,0.0,0.166363,0.26176703,0.0,0.1633847,0.0,0.17356887,0.11447636,0.12074818,0.0,0.10588607,0.116173714,0.0,0.0,0.0,0.0,0.0,0.07741158,0.0,0.06906918,0.0,0.0,0.14680012,0.0,0.0,0.08293744,0.11388356,0.0,0.24368152,0.0,0.0,0.0
1.0071182e-09,0.12730172,0.0,0.16647963,0.26189423,0.0,0.16245048,0.0,0.17474334,0.114964016,0.122321524,0.0,0.106944874,0.11294716,0.0,0.0,0.0,0.0,0.0,0.07185758,0.0,0.06675503,0.0,0.0,0.14662974,0.0,0.0,0.081124716,0.11225314,0.0,0.24052535,0.0,0.0,0.0
2.6274677e-10,0.1248522,0.0,0.16491333,0.2560622,0.0,0.16434714,0.0,0.17707784,0.11216658,0.12061385,0.0,0.107062556,0.11225811,0.0,0.0,0.0,0.0,0.0,0.075850084,0.0,0.066761106,0.0,0.0,0.14363438,0.0,0.0,0.08085274,0.11239,0.0,0.24650212,0.0,0.0,0.0
6.192665e-11,0.12693398,0.0,0.16046146,0.25506285,0.0,0.16330634,0.0,0.17652188,0.11248492,0.12374495,0.0,0.107668296,0.11154503,0.0,0.0,0.0,0.0,0.0,0.07594431,0.0,0.069721885,0.0,0.0,0.14694032,0.0,0.0,0.080053374,0.11061705,0.0,0.23919906,0.0,0.0,0.0
1.3080981e-11,0.124690905,0.0,0.16233504,0.2588225,0.0,0.16631374,0.0,0.17319196,0.11078198,0.12015206,0.0,0.1062775,0.114058286,0.0,0.0,0.0,0.0,0.0,0.076725364,0.0,0.06776681,0.0,0.0,0.14647937,0.0,0.0,0.08055954,0.107907936,0.0,0.23762998,0.0,0.0,0.0
2.455097e-12,0.12214078,0.0,0.16024244,0.25592697,0.0,0.1628285,0.0,0.17207912,0.114333026,0.12022956,0.0,0.10390107,0.10941909,0.0,0.0,0.0,0.0,0.0,0.07438979,0.0,0.06865277,0.0,0.0,0.14671503,0.0,0.0,0.078827515,0.11049758,0.0,0.23981994,0.0,0.0,0.0
4.0558583e-13,0.12167324,0.0,0.16356386,0.2551703,0.0,0.16146773,0.0,0.1714759,0.11090461,0.12028153,0.0,0.104280725,0.10952757,0.0,0.0,0.0,0.0,0.0,0.07661087,0.0,0.065684475,0.0,0.0,0.14489934,0.0,0.0,0.07772622,0.1105762,0.0,0.2355332,0.0,0.0,0.0
5.8377775e-14,0.12101066,0.0,0.16087763,0.25236794,0.0,0.16541341,0.0,0.170107,0.11189953,0.12226651,0.0,0.1055827,0.10836906,0.0,0.0,0.0,0.0,0.0,0.07332753,0.0,0.06691039,0.0,0.0,0.14537013,0.0,0.0,0.07694444,0.11012425,0.0,0.23685016,0.0,0.0,0.0
7.240009e-15,0.122739345,0.0,0.16098608,0.25063467,0.0,0.16016153,0.0,0.17094976,0.11114467,0.11916483,0.0,0.107788324,0.11601644,0.0,0.0,0.0,0.0,0.0,0.07710559,0.0,0.064417966,0.0,0.0,0.14478813,0.0,0.0,0.07744274,0.10999947,0.0,0.23386793,0.0,0.0,0.0
7.643607e-16,0.11960119,0.0,0.15849686,0.24940881,0.0,0.16152893,0.0,0.17239848,0.11196405,0.12255342,0.0,0.10706469,0.107404,0.0,0.0,0.0,0.0,0.0,0.07274841,0.0,0.06652648,0.0,0.0,0.14412653,0.0,0.0,0.07745305,0.11030437,0.0,0.23794357,0.0,0.0,0.0
6.7793526e-17,0.12048043,0.0,0.16135217,0.24939173,0.0,0.15992896,0.0,0.17085949,0.1142327,0.12405935,0.0,0.105882086,0.108061366,0.0,0.0,0.0,0.0,0.0,0.07314014,0.0,0.06495122,0.0,0.0,0.14337255,0.0,0.0,0.077851936,0.108032554,0.0,0.2354091,0.0,0.0,0.0
4.97895e-18,0.121097825,0.0,0.16010906,0.2504006,0.0,0.16089498,0.0,0.16919084,0.11240772,0.120289244,0.0,0.10531415,0.11235646,0.0,0.0,0.0,0.0,0.0,0.077125266,0.0,0.06624492,0.0,0.0,0.14303455,0.0,0.0,0.07700181,0.1090896,0.0,0.23067698,0.0,0.0,0.0
2.9804328e-19,0.11917509,0.0,0.16183053,0.24732792,0.0,0.1604623,0.0,0.1719595,0.10931052,0.12040715,0.0,0.10699342,0.10951515,0.0,0.0,0.0,0.0,0.0,0.07697677,0.0,0.06785149,0.0,0.0,0.1419432,0.0,0.0,0.078427404,0.108345576,0.0,0.23498234,0.0,0.0,0.0
1.4291695e-20,0.11764429,0.0,0.15735851,0.24667607,0.0,0.16196539,0.0,0.17090106,0.11053184,0.12342662,0.0,0.10720169,0.10783724,0.0,0.0,0.0,0.0,0.0,0.0713659,0.0,0.06321589,0.0,0.0,0.1414054,0.0,0.0,0.07511968,0.10843844,0.0,0.23303442,0.0,0.0,0.0
5.385995e-22,0.11835365,0.0,0.16045834,0.24602453,0.0,0.16083093,0.0,0.1682554,0.11032814,0.11452025,0.0,0.10531932,0.10791893,0.0,0.0,0.0,0.0,0.0,0.07600626,0.0,0.06321654,0.0,0.0,0.1402894,0.0,0.0,0.07516252,0.110011645,0.0,0.23050232,0.0,0.0,0.0
1.5620547e-23,0.11881683,0.0,0.15991226,0.24626958,0.0,0.1600283,0.0,0.16700646,0.11089935,0.11808356,0.0,0.10503545,0.10934059,0.0,0.0,0.0,0.0,0.0,0.07434473,0.0,0.062903754,0.0,0.0,0.14234662,0.0,0.0,0.07657845,0.10745644,0.0,0.22923553,0.0,0.0,0.0
