n,test_r2
1,0.32647238692087166
2,0.9273035752967957
3,0.9348064170076699
4,0.9522885185822735
5,0.9735053757724054
6,0.9763455537578682
7,0.9818577829623333
8,0.9848718842806586
9,0.9865770603811771
