area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.5413991,0.5356499,0.45916238,0.46964934,0.54729337,0.5004047,0.42340955,0.50850827,0.46821362,0.60197437,0.501362,0.47723475,0.48666528,0.4907209,0.4437892,0.52093995,0.58680224,0.5023404,0.4581649,0.61064935,0.62527317
0.5591509,0.5306344,0.44557402,0.45734137,0.57167226,0.5021303,0.4100696,0.50311625,0.45700476,0.6599649,0.50570685,0.48350173,0.5119237,0.5086339,0.42919818,0.56574285,0.62903047,0.5355448,0.47696465,0.68180406,0.68765885
0.5753705,0.5324467,0.44465697,0.4422656,0.5910753,0.50194705,0.41205743,0.49477014,0.44694906,0.7121442,0.50942266,0.4822289,0.5414355,0.5049864,0.4276754,0.61944586,0.66069764,0.5620999,0.4972427,0.73232126,0.7527635
0.5823616,0.53245103,0.43006805,0.41344947,0.608642,0.49903738,0.4134334,0.47503316,0.45492956,0.764058,0.51293963,0.47539765,0.5532153,0.5178615,0.41454697,0.6611882,0.7101318,0.59873545,0.5223681,0.7648698,0.81276596
0.5943695,0.52900183,0.41587478,0.3930469,0.6319987,0.49328637,0.41294214,0.4644022,0.4487258,0.8096801,0.53574425,0.47164348,0.5734786,0.52136153,0.41438568,0.7168857,0.7448901,0.6438331,0.54442245,0.8070622,0.8646482
0.6082069,0.53563464,0.4030869,0.36873612,0.6519006,0.48487693,0.40967467,0.46135417,0.44331697,0.85821295,0.5494627,0.47000882,0.5962258,0.5180453,0.40385813,0.78751224,0.79333717,0.67823863,0.56749034,0.84855115,0.9201149
0.62905353,0.52787817,0.40591145,0.34023196,0.6675809,0.49310184,0.3948952,0.44207639,0.42952663,0.886735,0.5541975,0.46507353,0.6039009,0.5151205,0.397749,0.83757347,0.8264406,0.7002241,0.60033196,0.8771062,0.96411186
0.6479097,0.52271575,0.3788004,0.310792,0.68838257,0.48532024,0.3787,0.41515052,0.4048916,0.9245004,0.5633019,0.46141583,0.6129362,0.5097998,0.38666815,0.8864839,0.8570007,0.7303337,0.64333355,0.9171492,1.0157237
0.6781691,0.5201383,0.36578804,0.28392562,0.72310305,0.4809098,0.36248752,0.40962827,0.4141316,0.9527256,0.5847159,0.4581375,0.6265404,0.5094866,0.37060878,0.9410542,0.90476584,0.7651779,0.68168384,0.9538965,1.0490857
