source_row_index,train_position,xi,y_true,y_pred_C_oof,residual,residual_std
7055,896,prelim_load_avg_hourly,321.923,-273.79175,595.7147,0.47731853
7605,897,prelim_load_avg_hourly,-463.353,-736.9592,273.60623,0.22515291
5729,898,prelim_load_avg_hourly,-7531.117,-7983.156,452.03857,0.36484033
1653,899,prelim_load_avg_hourly,-3597.478,-4754.328,1156.8501,0.9166086
6311,900,prelim_load_avg_hourly,-3212.58,-2217.4045,-995.17554,-0.76812464
6887,901,prelim_load_avg_hourly,2377.534,182.3789,2195.155,1.7294552
3452,902,prelim_load_avg_hourly,-8156.436,-8314.881,158.44482,0.13499773
2806,903,prelim_load_avg_hourly,-2784.403,-3054.838,270.4348,0.22267014
6146,904,prelim_load_avg_hourly,-6663.673,-6890.6484,226.97559,0.18864767
1525,905,prelim_load_avg_hourly,-4595.868,-4598.011,2.1430664,0.012635444
227,906,prelim_load_avg_hourly,-1371.947,-244.34058,-1127.6064,-0.8717994
3658,907,prelim_load_avg_hourly,-4472.16,-3670.9302,-801.23,-0.6162926
6885,908,prelim_load_avg_hourly,1045.067,-1084.2136,2129.2808,1.6778849
2899,909,prelim_load_avg_hourly,-1656.858,-1572.8674,-83.9906,-0.054795098
7125,910,prelim_load_avg_hourly,1297.504,2433.9854,-1136.4813,-0.8787472
7417,911,prelim_load_avg_hourly,-101.962,371.13696,-473.09897,-0.3594122
6648,912,prelim_load_avg_hourly,-1139.696,-1739.9564,600.2604,0.48087713
6790,913,prelim_load_avg_hourly,1061.609,466.45117,595.15784,0.47688258
4882,914,prelim_load_avg_hourly,-9139.219,-8185.282,-953.9365,-0.7358403
2305,915,prelim_load_avg_hourly,-3906.536,-2218.5557,-1687.9802,-1.3104932
4384,916,prelim_load_avg_hourly,-3966.74,-4381.3394,414.59937,0.3355307
1313,917,prelim_load_avg_hourly,-4409.545,-5144.8325,735.2876,0.58658445
474,918,prelim_load_avg_hourly,-6073.827,-5808.3438,-265.4834,-0.19687842
6638,919,prelim_load_avg_hourly,-2855.974,-2478.0986,-377.8755,-0.2848656
7850,920,prelim_load_avg_hourly,-1740.941,-1893.8575,152.9165,0.13066983
7611,921,prelim_load_avg_hourly,-831.624,-2679.535,1847.9109,1.4576119
494,922,prelim_load_avg_hourly,-9385.519,-7193.833,-2191.6855,-1.7048236
3956,923,prelim_load_avg_hourly,-3030.234,-2833.3105,-196.92334,-0.14320554
7000,924,prelim_load_avg_hourly,-1863.97,-1511.3691,-352.60083,-0.26507908
44,925,prelim_load_avg_hourly,-3102.65,-2410.6445,-692.0054,-0.5307851
7505,926,prelim_load_avg_hourly,-377.585,-701.6028,324.0178,0.26461807
1726,927,prelim_load_avg_hourly,-1740.504,-3895.928,2155.4238,1.6983513
6959,928,prelim_load_avg_hourly,-1153.121,-944.28784,-208.83313,-0.15252922
1465,929,prelim_load_avg_hourly,-2770.863,-1950.9973,-819.8657,-0.6308817
4824,930,prelim_load_avg_hourly,-6480.495,-6841.0957,360.6006,0.29325727
6374,931,prelim_load_avg_hourly,-2580.125,-3421.8728,841.7478,0.66992784
612,932,prelim_load_avg_hourly,-2913.41,-1899.4598,-1013.9501,-0.7828225
7967,933,prelim_load_avg_hourly,-2048.339,-2639.5908,591.2517,0.47382462
1154,934,prelim_load_avg_hourly,-5120.137,-5355.6406,235.50342,0.19532377
5914,935,prelim_load_avg_hourly,-8610.458,-8370.448,-240.00977,-0.17693615
6523,936,prelim_load_avg_hourly,-596.424,-623.3843,26.960266,0.03206382
6898,937,prelim_load_avg_hourly,188.946,94.721924,94.224075,0.084721915
5228,938,prelim_load_avg_hourly,-6948.071,-6887.873,-60.197754,-0.036168646
5987,939,prelim_load_avg_hourly,-5868.097,-6307.0938,438.99658,0.3546303
1936,940,prelim_load_avg_hourly,-6237.286,-4347.8325,-1889.4536,-1.4682186
5147,941,prelim_load_avg_hourly,-7143.245,-5175.2056,-1968.0396,-1.5297403
7477,942,prelim_load_avg_hourly,-1501.865,-1287.1294,-214.7356,-0.15715003
6132,943,prelim_load_avg_hourly,-6662.538,-7533.6816,871.14355,0.69294053
7789,944,prelim_load_avg_hourly,401.844,149.48901,252.35498,0.20851618
3550,945,prelim_load_avg_hourly,-2941.879,-3340.2034,398.32446,0.32278973
5544,946,prelim_load_avg_hourly,-8402.327,-7678.728,-723.5991,-0.55551857
611,947,prelim_load_avg_hourly,-2527.122,-2959.8574,432.73535,0.3497286
2705,948,prelim_load_avg_hourly,-2025.007,-1206.1301,-818.87683,-0.6301076
3216,949,prelim_load_avg_hourly,-1713.535,-1249.3069,-464.22815,-0.35246757
8683,950,prelim_load_avg_hourly,-2807.077,-2896.814,89.73706,0.08120921
6112,951,prelim_load_avg_hourly,-4318.962,-4462.7085,143.74658,0.12349107
6016,952,prelim_load_avg_hourly,-4969.579,-5307.3154,337.73633,0.27535775
7971,953,prelim_load_avg_hourly,-2111.512,-3656.7244,1545.2124,1.2206416
4463,954,prelim_load_avg_hourly,-4165.307,-4263.047,97.739746,0.08747419
7073,955,prelim_load_avg_hourly,-483.387,-381.1516,-102.23538,-0.06907819
1906,956,prelim_load_avg_hourly,-3448.161,-3026.005,-422.156,-0.31953102
4236,957,prelim_load_avg_hourly,-5165.945,-4416.7607,-749.1841,-0.575548
2470,958,prelim_load_avg_hourly,-2043.453,-2341.5317,298.07874,0.24431144
8491,959,prelim_load_avg_hourly,-1476.949,-4196.035,2719.0862,2.1396196
5990,960,prelim_load_avg_hourly,-5326.467,-4495.985,-830.48193,-0.63919276
579,961,prelim_load_avg_hourly,-3662.543,-6225.3516,2562.8086,2.0172763
4888,962,prelim_load_avg_hourly,-7056.6,-6412.9785,-643.6216,-0.4929074
7756,963,prelim_load_avg_hourly,179.416,-306.1919,485.6079,0.3911204
2345,964,prelim_load_avg_hourly,-856.894,-696.75977,-160.13422,-0.114404835
2808,965,prelim_load_avg_hourly,-2336.355,-1350.7856,-985.56934,-0.7606044
7941,966,prelim_load_avg_hourly,-2753.161,-3989.8557,1236.6948,0.9791158
5488,967,prelim_load_avg_hourly,-6204.618,-6037.4014,-167.2168,-0.1199495
4199,968,prelim_load_avg_hourly,-2666.048,-2883.793,217.74487,0.18142132
6562,969,prelim_load_avg_hourly,-1367.621,-6201.5723,4833.951,3.7952614
261,970,prelim_load_avg_hourly,-1159.851,-1200.0403,40.18933,0.042420316
5338,971,prelim_load_avg_hourly,-8420.491,-8865.174,444.68262,0.35908166
4915,972,prelim_load_avg_hourly,-5661.154,-5355.539,-305.61475,-0.22829561
4910,973,prelim_load_avg_hourly,-7310.52,-6890.911,-419.6089,-0.31753698
859,974,prelim_load_avg_hourly,-2446.796,-2174.937,-271.8589,-0.20186952
4074,975,prelim_load_avg_hourly,-3066.651,-3645.6316,578.9807,0.46421817
1420,976,prelim_load_avg_hourly,-2519.775,-2828.9983,309.2234,0.25303614
7775,977,prelim_load_avg_hourly,1509.543,1799.7329,-290.18994,-0.21622016
3901,978,prelim_load_avg_hourly,-4258.19,-5017.653,759.4629,0.6055103
3858,979,prelim_load_avg_hourly,-4182.616,-4175.404,-7.2124023,0.005311429
8572,980,prelim_load_avg_hourly,-3904.312,-3261.4873,-642.8247,-0.49228355
8176,981,prelim_load_avg_hourly,-3623.236,-4212.9106,589.67456,0.47258994
6784,982,prelim_load_avg_hourly,-1442.376,-1060.0251,-382.35083,-0.28836915
7466,983,prelim_load_avg_hourly,645.035,-632.0259,1277.0608,1.0107167
3195,984,prelim_load_avg_hourly,-3453.328,-1812.8949,-1640.433,-1.2732705
8068,985,prelim_load_avg_hourly,-3321.949,-1740.6345,-1581.3145,-1.2269889
3634,986,prelim_load_avg_hourly,-6922.898,-6552.9043,-369.99365,-0.27869523
204,987,prelim_load_avg_hourly,-4491.36,-6320.0713,1828.7114,1.4425814
2403,988,prelim_load_avg_hourly,-1217.768,-2668.087,1450.319,1.1463534
6908,989,prelim_load_avg_hourly,-1958.133,-1593.5928,-364.54028,-0.274426
1895,990,prelim_load_avg_hourly,-3515.842,-4175.519,659.677,0.52739197
6747,991,prelim_load_avg_hourly,-2570.677,-1927.5293,-643.1477,-0.49253643
1239,992,prelim_load_avg_hourly,-8672.189,-7819.676,-852.5137,-0.6564405
7074,993,prelim_load_avg_hourly,-89.976,-435.27808,345.30206,0.28128067
7501,994,prelim_load_avg_hourly,602.537,-94.545654,697.08264,0.5566754
60,995,prelim_load_avg_hourly,-2043.235,-2150.9094,107.67444,0.09525166
1076,996,prelim_load_avg_hourly,-5101.934,-3956.2534,-1145.6807,-0.885949
1786,997,prelim_load_avg_hourly,-5280.102,-5142.707,-137.39502,-0.096603245
5266,998,prelim_load_avg_hourly,-4002.931,-4971.9634,969.0325,0.7695738
8231,999,prelim_load_avg_hourly,-1861.84,-1740.1035,-121.73645,-0.08434478
7028,1000,prelim_load_avg_hourly,-2034.195,-3036.8303,1002.6354,0.79588014
5272,1001,prelim_load_avg_hourly,-4469.53,-4721.8477,252.31787,0.20848712
8450,1002,prelim_load_avg_hourly,-2128.694,-2086.1982,-42.49585,-0.022310546
7987,1003,prelim_load_avg_hourly,-5468.312,-4352.767,-1115.5449,-0.86235696
7090,1004,prelim_load_avg_hourly,888.975,2073.3145,-1184.3395,-0.9162134
1960,1005,prelim_load_avg_hourly,-5747.976,-5415.0254,-332.95068,-0.2496958
5703,1006,prelim_load_avg_hourly,-8520.016,-8747.711,227.69531,0.18921112
4683,1007,prelim_load_avg_hourly,-5074.813,-5542.2446,467.43164,0.37689093
8473,1008,prelim_load_avg_hourly,840.716,-3147.032,3987.748,3.1328032
4778,1009,prelim_load_avg_hourly,-7233.22,-5666.9834,-1566.2368,-1.2151853
5679,1010,prelim_load_avg_hourly,-5736.329,-5911.9453,175.61621,0.14844051
2662,1011,prelim_load_avg_hourly,-2809.737,-3372.0903,562.3533,0.4512012
8620,1012,prelim_load_avg_hourly,-3100.541,-3102.5095,1.9685059,0.012498789
5677,1013,prelim_load_avg_hourly,-5966.947,-5974.5176,7.570801,0.016884597
1289,1014,prelim_load_avg_hourly,-5994.553,-5755.6367,-238.9165,-0.17608027
25,1015,prelim_load_avg_hourly,-4635.12,-2953.9963,-1681.1238,-1.3051256
8079,1016,prelim_load_avg_hourly,-2703.112,-1682.8031,-1020.30896,-0.7878006
5403,1017,prelim_load_avg_hourly,-8159.457,-7932.5664,-226.89062,-0.1666657
7368,1018,prelim_load_avg_hourly,503.189,-1317.5405,1820.7295,1.4363327
1587,1019,prelim_load_avg_hourly,-1841.87,-2402.7678,560.8978,0.4500618
4306,1020,prelim_load_avg_hourly,-6351.516,-4706.6455,-1644.8706,-1.2767445
5484,1021,prelim_load_avg_hourly,-6231.313,-5359.7476,-871.5654,-0.67135537
1056,1022,prelim_load_avg_hourly,-5136.018,-3378.8633,-1757.1548,-1.3646472
563,1023,prelim_load_avg_hourly,-5424.097,-5671.205,247.10791,0.20440845
5855,1024,prelim_load_avg_hourly,-7483.171,-7898.1284,414.95752,0.33581108
3280,1025,prelim_load_avg_hourly,-2791.499,-1983.6367,-807.8623,-0.62148476
8472,1026,prelim_load_avg_hourly,1078.815,-2536.207,3615.022,2.8410113
1824,1027,prelim_load_avg_hourly,-3600.554,-2619.166,-981.38794,-0.7573309
5685,1028,prelim_load_avg_hourly,-3059.445,-2854.7466,-204.69849,-0.14929238
8567,1029,prelim_load_avg_hourly,-3613.441,-2695.3428,-918.09814,-0.70778394
316,1030,prelim_load_avg_hourly,-3611.151,-3496.7444,-114.406494,-0.078606464
2630,1031,prelim_load_avg_hourly,-4078.932,-449.85303,-3629.0789,-2.8301003
3119,1032,prelim_load_avg_hourly,-5094.856,-4042.7236,-1052.1323,-0.8127138
6831,1033,prelim_load_avg_hourly,958.77,700.48193,258.2881,0.21316096
1547,1034,prelim_load_avg_hourly,-6549.534,-3983.189,-2566.3452,-1.9981295
1656,1035,prelim_load_avg_hourly,-4509.56,-3224.3403,-1285.2197,-0.9951885
3265,1036,prelim_load_avg_hourly,-3088.277,-2179.987,-908.29004,-0.70010555
3949,1037,prelim_load_avg_hourly,-4293.822,-4604.2803,310.4585,0.25400305
5040,1038,prelim_load_avg_hourly,-3991.676,-3382.0388,-609.6372,-0.4663024
2683,1039,prelim_load_avg_hourly,-724.372,-1542.0447,817.67267,0.65108037
1558,1040,prelim_load_avg_hourly,-1355.92,-2466.6604,1110.7404,0.8805111
8759,1041,prelim_load_avg_hourly,-1422.983,-1976.3315,553.3485,0.44415176
468,1042,prelim_load_avg_hourly,-6635.47,-5507.3345,-1128.1357,-0.8722138
4262,1043,prelim_load_avg_hourly,-6585.734,-6480.134,-105.6001,-0.07171229
1036,1044,prelim_load_avg_hourly,-3264.567,-3839.9758,575.40894,0.46142197
6518,1045,prelim_load_avg_hourly,-988.436,-1292.7451,304.30914,0.24918897
6371,1046,prelim_load_avg_hourly,-200.116,-2874.502,2674.386,2.1046257
8416,1047,prelim_load_avg_hourly,594.513,-2918.7043,3513.2173,2.7613125
532,1048,prelim_load_avg_hourly,-3856.073,-4493.9106,637.83765,0.51029485
2919,1049,prelim_load_avg_hourly,-3230.016,-1334.8425,-1895.1736,-1.4726965
6378,1050,prelim_load_avg_hourly,-3101.45,-1930.8737,-1170.5763,-0.9054388
5883,1051,prelim_load_avg_hourly,-8188.592,-7592.059,-596.5327,-0.45604342
6850,1052,prelim_load_avg_hourly,1198.21,885.9702,312.23975,0.25539753
7825,1053,prelim_load_avg_hourly,-1702.943,-3956.139,2253.1958,1.7748929
6771,1054,prelim_load_avg_hourly,-2871.521,-1283.2058,-1588.3152,-1.2324696
8229,1055,prelim_load_avg_hourly,-1720.502,-2515.8032,795.3013,0.63356674
5252,1056,prelim_load_avg_hourly,-5274.035,-5471.033,196.99805,0.16517948
4243,1057,prelim_load_avg_hourly,-1909.558,-3160.0525,1250.4945,0.98991895
8704,1058,prelim_load_avg_hourly,-1652.715,-2152.608,499.89294,0.40230358
2440,1059,prelim_load_avg_hourly,742.31,-2254.6108,2996.921,2.357125
2347,1060,prelim_load_avg_hourly,-457.705,-1533.1143,1075.4093,0.85285187
1171,1061,prelim_load_avg_hourly,-7688.726,-8009.0713,320.3452,0.26174295
5799,1062,prelim_load_avg_hourly,-11401.332,-11540.928,139.5957,0.120241515
8084,1063,prelim_load_avg_hourly,-1611.164,-1156.706,-454.4579,-0.34481883
5640,1064,prelim_load_avg_hourly,-4997.477,-4198.342,-799.13525,-0.6146527
909,1065,prelim_load_avg_hourly,-4813.789,-5988.509,1174.7197,0.93059796
2295,1066,prelim_load_avg_hourly,-4507.722,-1446.2197,-3061.5024,-2.385768
6454,1067,prelim_load_avg_hourly,1815.26,-78.37671,1893.6367,1.4934088
2386,1068,prelim_load_avg_hourly,563.872,-1555.3313,2119.2034,1.6699958
3953,1069,prelim_load_avg_hourly,-3601.527,-5220.2627,1618.7356,1.2781999
1787,1070,prelim_load_avg_hourly,-4483.016,-4039.5059,-443.51025,-0.33624837
4290,1071,prelim_load_avg_hourly,-4924.435,-4969.9873,45.552246,0.046618722
569,1072,prelim_load_avg_hourly,-4281.093,-4141.2207,-139.87207,-0.09854242
7586,1073,prelim_load_avg_hourly,-2172.986,-2603.3232,430.33716,0.3478512
603,1074,prelim_load_avg_hourly,-2464.644,-3044.294,579.6499,0.46474203
8150,1075,prelim_load_avg_hourly,-1710.703,-1874.755,164.052,0.13938735
6521,1076,prelim_load_avg_hourly,-701.917,-1133.1528,431.23584,0.34855473
3906,1077,prelim_load_avg_hourly,-2613.419,-2462.7075,-150.71143,-0.10702811
3423,1078,prelim_load_avg_hourly,-6490.705,-6379.839,-110.86621,-0.075834915
6564,1079,prelim_load_avg_hourly,-2518.737,-1364.2605,-1154.4766,-0.89283496
6284,1080,prelim_load_avg_hourly,-627.138,-2548.8013,1921.6633,1.5153497
386,1081,prelim_load_avg_hourly,-1818.281,-6056.288,4238.007,3.3287208
7964,1082,prelim_load_avg_hourly,-2799.962,-3383.1938,583.23193,0.46754625
2200,1083,prelim_load_avg_hourly,-7465.597,-7144.419,-321.17822,-0.24047962
96,1084,prelim_load_avg_hourly,-1023.059,-1757.6837,734.6247,0.5860655
841,1085,prelim_load_avg_hourly,-3695.15,-2700.4058,-994.74414,-0.7677869
2170,1086,prelim_load_avg_hourly,-3923.741,-2890.5916,-1033.1494,-0.7978529
1944,1087,prelim_load_avg_hourly,-3019.492,-3848.8455,829.3535,0.66022485
2486,1088,prelim_load_avg_hourly,-370.423,-3346.2642,2975.841,2.3406224
169,1089,prelim_load_avg_hourly,-4080.635,-3260.193,-820.4419,-0.6313328
4610,1090,prelim_load_avg_hourly,-3934.968,-6211.47,2276.5022,1.7931386
3744,1091,prelim_load_avg_hourly,-5814.615,-4279.4434,-1535.1719,-1.1908658
3885,1092,prelim_load_avg_hourly,-2207.691,-2060.5205,-147.17041,-0.104256
7049,1093,prelim_load_avg_hourly,-152.821,-1225.104,1072.283,0.8504044
4841,1094,prelim_load_avg_hourly,-6600.514,-6041.591,-558.92334,-0.42660058
3086,1095,prelim_load_avg_hourly,-4876.28,-2864.6343,-2011.6455,-1.5638776
6110,1096,prelim_load_avg_hourly,-5746.286,-6427.0566,680.7705,0.54390526
1274,1097,prelim_load_avg_hourly,-5074.786,-2581.3994,-2493.3867,-1.9410132
8582,1098,prelim_load_avg_hourly,-4763.035,-3262.5881,-1500.447,-1.1636811
469,1099,prelim_load_avg_hourly,-7732.131,-6602.7627,-1129.3682,-0.8731786
3981,1100,prelim_load_avg_hourly,-2900.958,-2717.8574,-183.10059,-0.13238427
6305,1101,prelim_load_avg_hourly,-2528.766,-1879.622,-649.14417,-0.4972308
2301,1102,prelim_load_avg_hourly,-2542.921,-2781.2957,238.37476,0.19757162
4861,1103,prelim_load_avg_hourly,-8963.778,-8651.402,-312.37598,-0.2335887
6406,1104,prelim_load_avg_hourly,-1583.247,-3019.518,1436.2711,1.135356
5268,1105,prelim_load_avg_hourly,-4132.369,-4684.095,551.7261,0.4428816
6843,1106,prelim_load_avg_hourly,439.769,1278.4814,-838.7124,-0.645636
6986,1107,prelim_load_avg_hourly,-941.024,-1006.5376,65.51361,0.062245663
1813,1108,prelim_load_avg_hourly,-3731.119,-3974.3596,243.24072,0.201381
1312,1109,prelim_load_avg_hourly,-4820.273,-5358.2617,537.9888,0.43212724
7706,1110,prelim_load_avg_hourly,944.67,451.3296,493.3404,0.39717385
6985,1111,prelim_load_avg_hourly,-1382.058,-215.57056,-1166.4874,-0.9022378
8757,1112,prelim_load_avg_hourly,-1677.914,-3768.0369,2090.123,1.6472299
2703,1113,prelim_load_avg_hourly,-2520.142,-1794.4657,-725.6764,-0.55714476
5133,1114,prelim_load_avg_hourly,-5786.527,-5957.954,171.42725,0.14516114
4096,1115,prelim_load_avg_hourly,-6873.153,-6369.1025,-504.0503,-0.3836427
3843,1116,prelim_load_avg_hourly,-4139.025,-3817.0315,-321.9934,-0.24111779
1174,1117,prelim_load_avg_hourly,-7312.658,-8043.5674,730.9092,0.58315676
7076,1118,prelim_load_avg_hourly,438.52,-367.13257,805.6526,0.64167035
1021,1119,prelim_load_avg_hourly,-5772.276,-2368.814,-3403.462,-2.653474
975,1120,prelim_load_avg_hourly,-3367.5,-4862.536,1495.0361,1.1813606
7458,1121,prelim_load_avg_hourly,2388.717,792.87573,1595.8413,1.2602769
5208,1122,prelim_load_avg_hourly,-6010.097,-6692.5273,682.4302,0.5452045
7869,1123,prelim_load_avg_hourly,-4727.862,-4809.7314,81.86963,0.07505012
2275,1124,prelim_load_avg_hourly,-6940.217,-6328.4233,-611.79346,-0.46799046
1458,1125,prelim_load_avg_hourly,-1293.472,-2193.2993,899.8273,0.71539587
1934,1126,prelim_load_avg_hourly,-6118.893,-5529.8213,-589.0718,-0.45020258
5346,1127,prelim_load_avg_hourly,-7982.782,-7952.7305,-30.051758,-0.0125685735
737,1128,prelim_load_avg_hourly,-2342.533,-2976.8018,634.2688,0.50750095
5785,1129,prelim_load_avg_hourly,-8306.094,-8390.999,84.90527,0.077426605
7837,1130,prelim_load_avg_hourly,-1594.862,-3774.748,2179.886,1.7175018
5907,1131,prelim_load_avg_hourly,-6939.702,-6823.795,-115.90723,-0.07978132
4730,1132,prelim_load_avg_hourly,-6386.392,-6879.1855,492.79346,0.39674568
7768,1133,prelim_load_avg_hourly,848.944,751.4026,97.54138,0.0873189
7059,1134,prelim_load_avg_hourly,-702.44,262.26758,-964.7076,-0.74427253
7527,1135,prelim_load_avg_hourly,-2550.929,-2191.0376,-359.89136,-0.27078655
8748,1136,prelim_load_avg_hourly,-1723.247,-1206.1736,-517.07336,-0.39383796
2209,1137,prelim_load_avg_hourly,-7562.053,-7194.616,-367.437,-0.27669373
1741,1138,prelim_load_avg_hourly,-2210.752,-3649.954,1439.2021,1.1376505
7730,1139,prelim_load_avg_hourly,-1621.85,-1194.7053,-427.14465,-0.3234364
6913,1140,prelim_load_avg_hourly,-1167.065,-420.28613,-746.7788,-0.57366496
3784,1141,prelim_load_avg_hourly,-4289.9,-4171.042,-118.85791,-0.082091294
1367,1142,prelim_load_avg_hourly,-2276.632,-2445.5728,168.94067,0.1432145
3215,1143,prelim_load_avg_hourly,-1889.554,-1635.3925,-254.1615,-0.18801497
6620,1144,prelim_load_avg_hourly,-1791.824,-2295.247,503.4231,0.40506718
2750,1145,prelim_load_avg_hourly,-1077.839,-96.97241,-980.8666,-0.7569228
696,1146,prelim_load_avg_hourly,-4324.448,-3683.7468,-640.7014,-0.4906213
5427,1147,prelim_load_avg_hourly,-6394.389,-6710.0723,315.6831,0.25809318
556,1148,prelim_load_avg_hourly,-5102.26,-6207.713,1105.4531,0.876372
602,1149,prelim_load_avg_hourly,-2246.95,-3119.2593,872.3093,0.6938532
1768,1150,prelim_load_avg_hourly,-3205.467,-3620.1963,414.72925,0.33563238
2876,1151,prelim_load_avg_hourly,-2151.586,-1599.4509,-552.135,-0.42128628
8640,1152,prelim_load_avg_hourly,-4592.843,-3937.866,-654.9768,-0.50179696
1332,1153,prelim_load_avg_hourly,-3759.816,-5332.2544,1572.4385,1.2419558
5804,1154,prelim_load_avg_hourly,-10935.844,-10666.268,-269.57617,-0.20008248
5318,1155,prelim_load_avg_hourly,-8306.272,-8468.719,162.44629,0.1381303
816,1156,prelim_load_avg_hourly,-2590.375,-2518.7993,-71.57568,-0.045075964
7102,1157,prelim_load_avg_hourly,1850.71,656.98193,1193.728,0.9454788
8735,1158,prelim_load_avg_hourly,-649.077,-2701.6504,2052.5732,1.6178337
2258,1159,prelim_load_avg_hourly,-7547.038,-6089.7637,-1457.2744,-1.129883
1528,1160,prelim_load_avg_hourly,-5504.748,-4530.7314,-974.0166,-0.7515602
2711,1161,prelim_load_avg_hourly,140.161,582.24805,-442.08704,-0.3351342
3539,1162,prelim_load_avg_hourly,-2394.665,-2784.4875,389.8225,0.31613392
2897,1163,prelim_load_avg_hourly,-2955.204,-2195.6323,-759.5718,-0.5836801
5331,1164,prelim_load_avg_hourly,-8375.765,-9470.421,1094.6562,0.86791956
1395,1165,prelim_load_avg_hourly,-3220.039,-2748.6074,-471.43164,-0.3581069
4234,1166,prelim_load_avg_hourly,-6128.14,-4074.543,-2053.5972,-1.5967199
2009,1167,prelim_load_avg_hourly,-5029.795,-4512.377,-517.41797,-0.39410773
3671,1168,prelim_load_avg_hourly,-5641.963,-6031.037,389.07422,0.3155481
2898,1169,prelim_load_avg_hourly,-1873.192,-3167.002,1293.8099,1.0238289
5738,1170,prelim_load_avg_hourly,-7315.944,-7917.9663,602.02246,0.48225662
4121,1171,prelim_load_avg_hourly,-3991.079,-3877.0603,-114.0188,-0.07830295
8341,1172,prelim_load_avg_hourly,-4364.574,-3102.5603,-1262.0139,-0.9770216
3027,1173,prelim_load_avg_hourly,-4228.841,341.13647,-4569.9775,-3.5666916
1345,1174,prelim_load_avg_hourly,-3370.37,-2383.7114,-986.6587,-0.7614572
8541,1175,prelim_load_avg_hourly,-2967.826,-1432.3542,-1535.4717,-1.1911005
4571,1176,prelim_load_avg_hourly,-3546.851,-6108.6025,2561.7515,2.0164487
5107,1177,prelim_load_avg_hourly,-6358.476,-6058.288,-300.188,-0.22404721
455,1178,prelim_load_avg_hourly,-7298.284,-5128.221,-2170.063,-1.6878963
7331,1179,prelim_load_avg_hourly,2634.108,3239.022,-604.91406,-0.46260485
8758,1180,prelim_load_avg_hourly,-1704.467,-1126.9878,-577.47925,-0.44112724
1463,1181,prelim_load_avg_hourly,-2021.524,-2691.901,670.37683,0.53576845
5347,1182,prelim_load_avg_hourly,-7372.309,-7375.6416,3.3325195,0.013566618
3730,1183,prelim_load_avg_hourly,-7532.426,-5394.0,-2138.4258,-1.6631287
1670,1184,prelim_load_avg_hourly,-5071.246,-5684.2246,612.9785,0.49083367
3241,1185,prelim_load_avg_hourly,-2382.877,-4253.7427,1870.8657,1.4755824
4515,1186,prelim_load_avg_hourly,-5737.0,-5285.987,-451.01318,-0.3421221
5027,1187,prelim_load_avg_hourly,-7384.714,-5666.4233,-1718.2905,-1.334222
3051,1188,prelim_load_avg_hourly,-5566.066,-146.79834,-5419.2676,-4.231566
2509,1189,prelim_load_avg_hourly,-845.36,-575.2798,-270.0802,-0.20047705
2749,1190,prelim_load_avg_hourly,-1101.918,-439.3081,-662.60986,-0.50777256
7462,1191,prelim_load_avg_hourly,1598.591,75.79834,1522.7926,1.2030901
7620,1192,prelim_load_avg_hourly,779.491,1703.9324,-924.44135,-0.7127498
4249,1193,prelim_load_avg_hourly,-4490.597,-5102.1475,611.5503,0.48971555
3180,1194,prelim_load_avg_hourly,-1563.298,-2750.96,1187.662,0.9407299
5750,1195,prelim_load_avg_hourly,-9041.19,-9888.378,847.1875,0.67418635
2277,1196,prelim_load_avg_hourly,-6622.479,-4027.6833,-2594.7957,-2.0204022
2968,1197,prelim_load_avg_hourly,-2650.155,-2568.0176,-82.13745,-0.053344343
7995,1198,prelim_load_avg_hourly,-1701.682,-2972.2266,1270.5446,1.0056154
1431,1199,prelim_load_avg_hourly,-5132.974,-3802.953,-1330.0212,-1.0302618
2437,1200,prelim_load_avg_hourly,658.96,-177.1311,836.0911,0.66549945
1033,1201,prelim_load_avg_hourly,-3132.345,-3412.45,280.10498,0.23024052
3408,1202,prelim_load_avg_hourly,-4382.518,-4091.1555,-291.36255,-0.21713814
4418,1203,prelim_load_avg_hourly,-5517.861,-4505.1147,-1012.7461,-0.78187996
3861,1204,prelim_load_avg_hourly,-2745.376,-4109.684,1364.3081,1.079019
4511,1205,prelim_load_avg_hourly,-3530.226,-2779.3125,-750.9136,-0.5769019
5255,1206,prelim_load_avg_hourly,-7356.727,-7223.663,-133.06396,-0.093212634
3262,1207,prelim_load_avg_hourly,496.34,-1815.907,2312.247,1.8211218
1409,1208,prelim_load_avg_hourly,-2868.093,-3426.3196,558.22656,0.44797057
2776,1209,prelim_load_avg_hourly,-1123.817,-996.49023,-127.32678,-0.08872123
301,1210,prelim_load_avg_hourly,-4951.69,-5478.295,526.605,0.42321533
7621,1211,prelim_load_avg_hourly,-7.614,-156.03125,148.41725,0.12714754
547,1212,prelim_load_avg_hourly,-5557.157,-5072.232,-484.9253,-0.36867052
8422,1213,prelim_load_avg_hourly,60.956,-2115.1477,2176.1038,1.7145407
5362,1214,prelim_load_avg_hourly,-7803.343,-8377.072,573.7295,0.4601072
8247,1215,prelim_load_avg_hourly,-1433.196,-1574.0503,140.85425,0.12122678
3767,1216,prelim_load_avg_hourly,-6044.034,-4684.916,-1359.1182,-1.0530405
1500,1217,prelim_load_avg_hourly,-2924.259,-3349.3748,425.11572,0.34376353
1475,1218,prelim_load_avg_hourly,-2655.214,-4482.637,1827.4231,1.4415729
6356,1219,prelim_load_avg_hourly,-2397.158,-2147.065,-250.09302,-0.18482992
