xi,fold,train_rows,valid_rows,best_valid_r2,best_valid_mse,best_epoch,final_train_r2,final_train_mse,final_valid_r2,final_valid_mse
prelim_load_avg_hourly,1,4195,1049,0.7522069989232203,1664580.625,157,0.856942182299322,934230.5625,0.7522069989232203,1664580.625
prelim_load_avg_hourly,2,4195,1049,0.7224103928966489,1675691.125,124,0.8597239289102531,940790.9375,0.7224103928966489,1675691.125
prelim_load_avg_hourly,3,4195,1049,0.7703482208859679,1507810.5,152,0.8823374711998708,773106.8125,0.7703482208859679,1507810.5
prelim_load_avg_hourly,4,4195,1049,0.7838250996680466,1543481.125,155,0.8800578771615148,771622.4375,0.7838250996680466,1543481.125
prelim_load_avg_hourly,5,4196,1048,0.721776786571009,1767901.5,145,0.872138736976487,847556.5625,0.721776786571009,1767901.5
