area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_solar_mw
0.28382474,0.8071811,-0.03890663,0.5354572,0.2913048,0.8339813,0.37575933,0.56422526,0.8306783,0.1932014,0.45605645,-0.04028195,0.34228975,0.43230146,0.8590079,0.12523262,0.828645,0.6724528,1.0441512,1.0592363
0.22881392,0.83280253,-0.1003182,0.53306466,0.24750097,0.8720485,0.35269374,0.5582891,0.8441761,0.15267088,0.44788325,-0.074687526,0.31302986,0.41003758,0.8883633,0.08278455,0.83827263,0.6849475,1.0840276,1.0967239
0.17418307,0.85757905,-0.16778661,0.52662784,0.20522396,0.9049467,0.3237301,0.5467531,0.86685586,0.10431578,0.4351263,-0.12279078,0.27824944,0.38688374,0.9145206,0.036355652,0.8470824,0.6866829,1.1233373,1.1330727
0.11129139,0.89671475,-0.23988493,0.52553385,0.14603327,0.9227061,0.29274088,0.5481332,0.8786848,0.05883179,0.4158817,-0.18029492,0.24453796,0.36844984,0.95508885,-0.015991153,0.85883635,0.68334997,1.1571077,1.1702701
0.050855424,0.9257136,-0.31004837,0.5186949,0.09453354,0.95176387,0.2660468,0.5579978,0.8913733,0.005713959,0.40261054,-0.22891283,0.20739242,0.35361835,0.99371225,-0.07659559,0.8680795,0.6986085,1.1847211,1.2064916
-0.011360392,0.95191467,-0.36470163,0.5135174,0.03356612,0.98027956,0.23294687,0.55375063,0.90723056,-0.04437853,0.3835237,-0.28400248,0.17249253,0.3220185,1.0195078,-0.1400192,0.870504,0.71206325,1.2251573,1.2380116
-0.0832633,0.97739804,-0.4262013,0.49913585,-0.020592472,1.0083297,0.19501726,0.55211866,0.92162645,-0.09582832,0.3523345,-0.32229474,0.12955695,0.29111195,1.0369526,-0.1923171,0.88426495,0.72347385,1.264748,1.2586802
-0.14870545,0.99147135,-0.4827305,0.4857253,-0.07590409,1.0365045,0.15987836,0.5487455,0.9450875,-0.14176661,0.31874222,-0.36644092,0.07179875,0.25604305,1.0672572,-0.2531995,0.89046955,0.72054803,1.3045658,1.2904829
-0.21680565,1.0260186,-0.5339517,0.4707726,-0.11824207,1.0720366,0.11464402,0.54654855,0.9593962,-0.20159613,0.2933123,-0.39215693,0.023360427,0.21678309,1.1075975,-0.31198257,0.899501,0.7092455,1.3254343,1.3186826
-0.28533438,1.0616344,-0.5806334,0.45497948,-0.18066633,1.1029099,0.06986143,0.53115016,0.9682658,-0.2594746,0.25291622,-0.44595072,-0.03341425,0.18009216,1.1470715,-0.37346274,0.9078898,0.71459895,1.3640143,1.3512269
-0.35246453,1.084699,-0.6379087,0.4513264,-0.2401135,1.1339273,0.017015105,0.52866626,0.9725967,-0.30936757,0.21365193,-0.49077982,-0.07771254,0.1347374,1.1860764,-0.43628454,0.9201877,0.7195145,1.3903726,1.3682966
-0.4168045,1.1160669,-0.6865305,0.4324737,-0.2928657,1.1707321,-0.035148945,0.5221878,0.9860617,-0.36387935,0.1730882,-0.5268791,-0.123438105,0.08858068,1.211596,-0.4933333,0.92511827,0.7262143,1.4156264,1.4025532
-0.48282117,1.1414858,-0.72683007,0.41464895,-0.34648633,1.2016562,-0.09094025,0.5155423,0.9996504,-0.4146308,0.12905794,-0.5684005,-0.18890296,0.041328534,1.2399923,-0.5394246,0.93376565,0.7188463,1.4241399,1.429462
-0.538309,1.1736739,-0.76411986,0.40581438,-0.3933911,1.2330348,-0.14720826,0.5014818,1.0073297,-0.4722221,0.07784308,-0.6074629,-0.23899023,-0.00088071835,1.2694064,-0.58974886,0.94402826,0.7265092,1.4533947,1.4619265
-0.5958368,1.2037777,-0.79575574,0.38848844,-0.4440115,1.2502625,-0.20752466,0.4840294,1.009109,-0.52121705,0.019216418,-0.6479341,-0.2846736,-0.04813909,1.2948365,-0.62510794,0.93907934,0.71927357,1.4761698,1.4849852
-0.64711416,1.2232854,-0.83153516,0.37343627,-0.4998214,1.283577,-0.27179542,0.4631848,1.0115935,-0.57832813,-0.029960232,-0.6764835,-0.33374503,-0.10459328,1.3186653,-0.67371166,0.9484251,0.71779937,1.49455,1.5106198
-0.691617,1.2397611,-0.8664209,0.3488483,-0.54752,1.3137368,-0.33142787,0.44213575,1.0204011,-0.6159918,-0.09032672,-0.6960837,-0.39176348,-0.1607929,1.3428371,-0.7119245,0.9579684,0.7181282,1.5145973,1.531834
-0.73298734,1.2667549,-0.8959701,0.31427455,-0.59324056,1.3335836,-0.38197696,0.4183079,1.0230404,-0.6479405,-0.14933832,-0.719331,-0.4393104,-0.21047658,1.3684735,-0.74707156,0.9655301,0.7219967,1.5301182,1.5529077
-0.7769823,1.2770967,-0.9271485,0.2867993,-0.636514,1.3639568,-0.4268133,0.3964488,1.0314865,-0.6850303,-0.20426053,-0.7465056,-0.48293778,-0.2641873,1.3980736,-0.7820554,0.96830094,0.724371,1.5571651,1.5750408
-0.8149509,1.3060197,-0.9625167,0.2555788,-0.66905886,1.389882,-0.47943014,0.37195754,1.0437232,-0.7195804,-0.26897553,-0.77875584,-0.5235191,-0.32278356,1.4201621,-0.8169737,0.9776405,0.7212643,1.5696834,1.5971787
-0.8512761,1.3267738,-0.9966027,0.22733554,-0.70929855,1.4037126,-0.5298873,0.34292474,1.0531099,-0.7535147,-0.32208374,-0.8088042,-0.56938577,-0.38217494,1.4272654,-0.85346746,0.9898745,0.6976417,1.590961,1.6164564
-0.8788661,1.3603841,-1.0203812,0.18599783,-0.7507792,1.4310637,-0.5784795,0.31120422,1.0592157,-0.7914328,-0.38607755,-0.8338271,-0.59904015,-0.43259376,1.4597362,-0.89247906,1.0049232,0.6857152,1.6131294,1.6389029
-0.9124609,1.3823463,-1.0405241,0.14283864,-0.78792703,1.4707737,-0.6289097,0.2753683,1.0735526,-0.82131004,-0.44143203,-0.85273266,-0.65089524,-0.48500082,1.4671106,-0.92011094,1.0067452,0.657155,1.640135,1.6449217
-0.94522476,1.399056,-1.0665796,0.095267914,-0.81992257,1.4942596,-0.6691687,0.23750818,1.0946282,-0.84767675,-0.4986879,-0.8784994,-0.68899953,-0.5277262,1.4792761,-0.94734466,1.0216191,0.65878975,1.6585659,1.6652708
-0.9710807,1.4192821,-1.0878097,0.049264852,-0.8499399,1.5052394,-0.7002166,0.1874037,1.0992689,-0.8771794,-0.5520718,-0.8959919,-0.71939087,-0.5759829,1.4885966,-0.9771131,1.0347308,0.6359549,1.6946511,1.6790563
-0.9987706,1.4411894,-1.1132592,-0.003310833,-0.8804005,1.5268743,-0.73257166,0.13822679,1.1030872,-0.90576607,-0.6118985,-0.9232791,-0.7550697,-0.6232838,1.5109574,-1.0047916,1.0475936,0.6169465,1.710927,1.6905905
-1.0222926,1.4516523,-1.1287892,-0.053124376,-0.9091158,1.5437187,-0.768153,0.08375282,1.1095011,-0.93377703,-0.6565115,-0.95468444,-0.7804128,-0.6660479,1.5229967,-1.0336528,1.0652409,0.59927016,1.7250671,1.706352
-1.0566537,1.4721231,-1.153402,-0.11625181,-0.93272364,1.5583254,-0.7981044,0.026174342,1.1151668,-0.96086,-0.7012533,-0.9819383,-0.81146085,-0.7087331,1.5278337,-1.0567528,1.0831618,0.5890773,1.7385125,1.7181677
-1.082028,1.4869978,-1.1730374,-0.17078514,-0.9626143,1.5770752,-0.8306247,-0.030626018,1.135146,-0.98864,-0.7425086,-1.0032885,-0.8440594,-0.74526036,1.55271,-1.0761166,1.1130276,0.5754387,1.7462561,1.7307479
-1.1045109,1.4985175,-1.1913996,-0.23240252,-0.98656684,1.5921979,-0.86944056,-0.096917056,1.146358,-1.0134577,-0.7781845,-1.0226326,-0.87450886,-0.7828222,1.5697836,-1.1013777,1.1289686,0.55395293,1.770144,1.757279
-1.1178324,1.5147517,-1.2089685,-0.2916008,-1.0154904,1.6112794,-0.89382005,-0.15907252,1.1528512,-1.0364115,-0.8136264,-1.0453538,-0.90570253,-0.8192846,1.5868444,-1.121436,1.1448979,0.5343103,1.7821178,1.7691371
-1.1400636,1.5274996,-1.2262695,-0.3537759,-1.0360539,1.6135099,-0.9238341,-0.22737549,1.1593708,-1.0416263,-0.8496519,-1.056927,-0.93064505,-0.8449948,1.6056135,-1.140391,1.1691196,0.4986013,1.7994963,1.7766739
-1.1641711,1.5457036,-1.2510217,-0.40781978,-1.0594355,1.641878,-0.9574555,-0.30008113,1.1694046,-1.0621923,-0.88320404,-1.0823774,-0.9592497,-0.88512063,1.6210626,-1.1599703,1.1933023,0.47322795,1.820216,1.8090299
-1.1859897,1.5483546,-1.265964,-0.46459392,-1.0819545,1.6711395,-0.9856851,-0.362546,1.1813042,-1.0847613,-0.92035365,-1.1042271,-0.9645325,-0.9123684,1.6479143,-1.1851398,1.218373,0.45412531,1.8368812,1.8155385
-1.2040479,1.5608128,-1.2785007,-0.5208785,-1.1038694,1.6760733,-1.0099164,-0.42461872,1.1990771,-1.1029007,-0.94550884,-1.1231858,-0.98551416,-0.9375496,1.6539372,-1.2009264,1.2360632,0.42717963,1.8483588,1.8275037
-1.21394,1.5709243,-1.3003384,-0.5715383,-1.1252116,1.6934012,-1.033487,-0.48141494,1.2111683,-1.1297812,-0.9675719,-1.1515594,-1.0038327,-0.9648719,1.6806426,-1.2134633,1.2569441,0.39861193,1.8481635,1.8352346
-1.2339989,1.5903904,-1.3166671,-0.62264246,-1.1486237,1.7102256,-1.0630118,-0.53652173,1.2315542,-1.1488639,-0.9974108,-1.1685579,-1.0216322,-0.98527205,1.6834801,-1.2410742,1.277435,0.3703943,1.8591145,1.8526875
-1.2519802,1.594907,-1.3307818,-0.6683138,-1.172552,1.7195606,-1.078656,-0.5920506,1.2562855,-1.1744293,-1.0197185,-1.1889327,-1.0568614,-1.0130256,1.6941223,-1.2574118,1.2903564,0.32423472,1.8689137,1.8561116
-1.2675825,1.6053497,-1.3656924,-0.7133646,-1.191309,1.7427143,-1.1016445,-0.64132434,1.2740517,-1.1944978,-1.0283889,-1.2062912,-1.0818789,-1.0433433,1.7057785,-1.2743286,1.3150326,0.27016968,1.8838478,1.8683413
-1.2843592,1.6277721,-1.3761706,-0.75015783,-1.2108661,1.7405213,-1.1240194,-0.68533045,1.293068,-1.2111472,-1.0496873,-1.2167265,-1.1087061,-1.0638752,1.7104665,-1.289463,1.3456705,0.20917326,1.9025586,1.8788878
-1.2993348,1.6340153,-1.3864725,-0.7852293,-1.2289971,1.7645763,-1.1331838,-0.72602636,1.3197548,-1.2318672,-1.0717009,-1.2319348,-1.1258918,-1.0832145,1.7201353,-1.3098334,1.3774713,0.14849783,1.9071127,1.8844404
-1.3145721,1.6454027,-1.3971013,-0.82089543,-1.2470956,1.7759385,-1.1506919,-0.7643197,1.3349371,-1.2430868,-1.0964721,-1.2402039,-1.1413052,-1.1056446,1.7306169,-1.3241175,1.4118787,0.087888986,1.9190063,1.901365
-1.3307691,1.6470367,-1.406552,-0.86372226,-1.271847,1.8044926,-1.1700119,-0.7998796,1.340646,-1.2593442,-1.1253484,-1.255213,-1.1517518,-1.1235393,1.7450073,-1.3456821,1.4468747,0.026904348,1.9199731,1.907056
-1.3452232,1.6518034,-1.4218572,-0.8983429,-1.2873034,1.8095418,-1.1842426,-0.8355882,1.3612007,-1.2756027,-1.1367897,-1.2701422,-1.1672214,-1.1407621,1.7523025,-1.3592286,1.4827138,-0.04025003,1.9331616,1.9042996
-1.3595673,1.6520813,-1.4324738,-0.92696583,-1.3084784,1.8156664,-1.2008553,-0.8694374,1.3963373,-1.29144,-1.1590122,-1.2849851,-1.1874565,-1.1617439,1.7631863,-1.3723288,1.4970913,-0.09658333,1.9524624,1.9186276
-1.3737994,1.6760861,-1.4431876,-0.9583805,-1.3236693,1.8235557,-1.2175847,-0.90134,1.4097831,-1.3038775,-1.1759685,-1.2997355,-1.2087903,-1.1764996,1.773073,-1.3899851,1.5105833,-0.16542318,1.9648416,1.9329377
-1.3903759,1.6824037,-1.4539887,-0.9837648,-1.3352576,1.8407258,-1.2341243,-0.9313206,1.4367068,-1.3137884,-1.1917017,-1.3190751,-1.2283783,-1.2040234,1.7795095,-1.4025578,1.5224357,-0.25429827,1.9686148,1.9478699
-1.4041493,1.6945884,-1.464867,-1.0087426,-1.3477609,1.8496112,-1.256167,-0.96006465,1.4635262,-1.3151535,-1.2109128,-1.3312006,-1.2412628,-1.2265886,1.7945421,-1.4165161,1.5544717,-0.3093606,1.9773722,1.9607838
-1.4178232,1.7180977,-1.475814,-1.0320998,-1.3627844,1.8811724,-1.2739569,-0.9884384,1.479972,-1.3301235,-1.2310096,-1.3447415,-1.2499415,-1.24235,1.801849,-1.4294703,1.5871367,-0.3627987,2.0008602,1.9931167
-1.431397,1.7340059,-1.4868196,-1.0569186,-1.3699766,1.8960711,-1.2890668,-1.0143057,1.5014163,-1.344738,-1.2492534,-1.358244,-1.2618287,-1.2548778,1.8098404,-1.4418557,1.6043683,-0.42696694,2.0120711,2.0069795
-1.474212,1.7402215,-1.4978763,-1.0791264,-1.3789448,1.9170774,-1.3047812,-1.0403796,1.53014,-1.3585465,-1.2671185,-1.3574781,-1.2750473,-1.269684,1.824264,-1.4542227,1.6243314,-0.48679575,2.0169072,2.0088823
-1.4853784,1.7452681,-1.5089741,-1.1012832,-1.3938498,1.9392532,-1.3340105,-1.0644186,1.5398504,-1.3722868,-1.2855192,-1.3421061,-1.288376,-1.2807635,1.8307216,-1.4665682,1.6497015,-0.5424096,2.0377285,2.0171762
-1.4943484,1.7571071,-1.5201069,-1.1227576,-1.4085817,1.9398819,-1.3608683,-1.0900083,1.5698391,-1.3859541,-1.302601,-1.3484656,-1.3010838,-1.2960137,1.8476602,-1.4788847,1.6409401,-0.5898627,2.0527823,2.0344956
-1.4992602,1.7764418,-1.5312644,-1.1435419,-1.4231277,1.9498292,-1.3763906,-1.1151074,1.5948751,-1.3995448,-1.3193669,-1.3598799,-1.3144802,-1.3165141,1.8666993,-1.4911683,1.6521033,-0.6476221,2.0720797,2.0588605
-1.508657,1.780191,-1.5424421,-1.1661879,-1.4374932,1.9916174,-1.385605,-1.1408978,1.6030668,-1.4130552,-1.3425663,-1.3718174,-1.3278667,-1.3133427,1.888001,-1.5034133,1.6755813,-0.68955445,2.0729167,2.0640187
-1.5181886,1.8023777,-1.5536361,-1.1854321,-1.4564544,2.004529,-1.394994,-1.1601716,1.6276973,-1.4264817,-1.3578557,-1.3914238,-1.3446648,-1.3242427,1.8994588,-1.5156162,1.6809163,-0.73704535,2.0786974,2.0717301
-1.5234951,1.8096937,-1.5648305,-1.2066983,-1.4701138,2.0105815,-1.4054656,-1.1772038,1.6275694,-1.4400417,-1.3728974,-1.4026076,-1.3577244,-1.3340362,1.9080471,-1.5082417,1.6889907,-0.7747929,2.0838423,2.087859
-1.5329355,1.8229011,-1.576025,-1.2224263,-1.4970726,2.0156577,-1.4151269,-1.2004824,1.6315837,-1.4646189,-1.3936621,-1.413867,-1.3707416,-1.3440032,1.9228991,-1.5198227,1.729511,-0.8072386,2.0938296,2.096204
-1.5429549,1.8258564,-1.5872195,-1.2492768,-1.5076134,2.0286791,-1.4249309,-1.2211992,1.6407906,-1.4759196,-1.4096152,-1.4251969,-1.3837419,-1.3452803,1.9239993,-1.5314038,1.7472581,-0.8377236,2.1128323,2.1037245
-1.5530562,1.8400809,-1.598401,-1.2660737,-1.5182222,2.0492492,-1.4348733,-1.2396973,1.6514632,-1.479118,-1.4230776,-1.4365876,-1.3967164,-1.355645,1.9332197,-1.5429729,1.7543662,-0.8579556,2.1179988,2.1222918
-1.5591913,1.8493798,-1.609569,-1.2823249,-1.5288903,2.0490627,-1.444944,-1.2509922,1.6789167,-1.4906495,-1.4364532,-1.452623,-1.40966,-1.3661517,1.9422609,-1.5545285,1.774252,-0.88779753,2.1234498,2.122445
-1.5696028,1.8762096,-1.6207185,-1.2983632,-1.5396098,2.053307,-1.4551327,-1.2690179,1.688575,-1.5021969,-1.44974,-1.4637035,-1.4225665,-1.3871342,1.9485142,-1.5818765,1.7787665,-0.9188702,2.1290696,2.1222072
-1.5800627,1.8723303,-1.6318432,-1.3141928,-1.5503718,2.0538044,-1.4654306,-1.286752,1.7038139,-1.5137515,-1.447006,-1.4748254,-1.4354292,-1.3967898,1.9572796,-1.5904781,1.7888695,-0.9543614,2.1639826,2.1229515
-1.5905648,1.8894452,-1.6429428,-1.3298178,-1.5611703,2.0571113,-1.4758275,-1.3070409,1.7146269,-1.5253116,-1.4574498,-1.4859965,-1.4628818,-1.4065231,1.9631743,-1.5992113,1.8011067,-0.985099,2.1724021,2.1261396
-1.6011006,1.8980303,-1.6540114,-1.345243,-1.5719979,2.0620055,-1.4941926,-1.323725,1.747098,-1.538855,-1.4810237,-1.497208,-1.4730077,-1.4164047,1.9679606,-1.6080681,1.8046072,-1.0080713,2.1717818,2.1289318
-1.6130655,1.8980442,-1.665047,-1.3604722,-1.582847,2.069972,-1.5039685,-1.3489581,1.753485,-1.5554705,-1.4952549,-1.5084517,-1.4812526,-1.4264243,1.9766308,-1.617041,1.8319958,-1.0309043,2.1717782,2.1280289
-1.6235456,1.894739,-1.676046,-1.3698682,-1.5937104,2.069972,-1.5138336,-1.3640221,1.7712364,-1.5599488,-1.5063372,-1.4997205,-1.4606645,-1.4442745,1.9810063,-1.626121,1.8327179,-1.0549686,2.1717782,2.1289494
-1.6340468,1.9006883,-1.687007,-1.3849354,-1.6045855,2.0736659,-1.5237999,-1.3782134,1.7884495,-1.5646191,-1.5083188,-1.5097544,-1.4660801,-1.4514765,1.9940197,-1.635301,1.8344778,-1.0799276,2.1853487,2.1289494
-1.6445651,1.9219853,-1.6979283,-1.3998051,-1.6154606,2.097188,-1.5338587,-1.4050087,1.8025473,-1.5694836,-1.5113702,-1.5199642,-1.4717109,-1.4612143,1.9899057,-1.6445727,1.8481311,-1.1025119,2.1861072,2.1289494
-1.6550878,1.9299068,-1.7088058,-1.4144833,-1.6263357,2.1061287,-1.550405,-1.4078064,1.8177588,-1.5745434,-1.5340918,-1.5302546,-1.4775524,-1.471088,1.9956814,-1.6539284,1.8671949,-1.1258798,2.1855009,2.1322591
-1.6656268,1.943111,-1.7196398,-1.4289755,-1.6372074,2.1061287,-1.5843529,-1.4134558,1.833944,-1.5797994,-1.5420519,-1.5406177,-1.4836041,-1.481079,1.9887173,-1.6633602,1.875222,-1.1497408,2.185467,2.1433558
-1.6761632,1.9494243,-1.7304283,-1.4432875,-1.6480657,2.1237502,-1.5884981,-1.425549,1.8625953,-1.5852518,-1.5487077,-1.5510452,-1.4898647,-1.4911778,1.993928,-1.6728613,1.8995523,-1.1672156,2.182186,2.1541553
-1.6866853,1.9530628,-1.7411693,-1.4574244,-1.658909,2.1220431,-1.5882583,-1.4376658,1.8715756,-1.5909002,-1.5555569,-1.5615278,-1.4924382,-1.486094,1.9919708,-1.6824237,1.896856,-1.1756469,2.2012744,2.1928089
-1.6972061,1.9530412,-1.7518619,-1.4713914,-1.6697329,2.1495247,-1.5927261,-1.4497848,1.8829641,-1.5967435,-1.5625951,-1.5428134,-1.4990402,-1.4960778,2.020485,-1.6920413,1.9235413,-1.1921384,2.2016943,2.1933284
-1.7077115,1.9645041,-1.7625053,-1.4851938,-1.6805342,2.1555924,-1.59752,-1.4619037,1.8896718,-1.6027803,-1.5698177,-1.5573651,-1.5060215,-1.4991144,2.02496,-1.6760195,1.9242477,-1.2083089,2.2119837,2.1933284
-1.7182014,1.9720482,-1.7730986,-1.498836,-1.6913109,2.1741483,-1.6025056,-1.4697707,1.8985612,-1.6090082,-1.5741456,-1.5633115,-1.5131992,-1.509463,2.0353746,-1.6833701,1.9334084,-1.2253488,2.2140675,2.207822
-1.7286704,1.9804821,-1.7836412,-1.512323,-1.7020591,2.180345,-1.6076841,-1.4797584,1.8979075,-1.6154244,-1.58183,-1.5694549,-1.520569,-1.519889,2.0360565,-1.6909177,1.9464922,-1.2410886,2.2143576,2.207822
-1.7391177,1.9863883,-1.7941325,-1.5256592,-1.712775,2.1843116,-1.6130557,-1.4920272,1.9228249,-1.6220257,-1.5896797,-1.5757937,-1.5281258,-1.5303847,2.0501459,-1.6986091,1.9531461,-1.258679,2.2383995,2.2088993
-1.7495402,2.0061252,-1.8045719,-1.5388495,-1.7234575,2.1845574,-1.6186198,-1.5132382,1.9495164,-1.6288078,-1.5976877,-1.5508361,-1.5358632,-1.5409406,2.05062,-1.7064377,1.9686474,-1.2714971,2.2463195,2.205763
-1.7599354,2.023422,-1.8149587,-1.5518972,-1.7341032,2.193464,-1.6243757,-1.5245392,1.958219,-1.6611999,-1.6058471,-1.5669224,-1.5437754,-1.5534983,2.0538483,-1.7143965,1.9773744,-1.284978,2.2463503,2.2057629
-1.7702991,2.026921,-1.8252931,-1.5648072,-1.7447113,2.1976101,-1.6303215,-1.535597,1.9640263,-1.6638751,-1.6141504,-1.572554,-1.5518557,-1.5740702,2.0760932,-1.7224786,2.0091326,-1.2990851,2.248885,2.2268314
-1.7806312,2.0461283,-1.8355749,-1.5775831,-1.7552807,2.1985672,-1.6364552,-1.5466797,1.9646068,-1.6666927,-1.6225904,-1.578383,-1.5600971,-1.5838193,2.0757353,-1.7306771,2.009222,-1.3136541,2.248885,2.2268748
-1.7909294,2.052049,-1.845804,-1.5902288,-1.7658075,2.1985672,-1.6427739,-1.5577781,1.9951534,-1.6696584,-1.6311588,-1.5844085,-1.5684919,-1.5932481,2.0770125,-1.7389845,2.0153275,-1.3281293,2.2523777,2.240052
-1.8011918,2.0645027,-1.8559803,-1.6027473,-1.776293,2.1985672,-1.6492745,-1.5688885,2.008829,-1.6727769,-1.6398488,-1.5906279,-1.5770326,-1.6027707,2.0864809,-1.747394,2.0253081,-1.3425062,2.2524583,2.2379415
-1.8114163,2.063981,-1.866104,-1.6151431,-1.7867334,2.1985672,-1.6559527,-1.5592402,2.020403,-1.6760526,-1.6486522,-1.5757393,-1.5857111,-1.612379,2.1002076,-1.6999906,2.0354702,-1.3409665,2.2648218,2.2499397
-1.8216027,2.0713499,-1.8761754,-1.6274189,-1.7613158,2.1985672,-1.6894968,-1.569279,2.0282042,-1.6794896,-1.6230235,-1.585317,-1.59452,-1.6220645,2.097203,-1.7024467,2.0524178,-1.3545619,2.2648938,2.2499397
-1.83175,2.1097305,-1.8861943,-1.6395783,-1.7646788,2.2001262,-1.6920807,-1.5793886,2.063461,-1.6830918,-1.6267238,-1.5911336,-1.6034507,-1.6318201,2.1285684,-1.7050503,2.0564454,-1.3681077,2.2648938,2.2499397
-1.8418553,2.1170673,-1.8961606,-1.6516247,-1.768202,2.2140336,-1.6947681,-1.589561,2.056716,-1.6868625,-1.6305431,-1.5971398,-1.6124951,-1.641638,2.136386,-1.7077937,2.0567877,-1.3889302,2.264451,2.2774997
-1.8519204,2.122156,-1.9060751,-1.6635603,-1.7718879,2.2231777,-1.6975983,-1.5997877,2.0736363,-1.6908052,-1.6345389,-1.6033381,-1.6216452,-1.651511,2.1362197,-1.7106818,2.0743005,-1.4053522,2.3115904,2.2799454
-1.8619415,2.1200562,-1.9159381,-1.6753889,-1.7757388,2.2231972,-1.7005763,-1.6100609,2.0906713,-1.6949221,-1.6387136,-1.609726,-1.6308935,-1.6614311,2.143144,-1.7137189,2.074283,-1.4170474,2.31175,2.281736
-1.8719208,2.1183968,-1.9257498,-1.6871127,-1.7797579,2.2307162,-1.7037064,-1.6203756,2.09783,-1.6992159,-1.6430697,-1.6163001,-1.6402311,-1.6812499,2.1433654,-1.7169089,2.075544,-1.428785,2.31175,2.2866547
-1.8818557,2.1141598,-1.9355105,-1.6987346,-1.7839462,2.2307181,-1.7069927,-1.6094012,2.108586,-1.7036883,-1.6476098,-1.651681,-1.6496509,-1.690155,2.1484845,-1.7202566,2.0844991,-1.4405581,2.315429,2.2941527
-1.8917469,2.1141598,-1.9452208,-1.7102572,-1.7883054,2.2437823,-1.7104391,-1.6167806,2.1247518,-1.7083409,-1.6523354,-1.6538993,-1.6591452,-1.6991202,2.1510613,-1.7268856,2.1005938,-1.4523549,2.3154306,2.313172
-1.9015945,2.1488762,-1.9548808,-1.7216829,-1.7928371,2.2437823,-1.7140492,-1.6260799,2.124295,-1.7350941,-1.6572474,-1.6555057,-1.6687062,-1.7081667,2.1562984,-1.7305009,2.1072848,-1.4641713,2.3154306,2.313192
-1.911396,2.1783879,-1.9644912,-1.7330145,-1.7975416,2.2615612,-1.7178262,-1.6354738,2.133257,-1.738078,-1.6882255,-1.657211,-1.6783273,-1.7172886,2.160447,-1.7342429,2.1201603,-1.4759995,2.3154306,2.3312805
