gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,total_pjm_reg_purchases,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,system_energy_price_da,total_lmp_rt,marginal_loss_price_rt,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.745323,0.1586646,0.45426863,0.9250672,0.4155849,0.64946616,0.56001496,0.14003852,1.1581842,-0.27058533,0.1279827,0.054851726,-0.05806533,0.2236238,0.36713922,-0.23562145,0.88979924,0.39467195,0.05961727,-0.01180812,0.4182058,0.2579362
0.7569898,0.11236902,0.43473727,0.94799495,0.39588106,0.65490067,0.5453389,0.06825566,1.2015631,-0.3615614,0.061826598,-0.020486929,-0.13216045,0.15618306,0.3119099,-0.32679716,0.92481506,0.36856875,-0.0025030484,-0.07791126,0.39830002,0.2134914
0.7569645,0.06870027,0.40459806,0.9589841,0.371795,0.65389526,0.52538645,0.004030319,1.2321804,-0.44656536,-0.012018437,-0.09164206,-0.21894568,0.09128314,0.25310886,-0.41276094,0.9572932,0.33938384,-0.041553576,-0.14342062,0.39081421,0.15327315
0.7600205,0.017996892,0.38206637,0.9897138,0.35070705,0.6598412,0.50538397,-0.06883439,1.2777382,-0.521919,-0.093299046,-0.16003193,-0.29217535,0.029178398,0.18256861,-0.49776545,0.97866,0.3144051,-0.0876402,-0.22716309,0.36516502,0.085564
0.7668624,-0.048046164,0.35002866,1.0088323,0.31782478,0.6537502,0.46932703,-0.14089893,1.3016478,-0.58992887,-0.17763424,-0.22885795,-0.36387014,-0.041633364,0.104295686,-0.57105714,1.0258849,0.27576375,-0.14721796,-0.29662934,0.34129193,0.014173871
0.78119653,-0.10396456,0.30785966,1.037825,0.28496227,0.65750974,0.4288825,-0.21656811,1.3343449,-0.6503888,-0.24917614,-0.30533424,-0.42819014,-0.112376735,0.022600722,-0.6377762,1.0466851,0.2243823,-0.20702052,-0.37075987,0.31111357,-0.05460892
0.7863694,-0.1679203,0.2615501,1.0619768,0.24433427,0.6463479,0.38359267,-0.29214573,1.3608385,-0.71027607,-0.32173058,-0.36718452,-0.4948429,-0.19269788,-0.06985034,-0.69777876,1.0759417,0.17467934,-0.25993407,-0.39942026,0.26247498,-0.13235
0.7873757,-0.22603065,0.20311855,1.0790632,0.20237781,0.64008504,0.33294728,-0.36064476,1.3937243,-0.76158684,-0.3895138,-0.4280037,-0.5558457,-0.26759487,-0.16464512,-0.75043386,1.0927992,0.12374859,-0.30994365,-0.44007617,0.2396639,-0.21168038
0.787895,-0.2966276,0.13406116,1.0866315,0.15785056,0.6303667,0.27318907,-0.43235067,1.4293003,-0.80878127,-0.45281783,-0.48484212,-0.6133803,-0.3401488,-0.2526165,-0.8012902,1.1194614,0.07040482,-0.3583382,-0.47333404,0.18555881,-0.2883677
0.79207194,-0.36408624,0.0595398,1.0982187,0.10955434,0.623995,0.20109631,-0.49831235,1.457815,-0.8581918,-0.514237,-0.53919333,-0.6639723,-0.40933773,-0.3379417,-0.84531534,1.1488076,0.011408531,-0.40944052,-0.50097257,0.1411276,-0.3618469
0.78920823,-0.42757493,-0.020335877,1.1135521,0.052350633,0.616776,0.11019618,-0.5645147,1.4791062,-0.8988246,-0.5705634,-0.589824,-0.7169058,-0.47812223,-0.4233398,-0.8877271,1.1778204,-0.049218897,-0.45627162,-0.5301654,0.0800982,-0.4326941
0.79532295,-0.48843423,-0.10681744,1.1314894,-0.011368239,0.60509616,0.02159027,-0.6230195,1.51307,-0.93510765,-0.6231967,-0.63829964,-0.7594763,-0.5435121,-0.49782032,-0.92819566,1.1914326,-0.114239074,-0.50396436,-0.5577926,0.017276585,-0.50501347
0.78545684,-0.54473275,-0.19254945,1.1478096,-0.071188636,0.59043145,-0.075869456,-0.6720788,1.5395763,-0.9706772,-0.673408,-0.6857021,-0.8030533,-0.6036822,-0.5695201,-0.96354264,1.2169248,-0.17779544,-0.54900765,-0.5960006,-0.050357174,-0.5642023
0.8030678,-0.597185,-0.26946563,1.1780062,-0.12932122,0.5661889,-0.1750191,-0.72375786,1.5794333,-1.0040458,-0.7223575,-0.7276201,-0.84663785,-0.65706784,-0.63197035,-0.99611235,1.2430117,-0.24568588,-0.5893672,-0.6204827,-0.11580315,-0.62153274
0.8060091,-0.64557254,-0.3544274,1.1911205,-0.19485374,0.5475735,-0.27320823,-0.76865304,1.5917982,-1.0349991,-0.7657678,-0.76817775,-0.8838392,-0.70694494,-0.68757033,-1.0304974,1.2680912,-0.31288323,-0.63167536,-0.6509729,-0.18448251,-0.67397743
0.80536664,-0.6944358,-0.42801452,1.1999577,-0.2635546,0.52754927,-0.36379847,-0.8083191,1.6132426,-1.0629328,-0.80612534,-0.8108704,-0.9196605,-0.7585873,-0.73953366,-1.0606506,1.2906959,-0.3699765,-0.6728154,-0.6783237,-0.24514627,-0.72244424
0.8031992,-0.7373673,-0.5013235,1.2156327,-0.3280092,0.5054097,-0.44680342,-0.8470906,1.6320978,-1.0909872,-0.844598,-0.84761596,-0.954482,-0.8032126,-0.7877314,-1.0879173,1.3158704,-0.43094015,-0.7150634,-0.70643914,-0.30516544,-0.76892895
0.7988304,-0.77880275,-0.5660732,1.2239279,-0.39072406,0.4766772,-0.52297574,-0.8859599,1.6386573,-1.1177436,-0.8816896,-0.88203335,-0.98590404,-0.8416959,-0.8340541,-1.1158373,1.3361974,-0.4884225,-0.7513243,-0.73544514,-0.3574851,-0.81171054
0.8042656,-0.8161432,-0.62564605,1.236849,-0.45856786,0.444537,-0.5935213,-0.9207401,1.6580461,-1.1433733,-0.91638106,-0.91561127,-1.0164294,-0.87811804,-0.8755328,-1.1445273,1.3526574,-0.54240894,-0.7817931,-0.7658657,-0.4213976,-0.8499901
0.79932946,-0.851491,-0.6807744,1.2469273,-0.5165869,0.4114343,-0.6564496,-0.95454913,1.6741472,-1.1677724,-0.94870573,-0.946202,-1.0439374,-0.91175395,-0.9143107,-1.167646,1.3656968,-0.5938853,-0.81513494,-0.7930639,-0.47013724,-0.8869223
0.79429924,-0.88684374,-0.73212236,1.2589995,-0.5693491,0.3731226,-0.7140089,-0.9848988,1.6978222,-1.1905767,-0.9798412,-0.9749548,-1.0720316,-0.9452453,-0.9496621,-1.1896745,1.3870066,-0.64223206,-0.8472005,-0.8138462,-0.5137472,-0.9223284
0.7943817,-0.91849905,-0.7780797,1.2962205,-0.6189767,0.33758405,-0.76605123,-1.0137278,1.73128,-1.2133011,-1.0087502,-1.0047165,-1.0975866,-0.97724354,-0.98537993,-1.2124474,1.4181082,-0.6838052,-0.87843484,-0.84258944,-0.56468934,-0.95541996
0.7879802,-0.94939744,-0.82237065,1.3106729,-0.66909546,0.29037416,-0.8112085,-1.0428078,1.750624,-1.2342404,-1.0363926,-1.0315818,-1.1219339,-1.0069715,-1.012405,-1.2332195,1.4306571,-0.72723293,-0.90874255,-0.8682169,-0.6143276,-0.98598033
0.78939134,-0.97716296,-0.8634188,1.3252434,-0.71503925,0.23597887,-0.8581052,-1.0673007,1.7611074,-1.2554226,-1.0628877,-1.0584753,-1.1460392,-1.0358537,-1.0427581,-1.253942,1.4587643,-0.7674559,-0.93756324,-0.89340633,-0.6554317,-1.0153451
0.7846027,-1.0049385,-0.9015723,1.3436146,-0.75874114,0.17015427,-0.8976787,-1.0928895,1.7793127,-1.2756797,-1.0884094,-1.0832483,-1.1688665,-1.0650657,-1.0716082,-1.271514,1.4953606,-0.8087109,-0.96758854,-0.91775453,-0.69622433,-1.0442575
0.7784666,-1.0318515,-0.9366253,1.355114,-0.7961774,0.101962894,-0.93601215,-1.1183378,1.787932,-1.2952967,-1.1128826,-1.1075472,-1.1897799,-1.090829,-1.0980344,-1.2922204,1.5145384,-0.84773314,-0.99300414,-0.9411554,-0.7381424,-1.070423
0.78106797,-1.0585139,-0.9707043,1.3692137,-0.8329374,0.021833463,-0.969105,-1.1383448,1.8047358,-1.3128018,-1.1369525,-1.132689,-1.2101332,-1.1157058,-1.123466,-1.3122289,1.5350227,-0.8863086,-1.0180758,-0.9648569,-0.7818766,-1.0948403
0.78198826,-1.0838698,-1.0022098,1.3830699,-0.86864316,-0.059444796,-1.0017929,-1.1637989,1.8158882,-1.3314224,-1.1594056,-1.1552835,-1.2307134,-1.1392922,-1.1495289,-1.3304833,1.553504,-0.9191243,-1.0431564,-0.9872277,-0.8120992,-1.1200509
0.7901966,-1.1086783,-1.0318143,1.3960254,-0.90309864,-0.14578097,-1.032219,-1.1887946,1.8216324,-1.3495264,-1.1830485,-1.176496,-1.2503371,-1.1619573,-1.1744055,-1.3498788,1.5662305,-0.9489566,-1.0672464,-1.008628,-0.8528372,-1.1422476
0.7831389,-1.1337729,-1.0599399,1.411784,-0.9346937,-0.22888768,-1.0603466,-1.2101183,1.8248917,-1.3671522,-1.2043886,-1.1965876,-1.2694317,-1.1841849,-1.1958516,-1.3669316,1.585354,-0.9785467,-1.090701,-1.0310134,-0.8872723,-1.1626335
0.77969736,-1.1578104,-1.0872424,1.4268671,-0.9645065,-0.31194925,-1.0927092,-1.2304198,1.8323102,-1.3843347,-1.2229719,-1.2166488,-1.2880329,-1.205826,-1.218442,-1.3835988,1.6084721,-1.0063497,-1.1129547,-1.0528984,-0.91836405,-1.1851178
0.7736589,-1.1771142,-1.1125032,1.4436654,-0.99331903,-0.38863176,-1.1177557,-1.2501378,1.8454745,-1.4011046,-1.2429017,-1.2371927,-1.3049046,-1.2258642,-1.2383436,-1.3999118,1.6348054,-1.0342937,-1.1346914,-1.072628,-0.948297,-1.2073545
0.77093375,-1.1985167,-1.1373391,1.4653898,-1.0220301,-0.46194428,-1.1394031,-1.266103,1.8757347,-1.4174905,-1.2625237,-1.2553451,-1.3225687,-1.2460878,-1.2586454,-1.4158919,1.6578364,-1.0593082,-1.1562903,-1.093666,-0.98117656,-1.2282661
0.77649456,-1.2216729,-1.1605285,1.4805934,-1.0491316,-0.5299501,-1.1629751,-1.2848786,1.8877416,-1.43469,-1.28135,-1.2743672,-1.3399622,-1.2669966,-1.2783198,-1.4325602,1.6656426,-1.0853705,-1.1773993,-1.1133926,-1.0029322,-1.2490287
0.77883756,-1.2449894,-1.1829073,1.5137055,-1.0749297,-0.5931965,-1.1856494,-1.3030988,1.9011862,-1.4492306,-1.300024,-1.29242,-1.3591619,-1.28501,-1.298143,-1.4501727,1.6882379,-1.1093972,-1.1977783,-1.135007,-1.0318394,-1.2691193
0.7728291,-1.2650272,-1.2045966,1.524837,-1.0990018,-0.64831805,-1.20868,-1.3234979,1.9092935,-1.4645644,-1.3178917,-1.3116088,-1.3755862,-1.3034893,-1.3167139,-1.464934,1.7047602,-1.1312007,-1.2193266,-1.1507148,-1.0407523,-1.2882366
0.7537829,-1.2814149,-1.2258154,1.5348659,-1.1224308,-0.7019129,-1.22975,-1.3443848,1.9276717,-1.4794185,-1.3353429,-1.3279068,-1.394212,-1.3199161,-1.3347155,-1.4811126,1.7193426,-1.1537877,-1.2397099,-1.1695598,-1.0750923,-1.2957007
0.73428255,-1.2921579,-1.2460966,1.5493621,-1.1454874,-0.7503623,-1.2513424,-1.3606359,1.9412051,-1.4990693,-1.3513623,-1.3457282,-1.4097283,-1.3412609,-1.3509884,-1.49526,1.723271,-1.1754981,-1.2582804,-1.1881447,-1.0949299,-1.3123983
0.7205503,-1.3098974,-1.2657706,1.5659958,-1.1671453,-0.7944469,-1.2707796,-1.3765975,1.9487238,-1.5136724,-1.3681405,-1.3628956,-1.4249779,-1.358276,-1.3664795,-1.509209,1.7285179,-1.1972338,-1.2764081,-1.2063266,-1.1148899,-1.332257
0.70848453,-1.3272434,-1.2850943,1.5815333,-1.1876405,-0.8367852,-1.289591,-1.3922834,1.9569383,-1.5273652,-1.3845656,-1.3783506,-1.4399788,-1.3748169,-1.3834398,-1.5229683,1.7421662,-1.2158183,-1.290505,-1.2247812,-1.143213,-1.3501644
0.7004452,-1.3442192,-1.3037106,1.5971174,-1.2080445,-0.8778856,-1.3066672,-1.4051062,1.9753739,-1.5441055,-1.4006588,-1.3941308,-1.454743,-1.3910236,-1.4000112,-1.5365455,1.7538617,-1.235854,-1.3080658,-1.251601,-1.164205,-1.3632836
0.6876229,-1.3608459,-1.3217964,1.6064348,-1.2261399,-0.91460747,-1.3315352,-1.4204457,1.9826026,-1.5571506,-1.4164394,-1.409095,-1.4692811,-1.4069151,-1.4162189,-1.5499475,1.7807167,-1.2554256,-1.325215,-1.2669216,-1.1858721,-1.3794678
0.66966003,-1.3771433,-1.3394356,1.6182793,-1.245558,-0.9475075,-1.3431281,-1.4355315,1.9901394,-1.5696477,-1.4319247,-1.4243846,-1.4836029,-1.4248233,-1.4320866,-1.5631814,1.7958965,-1.2760317,-1.3411041,-1.2824905,-1.2047808,-1.3963751
0.63766295,-1.3932486,-1.3566571,1.6339303,-1.2645485,-0.97906935,-1.3599275,-1.4514701,1.9904317,-1.5824157,-1.4471313,-1.439422,-1.4977182,-1.4406552,-1.4460076,-1.5762533,1.7977712,-1.2944093,-1.3576894,-1.2990022,-1.2244115,-1.4128851
0.6228511,-1.4086634,-1.3734896,1.6500808,-1.2833549,-1.0094466,-1.3763809,-1.465979,1.999234,-1.5950516,-1.4620739,-1.4542187,-1.5116359,-1.455439,-1.4606632,-1.58917,1.8105934,-1.3135198,-1.3739508,-1.3145975,-1.2443926,-1.4290247
0.59761614,-1.4240882,-1.3899568,1.6649544,-1.3014016,-1.0386109,-1.3925066,-1.4802772,2.0159848,-1.6075594,-1.4767661,-1.4687864,-1.5253642,-1.4699677,-1.4757966,-1.6019369,1.8235962,-1.3309048,-1.3899077,-1.3300098,-1.2638052,-1.4448186
0.5478798,-1.439247,-1.4060817,1.688896,-1.3168188,-1.066379,-1.4083234,-1.4943732,2.0245428,-1.6199423,-1.4912208,-1.4831351,-1.5389106,-1.4842805,-1.4900789,-1.6145597,1.8334004,-1.3479104,-1.405576,-1.3452418,-1.2821729,-1.4560302
0.51024336,-1.4541534,-1.4218847,1.7157775,-1.3342003,-1.0931255,-1.423849,-1.5082759,2.0386019,-1.632204,-1.5054499,-1.4967622,-1.5522829,-1.5013171,-1.504712,-1.6270434,1.8421713,-1.3641212,-1.4209701,-1.3602962,-1.3000189,-1.4714311
0.43746665,-1.4688195,-1.4405195,1.7265711,-1.3511994,-1.118925,-1.4390982,-1.5219928,2.0633209,-1.6417383,-1.5194643,-1.5101479,-1.5654877,-1.5149202,-1.5190909,-1.6393925,1.8536608,-1.3804709,-1.433407,-1.3751758,-1.3140247,-1.4865268
0.3766634,-1.483257,-1.4553804,1.7412679,-1.3678387,-1.1420456,-1.4540858,-1.5355314,2.0677764,-1.652761,-1.5332738,-1.5375963,-1.578532,-1.5283605,-1.53323,-1.6516124,1.8660707,-1.3965001,-1.4484652,-1.3889117,-1.3317575,-1.5013357
0.2837047,-1.4974766,-1.4700047,1.7571331,-1.385857,-1.1650913,-1.4688253,-1.5488987,2.0835476,-1.6648773,-1.5498599,-1.548445,-1.5914215,-1.5416435,-1.5471417,-1.6637069,1.8850244,-1.4134766,-1.463275,-1.4035221,-1.3419967,-1.5158755
0.18640044,-1.5102277,-1.4832615,1.7668906,-1.4019152,-1.1875876,-1.4833289,-1.5621014,2.0947719,-1.6768702,-1.5629905,-1.559326,-1.6041621,-1.5533426,-1.5608385,-1.6756803,1.890995,-1.4288261,-1.4778465,-1.4179624,-1.3454669,-1.5365932
0.07308164,-1.5241084,-1.4954305,1.7901273,-1.4174116,-1.2096972,-1.497608,-1.5751456,2.11216,-1.6887436,-1.5759655,-1.5702298,-1.6167591,-1.5664259,-1.574331,-1.6875367,1.8915207,-1.4448377,-1.4872074,-1.4322357,-1.3617204,-1.549835
-0.056352906,-1.5378186,-1.5095958,1.7977394,-1.4273363,-1.2298716,-1.5116732,-1.5880373,2.1195152,-1.7005017,-1.5887933,-1.5811526,-1.6292177,-1.5793586,-1.5876302,-1.6992799,1.9021243,-1.4595898,-1.5015618,-1.446346,-1.3758671,-1.5628983
-0.17150246,-1.5513396,-1.5235486,1.8007269,-1.4425434,-1.2503343,-1.5255344,-1.6028944,2.1210573,-1.712148,-1.6014796,-1.5920862,-1.641543,-1.5921463,-1.6007444,-1.7109132,1.9248931,-1.4692391,-1.5157071,-1.4602975,-1.3923793,-1.5758154
-0.2967034,-1.5646802,-1.5373001,1.8114849,-1.45749,-1.2682533,-1.5360184,-1.6153027,2.1313977,-1.723686,-1.6140287,-1.6030285,-1.6537393,-1.6047934,-1.6136832,-1.72244,1.9293407,-1.482891,-1.524661,-1.4740938,-1.3967772,-1.5961268
-0.3965208,-1.5778478,-1.5508587,1.8396611,-1.4721893,-1.2876298,-1.5496901,-1.6275893,2.1313992,-1.7351191,-1.6264452,-1.6139709,-1.6658114,-1.6173054,-1.6264542,-1.7338636,1.9308563,-1.4971993,-1.5390258,-1.487739,-1.4125543,-1.6077697
-0.49658296,-1.5952176,-1.5716165,1.8498901,-1.4866537,-1.3057624,-1.5631694,-1.6397583,2.1321337,-1.7464508,-1.6387337,-1.6249039,-1.677763,-1.6226454,-1.6390655,-1.7451868,1.9478531,-1.5037804,-1.5527359,-1.5012364,-1.4280413,-1.6193591
-0.5561749,-1.6086109,-1.5840409,1.8929368,-1.5008947,-1.3241377,-1.5764638,-1.651813,2.1594634,-1.757684,-1.6508981,-1.6358294,-1.689598,-1.6351391,-1.6515235,-1.7564129,1.9523026,-1.5178945,-1.5662441,-1.51459,-1.4432522,-1.6308933
-0.6190724,-1.6208171,-1.5963523,1.899364,-1.5149232,-1.3420281,-1.5895814,-1.6637571,2.1642408,-1.7688211,-1.6629426,-1.6467385,-1.7013204,-1.6475037,-1.6638348,-1.7675449,1.965988,-1.5317963,-1.5795624,-1.5304712,-1.4582014,-1.6423693
-0.6871897,-1.6329167,-1.6085625,1.9105654,-1.5287489,-1.3594694,-1.6025304,-1.6755925,2.1712587,-1.7798655,-1.6748708,-1.6576295,-1.712934,-1.6559453,-1.6760056,-1.7785842,1.9800464,-1.5454952,-1.5927,-1.5433837,-1.4729027,-1.6537877
-0.748805,-1.644912,-1.6206727,1.9202883,-1.5423809,-1.3750136,-1.6153175,-1.6822253,2.174321,-1.8109715,-1.686686,-1.6684985,-1.716353,-1.6682532,-1.6880416,-1.7895347,1.9886373,-1.5590006,-1.6056648,-1.5560838,-1.4873679,-1.6651454
-0.8008481,-1.6618416,-1.6326841,1.9241698,-1.555828,-1.3917618,-1.6279501,-1.6911956,2.1803305,-1.8174161,-1.6983919,-1.6793438,-1.7280025,-1.6804187,-1.6999482,-1.8003982,1.9885094,-1.5723213,-1.6184647,-1.5686734,-1.5016092,-1.6764431
-0.8486848,-1.6730837,-1.6445987,1.928403,-1.5690981,-1.4081353,-1.6404344,-1.7031223,2.1873055,-1.8240106,-1.7099913,-1.6901602,-1.739535,-1.6924472,-1.713819,-1.8111771,1.9945192,-1.5854658,-1.6311069,-1.5811541,-1.5156376,-1.6876793
-0.8931351,-1.6842705,-1.6564183,1.9369295,-1.582199,-1.4241573,-1.6527759,-1.7149211,2.1898148,-1.8307506,-1.7214876,-1.7009451,-1.7509551,-1.7043442,-1.7252916,-1.8218737,2.0096245,-1.5984417,-1.6435975,-1.5935278,-1.5294623,-1.6988529
-0.9295543,-1.6954013,-1.6681439,1.9369323,-1.595137,-1.4398509,-1.6649809,-1.7265967,2.191566,-1.8376304,-1.7328837,-1.7116969,-1.762267,-1.7161152,-1.7366637,-1.8324898,2.0168507,-1.6112564,-1.6559435,-1.6068312,-1.5430931,-1.7099643
-0.9692483,-1.702214,-1.6797779,1.9368987,-1.6079193,-1.4552364,-1.6770544,-1.7381542,2.193323,-1.8446448,-1.7441826,-1.7224123,-1.773474,-1.7277651,-1.7479385,-1.8430278,2.028092,-1.6239161,-1.6681503,-1.6189106,-1.5565388,-1.721013
-1.003788,-1.7134408,-1.6913208,1.955624,-1.6205521,-1.4660172,-1.6890007,-1.749598,2.204464,-1.851788,-1.7553865,-1.7330893,-1.7845799,-1.7392982,-1.7591193,-1.853489,2.0356936,-1.6364275,-1.6802235,-1.630895,-1.5698068,-1.7175721
-1.0386056,-1.724598,-1.702775,1.9649338,-1.633041,-1.4825847,-1.7008252,-1.7609316,2.2094636,-1.8590541,-1.7664986,-1.7437274,-1.795588,-1.750719,-1.7702074,-1.863876,2.0675225,-1.6487967,-1.6921681,-1.6427859,-1.5829053,-1.7283876
-1.068536,-1.7356808,-1.7141421,1.9810938,-1.6453913,-1.4971462,-1.7125319,-1.7721592,2.22025,-1.8664367,-1.7775205,-1.7543232,-1.8065019,-1.7620312,-1.7812065,-1.8741907,2.087234,-1.6610284,-1.7039891,-1.6545842,-1.574909,-1.7391549
-1.0983211,-1.7466911,-1.7254235,1.9862376,-1.657608,-1.5114666,-1.7266275,-1.7832847,2.2202609,-1.8739302,-1.7884552,-1.7648771,-1.8173236,-1.7808563,-1.7921184,-1.8844335,2.0995762,-1.6731284,-1.7156911,-1.6662917,-1.5861702,-1.7498729
-1.1268399,-1.7576296,-1.7366207,2.0048501,-1.6696967,-1.5255585,-1.7378784,-1.7943113,2.2202609,-1.8815279,-1.7993048,-1.7753856,-1.8280567,-1.7910535,-1.8029454,-1.8946071,2.1018534,-1.6851015,-1.7329075,-1.67791,-1.5974877,-1.7605405
-1.1486301,-1.7684966,-1.747735,2.0063157,-1.6816608,-1.5394331,-1.7490418,-1.8052427,2.2202609,-1.8892236,-1.8100716,-1.7858495,-1.838704,-1.8012207,-1.8136894,-1.9047129,2.107548,-1.6905793,-1.7439626,-1.6894394,-1.6087792,-1.7711568
-1.1744366,-1.7792928,-1.7587684,2.0234592,-1.6935055,-1.5531018,-1.7601193,-1.8160809,2.2202609,-1.8970114,-1.8168348,-1.7962674,-1.8492675,-1.811358,-1.8243527,-1.9147526,2.1289048,-1.7025677,-1.754747,-1.7008822,-1.6200441,-1.7817214
-1.1957321,-1.7900195,-1.7697225,2.0387943,-1.7052349,-1.5588132,-1.7711128,-1.8268298,2.2223501,-1.9048846,-1.8276545,-1.8066379,-1.8597499,-1.8214633,-1.8349379,-1.9247276,2.1510108,-1.7144232,-1.7654746,-1.7122396,-1.6312774,-1.7922338
-1.2179977,-1.8006774,-1.7805982,2.0480244,-1.7168518,-1.5723302,-1.7820243,-1.837492,2.2223501,-1.9128373,-1.8383816,-1.8169603,-1.8701534,-1.831535,-1.8454456,-1.9346383,2.1535983,-1.7261504,-1.776143,-1.7235131,-1.6424758,-1.8026936
-1.2424091,-1.8112675,-1.7913973,2.070115,-1.7283611,-1.5856525,-1.7928554,-1.8480698,2.2223501,-1.9208637,-1.8722516,-1.8272346,-1.8804798,-1.8415717,-1.8558792,-1.9444871,2.1757977,-1.7377552,-1.7867544,-1.7347043,-1.6536372,-1.8131005
-1.263952,-1.8217906,-1.802121,2.0730534,-1.7397653,-1.5987893,-1.8036084,-1.8585657,2.2487986,-1.9289578,-1.8774418,-1.8374602,-1.8907319,-1.8515722,-1.8662386,-1.9542756,2.1821775,-1.749242,-1.7973067,-1.7361696,-1.664759,-1.8234535
-1.2846907,-1.8322476,-1.8127712,2.0730634,-1.751068,-1.6117495,-1.8142838,-1.8689826,2.2487988,-1.9371146,-1.8827815,-1.8476367,-1.9009117,-1.8615358,-1.8765268,-1.9640036,2.1834397,-1.7601843,-1.8078016,-1.7474043,-1.6758378,-1.8337532
-1.304702,-1.8426393,-1.8233482,2.0782065,-1.762272,-1.6245414,-1.8248845,-1.8793213,2.263131,-1.9453273,-1.8882824,-1.8577639,-1.91102,-1.8714603,-1.8867453,-1.9736739,2.1798844,-1.7711706,-1.8182383,-1.7585481,-1.6868726,-1.8439996
-1.3135796,-1.8529669,-1.8338543,2.0773594,-1.7733805,-1.6371725,-1.8354108,-1.8895856,2.2797298,-1.9535913,-1.8939412,-1.8678415,-1.9210595,-1.8813454,-1.8968953,-1.9832864,2.1943116,-1.7823815,-1.8286173,-1.7696031,-1.6978617,-1.8541929
-1.3322678,-1.8632305,-1.8442907,2.1028044,-1.7843965,-1.6496495,-1.8458652,-1.899776,2.2949665,-1.9619011,-1.8997551,-1.8778695,-1.9310317,-1.8911915,-1.9069784,-1.9928428,2.19473,-1.7934871,-1.838939,-1.7805718,-1.7088029,-1.8643329
