solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,marginal_loss_price_rt,gross_inadv_interchange_mw
0.37781307,0.6807226,0.5293833,0.3180448,0.44044495,0.62962174,0.75533295,0.3108237,0.47878748,0.40625057,0.70182896,0.44899768,0.6195251,0.5651819,0.84711593,0.37756583,0.36031142,0.39914504,0.38113457,0.8236702,0.22084205,0.6124166,0.25511605,0.39534128,0.75753844,0.67585576,0.68436795,0.47198546,0.512852,0.38514298,0.27888715,0.2451954,0.45530492,0.9816992,0.97644556,0.5216826
0.37186202,0.6633779,0.50818026,0.3008616,0.40921763,0.62021637,0.75555986,0.2898853,0.4637717,0.39249742,0.69063413,0.4467546,0.59688866,0.5532453,0.8404203,0.36450085,0.33964205,0.36732626,0.3587123,0.8244324,0.19018203,0.5951561,0.23937398,0.38587683,0.73214036,0.65660435,0.6626568,0.44056982,0.482188,0.3470596,0.24984755,0.21920621,0.44304025,0.9633348,0.9688451,0.512035
0.34630784,0.63715094,0.48553124,0.2985388,0.3904638,0.5860702,0.7448799,0.27945277,0.439994,0.37413484,0.680498,0.45942917,0.58196276,0.5518669,0.8300191,0.36103317,0.3181448,0.3390304,0.33309606,0.8240615,0.16481262,0.5688444,0.22671472,0.369793,0.7280616,0.63315916,0.6577724,0.4316181,0.47523266,0.3300769,0.23718765,0.19226834,0.44277593,0.92659086,0.9529626,0.49765733
0.34812126,0.63092285,0.4586022,0.27368018,0.35682255,0.5600541,0.7301665,0.26228514,0.4456554,0.37061787,0.67789996,0.44421276,0.58788246,0.53392595,0.8102757,0.34539184,0.2995517,0.30245006,0.3112742,0.8074273,0.1394455,0.53641474,0.20768553,0.35798612,0.7131693,0.63430256,0.64356405,0.40869296,0.44098073,0.30319676,0.21756348,0.17383932,0.42888233,0.9223355,0.93756306,0.49426183
0.32980508,0.60319966,0.42581365,0.2591169,0.32749856,0.5396162,0.7034001,0.24699798,0.43479964,0.35374716,0.67072296,0.43753132,0.55935967,0.5085668,0.78782827,0.34542826,0.2803033,0.26619887,0.29079953,0.79543114,0.11798938,0.510834,0.19859663,0.34349746,0.70441717,0.65037555,0.6235379,0.3971762,0.43788818,0.27990586,0.19984946,0.15204827,0.42799717,0.9147103,0.93056494,0.48395598
0.31879282,0.60161567,0.41881093,0.23811884,0.31001195,0.52602416,0.689983,0.2468547,0.4356799,0.35292673,0.6583887,0.43539461,0.5585022,0.4881081,0.7688547,0.34298876,0.2693834,0.23982593,0.26956043,0.7987467,0.09835162,0.4938279,0.18697257,0.34705368,0.67819625,0.60708654,0.6194041,0.37129232,0.4146202,0.25151,0.18520176,0.13934387,0.41048715,0.8994362,0.9329101,0.4862613
0.31966496,0.58537066,0.38754162,0.22689933,0.3033746,0.5253887,0.68002623,0.23616561,0.4234082,0.3441841,0.6347276,0.42846337,0.559523,0.47402668,0.7541733,0.33382824,0.2529611,0.21901436,0.25023362,0.7895529,0.08177497,0.46984145,0.18015425,0.34024197,0.6943689,0.61087745,0.61298794,0.37186727,0.41020048,0.23148848,0.17482138,0.12921964,0.4050292,0.8775237,0.9032677,0.48092866
0.31539774,0.57782704,0.37859192,0.21455455,0.29121068,0.5105127,0.66677403,0.23401083,0.4050984,0.33309433,0.63093704,0.4171768,0.5569053,0.45833394,0.73685527,0.324963,0.24272934,0.19539772,0.23384595,0.76720047,0.06787684,0.46164846,0.1683991,0.32948798,0.6835162,0.59986085,0.60174936,0.36346486,0.40688118,0.21394756,0.15646708,0.1184285,0.40167928,0.86851686,0.8889331,0.46517745
0.30549398,0.573595,0.3636545,0.19916292,0.29193512,0.50372887,0.6708227,0.21890752,0.4078428,0.3236364,0.6271859,0.41587773,0.5457721,0.45010546,0.74116105,0.3255094,0.22774078,0.17813341,0.21889634,0.7847124,0.054530002,0.4480448,0.16184188,0.3277922,0.63398457,0.57787657,0.59437364,0.34801906,0.39491782,0.19960146,0.15558049,0.105044894,0.39528328,0.8383557,0.88063264,0.47391725
0.31248644,0.57238966,0.3482389,0.184463,0.2714038,0.49873558,0.6481033,0.2185922,0.39072177,0.32108817,0.6216829,0.41960073,0.5312364,0.4350596,0.7199144,0.31102124,0.22356407,0.15631361,0.20874403,0.75762254,0.044156708,0.42558414,0.15514567,0.31617954,0.63128346,0.57871425,0.5817891,0.3416365,0.3826211,0.1819633,0.14618681,0.09413785,0.38721278,0.8340329,0.8810025,0.462507
0.30956373,0.55672157,0.33126092,0.1774227,0.2656096,0.4931394,0.64990145,0.20833197,0.39916453,0.3067098,0.61422235,0.4233319,0.51747954,0.43786097,0.7190692,0.3137046,0.20940764,0.14127828,0.19240752,0.7598273,0.035343047,0.40473276,0.152765,0.31080383,0.60950166,0.5578973,0.57189524,0.31850952,0.37109393,0.16357225,0.14078154,0.0870482,0.39214605,0.80834997,0.86664176,0.45781744
0.3067272,0.55409193,0.31373096,0.16874154,0.2606996,0.48424584,0.6294516,0.20186862,0.39189357,0.3017256,0.60138476,0.41981092,0.50570995,0.43089986,0.69613767,0.31318843,0.19436932,0.12387863,0.17767346,0.73316574,0.027459634,0.4013901,0.14795732,0.30948272,0.607732,0.542077,0.56855565,0.31400597,0.36290988,0.15079698,0.13583885,0.077373415,0.38634232,0.8042011,0.85295177,0.44869688
0.29388028,0.54367226,0.3036717,0.15690951,0.24897905,0.4885998,0.6293708,0.19634216,0.38609576,0.28781575,0.59372467,0.41868466,0.4948102,0.4168303,0.6918585,0.3071473,0.18377917,0.11050912,0.16693711,0.7274469,0.021197677,0.38547835,0.14085558,0.30443236,0.5847983,0.5233729,0.5628629,0.30416688,0.35453483,0.13820109,0.126018,0.0710892,0.37784296,0.77358556,0.8444528,0.43498686
0.29171523,0.5381918,0.28565952,0.1417125,0.24246357,0.47941113,0.61181426,0.18212785,0.38139236,0.28631783,0.58087575,0.40246382,0.48416722,0.40242013,0.6779619,0.3063265,0.17631215,0.09300486,0.1517574,0.7114926,0.015793137,0.38437766,0.13232917,0.31108567,0.5871715,0.5085124,0.5567706,0.30183947,0.36110643,0.124762,0.12066316,0.06636832,0.37235272,0.7704333,0.83433014,0.43736672
0.29935274,0.5310177,0.27678496,0.13397935,0.24165404,0.48291776,0.59244555,0.17900617,0.3800559,0.28428817,0.58223444,0.40870517,0.502618,0.39796466,0.66045433,0.29384604,0.16853131,0.08022095,0.14523496,0.70137465,0.011779343,0.35968786,0.12590164,0.30127198,0.5743004,0.5185972,0.53917086,0.29691967,0.35192707,0.113713115,0.11732057,0.05946274,0.36637437,0.7657691,0.8213993,0.4204957
0.30312452,0.52354306,0.2675167,0.12345497,0.23541461,0.47558218,0.5999411,0.17921682,0.3773473,0.2758266,0.57427615,0.39651677,0.496459,0.38464883,0.6689941,0.3011076,0.15886243,0.070342205,0.13039264,0.7070585,0.008488175,0.34996,0.11701294,0.29389057,0.5477305,0.4993693,0.5344626,0.28810146,0.35214156,0.10345596,0.11244582,0.054021094,0.3628316,0.7399893,0.8125633,0.42359236
0.30478734,0.52032155,0.25589994,0.1168904,0.23026125,0.4598836,0.5844259,0.17193373,0.36616147,0.26663718,0.5672329,0.40313238,0.48183104,0.39109594,0.65662676,0.29431796,0.1547977,0.060040817,0.12005441,0.6829346,0.0060249968,0.34696555,0.11383588,0.29767564,0.53036016,0.48587596,0.53185,0.28194588,0.34799543,0.0926551,0.109849386,0.046606522,0.36055747,0.7378515,0.81395143,0.41680497
0.30293518,0.52244574,0.24335225,0.104769796,0.21891089,0.45441017,0.57382256,0.16127169,0.36390245,0.26282308,0.5620582,0.39120448,0.46224615,0.37321764,0.64371514,0.2900265,0.1431497,0.049124803,0.11435299,0.67536354,0.0041286894,0.33029005,0.1062774,0.28896523,0.5325124,0.47923428,0.5220794,0.27544597,0.3422395,0.08165904,0.09955365,0.041547686,0.35266632,0.7274041,0.80988,0.4041223
0.30911085,0.5180633,0.23360291,0.10009638,0.21724868,0.43769768,0.5513146,0.16221003,0.359604,0.25644204,0.56188273,0.3875573,0.47670788,0.37648377,0.6056944,0.28789908,0.14048232,0.040360663,0.10309374,0.6511177,0.0027977356,0.3401376,0.10137355,0.29503316,0.5333175,0.48205626,0.52152205,0.26950085,0.33875117,0.073872626,0.101008534,0.039106883,0.35088184,0.7271907,0.79994303,0.40160006
0.29951727,0.5154251,0.23150301,0.088180244,0.20846039,0.44231987,0.54812276,0.15168048,0.353612,0.24910404,0.5669068,0.37226817,0.45679063,0.3677439,0.6078729,0.2786643,0.12716109,0.033221085,0.09598905,0.65459836,0.0018104957,0.31815138,0.10016633,0.28868183,0.52158237,0.48470613,0.5072877,0.2592027,0.3318022,0.06484095,0.09630804,0.035313647,0.3515401,0.71157354,0.78253585,0.41752595
0.30200827,0.5101303,0.21546817,0.08309007,0.20182161,0.43494126,0.54440767,0.14275445,0.3576955,0.24177435,0.5513906,0.38677037,0.4667979,0.37408042,0.61390465,0.2811497,0.12009754,0.027424186,0.08574502,0.6404963,0.0011477593,0.31502265,0.09540952,0.28943998,0.50263417,0.46293652,0.49367988,0.26492172,0.3409321,0.058494568,0.09454739,0.030990027,0.3493942,0.6923074,0.7873279,0.40461498
0.29911587,0.5056968,0.21151997,0.07616213,0.1955771,0.42063352,0.5255991,0.14331558,0.34729445,0.23785917,0.5495514,0.379826,0.45962486,0.36416265,0.5938914,0.28243506,0.11590837,0.02125952,0.07791037,0.62280846,0.00069971447,0.30045858,0.08814625,0.2782904,0.4918802,0.4614791,0.4874464,0.2522872,0.32875496,0.051011257,0.094560355,0.027217126,0.3480366,0.6948335,0.77641416,0.3928129
0.31978762,0.49860314,0.20469385,0.065292664,0.19027784,0.42201844,0.53096014,0.14077316,0.35341302,0.23264213,0.5442726,0.3773075,0.46144566,0.36002684,0.58847946,0.27625126,0.1130421,0.016347172,0.06912578,0.5921632,0.00040890265,0.29064813,0.08319962,0.2768859,0.48075354,0.4449192,0.49235082,0.24252422,0.32109255,0.041903432,0.08913957,0.023773441,0.34182337,0.6804915,0.7742933,0.39373398
0.32390243,0.49150664,0.19191349,0.059935074,0.1934816,0.4048088,0.519005,0.14000784,0.34227884,0.23003842,0.5305365,0.38196364,0.46446908,0.3561409,0.582095,0.27542746,0.107801475,0.01230306,0.061425813,0.60209006,0.00023167506,0.29555348,0.07998834,0.27471155,0.45923033,0.4344988,0.4841627,0.23889688,0.3204405,0.035875164,0.0874029,0.02065216,0.33922815,0.6754774,0.7607596,0.38523605
0.31689277,0.49546805,0.18757182,0.05211672,0.18244162,0.40859318,0.5120799,0.13184991,0.33322322,0.22858125,0.5310239,0.3762169,0.45756614,0.34848976,0.5672255,0.26575828,0.099312775,0.009336916,0.055310644,0.58898807,0.00012528326,0.29258007,0.07451735,0.27394137,0.45899782,0.43135488,0.4748169,0.2349541,0.31584427,0.029497368,0.08611108,0.017634757,0.3353014,0.6619191,0.75384486,0.3793554
0.31954116,0.4901254,0.18222503,0.04688419,0.17634268,0.39995182,0.502824,0.1279301,0.3402725,0.2190028,0.53424144,0.37897295,0.44923675,0.3565828,0.5566011,0.2639331,0.09423703,0.0067312494,0.049405005,0.58709925,6.4886975e-05,0.27812433,0.071476854,0.27652803,0.4483166,0.4297018,0.46836188,0.23231179,0.31668332,0.024700744,0.082735635,0.015531213,0.33777428,0.64460176,0.7552484,0.38722995
0.31451222,0.49050266,0.17140841,0.040036317,0.1719768,0.38928467,0.49959388,0.12381832,0.3398687,0.21594994,0.5283602,0.3615286,0.42908034,0.34915006,0.566703,0.264268,0.0890425,0.0048418352,0.04218904,0.5825049,3.195022e-05,0.2792834,0.06612987,0.2703404,0.44560707,0.4054528,0.46775836,0.23094447,0.32147366,0.020346304,0.08254823,0.012811891,0.33060867,0.64296657,0.74507236,0.38088834
0.32038563,0.4887703,0.16572876,0.0349044,0.17408912,0.39179733,0.48660094,0.119205974,0.3315299,0.21273266,0.51894766,0.36570826,0.44082102,0.3440646,0.5341078,0.25751692,0.082543224,0.0033581615,0.036399566,0.5511291,1.4918175e-05,0.28476357,0.06061407,0.26470807,0.4424016,0.41121644,0.45868278,0.2238844,0.31634733,0.01581223,0.080698,0.010190116,0.3253496,0.63909566,0.74486697,0.37904632
0.31179658,0.4914245,0.15921195,0.029679367,0.16866314,0.39252794,0.47973463,0.11336738,0.33536252,0.20965725,0.51685554,0.36844602,0.4374206,0.35354793,0.5293595,0.25794318,0.076767296,0.0022648454,0.031946443,0.5527561,6.5812146e-06,0.27630618,0.056951616,0.26751596,0.42634562,0.39318293,0.45088863,0.2283166,0.31869635,0.012397681,0.079826735,0.0077508762,0.31914034,0.6284062,0.73859996,0.3736289
0.30859533,0.4801252,0.15356092,0.02448417,0.16501158,0.3802937,0.47594637,0.109369464,0.3291901,0.20075317,0.51705843,0.35538885,0.4320913,0.34396285,0.53265446,0.255227,0.072049014,0.0014540683,0.02711972,0.5493416,2.729186e-06,0.26992726,0.055024277,0.27433452,0.4165821,0.38478237,0.44138128,0.2171148,0.31137595,0.009350157,0.076922275,0.005809266,0.3273415,0.6078845,0.73612314,0.37129998
0.32120153,0.47608557,0.14558691,0.020092618,0.16940218,0.37787408,0.4739631,0.10553157,0.32195187,0.19675297,0.5047289,0.3561929,0.4394675,0.33277258,0.52099043,0.252348,0.06870786,0.00091610034,0.02318613,0.54615134,1.05874e-06,0.26163742,0.048769537,0.26365876,0.41313073,0.37341037,0.442648,0.20911266,0.30484357,0.006556411,0.07517155,0.0041847243,0.3212641,0.5990854,0.72124606,0.37573698
0.33679327,0.46751222,0.13988131,0.016791074,0.158487,0.3642509,0.46141216,0.10281445,0.33327428,0.19096068,0.50572634,0.3456432,0.44025752,0.34034353,0.5131949,0.24700706,0.06488604,0.0005574934,0.01927741,0.5203006,3.8312513e-07,0.26694953,0.04603422,0.26834497,0.38118103,0.3673435,0.43363452,0.20330755,0.30239624,0.004911012,0.07386158,0.0028130682,0.32157168,0.597378,0.72221434,0.3727181
0.32594645,0.4746367,0.135609,0.013713854,0.1515578,0.3547483,0.45285934,0.09692892,0.32632124,0.18934438,0.50446725,0.34316394,0.43789673,0.34173414,0.49993622,0.25423175,0.059778452,0.00032858836,0.016161928,0.51111966,1.2837702e-07,0.26578245,0.04397017,0.27076855,0.38195562,0.36803705,0.43044093,0.20643252,0.31258985,0.0033990017,0.07357138,0.0017784869,0.31963703,0.57884455,0.7099173,0.3720279
0.32466212,0.47838774,0.12955435,0.010450994,0.15213346,0.36100996,0.4547971,0.095181875,0.32756677,0.18732187,0.4987801,0.33485955,0.4437919,0.34140587,0.4921401,0.23658104,0.055201508,0.00018285314,0.012995104,0.504466,3.959963e-08,0.26685393,0.04031776,0.26955453,0.36866152,0.36100125,0.4276375,0.1929583,0.2986896,0.0022623385,0.07067455,0.0010503742,0.31706303,0.5715364,0.708161,0.37220913
0.33201605,0.47077134,0.124015786,0.008245464,0.15181239,0.35276753,0.4441128,0.08874466,0.31999487,0.18393838,0.4931224,0.33037028,0.44681153,0.33147764,0.4929085,0.24613,0.049947895,9.783637e-05,0.01025836,0.49124616,1.1180837e-08,0.2549086,0.03649251,0.2701519,0.36994976,0.3568569,0.41623488,0.19132572,0.30237687,0.0014832396,0.071680814,0.00057105965,0.31352195,0.5665655,0.70702213,0.36511472
0.33438262,0.470438,0.11743762,0.0063702804,0.15132888,0.35187083,0.43556246,0.084782094,0.3160692,0.18580443,0.4901213,0.32925123,0.43324363,0.33448383,0.4790177,0.24344565,0.045753162,4.985773e-05,0.008160043,0.49206167,2.8690312e-09,0.2529107,0.032689005,0.26311755,0.3579329,0.35964954,0.40964684,0.18897897,0.2981039,0.00092041166,0.072110616,0.00029514186,0.31836691,0.566934,0.68488806,0.3635563
0.3346818,0.46906853,0.11398797,0.004840789,0.14483227,0.34374827,0.4340153,0.0819505,0.32103777,0.1757913,0.48645264,0.3345394,0.42686006,0.33285803,0.476766,0.2456189,0.041448977,2.4194092e-05,0.0063649514,0.4892589,6.640884e-10,0.24666658,0.029874945,0.263511,0.35309923,0.34595257,0.40350026,0.18696316,0.29982692,0.0005588452,0.07034268,0.00014252862,0.31537786,0.5558706,0.68111134,0.36226526
0.33460337,0.46563986,0.10983589,0.0035014679,0.14244501,0.33825514,0.4327396,0.08058766,0.31290337,0.17209789,0.4811077,0.3276056,0.43442485,0.3239376,0.47146562,0.24136895,0.03886074,1.1105793e-05,0.004868656,0.4778497,1.3754482e-10,0.24806865,0.026841411,0.26359472,0.34754616,0.34999847,0.3977764,0.18172751,0.29915607,0.000324673,0.07154467,6.466843e-05,0.31636396,0.5474544,0.67981243,0.3660113
0.3290498,0.46192986,0.10499377,0.0025246919,0.13537772,0.3352032,0.42392135,0.073618814,0.31546536,0.16650122,0.47947007,0.32666183,0.42331073,0.31842896,0.4685786,0.23787265,0.033814695,4.8007073e-06,0.0035934485,0.47540352,2.5268567e-11,0.25289074,0.023543106,0.26216286,0.3378338,0.33996996,0.39252034,0.17439531,0.29800317,0.0001807449,0.068782955,2.7477567e-05,0.31337187,0.536106,0.67258525,0.3616426
0.32755116,0.4556418,0.0991935,0.0017582569,0.13616627,0.3340917,0.41425857,0.07021697,0.30979478,0.16253583,0.47381225,0.3152808,0.42434308,0.32198414,0.45778704,0.23561183,0.030701868,1.9505858e-06,0.0026278812,0.45297566,4.07845e-12,0.23521417,0.02007574,0.26407188,0.34302306,0.33690843,0.38652065,0.17173342,0.29634303,9.595819e-05,0.07049845,1.0881412e-05,0.31562638,0.5300729,0.67084223,0.36838835
0.33591056,0.45984074,0.09371275,0.0012334019,0.13771203,0.3364329,0.4100017,0.06959872,0.30219772,0.16296786,0.4677865,0.32245687,0.4302927,0.3268562,0.44226974,0.23115632,0.028545499,7.4018413e-07,0.0018618422,0.4469123,5.723811e-13,0.24453974,0.016895285,0.25820303,0.32755655,0.32691813,0.38555345,0.16844831,0.29670823,4.8611e-05,0.06920947,4.0211517e-06,0.30879903,0.5265142,0.65271986,0.3584581
0.34064704,0.45542586,0.08775685,0.00081118714,0.1345021,0.33634314,0.40585604,0.06743572,0.30273038,0.15960164,0.46592987,0.31384367,0.4263925,0.31731445,0.44586015,0.22886398,0.025287697,2.6133932e-07,0.0012812664,0.4322898,6.906447e-14,0.23621953,0.014373869,0.24875174,0.3202031,0.32660732,0.3863112,0.16177826,0.29375988,2.3367978e-05,0.07009421,1.3766087e-06,0.3057467,0.5304332,0.64781773,0.35092357
0.33482593,0.45460075,0.0838652,0.00052229885,0.13084543,0.33495045,0.39990756,0.0615237,0.30448732,0.15602186,0.4636232,0.31630602,0.42148224,0.32090417,0.44566804,0.22512923,0.021982154,8.530024e-08,0.00086158357,0.42714298,7.077207e-15,0.23483416,0.012228827,0.25958908,0.3050683,0.31987903,0.3771443,0.1590757,0.29108167,1.063562e-05,0.069897234,4.3436415e-07,0.30549827,0.5175009,0.6485236,0.3579432
0.33364832,0.45018357,0.07823855,0.00032435445,0.12603171,0.3229588,0.39491802,0.05899688,0.29371375,0.1534747,0.4608515,0.3102284,0.41822517,0.31923288,0.43606788,0.22115913,0.019167682,2.5594014e-08,0.0005631992,0.43487886,6.076849e-16,0.23942865,0.009983605,0.26437744,0.29752597,0.31317154,0.37616035,0.1574191,0.292645,4.547161e-06,0.0670459,1.2558266e-07,0.2997552,0.51462233,0.63289165,0.35659978
0.3328161,0.44490185,0.072965756,0.00019597415,0.12533356,0.32218578,0.38859543,0.05497444,0.29968828,0.15656056,0.45953196,0.31390238,0.40863404,0.31365377,0.42301223,0.2227267,0.016580112,7.0124604e-09,0.0003527272,0.41367093,4.308558e-17,0.22251494,0.007871526,0.2622441,0.28877538,0.3281304,0.37786195,0.15385835,0.29389614,1.8257268e-06,0.06789247,3.306491e-08,0.30219617,0.50610197,0.63025963,0.36290523
0.3355572,0.4500771,0.068250544,0.00011409812,0.1214227,0.32285905,0.38400784,0.05161211,0.30217445,0.1562736,0.44882962,0.31909698,0.4083651,0.31047758,0.4327941,0.2190288,0.014233203,1.742339e-09,0.00021456853,0.40908608,2.4822286e-18,0.22907038,0.006009041,0.253042,0.27661535,0.314944,0.36211887,0.15018684,0.29265305,6.8492295e-07,0.07007196,7.867448e-09,0.3014745,0.50691503,0.6274239,0.34956768
0.3356077,0.43847102,0.06370072,6.315332e-05,0.11961007,0.32152453,0.3766737,0.048889026,0.30147317,0.14396022,0.4518499,0.3122126,0.42382002,0.31727535,0.42224506,0.22310522,0.012102799,3.8956854e-10,0.00012608305,0.39736292,1.14169e-19,0.23137587,0.0044845096,0.249753,0.26873454,0.3051092,0.36251375,0.14598127,0.2956962,2.3849213e-07,0.069282286,1.6789904e-09,0.2954044,0.499593,0.6221568,0.3441273
0.33084613,0.43966275,0.058489636,3.348821e-05,0.11424454,0.3227506,0.36472043,0.0440932,0.30320966,0.14075454,0.44477943,0.31282613,0.4184647,0.30648863,0.42069036,0.21433936,0.009764612,7.77332e-11,7.0783986e-05,0.3817104,4.1117133e-21,0.22446075,0.0033759037,0.2545545,0.26527303,0.30938658,0.35472897,0.14345573,0.2896385,7.670037e-08,0.06820239,3.1860117e-10,0.29015937,0.49474877,0.6263957,0.34101567
0.3385358,0.43644598,0.05565346,1.6959313e-05,0.11421039,0.30250922,0.36593974,0.041358784,0.30032527,0.14089467,0.44178256,0.3079082,0.41122082,0.30643475,0.4184834,0.21184796,0.008049022,1.3719245e-11,3.8222173e-05,0.38088813,1.1349362e-22,0.21891245,0.0024320548,0.25486562,0.2520619,0.3043418,0.3456878,0.13820553,0.28741527,2.2662428e-08,0.069254614,5.3258474e-11,0.290161,0.49229586,0.6155582,0.33832547
