epoch,temperature,train_mse,train_r2,test_mse,test_r2,candidate_active_0p5,candidate_gate_sum,budget_max_features
1,2.0,1.00027123500517,-0.0002714395523071289,0.9473700161750723,-9.5367431640625e-06,0,23.562644958496094,18
2,1.9826742967867415,1.0000366075724523,-3.6716461181640625e-05,0.947416026417802,-5.805492401123047e-05,0,20.816591262817383,18
3,1.9654986835694,1.000378713386828,-0.00037872791290283203,0.948445590803536,-0.0011448860168457031,0,19.162351608276367,18
4,1.9484718601406132,1.000227282308241,-0.00022733211517333984,0.9473636097660879,-2.86102294921875e-06,0,18.270803451538086,18
5,1.9315925375565222,0.8095868841029595,0.19041311740875244,0.7975100600047083,0.15817725658416748,1,17.805381774902344,18
6,1.9148594380391977,0.7957854155340238,0.20421451330184937,0.7799802928617815,0.17668098211288452,1,17.40640640258789,18
7,1.8982712948799105,0.7063305856706894,0.29366934299468994,0.6906543753859473,0.2709702253341675,3,17.14655876159668,18
8,1.881826852343242,0.6494834498991774,0.3505163788795471,0.6253314164080997,0.33992278575897217,3,16.784507751464844,18
9,1.8655248655720222,0.5736314466011424,0.4263685345649719,0.5580836001601888,0.4109070897102356,4,16.633346557617188,18
10,1.849364100493095,0.36035199969734155,0.6396479606628418,0.36466250073437284,0.6150754690170288,7,16.32209587097168,18
11,1.8333433337238958,0.33640653540577076,0.6635934114456177,0.3318929125486714,0.6496658325195312,6,15.959508895874023,18
12,1.8174613524798429,0.3147140736119789,0.6852859258651733,0.3221889528241463,0.6599090099334717,7,15.64054012298584,18
13,1.8017169544825262,0.31024806766929197,0.6897518634796143,0.3172478877325974,0.6651246547698975,7,15.282598495483398,18
14,1.7861089478686962,0.2966965711146343,0.7033033967018127,0.2969119010674881,0.6865905523300171,7,14.963994026184082,18
15,1.770636151100037,0.2910476162245399,0.7089523077011108,0.2919324215319825,0.6918466687202454,7,14.683833122253418,18
16,1.7552973928737243,0.2758233666158559,0.7241766452789307,0.28575526186969225,0.6983670592308044,8,14.423614501953125,18
17,1.740091512033756,0.27992344141847575,0.7200765609741211,0.273056003037931,0.7117719650268555,7,14.181699752807617,18
18,1.7250173574830525,0.2676886583981761,0.7323113083839417,0.26474894853535946,0.7205406427383423,9,13.946935653686523,18
19,1.710073788096317,0.22920776658686492,0.7707922458648682,0.2400235119162173,0.7466398477554321,10,13.640348434448242,18
20,1.6952596726336524,0.21849447173371195,0.7815055251121521,0.2302896169968313,0.7569146156311035,10,13.333810806274414,18
21,1.6805738896549243,0.2191281091197359,0.7808718681335449,0.231705645803453,0.755419909954071,10,13.034080505371094,18
22,1.666015327434868,0.19685469924107843,0.8031452894210815,0.21502690245510964,0.773025393486023,11,12.802906036376953,18
23,1.6515828838789297,0.19027879041947088,0.8097212314605713,0.20852509572556832,0.7798884510993958,11,12.563043594360352,18
24,1.637275466439838,0.1883732729074975,0.811626672744751,0.20549373428632572,0.783088207244873,11,12.302260398864746,18
25,1.6230919920348947,0.20783301322663403,0.7921669483184814,0.22010289766348717,0.7676673531532288,9,12.05661678314209,18
26,1.6090313869639883,0.17460622734508835,0.825393795967102,0.19277309179987487,0.796515703201294,11,11.827969551086426,18
27,1.5950925868283103,0.16931679630318186,0.8306832313537598,0.18747864793077473,0.8021043539047241,11,11.616536140441895,18
28,1.5812745364497824,0.1675736759082449,0.8324263095855713,0.18862704205803754,0.8008921146392822,11,11.41439151763916,18
29,1.5675761897911766,0.16828652499151267,0.8317134380340576,0.1900698311240753,0.7993691563606262,11,11.227823257446289,18
30,1.5539965098769304,0.16745021450528655,0.8325498104095459,0.18490542737176505,0.8048205375671387,12,11.039741516113281,18
31,1.5405344687146467,0.16498241594599733,0.8350175619125366,0.18405381825230108,0.8057194352149963,10,10.867364883422852,18
32,1.5271890472172742,0.15326178232016088,0.8467382192611694,0.17645990114840793,0.81373530626297,11,10.694071769714355,18
33,1.5139592351259616,0.16876879013068888,0.8312312364578247,0.18281525384816455,0.8070268630981445,10,10.524174690246582,18
34,1.5008440309335795,0.15138276416345192,0.8486172556877136,0.1746617613996311,0.8156333565711975,11,10.359375953674316,18
35,1.4878424418089065,0.3128366536033872,0.6871633529663086,0.32905037130978776,0.6526663303375244,10,10.22480297088623,18
36,1.4749534835214713,0.16006983436138278,0.8399301767349243,0.18126763559014694,0.8086604475975037,10,10.10120677947998,18
37,1.4621761803670437,0.1424495942214352,0.8575503826141357,0.16703206675536023,0.823686957359314,11,9.972206115722656,18
38,1.4495095650937762,0.15059630484139075,0.8494036793708801,0.17300846469702152,0.8173785209655762,10,9.836081504821777,18
39,1.436952678828979,0.16241453153533758,0.83758544921875,0.18780723184619735,0.8017574548721313,12,9.773054122924805,18
40,1.4245045710065352,0.14490472118730402,0.8550952672958374,0.17032131736689224,0.8202149868011475,12,9.629228591918945,18
41,1.4121642992949406,0.13791958507204402,0.8620803952217102,0.16464690220110664,0.8262046575546265,11,9.541516304016113,18
42,1.399930929525969,0.18260852887680928,0.8173915147781372,0.19494150794769932,0.7942267656326294,10,9.423559188842773,18
43,1.387803535623955,0.13631227188534087,0.8636877536773682,0.16520219544948236,0.8256185054779053,11,9.320849418640137,18
44,1.3757811995356892,0.17413219490708695,0.8258678317070007,0.20370920093321218,0.7849719524383545,11,9.244924545288086,18
45,1.3638630111609211,0.13359171390522082,0.8664082884788513,0.16324200851433887,0.8276876211166382,12,9.15334701538086,18
46,1.3520480682834637,0.15824079262923868,0.841759204864502,0.18556960114482335,0.8041194677352905,11,9.080802917480469,18
47,1.3403354765028943,0.12732467978544856,0.8726752996444702,0.15992205863727665,0.8311920166015625,12,8.996663093566895,18
48,1.328724349166849,0.1427959128645974,0.8572040796279907,0.16744883987689163,0.8232470750808716,11,8.891022682189941,18
49,1.3172138073039015,0.12419070188072599,0.8758093118667603,0.15545751457670476,0.8359046578407288,11,8.799392700195312,18
50,1.3058029795570247,0.12281911600236216,0.8771808743476868,0.15804438490602302,0.8331740498542786,12,8.723336219787598,18
