field,pearson,spearman,kendall,nmi,distance_corr,hsic,pearson_pass,spearman_pass,kendall_pass,nmi_pass,distance_corr_pass,hsic_pass,n_pass,kept
gen_fuel_solar_mw,0.5872729432422179,0.562017179495916,0.4135642553943184,0.16151369305826407,0.5579710041593146,0.222790846434534,1,1,1,1,1,1,6,1
system_losses_mw,0.4533655252350124,0.42807621424226344,0.3335017508754377,0.09328188880909304,0.45926996074102316,0.18749110914317418,1,1,1,1,1,1,6,1
gen_fuel_wind_mw,0.8142360106253201,0.7699087667592979,0.5597834107363872,0.19441548639216524,0.7990565064696143,0.4776514434954682,1,1,1,1,1,1,6,1
gen_fuel_hydro_mw,0.400664087279718,0.4023591282632897,0.23376758509635595,0.045845354169763264,0.37189102948100317,0.08136022867953771,1,1,1,1,1,1,6,1
gen_fuel_nuclear_mw,0.28612026471352886,0.42852668919945175,0.2930748165396303,0.18745154503092695,0.3611932571126728,0.12879009208926057,1,1,1,1,1,1,6,1
area_2_net_export_mw,0.6987407343294411,0.633526918311976,0.4259639819909955,0.13874347325917766,0.7079127248160143,0.3235526449752826,1,1,1,1,1,1,6,1
area_1_net_export_mw,0.5420696159492301,0.4997498440268414,0.3212036018009004,0.08517187233388498,0.5965649829095137,0.2349951668544787,1,1,1,1,1,1,6,1
gen_fuel_coal_mw,0.26961322236697516,0.25736691377469206,0.14236918652155142,0.08796091779879078,0.3732830312585104,0.15015753987711422,1,1,0,1,1,1,5,1
reserve_spin_r3_mw,0.26644378877358277,0.2791455176731197,0.16327436188144803,0.036811660718988996,0.292271156440226,0.04765516732533049,1,1,0,1,1,1,5,1
area_3_net_export_mw,0.210453945856299,0.25606208579727086,0.17568384192096048,0.051222739962397325,0.3143456471813597,0.07977310518672197,0,1,1,1,1,1,5,1
system_load_day_ahead_mw,0.2574684476462195,0.28632733672271543,0.14992296148074036,0.03871686942272621,0.27328800042464,0.043587449115813644,1,1,0,1,1,1,5,1
area_3_load_day_ahead_mw,0.26644427098197937,0.27913823835146884,0.1633167774443321,0.03678223238713318,0.29227159806376585,0.047658047853636865,1,1,0,1,1,1,5,1
system_load_actual_mw,0.2573162585077999,0.28612550448723734,0.14985492746373186,0.03830599103409884,0.273215016393291,0.04350643660149868,1,1,0,1,1,1,5,1
area_3_load_actual_mw,0.26644390573270316,0.2791406930253116,0.1632852055504088,0.03683926948352288,0.29227122935361644,0.04765520650734674,1,1,0,1,1,1,5,1
system_generation_mw,0.23879160586502532,0.2611159903191918,0.13258929464732366,0.0371018394238379,0.2564892848760753,0.038174383421702214,1,1,0,1,1,0,4,1
reserve_spin_r1_mw,0.25108129561450143,0.27824647521548507,0.14355950741027187,0.0432354737856659,0.2629989197387692,0.042581537843465626,1,1,0,1,1,0,4,1
area_1_load_day_ahead_mw,0.2510817506409331,0.2782510914940935,0.14357425093544102,0.04313733691992717,0.26299561297159496,0.04258898500825866,1,1,0,1,1,0,4,1
area_1_load_actual_mw,0.2510816435024323,0.27824854046790165,0.14356792916046862,0.043214230716564016,0.26299889651106273,0.0425824688275709,1,1,0,1,1,0,4,1
gen_fuel_natural_gas_mw,0.10452561211957064,0.08391219352433191,0.034653326663331666,0.06451831305227977,0.2515877968363374,0.10535948321494391,0,0,0,1,1,1,3,1
reserve_reg_up_mw,0.14323681517234627,0.14820462411221255,0.10519990459777402,0.0625093488420063,0.18912420484440806,0.05013917888316975,0,0,0,1,0,1,2,1
reserve_reg_down_mw,0.10506916465444527,0.11737342304099929,0.09309807902486304,0.05652002345098668,0.1716432456603085,0.0465487226530986,0,0,0,1,0,1,2,1
area_2_load_actual_mw,0.20742798767304751,0.2097457635024062,0.09896723323211003,0.02936931751478458,0.2184969377423852,0.028846524725501248,0,0,0,1,0,0,1,1
reserve_spin_r2_mw,0.20742783207581456,0.20974120526166906,0.09894374760618235,0.029392483828300276,0.21849729928859504,0.028844570677418753,0,0,0,1,0,0,1,1
area_2_load_day_ahead_mw,0.20742883893251768,0.2097493099714589,0.09897027025115546,0.029342121582999568,0.21850050350113018,0.028862085509925646,0,0,0,1,0,0,1,1
