area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_2_generation_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_hydro_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,area_3_generation_mw,hour_of_day,day_of_week,month_of_year,is_weekend
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.51733845,0.50263804,0.44275293,0.48578772,0.53153485,0.49902362,0.44316667,0.50668544,0.50377244,0.53542084,0.52527595,0.47517022,0.54154664,0.49274546,0.48534867,0.50341076,0.49575877,0.51629704,0.4708409,0.5455565,0.4375493,0.44279456,0.48105836,0.49531132,0.4250428,0.577543,0.42008418,0.5639497,0.4743118,0.49831784,0.44528496,0.3998087,0.46072108,0.4700504,0.47953263,0.43820605,0.50536466,0.40957183,0.4521653,0.43589306,0.39359456,0.3790621,0.3810444
0.56099284,0.4870541,0.415828,0.49088126,0.5588893,0.47347465,0.38497657,0.49769157,0.48524472,0.54689455,0.5152165,0.46259537,0.5820891,0.46935213,0.45906952,0.53844273,0.4614962,0.5512277,0.43806568,0.55198586,0.39055774,0.4807169,0.4690267,0.50374186,0.43054122,0.6690511,0.39272085,0.6066478,0.49694356,0.47594762,0.40655905,0.33850616,0.41331849,0.4517324,0.4564743,0.41116485,0.48368263,0.36594215,0.3967189,0.3875504,0.275361,0.26491502,0.2679866
0.5780759,0.4710705,0.3569431,0.47884157,0.59274995,0.4469487,0.32487622,0.5073385,0.47722125,0.557218,0.4956742,0.43903005,0.6191633,0.4350349,0.4287989,0.59328926,0.43191183,0.5740804,0.3963867,0.5756224,0.3452604,0.5225439,0.46513784,0.5021469,0.42561,0.753985,0.37741107,0.65085465,0.5334491,0.4731849,0.37532634,0.27824098,0.37955323,0.42663467,0.41401935,0.37499312,0.4636922,0.34375095,0.32002187,0.35507876,0.1728601,0.13065457,0.15045121
0.6081527,0.4503104,0.3013476,0.47233158,0.6283934,0.41070282,0.2804601,0.4989085,0.4658151,0.5762518,0.48590142,0.42008224,0.65224475,0.41835657,0.41612184,0.6411434,0.3916077,0.5982193,0.3640439,0.5750361,0.32140172,0.5568995,0.46249032,0.522204,0.43371823,0.8349617,0.38021842,0.6819347,0.5762986,0.49019036,0.36550996,0.23752598,0.33254918,0.39639893,0.36871836,0.33230728,0.44244766,0.32387468,0.24756426,0.31433934,0.06363555,0.0029385856,0.030761862
0.6317069,0.42761308,0.24499413,0.44786644,0.656627,0.3862479,0.22587645,0.49100628,0.45586783,0.59293276,0.47985807,0.39940378,0.67782193,0.40003535,0.39098585,0.6696829,0.3608882,0.6332707,0.31676304,0.57892644,0.30945748,0.6073955,0.476119,0.53023046,0.44278184,0.8917367,0.38638833,0.70765156,0.6027542,0.51272696,0.34481913,0.214741,0.29788756,0.36640382,0.32597917,0.30123487,0.42003196,0.3117049,0.18051255,0.27919698,-0.04503003,-0.11535269,-0.09434763
0.6502024,0.40064618,0.1856157,0.42973894,0.6825067,0.34826872,0.1579898,0.48184577,0.44285983,0.60531914,0.47355774,0.38399574,0.69138044,0.36408624,0.36307126,0.7090015,0.32216597,0.6189262,0.26992884,0.5768821,0.2908282,0.64484584,0.49039188,0.5224547,0.4358658,0.94131136,0.39684594,0.74556935,0.6264967,0.5259155,0.31883854,0.15654929,0.25144258,0.33323786,0.2660765,0.2579281,0.3860468,0.28941166,0.10858674,0.22648548,-0.14279425,-0.22695409,-0.21121834
0.6686745,0.37137595,0.12739408,0.40717873,0.70784944,0.3157556,0.08974933,0.47587132,0.42287382,0.61355233,0.4714124,0.36562565,0.71346307,0.34259012,0.3332064,0.759168,0.27667013,0.61273897,0.2340764,0.5775714,0.26659176,0.6936071,0.48958594,0.5126341,0.44659653,0.98447716,0.42454648,0.75659895,0.6743118,0.53776205,0.31512406,0.11560811,0.2255257,0.30526045,0.21758437,0.21848819,0.36329454,0.27398184,0.02552009,0.18445937,-0.24462117,-0.3337416,-0.32529303
0.68023,0.34877697,0.06312556,0.39027068,0.7291627,0.2842356,0.015045348,0.46012998,0.3961283,0.6189663,0.46019623,0.3259364,0.7398206,0.29387644,0.28906366,0.80306095,0.23016776,0.631069,0.18868476,0.5814032,0.25232396,0.7276561,0.5110578,0.5056892,0.44310972,1.0393767,0.43906167,0.77756774,0.7233161,0.5647977,0.3037534,0.0688729,0.18638259,0.26653317,0.16380055,0.17308019,0.33707428,0.27485165,-0.061151646,0.1285199,-0.3460296,-0.4326009,-0.42237127
0.7069927,0.33289936,-0.014053445,0.36324176,0.766527,0.25586525,-0.06657166,0.4489711,0.37225157,0.6277795,0.44502407,0.2989042,0.7712922,0.26283813,0.24340428,0.8381822,0.17529903,0.6441669,0.12667948,0.5846008,0.23190778,0.7663679,0.5253636,0.5052493,0.45262724,1.0877634,0.46671778,0.8063547,0.7606937,0.585645,0.29040274,0.023181006,0.13651595,0.22893779,0.11159472,0.110813275,0.31446603,0.264409,-0.14087722,0.08701271,-0.43525392,-0.51580864,-0.51068836
