feature_index,related,rank,index,center,nmi,spearman,pearson,kendall,distance_corr,hsic,nmi_pass,spearman_pass,pearson_pass,kendall_pass,distance_corr_pass,hsic_pass,pass_count,max_abs_score,gate,final_gate,best_epoch_gate
1,system_energy_price_rt,1,58,total_gen,1.0,0.5481722153797299,0.3646444973635675,0.3918574585382485,0.49670197707533076,0.18510060744427592,1,1,1,1,1,1,6,1.0,0.00058993266,0.00058993266,-0.00026877577
2,total_pjm_rt_load_mwh,2,28,total_gen,0.7446931938434155,0.9856546957394104,0.9900623460238503,0.9076230191826521,0.9871714755842026,0.9696678501028932,1,1,1,1,1,1,6,0.9900623460238503,0.045264952,0.045264952,0.047289792
3,forecast_load_mw_latest_available,3,24,total_gen,0.6759780696188242,0.9819441743868502,0.9865300321926168,0.8830884862458173,0.9798315105813102,0.9706408715267545,1,1,1,1,1,1,6,0.9865300321926168,1.7205719e-05,1.7205719e-05,-4.9020266e-05
4,forecast_load_mw_day_ahead,4,25,total_gen,0.6399424895398627,0.9744753508117506,0.9828471007637918,0.8655281126819598,0.9745376531267473,0.972131274422238,1,1,1,1,1,1,6,0.9828471007637918,0.00015029541,0.00015029541,-7.3695934e-05
5,gen_fuel_gas_mw,5,5,total_gen,0.35496029057621126,0.9022805309037792,0.920196240983112,0.7380233684574564,0.9006077930007476,0.9705022247241752,1,1,1,1,1,1,6,0.9705022247241752,0.0003161193,0.0003161193,0.00019118651
6,gen_fuel_coal_mw,6,4,total_gen,0.25941495965426836,0.8156505409160988,0.8385490535088669,0.6412465763238997,0.8422161898954439,0.9454658387437761,1,1,1,1,1,1,6,0.9454658387437761,0.00015560501,0.00015560501,0.00019264479
7,total_pjm_rmccp_cr,7,33,total_gen,0.14913004406897382,0.1909825636773041,0.1264044540789126,0.12104046082171284,0.17645013778779436,0.9106686831970009,1,1,1,1,1,1,6,0.9106686831970009,-0.00045995423,-0.00045995423,-1.0638047e-05
8,gross_inadv_interchange_mw,8,67,total_gen,0.06684957919532938,0.437002487666943,0.47697367379308314,0.29898248540450373,0.4503679293236603,0.9016370096733208,1,1,1,1,1,1,6,0.9016370096733208,2.4690235e-05,2.4690235e-05,-8.0974074e-05
9,gen_fuel_nuclear_mw,9,8,total_gen,0.17423188958457317,0.6118606412158372,0.5722185889210392,0.4186871610670236,0.6152617888275037,0.8553970896858674,1,1,1,1,1,1,6,0.8553970896858674,2.5782938e-05,2.5782938e-05,-2.0581252e-05
10,gen_fuel_hydro_mw,10,6,total_gen,0.0803550889641914,0.3850779858140775,0.4847779321447546,0.2464559715338359,0.40854208010214077,0.7939638812318598,1,1,1,1,1,1,6,0.7939638812318598,-5.459487e-05,-5.459487e-05,-0.00013851443
11,gen_fuel_oil_mw,11,9,total_gen,0.28750461796666615,0.5629571804342899,0.6849083715131216,0.3700033533639503,0.6385983422333213,0.4300824002948184,1,1,1,1,1,1,6,0.6849083715131216,0.00011966712,0.00011966712,0.00062351197
12,total_losses,12,1,total_gen,0.14682736262428817,0.6809308647398136,0.6229598837246567,0.47924762087103456,0.6257201052858437,0.4547534705140394,1,1,1,1,1,1,6,0.6809308647398136,0.0019054376,0.0019054376,0.0020677096
13,total_lmp_da,13,55,total_gen,0.3094984043022605,0.604795317044457,0.6035350008431373,0.42879899916597164,0.6029333481369954,0.1921896200442412,1,1,1,1,1,1,6,0.604795317044457,-1.3921126e-05,-1.3921126e-05,-0.00030855063
14,system_energy_price_da,14,54,total_gen,0.29162178253077853,0.595489911136434,0.5859402784717623,0.4256117766536314,0.5940054735107453,0.18637478813689456,1,1,1,1,1,1,6,0.595489911136434,7.873618e-05,7.873618e-05,0.00013511426
15,total_pjm_loc_credit,15,29,total_gen,0.14242750911978683,0.2424993591969229,0.186872625040371,0.13613696673044665,0.17627152827296028,0.5882307448860218,1,1,1,1,1,1,6,0.5882307448860218,-3.512075e-05,-3.512075e-05,6.554306e-05
16,total_lmp_rt,16,59,total_gen,0.27595593655863626,0.541243939693771,0.49876055684923837,0.3810647762023909,0.49266242186093556,0.18331804369845575,1,1,1,1,1,1,6,0.541243939693771,-3.2247175e-05,-3.2247175e-05,-0.000101604426
17,rmccp,17,26,total_gen,0.5048569112855862,0.1958498666233964,0.13459493775406903,0.12768892238955107,0.17781908555287607,0.21095320813367222,1,1,1,1,1,1,6,0.5048569112855862,-6.2007e-05,-6.2007e-05,0.00014759964
18,gen_fuel_multiple_fuels_mw,18,7,total_gen,0.07000142515095886,0.32793566899011417,0.4074960352792698,0.2080365068508559,0.36495619103049787,0.3328654442134877,1,1,1,1,1,1,6,0.4074960352792698,-0.00031091608,-0.00031091608,-0.00090894295
19,total_pjm_reg_purchases,19,30,total_gen,0.05042996256289379,0.20489973654441515,0.19015295377114771,0.1330414234083959,0.22687957448545742,0.386675753792367,1,1,1,1,1,1,6,0.386675753792367,-0.00012761308,-0.00012761308,0.0005190144
