total_losses,wind_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_multiple_fuels_pct,gen_fuel_other_renewables_pct,gen_fuel_wind_pct,rmccp,rmpcp,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,system_energy_price_da,total_lmp_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,gross_sched_interchange_mw
0.54743534,0.20837522,0.28152856,0.6253198,8.186491e-06,0.36501762,2.791709e-05,0.4100642,0.0061717657,0.12643869,0.48175535,0.2769722,0.39967856,0.04990238,4.1893536e-06,2.5065503e-06,0.040783823,0.055931047,0.10531159,1.4273263e-08,0.024678245,0.003846534,7.654196e-06,0.15732922,0.2761546,0.003390866,0.094432436,0.37710756,0.28615078,0.2600061,0.19754514,0.0021505838,0.13295032,9.837345e-06,0.20457351,0.54030025
0.538557,0.2078771,0.27100536,0.6109557,2.646424e-06,0.35710058,1.0385692e-05,0.40757567,0.0038831257,0.12050921,0.46709657,0.26750913,0.39593133,0.0405753,1.2776902e-06,7.103289e-07,0.038045306,0.053187445,0.10231991,2.4807751e-09,0.022790495,0.0024387818,2.5287923e-06,0.15138322,0.27290127,0.0019559944,0.08906394,0.3710246,0.28452334,0.25051755,0.19158731,0.0012804979,0.12808496,3.0923816e-06,0.19497354,0.52209
0.52676356,0.19893688,0.26145595,0.5975885,7.839141e-07,0.3499712,3.5740427e-06,0.39990765,0.002313148,0.10986504,0.45846865,0.2662669,0.38608682,0.03271245,3.5545224e-07,1.8260242e-07,0.03581945,0.05108983,0.093834326,3.7579861e-10,0.020333286,0.001453393,7.6712905e-07,0.14119245,0.26319578,0.0010515834,0.08692593,0.36274725,0.2772973,0.24117684,0.18262538,0.0007293908,0.11929651,8.883503e-07,0.19077939,0.50168455
0.5117912,0.20149504,0.25247172,0.58468795,2.1136805e-07,0.33935967,1.1334415e-06,0.38978633,0.0012608673,0.107602686,0.4511474,0.25457862,0.3834014,0.02550838,8.9571e-08,4.2234877e-08,0.034552082,0.04908797,0.09122848,4.9080438e-11,0.019343598,0.00083025906,2.1229972e-07,0.13482702,0.26150692,0.0005375257,0.08475409,0.35647678,0.26951984,0.2309719,0.17959015,0.00039483342,0.11573368,2.3159407e-07,0.17965728,0.484253
0.49909955,0.20646986,0.24279104,0.5751695,5.1532123e-08,0.3303548,3.2888386e-07,0.38830584,0.0006347723,0.104058415,0.4442042,0.25366157,0.36943585,0.020095076,2.0291894e-08,8.717477e-09,0.035397545,0.045777354,0.08650497,5.462094e-12,0.017420627,0.00044099163,5.3220816e-08,0.13094227,0.25708935,0.00025290376,0.08212974,0.3478098,0.258954,0.2302167,0.17782523,0.00020403264,0.10702625,5.442554e-08,0.1736262,0.47653762
0.48690778,0.19583392,0.23238385,0.5684044,1.1266987e-08,0.3228317,8.675016e-08,0.37876594,0.00029809176,0.09324614,0.43035042,0.24587916,0.3658688,0.0151483435,4.0989425e-09,1.592192e-09,0.031012837,0.04692054,0.08534054,5.113399e-13,0.0153158195,0.00022558137,1.19941195e-08,0.12572788,0.24824087,0.000110619265,0.07921279,0.3405288,0.25465006,0.22376801,0.17256919,0.00010057445,0.10384567,1.1436942e-08,0.16665281,0.460926
0.47583792,0.1927085,0.22308965,0.55939597,2.19091e-09,0.31654167,2.0652575e-08,0.3715586,0.00012807891,0.086014464,0.4173997,0.23791067,0.35667333,0.0111699,7.317106e-10,2.5486332e-10,0.029096259,0.04626752,0.08447485,3.9704656e-14,0.013093532,0.0001088756,2.4098308e-09,0.12007843,0.24624954,4.514865e-05,0.07872117,0.33033106,0.24748987,0.21808991,0.17374949,4.7054255e-05,0.09958071,2.1304867e-09,0.16024703,0.45125452
0.46866307,0.19482116,0.21257441,0.53956634,3.7543607e-10,0.31658494,4.4031983e-09,0.3556982,5.1137104e-05,0.081771135,0.4068919,0.2362249,0.3515374,0.008031065,1.14314246e-10,3.538615e-11,0.028356636,0.042257305,0.079084665,2.5179416e-15,0.010344626,4.927197e-05,4.2779555e-10,0.113342896,0.2487963,1.704172e-05,0.07392788,0.32341486,0.2400844,0.21291673,0.17225505,2.0725416e-05,0.09632312,3.485304e-10,0.15026936,0.43916687
0.45360127,0.1895589,0.2080215,0.53850776,5.6130316e-11,0.31083083,8.3352125e-10,0.3590137,1.8932722e-05,0.07369186,0.39947087,0.2334043,0.3446662,0.0055961246,1.5464904e-11,4.2135176e-12,0.028207496,0.040067095,0.07505239,1.2822086e-16,0.008404822,2.1048323e-05,6.644816e-11,0.10726237,0.24080381,5.9434738e-06,0.07040037,0.31889614,0.23795009,0.20580839,0.16614734,8.601836e-06,0.09439663,4.955672e-11,0.13644275,0.42500308
0.44579586,0.19709948,0.19619523,0.522587,7.2424592e-12,0.3036641,1.3880734e-10,0.35794747,6.4724854e-06,0.07091159,0.3893656,0.23105712,0.3416607,0.0037725207,1.7908922e-12,4.2497204e-13,0.026272068,0.03947307,0.07320051,5.146149e-18,0.0062073427,8.39368e-06,8.935258e-12,0.10099053,0.23882435,1.9048108e-06,0.0696244,0.31142598,0.22959657,0.19904597,0.16425844,3.3191864e-06,0.08810041,6.056367e-12,0.13121839,0.41253683
0.43447888,0.19402242,0.19336838,0.5169914,7.969869e-13,0.30061036,2.0128326e-11,0.34423557,2.0355444e-06,0.06320401,0.38748145,0.22488527,0.33120793,0.0024663701,1.7530552e-13,3.5817723e-14,0.026121842,0.034751344,0.07024604,1.5947265e-19,0.004874636,3.1183663e-06,1.028208e-12,0.09910221,0.23772386,5.595486e-07,0.071053885,0.30688426,0.22832732,0.19383502,0.15772597,1.1935816e-06,0.08505233,6.2843036e-13,0.1259498,0.39978275
0.43030006,0.1963357,0.18326274,0.50417775,7.38366e-14,0.29255557,2.5136536e-12,0.34285,5.8547124e-07,0.058271572,0.3761703,0.22136131,0.32893527,0.0015479532,1.430707e-14,2.4855093e-15,0.024981694,0.03271179,0.06776428,3.7299097e-21,0.0033056126,1.0746033e-06,9.9980456e-14,0.09286497,0.2310514,1.494289e-07,0.066040576,0.30520555,0.21911639,0.19035102,0.15531452,3.9745441e-07,0.08397115,5.4631016e-14,0.12205565,0.3965745
0.41689077,0.19542976,0.17761554,0.4965254,5.678081e-15,0.28983012,2.6709112e-13,0.3327427,1.5311156e-07,0.05249952,0.37353843,0.21805006,0.32487646,0.0009320016,9.589419e-16,1.3971824e-16,0.024172215,0.030667124,0.06641398,6.4205705e-23,0.0021611904,3.4138571e-07,8.102416e-15,0.08924784,0.22839111,3.6079296e-08,0.0671912,0.297903,0.21662226,0.1850953,0.15291488,1.2170504e-07,0.080008246,3.9211586e-15,0.11918714,0.3844733
0.4060467,0.19116092,0.17284468,0.4909678,3.5687298e-16,0.28374016,2.3831247e-14,0.32614398,3.6149796e-08,0.046202492,0.36907473,0.21479747,0.3119789,0.0005404399,5.1921852e-17,6.2496796e-18,0.022711022,0.029197525,0.063255705,7.909088e-25,0.0012452615,9.941605e-08,5.39034e-16,0.08358891,0.2223595,7.814015e-09,0.06347376,0.2914203,0.21577159,0.1806777,0.15295978,3.4067863e-08,0.07512323,2.286831e-16,0.11635594,0.38378346
0.40097985,0.18941861,0.16461319,0.48097554,1.8022992e-17,0.27535525,1.7599824e-15,0.3245281,7.645304e-09,0.041021425,0.36341885,0.20973589,0.31360614,0.00029827614,2.2302007e-18,2.181182e-19,0.0228102,0.02712203,0.06410602,6.756726e-27,0.00068586477,2.6363873e-08,2.895521e-17,0.07985238,0.22528213,1.5055391e-09,0.06413655,0.2835355,0.21306647,0.17870535,0.15123373,8.659597e-09,0.075189345,1.06480255e-17,0.109614566,0.37182236
0.39595503,0.1841425,0.15906093,0.47189426,7.178374e-19,0.27659446,1.058984e-16,0.31876096,1.4359687e-09,0.034989398,0.3536995,0.20571491,0.30192664,0.00015750222,7.4489786e-20,5.812118e-21,0.02267357,0.024395766,0.06205411,3.8645755e-29,0.0003490916,6.3208137e-09,1.2332197e-18,0.076096095,0.22128038,2.5567878e-10,0.06378678,0.2800111,0.20724398,0.17498204,0.14703062,1.9835424e-09,0.07277428,3.8826276e-19,0.1071226,0.36547804
0.38604367,0.19051416,0.15248923,0.4628659,2.2088632e-20,0.27178264,5.1023002e-18,0.3085131,2.3729563e-10,0.030931758,0.34625563,0.20451553,0.29527366,7.912418e-05,1.8924677e-21,1.1544006e-22,0.020556051,0.022039806,0.059167236,1.4221065e-31,0.00016506306,1.3594748e-09,4.0818077e-20,0.07378577,0.21923047,3.7894587e-11,0.06285218,0.28042096,0.20608258,0.17358874,0.14513928,4.0604806e-10,0.07044354,1.0852815e-20,0.10305453,0.35556582
0.374717,0.18921132,0.14848258,0.46027628,5.13299e-22,0.26919565,1.931367e-19,0.30490074,3.4150616e-11,0.026342398,0.34441873,0.19942147,0.2896516,3.77357e-05,3.5688354e-23,1.6640733e-24,0.01996956,0.021467103,0.060434654,3.2177422e-34,7.290667e-05,2.600542e-10,1.0269548e-21,0.06857075,0.21537967,4.848391e-12,0.0584375,0.2734209,0.20293447,0.16926853,0.14281131,7.36424e-11,0.067572504,2.2712913e-22,0.096966505,0.35170454
0.37188724,0.18919519,0.14133044,0.44911668,8.783638e-24,0.26530218,5.6242373e-21,0.3054746,4.2329786e-12,0.022318317,0.33276615,0.1975502,0.29244944,1.6975846e-05,4.8618045e-25,1.6899008e-26,0.020031419,0.019665865,0.05939843,4.2498616e-37,3.0016898e-05,4.3837562e-11,1.9164128e-23,0.06523036,0.20551611,5.291684e-13,0.057267487,0.26948524,0.19787008,0.16415592,0.14167166,1.1719706e-11,0.0664893,3.466931e-24,0.09532442,0.35270166
0.36021873,0.18521471,0.13670708,0.44166887,1.0761845e-25,0.2585722,1.2310456e-22,0.30105835,4.4644922e-13,0.018304283,0.33386773,0.19524121,0.28064427,7.186494e-06,4.641713e-27,1.1693471e-28,0.019341078,0.016621195,0.057048544,3.0847e-40,1.1517709e-05,6.4467043e-12,2.5812365e-25,0.06247177,0.2153333,4.86326e-14,0.05604177,0.26545534,0.19382136,0.15810974,0.14103179,1.6195722e-12,0.06373443,3.7487428e-26,0.09023979,0.3392881
0.35585514,0.18466325,0.13237934,0.4351532,9.149175e-28,0.25593007,1.9738106e-24,0.29428095,3.9539745e-14,0.014964538,0.3283196,0.19075337,0.2766734,2.8539714e-06,3.0019708e-29,5.310193e-31,0.019168323,0.015108354,0.054441717,1.15e-43,4.1072244e-06,8.180371e-13,2.4342137e-27,0.05898481,0.2084624,3.7105337e-15,0.055626076,0.25834772,0.19747719,0.15741646,0.13687274,1.9214875e-13,0.06206071,2.7790993e-28,0.08681564,0.3343027
0.34876382,0.18362667,0.12695791,0.43075466,5.210171e-30,0.25012258,2.252659e-26,0.29384044,2.8983623e-15,0.011878138,0.32233438,0.18655409,0.27482235,1.0570099e-06,1.2657118e-31,1.516576e-33,0.020142999,0.014035587,0.05624297,0.0,1.3542126e-06,8.8503674e-14,1.5533257e-29,0.05478233,0.20742983,2.3140477e-16,0.05298815,0.25404522,0.1899173,0.15349464,0.1320671,1.9330237e-14,0.060395706,1.361548e-30,0.08415605,0.32920069
0.34389526,0.18768468,0.12077587,0.4223596,1.9098693e-32,0.24426505,1.7721556e-28,0.2867966,1.73083e-16,0.009416707,0.31487954,0.1853313,0.27054006,3.6328254e-07,3.3309357e-34,2.5946073e-36,0.01896395,0.011945316,0.05678176,0.0,4.1044228e-07,8.058183e-15,6.4540147e-32,0.05082507,0.20583718,1.1596761e-17,0.05326503,0.2566411,0.18725641,0.15166725,0.13282926,1.6267222e-15,0.058933735,4.228518e-33,0.0825714,0.31974983
0.34204915,0.18411925,0.1176696,0.41411382,4.3068302e-35,0.24343939,9.26932e-31,0.28941244,8.275541e-18,0.00712032,0.31551674,0.18296596,0.26618966,1.1523216e-07,5.2056225e-37,2.513914e-39,0.017163191,0.009247215,0.053825404,0.0,1.136679e-07,6.0870747e-16,1.671405e-34,0.04775688,0.20149504,4.583469e-19,0.051306635,0.24812457,0.18577068,0.14916508,0.12983653,1.1283167e-16,0.058440503,7.938403e-36,0.079814486,0.31402534
0.33353445,0.18490945,0.11431782,0.40681207,5.671941e-38,0.24440119,3.0945745e-33,0.27898273,3.1080004e-19,0.005349238,0.3172112,0.18092497,0.26147693,3.3523932e-08,4.56102e-40,1.292e-42,0.016170805,0.0067432136,0.053488832,0.0,2.8567525e-08,3.7557656e-17,2.5662317e-37,0.045029785,0.1995683,1.3995285e-20,0.05166522,0.24679087,0.18357594,0.1486497,0.12849897,6.3465354e-18,0.056929078,8.529198e-39,0.0773159,0.30937773
0.3310425,0.18026465,0.108692974,0.40229636,4.1072e-41,0.23901162,6.294355e-36,0.27486417,8.977697e-21,0.0038688367,0.3078023,0.17689021,0.2535585,8.88462e-09,2.09e-43,0.0,0.016672337,0.0049947533,0.053613268,0.0,6.466435e-09,1.8606836e-18,2.20476e-40,0.042584796,0.20022313,3.2269715e-22,0.0494668,0.24024072,0.18150124,0.14541912,0.12885259,2.8437317e-19,0.056821313,4.921e-42,0.073269434,0.29929096
0.3219047,0.18188299,0.10437617,0.3982659,1.5e-44,0.23867205,7.393726e-39,0.2707064,1.9486587e-22,0.0027573018,0.30396003,0.17502768,0.25496462,2.1295559e-09,0.0,0.0,0.01635342,0.0033543608,0.053109255,0.0,1.307519e-09,7.2636856e-20,1e-43,0.038506158,0.19625594,5.478405e-24,0.048584547,0.23639831,0.17843674,0.14288,0.12625055,9.953307e-21,0.055770837,1e-45,0.07316434,0.29749253
0.3136905,0.17844665,0.10045753,0.39400393,0.0,0.23296593,4.714e-42,0.27016926,3.0972292e-24,0.0018835061,0.2971291,0.17097251,0.25535077,4.5802764e-10,0.0,0.0,0.01628348,0.0020811874,0.055379145,0.0,2.340709e-10,2.1884994e-21,0.0,0.035922606,0.19517078,6.657932e-26,0.047386363,0.23993543,0.17771822,0.14115483,0.1218786,2.66301e-22,0.05556193,0.0,0.06923074,0.29353166
0.30849865,0.17713052,0.09647562,0.38638538,0.0,0.23054397,1e-45,0.26486814,3.502548e-26,0.0012552108,0.29951695,0.17234115,0.24626824,8.764865e-11,0.0,0.0,0.0151385665,0.0011917024,0.05195131,0.0,3.6741374e-11,4.9737876e-23,0.0,0.032549262,0.19165078,5.613028e-28,0.047227554,0.2353421,0.17640409,0.1387785,0.12176166,5.3174364e-24,0.053951684,0.0,0.06788033,0.2891902
0.3005473,0.17469406,0.09217912,0.38513836,0.0,0.22748093,0.0,0.26316983,2.7289195e-28,0.00080878986,0.29069552,0.17196764,0.2488558,1.4785033e-11,0.0,0.0,0.015929691,0.0006270241,0.05193452,0.0,5.0037205e-12,8.312731e-25,0.0,0.03051249,0.19233853,3.1687604e-30,0.0455121,0.2293098,0.17247503,0.13697077,0.12183055,7.716192e-26,0.052438773,0.0,0.0655106,0.28309783
0.2933133,0.16997227,0.0872349,0.37744272,0.0,0.22615537,0.0,0.26501936,1.412791e-30,0.00050353113,0.28534144,0.1675222,0.2433733,2.1764454e-12,0.0,0.0,0.015230122,0.00030295528,0.054787103,0.0,5.84486e-13,9.9319306e-27,0.0,0.027918514,0.19146207,1.15103224e-32,0.045844007,0.22790359,0.17165704,0.13508794,0.12138804,7.8993875e-28,0.0510809,0.0,0.06361771,0.27483532
