total_losses,wind_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_multiple_fuels_pct,gen_fuel_other_renewables_pct,gen_fuel_wind_pct,rmccp,rmpcp,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,system_energy_price_da,total_lmp_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,gross_sched_interchange_mw
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.1758118,0.8577005,0.9096312,1.0412365,0.8331869,0.947786,0.77389276,0.84417945,0.7682513,0.77362555,1.0830218,0.9203846,0.9110328,0.92113036,0.7683593,0.7698235,0.8441942,0.9468839,0.86917305,0.7474509,0.7795292,0.77863795,0.7744138,0.863799,0.9043021,0.94435793,0.9001382,0.9985866,1.0047945,0.86608493,0.9625547,0.91589284,0.85244864,0.71804976,0.77590275,1.240851
1.1967955,0.783158,0.856829,1.0256147,0.6707124,0.86384964,0.61914253,0.78316,0.59780395,0.65611017,1.106078,0.7941154,0.8482055,0.87548566,0.6329153,0.6314082,0.7501636,0.80111927,0.7404589,0.5590304,0.6370544,0.65705913,0.63920563,0.803475,0.8452743,0.76080126,0.7901778,0.960675,0.9369755,0.78502244,0.8334495,0.8101014,0.7696767,0.5446718,0.7206493,1.2169747
1.1515391,0.6958626,0.7913707,0.99837244,0.5518919,0.7950269,0.50142574,0.73944175,0.48636636,0.56948245,1.094224,0.7028958,0.7828811,0.78904647,0.5083251,0.50528413,0.6532539,0.69002753,0.6509951,0.43355075,0.53554696,0.55988234,0.5095904,0.7302293,0.7619715,0.62710124,0.6810641,0.90433323,0.8990247,0.7582103,0.7476264,0.7092796,0.6702268,0.43402106,0.6923127,1.2285035
1.0878311,0.6233237,0.75714713,1.0015844,0.44648814,0.73037475,0.39615372,0.72229457,0.40230542,0.50694305,1.0760562,0.638853,0.72981644,0.7138673,0.4071918,0.39489403,0.5696812,0.59398234,0.57517034,0.32598484,0.4484938,0.47422153,0.4123692,0.66978264,0.67880636,0.51423174,0.5893731,0.8433299,0.83229125,0.71691936,0.6665576,0.6139334,0.5877696,0.33824134,0.65565646,1.2131196
1.049726,0.5664589,0.70628417,0.97843844,0.35596856,0.68632114,0.31486174,0.6828657,0.33408618,0.4559623,1.0217785,0.5857092,0.7015919,0.64145327,0.3233271,0.30796903,0.49291685,0.51319915,0.51266795,0.23932062,0.37392673,0.40280867,0.33191085,0.61132854,0.62174934,0.41742855,0.5063295,0.8025415,0.7682787,0.67771286,0.60568583,0.51855046,0.49779132,0.2722646,0.624164,1.1722994
1.0066508,0.52080256,0.67131037,0.95788586,0.28141245,0.6482423,0.24677119,0.66218716,0.28432736,0.4167933,0.98147637,0.5549496,0.65991145,0.5783482,0.25618207,0.23244421,0.4185604,0.44672555,0.46220958,0.16865414,0.30859026,0.3240145,0.2629854,0.5555307,0.56697303,0.34845984,0.44453505,0.73281384,0.6907521,0.630778,0.55175054,0.44050282,0.4433603,0.21246113,0.5925397,1.1274986
0.97757936,0.47235125,0.6325304,0.93808347,0.21983168,0.6386502,0.1850863,0.63854754,0.23533343,0.37828824,0.9360866,0.5182752,0.6180115,0.52332634,0.19724116,0.17079018,0.35305318,0.38806042,0.4081557,0.118728586,0.25743058,0.28059292,0.21176116,0.5053085,0.52005136,0.2949905,0.38227272,0.68162465,0.65953743,0.5954798,0.51124483,0.36269683,0.39184588,0.1634426,0.54171205,1.0872653
0.93715924,0.43569976,0.60343605,0.9168381,0.17137773,0.60267746,0.1449706,0.6170521,0.19376142,0.34846622,0.8999412,0.49944958,0.5850659,0.47907114,0.1522785,0.12398257,0.31226656,0.33803868,0.3735808,0.07820596,0.21362722,0.2313953,0.1653356,0.46970758,0.48117918,0.24333999,0.32991025,0.6486485,0.6201195,0.56112623,0.46680102,0.28785315,0.35003203,0.12692606,0.506827,1.0347676
0.90298015,0.39568862,0.57213724,0.89334214,0.13305101,0.5848067,0.112953596,0.60089225,0.15900083,0.3140914,0.8538052,0.46885622,0.56202716,0.43453398,0.11221768,0.09214059,0.26568866,0.30221543,0.33769515,0.050168864,0.17820434,0.19292875,0.12851502,0.4384708,0.45783165,0.20901687,0.2931743,0.6120729,0.5700843,0.53404444,0.43690863,0.23229349,0.31101015,0.09966343,0.48805878,0.98653454
0.8635606,0.36918908,0.5472871,0.8787317,0.101433955,0.5729214,0.08555146,0.5792993,0.13514999,0.2905904,0.82052726,0.45388678,0.5429324,0.39598444,0.08361525,0.065095,0.22902313,0.2671181,0.30528307,0.03138399,0.15253736,0.16002782,0.09649392,0.40072787,0.4278001,0.17281155,0.25339422,0.5805852,0.53669643,0.5074398,0.4101686,0.19522509,0.29439852,0.07711322,0.4455509,0.94935155
0.8358752,0.34570283,0.5197667,0.8532638,0.07315118,0.5418124,0.06351366,0.5577539,0.11248354,0.26929247,0.7873311,0.43551245,0.5146138,0.3569027,0.060021475,0.046420697,0.1967915,0.23471133,0.2829803,0.019213928,0.13016236,0.12733074,0.07064483,0.37492046,0.41396463,0.14596511,0.22933774,0.55745775,0.5123363,0.4817039,0.38607916,0.15825617,0.2700027,0.05763648,0.41984788,0.8988489
0.8102929,0.32203984,0.489888,0.8337046,0.053986378,0.51940316,0.04787804,0.5437988,0.094241165,0.25053766,0.7525628,0.4137838,0.5054281,0.31701705,0.04226808,0.032037817,0.173723,0.20629746,0.2519286,0.011178417,0.11176832,0.106453545,0.049695436,0.35188285,0.3930553,0.11939395,0.20288663,0.53525084,0.46721518,0.45366955,0.3660186,0.12867962,0.25339326,0.045282762,0.3975805,0.86940455
0.7825236,0.3088531,0.47283524,0.8125351,0.03708377,0.50047135,0.03427701,0.5261726,0.07935607,0.23810111,0.72512066,0.4009857,0.49742842,0.28702676,0.028511565,0.021674078,0.15306601,0.18119326,0.23572919,0.0062624835,0.09848446,0.0914657,0.033190902,0.32103425,0.3811386,0.098557524,0.18236853,0.51439023,0.45235947,0.43021142,0.33713782,0.102455296,0.23571977,0.03313509,0.37380022,0.82870823
0.75145733,0.2919437,0.45124862,0.79534227,0.024806762,0.491873,0.024005922,0.50946295,0.06744432,0.22329973,0.6981823,0.38337356,0.4788815,0.25713193,0.018875781,0.0148671,0.13168488,0.1587612,0.21400076,0.0034063389,0.083749615,0.07569966,0.021609254,0.29783958,0.36971158,0.07927914,0.169346,0.5096559,0.4224783,0.40156668,0.31897777,0.08238615,0.22010964,0.023546126,0.35034838,0.7911785
0.7255039,0.2779569,0.4341947,0.7800962,0.015867278,0.47701606,0.016740654,0.51577586,0.055576265,0.21273795,0.6726465,0.36952305,0.47316504,0.23126322,0.011527248,0.009255567,0.1168488,0.14429487,0.19501154,0.0016678674,0.07388846,0.061364673,0.013568787,0.28486282,0.35158962,0.067843124,0.15618357,0.47905627,0.40449986,0.3856871,0.30810058,0.067637116,0.2062075,0.015791522,0.32554635,0.77111685
0.7019688,0.2660996,0.41352272,0.7565077,0.009584777,0.46800318,0.0112781795,0.49991786,0.04928111,0.20075992,0.65310675,0.3598277,0.46575522,0.2035211,0.006924594,0.005441618,0.100736834,0.12822379,0.18271619,0.0007631066,0.063163035,0.05172584,0.00818909,0.2657095,0.35241002,0.056708112,0.14323813,0.47084627,0.38860202,0.3687108,0.2915848,0.05365238,0.19692038,0.0104150055,0.314175,0.7326632
0.6815231,0.25567824,0.3908962,0.7391763,0.0055588474,0.45207262,0.007118707,0.48084742,0.041515253,0.18982886,0.62173945,0.34820852,0.46139798,0.17655015,0.0038395498,0.003093507,0.09010479,0.11275979,0.17309542,0.00032627094,0.05705016,0.042420577,0.004675579,0.2534232,0.33464077,0.04609856,0.12984532,0.45741764,0.37700304,0.35396248,0.27827767,0.04113843,0.18456434,0.0062719397,0.30239552,0.70944715
0.66012293,0.24307056,0.38122725,0.7279022,0.0030102206,0.44869614,0.0042939573,0.47505298,0.034500375,0.17736378,0.6056884,0.33715343,0.45270687,0.15270619,0.002054446,0.001648272,0.07726553,0.10219008,0.15992817,0.00012912179,0.049937308,0.03310166,0.0025552486,0.23514107,0.3282643,0.037255622,0.12292757,0.44435248,0.36115122,0.3388649,0.26783332,0.03192265,0.18107241,0.00363551,0.28833988,0.6807217
0.6403774,0.23901409,0.36182672,0.7080319,0.0015610487,0.4307091,0.0025186327,0.4608048,0.030306226,0.1712655,0.5857157,0.32443386,0.4546794,0.13244307,0.0010307408,0.0008192443,0.072782576,0.092160925,0.15124115,4.6971774e-05,0.044621002,0.026357733,0.001329669,0.2153617,0.31730703,0.028368684,0.114397585,0.44106185,0.34523183,0.32068107,0.25153443,0.023754554,0.17439923,0.0019344381,0.2738815,0.6518977
0.6202201,0.23666134,0.34935778,0.6950046,0.00076296553,0.4100016,0.0013964078,0.44946063,0.024805706,0.16746289,0.55823195,0.31191123,0.4441172,0.11552248,0.00049028493,0.00037457858,0.06271435,0.08459245,0.14092386,1.560065e-05,0.039286207,0.020754471,0.00065787096,0.20762996,0.30719605,0.022655785,0.11025805,0.42444286,0.34037864,0.3114832,0.2405606,0.017244022,0.16716573,0.0009756066,0.2649504,0.62235796
0.60516053,0.22377908,0.33179146,0.67747086,0.00035108643,0.40774354,0.0007267642,0.4517224,0.020540839,0.15467139,0.5446595,0.30672532,0.4341495,0.100975454,0.00021715964,0.00016109292,0.05726962,0.07878445,0.13464665,4.7414483e-06,0.03572766,0.01595869,0.00030652934,0.19348142,0.30700004,0.016217647,0.10830742,0.4145828,0.32327488,0.29857507,0.23270164,0.012063424,0.15983015,0.00045090218,0.253195,0.6075349
0.5871715,0.22728315,0.3215335,0.6637792,0.00015219615,0.38896665,0.00035296145,0.42658833,0.015507221,0.15264675,0.5354993,0.29951102,0.43331367,0.08532922,9.044569e-05,6.4315354e-05,0.051116068,0.07040097,0.12110015,1.3077745e-06,0.032115467,0.011804879,0.00013468637,0.18232587,0.29513755,0.011622476,0.10229978,0.40892676,0.31816396,0.28920576,0.22286686,0.008121878,0.15037982,0.00019408685,0.24004447,0.5879129
0.5702923,0.21396576,0.30757695,0.6501643,6.1783736e-05,0.37940168,0.0001623451,0.42656007,0.012191978,0.14007534,0.51177233,0.2903618,0.4339328,0.07281924,3.4997873e-05,2.370374e-05,0.04639305,0.06451889,0.116415255,3.2498042e-07,0.02864781,0.008452197,5.5552922e-05,0.17493841,0.28646222,0.008347366,0.098879606,0.3987269,0.3059628,0.28015736,0.21359397,0.0053919884,0.14304423,7.762524e-05,0.22643931,0.56859124
0.56019676,0.21387884,0.29533172,0.635487,2.3358192e-05,0.3713146,6.943931e-05,0.42184442,0.008841868,0.1350275,0.49780953,0.2851808,0.4126493,0.06063876,1.2608747e-05,8.046033e-06,0.043846846,0.059930637,0.110347696,7.2276876e-08,0.027469687,0.0058367224,2.1404643e-05,0.16429172,0.281853,0.0055300305,0.09432986,0.38132867,0.29667136,0.2629833,0.20311444,0.0034500281,0.1365157,2.8737648e-05,0.21636747,0.553085
