total_losses,wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
1.0,0.30226555,0.059130676,0.6525998,0.89553297,0.2863191,0.46792167,0.7816402,0.3244778,0.6535141,0.0,0.0,0.5028837,0.85995513,0.43848428,0.028277887,0.8333429,0.72411984,0.25331545,0.6671283,0.0,0.23439038,0.34089676,0.0,0.2336673,0.0,0.2076084,0.07489097,0.0,0.3839966,0.0,0.7152586,0.0,0.5551538,0.0,0.12604547,0.4591446,0.7715561,0.27995634,0.56945914,0.8693498,0.30816442,0.8200691,0.6870724,0.14412591,0.8019038,0.063768305,0.08972021,0.2950356,0.34193033,0.0,0.18215084,1.0,0.7595681
1.0,0.29723862,0.0143361855,0.67685616,0.91760856,0.27947077,0.45531148,0.8112044,0.30062714,0.68351674,0.0,0.0,0.5062643,0.8929153,0.43708032,0.0,0.858899,0.75786376,0.22127041,0.6773926,0.0,0.22448465,0.31113544,0.0,0.19116558,0.0,0.16179714,0.012738749,0.0,0.36080098,0.0,0.7336654,0.0,0.56738365,0.0,0.085175194,0.46088037,0.79702246,0.23794813,0.58069617,0.89907414,0.28276908,0.8549841,0.7175274,0.09004438,0.8300286,0.009164165,0.024360942,0.26438728,0.3333127,0.0,0.13706754,1.0,0.80277896
1.0,0.29638258,0.0,0.6959901,0.9316879,0.26509327,0.4387536,0.84130186,0.27499032,0.7354045,0.0,0.0,0.52801967,0.9330605,0.42608866,0.0,0.885807,0.782718,0.17535514,0.6853819,0.0,0.21274243,0.27853435,0.0,0.14464702,0.0,0.12000505,0.0,0.0,0.3343655,0.0,0.7472734,0.0,0.5715286,0.0,0.025826776,0.46252605,0.8206315,0.19669732,0.5784161,0.9239161,0.2509214,0.8828238,0.7456099,0.043412767,0.85198396,0.0,0.0,0.23538132,0.30307472,0.0,0.08860872,1.0,0.82703954
1.0,0.2850521,0.0,0.7076147,0.94907147,0.24280721,0.4272228,0.85974306,0.23358576,0.7748505,0.0,0.0,0.5520037,0.9711221,0.41125143,0.0,0.9228408,0.80734,0.14844665,0.68847215,0.0,0.18189694,0.24649566,0.0,0.085008815,0.0,0.089587204,0.0,0.0,0.3133757,0.0,0.758642,0.0,0.58982265,0.0,0.0,0.45359123,0.8539916,0.14703846,0.59113616,0.9571241,0.22499983,0.9204215,0.768524,0.0,0.8647515,0.0,0.0,0.19831151,0.27408528,0.0,0.037554115,1.0,0.85376525
1.0,0.26835653,0.0,0.7248486,0.97381,0.24298419,0.4174923,0.88433814,0.2046568,0.8253468,0.0,0.0,0.57916325,1.0,0.41436195,0.0,0.94806147,0.84392947,0.113299176,0.6957588,0.0,0.15410312,0.21109773,0.0,0.030939624,0.0,0.037301034,0.0,0.0,0.2891378,0.0,0.77026945,0.0,0.60275114,0.0,0.0,0.4383408,0.8730391,0.08911387,0.5898768,0.985035,0.19665796,0.9529633,0.78958106,0.0,0.8809255,0.0,0.0,0.15913007,0.2523498,0.0,0.0,1.0,0.89147234
1.0,0.24630816,0.0,0.74205464,1.0,0.21771213,0.40751216,0.91350013,0.17269914,0.8619781,0.0,0.0,0.5895074,1.0,0.41418812,0.0,0.96360445,0.87433857,0.0743279,0.70926774,0.0,0.10967599,0.17332414,0.0,0.0,0.0,0.0,0.0,0.0,0.26052,0.0,0.7808326,0.0,0.6101385,0.0,0.0,0.42677656,0.90748453,0.031052854,0.58749104,1.0,0.15540043,0.9674336,0.8134329,0.0,0.9063179,0.0,0.0,0.117629066,0.21713708,0.0,0.0,1.0,0.92099965
1.0,0.22265512,0.0,0.7499192,1.0,0.19275934,0.39058793,0.93499976,0.11919799,0.9016661,0.0,0.0,0.62199336,1.0,0.41104063,0.0,0.98915964,0.902321,0.026299838,0.7094206,0.0,0.07955666,0.13915288,0.0,0.0,0.0,0.0,0.0,0.0,0.22053596,0.0,0.7917799,0.0,0.6262322,0.0,0.0,0.40741935,0.9330555,0.0,0.59407276,1.0,0.13528857,0.9877933,0.8418439,0.0,0.9271695,0.0,0.0,0.07972615,0.19522703,0.0,0.0,1.0,0.94223195
1.0,0.20604487,0.0,0.75676227,1.0,0.17795639,0.37124306,0.9593574,0.07040456,0.9424213,0.0,0.0,0.630305,1.0,0.41651046,0.0,1.0,0.92108524,0.0,0.70647043,0.0,0.04521016,0.09319344,0.0,0.0,0.0,0.0,0.0,0.0,0.18601596,0.0,0.8060904,0.0,0.640771,0.0,0.0,0.39109138,0.97429395,0.0,0.60390425,1.0,0.081702925,1.0,0.8615788,0.0,0.94191355,0.0,0.0,0.04713269,0.16705759,0.0,0.0,1.0,0.9748457
1.0,0.18324387,0.0,0.78487694,1.0,0.12781915,0.33426622,0.9797701,0.022120802,0.9907255,0.0,0.0,0.6645504,1.0,0.40223372,0.0,1.0,0.95490646,0.0,0.71131957,0.0,0.006476984,0.052602462,0.0,0.0,0.0,0.0,0.0,0.0,0.14162487,0.0,0.81844467,0.0,0.6522489,0.0,0.0,0.36307296,0.993506,0.0,0.60571414,1.0,0.033881854,1.0,0.8786012,0.0,0.968591,0.0,0.0,0.005173302,0.13198514,0.0,0.0,1.0,1.0
1.0,0.15921205,0.0,0.8041175,1.0,0.10607651,0.30770782,1.0,0.0,1.0,0.0,0.0,0.67625487,1.0,0.38987002,0.0,1.0,0.9997442,0.0,0.71688205,0.0,0.0,0.0028675005,0.0,0.0,0.0,0.0,0.0,0.0,0.09171466,0.0,0.82317626,0.0,0.66257024,0.0,0.0,0.34097934,1.0,0.0,0.5938801,1.0,0.0,1.0,0.9007139,0.0,0.9942745,0.0,0.0,0.0,0.092655346,0.0,0.0,1.0,1.0
1.0,0.12696306,0.0,0.8180875,1.0,0.0826374,0.27465454,1.0,0.0,1.0,0.0,0.0,0.6958528,1.0,0.3810282,0.0,1.0,1.0,0.0,0.72182864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027742736,0.0,0.8286207,0.0,0.6727095,0.0,0.0,0.32485995,1.0,0.0,0.58843005,1.0,0.0,1.0,0.9119513,0.0,1.0,0.0,0.0,0.0,0.044633158,0.0,0.0,1.0,1.0
1.0,0.09569468,0.0,0.8346987,1.0,0.04391028,0.24389571,1.0,0.0,1.0,0.0,0.0,0.7316851,1.0,0.37439346,0.0,1.0,1.0,0.0,0.7289193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8268146,0.0,0.6849596,0.0,0.0,0.2790923,1.0,0.0,0.59103984,1.0,0.0,1.0,0.93408906,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.07507857,0.0,0.8572974,1.0,0.0127705345,0.1948889,1.0,0.0,1.0,0.0,0.0,0.7666839,1.0,0.35602242,0.0,1.0,1.0,0.0,0.73881567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8454958,0.0,0.6923965,0.0,0.0,0.25229287,1.0,0.0,0.58700347,1.0,0.0,1.0,0.9616705,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.03816161,0.0,0.8686902,1.0,0.0,0.14799657,1.0,0.0,1.0,0.0,0.0,0.8014193,1.0,0.34871343,0.0,1.0,1.0,0.0,0.7450581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8554042,0.0,0.6995195,0.0,0.0,0.21137291,1.0,0.0,0.5747766,1.0,0.0,1.0,0.9764194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.88568413,1.0,0.0,0.10214984,1.0,0.0,1.0,0.0,0.0,0.82592005,1.0,0.33717993,0.0,1.0,1.0,0.0,0.7430024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8754534,0.0,0.70612705,0.0,0.0,0.16114073,1.0,0.0,0.5769821,1.0,0.0,1.0,0.9942725,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.8905536,1.0,0.0,0.038015,1.0,0.0,1.0,0.0,0.0,0.860892,1.0,0.33253375,0.0,1.0,1.0,0.0,0.7363524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88798237,0.0,0.6935149,0.0,0.0,0.10341291,1.0,0.0,0.5710473,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.9023441,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9032136,1.0,0.3353752,0.0,1.0,1.0,0.0,0.72350216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9268724,0.0,0.712955,0.0,0.0,0.06405333,1.0,0.0,0.56568235,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.9063248,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9516447,1.0,0.31555676,0.0,1.0,1.0,0.0,0.709204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9421332,0.0,0.7159166,0.0,0.0,0.01261134,1.0,0.0,0.5579002,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.91739476,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9841443,1.0,0.3101925,0.0,1.0,1.0,0.0,0.7143388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9484639,0.0,0.73547095,0.0,0.0,0.0,1.0,0.0,0.5587302,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.9300846,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.2905233,0.0,1.0,1.0,0.0,0.7033134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9592474,0.0,0.74025935,0.0,0.0,0.0,1.0,0.0,0.5671146,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.9413406,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.26573828,0.0,1.0,1.0,0.0,0.68653256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9898919,0.0,0.7420128,0.0,0.0,0.0,1.0,0.0,0.5557682,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.95217997,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.24893504,0.0,1.0,1.0,0.0,0.6823493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9902255,0.0,0.74518985,0.0,0.0,0.0,1.0,0.0,0.5429334,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.9503996,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.21765539,0.0,1.0,1.0,0.0,0.6653904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9986636,0.0,0.7512096,0.0,0.0,0.0,1.0,0.0,0.53531814,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.96795064,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.19655292,0.0,1.0,1.0,0.0,0.64621335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7643829,0.0,0.0,0.0,1.0,0.0,0.5243784,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.9699558,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.1493793,0.0,1.0,1.0,0.0,0.6298697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7652614,0.0,0.0,0.0,1.0,0.0,0.5166721,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.986717,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.10671473,0.0,1.0,1.0,0.0,0.61264575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7792663,0.0,0.0,0.0,1.0,0.0,0.49884513,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.056928795,0.0,1.0,1.0,0.0,0.58944774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7793963,0.0,0.0,0.0,1.0,0.0,0.48538324,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5574029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7834526,0.0,0.0,0.0,1.0,0.0,0.46424356,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5194537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7818074,0.0,0.0,0.0,1.0,0.0,0.44067022,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.47641933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7817046,0.0,0.0,0.0,1.0,0.0,0.42207232,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4269904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7830951,0.0,0.0,0.0,1.0,0.0,0.379558,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.37586045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8057974,0.0,0.0,0.0,1.0,0.0,0.34173435,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.3220396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8018144,0.0,0.0,0.0,1.0,0.0,0.30480352,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.25157252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8091786,0.0,0.0,0.0,1.0,0.0,0.2617227,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.17758258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8198352,0.0,0.0,0.0,1.0,0.0,0.2051845,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.09283873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.84030557,0.0,0.0,0.0,1.0,0.0,0.13444872,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.84738946,0.0,0.0,0.0,1.0,0.0,0.07103375,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.86492574,0.0,0.0,0.0,1.0,0.0,0.011238312,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8760556,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
