rank,index,center,related,nmi,spearman,pearson,kendall,distance_corr,hsic,nmi_pass,spearman_pass,pearson_pass,kendall_pass,distance_corr_pass,hsic_pass,pass_count,max_abs_score
1,26,metered_load_mw,prelim_load_avg_hourly,0.9568026496653318,0.9999341936593182,0.9999624875381486,0.9957686961356687,0.999967874733461,0.9710953088243073,1,1,1,1,1,1,6,0.999967874733461
2,24,metered_load_mw,forecast_load_mw_latest_available,0.7413699483525032,0.9958082162742979,0.9960452239049693,0.9439630247428412,0.9941054590308448,0.9713970527395782,1,1,1,1,1,1,6,0.9960452239049693
3,1,metered_load_mw,total_gen,0.6320204891324752,0.9847616959718285,0.9893379854877767,0.8957825966082846,0.9841159502243614,0.964754271062871,1,1,1,1,1,1,6,0.9893379854877767
4,25,metered_load_mw,forecast_load_mw_day_ahead,0.46742531066582615,0.9169608505343214,0.9372223672029873,0.7581901584653878,0.9126211578737377,0.9754814623056189,1,1,1,1,1,1,6,0.9754814623056189
5,6,metered_load_mw,gen_fuel_gas_mw,0.31389420916193095,0.8772050808787376,0.901162717517987,0.6923519599666389,0.8719552136470696,0.9669609723489294,1,1,1,1,1,1,6,0.9669609723489294
6,5,metered_load_mw,gen_fuel_coal_mw,0.24835912770124863,0.8246213020767387,0.839629857652042,0.6513664164581596,0.8432164121591269,0.9436084124177005,1,1,1,1,1,1,6,0.9436084124177005
7,50,metered_load_mw,gross_inadv_interchange_mw,0.07252232445956856,0.44264780340531146,0.4615107644183044,0.30744787322768974,0.447901696337132,0.9133343102569255,1,1,1,1,1,1,6,0.9133343102569255
8,48,metered_load_mw,gross_actual_interchange_mw,0.07017816071903193,0.40683769124939206,0.3862298711346731,0.2531415068112316,0.35356310380501804,0.900237704568226,1,1,1,1,1,1,6,0.900237704568226
9,9,metered_load_mw,gen_fuel_nuclear_mw,0.13525647532186116,0.5785456394797721,0.5439150351294194,0.38991242702251877,0.5781424979887448,0.8372625226177144,1,1,1,1,1,1,6,0.8372625226177144
10,7,metered_load_mw,gen_fuel_hydro_mw,0.09361814396646222,0.41959400220213167,0.5010779839296334,0.2872254656658326,0.4657558408467574,0.8222638761409585,1,1,1,1,1,1,6,0.8222638761409585
11,2,metered_load_mw,total_losses,0.15856357724615605,0.7084847214032068,0.6576652737501161,0.5070558798999166,0.6614430984484686,0.4520931866396965,1,1,1,1,1,1,6,0.7084847214032068
12,10,metered_load_mw,gen_fuel_oil_mw,0.2562237196264964,0.5925802267825869,0.6898024259852142,0.4003669724770642,0.6557085281462125,0.42112124452983096,1,1,1,1,1,1,6,0.6898024259852142
13,38,metered_load_mw,total_lmp_da,0.24580108155073013,0.6825146294663492,0.6483378943387537,0.4987823185988324,0.6578106239878618,0.19235381887736022,1,1,1,1,1,1,6,0.6825146294663492
14,37,metered_load_mw,system_energy_price_da,0.25198767180928183,0.6707293313138581,0.6157768065876077,0.48910897970531,0.6281416142064565,0.18914366415796155,1,1,1,1,1,1,6,0.6707293313138581
15,42,metered_load_mw,total_lmp_rt,0.19587168932495488,0.6151141114571235,0.47423183665648017,0.41930497636919656,0.5340472492224277,0.18905841565623926,1,1,1,1,1,1,6,0.6151141114571235
16,41,metered_load_mw,system_energy_price_rt,0.25446292400294585,0.6000659656144719,0.3828489343586374,0.44473033083124824,0.5368527777342171,0.19154249006626842,1,1,1,1,1,1,6,0.6000659656144719
17,8,metered_load_mw,gen_fuel_multiple_fuels_mw,0.07810958596161317,0.37909289183937306,0.46291796076796166,0.23580761745899362,0.40028954375110326,0.35714376372648615,1,1,1,1,1,1,6,0.46291796076796166
18,39,metered_load_mw,congestion_price_da,0.11350667920919334,0.15796540408391457,0.27286102004987406,0.10432860717264388,0.3890061539188697,0.0738269134863539,1,1,1,1,1,1,6,0.3890061539188697
19,11,metered_load_mw,gen_fuel_other_renewables_mw,0.05431815525048116,0.2886502886341999,0.26940868053849437,0.18959132610508758,0.29123146212409556,0.36278418753684183,1,1,1,1,1,1,6,0.36278418753684183
20,36,metered_load_mw,da_as_nsr_mw_primary_reserve,0.08237129927781583,0.21104533835158842,0.16208049363246327,0.14727133722546568,0.20622260239483145,0.35432254987196427,1,1,1,1,1,1,6,0.35432254987196427
21,28,metered_load_mw,da_as_mcp_synchronized_reserve,0.1758136525092531,0.22712592353582897,0.3271388332341209,0.1680845148735057,0.3319130980574007,0.06742040264774281,1,1,1,1,1,1,6,0.3319130980574007
22,27,metered_load_mw,da_as_mcp_primary_reserve,0.17999001086205324,0.2116978646014732,0.2884036228467097,0.09187100361412288,0.26169598995208,0.06180127129900817,1,1,1,1,1,1,6,0.2884036228467097
23,12,metered_load_mw,gen_fuel_solar_mw,0.060281269907918385,0.23065765514923578,0.2080303949994766,0.1702043369474562,0.21153904841104712,0.2858927915924784,1,1,1,1,1,1,6,0.2858927915924784
24,30,metered_load_mw,da_as_as_req_mw_synchronized_reserve,0.09259025232055695,0.2735700308947335,0.28584634023598976,0.147457603558521,0.2474139569767881,0.06740237794991501,1,1,1,1,1,1,6,0.28584634023598976
