epoch,train_standardized_mse,validation_standardized_mse,validation_macro_r2,validation_median_r2
1,0.772439791327106,0.35393691062927246,0.41605029441416264,0.5651686489582062
2,0.3728520954748835,0.22036297619342804,0.5859584603458643,0.7102577686309814
3,0.27401891425397384,0.17806684970855713,0.645531352609396,0.7539095282554626
4,0.23238261984437025,0.1543029248714447,0.7042203918099403,0.7939020097255707
5,0.21090392142088288,0.13866013288497925,0.7329243067651987,0.8063938915729523
6,0.19877372909441504,0.12585747241973877,0.7480126935988665,0.8311339914798737
7,0.18465274445368396,0.11697112023830414,0.766334829851985,0.8503865301609039
8,0.17420974094117703,0.11101513355970383,0.7636980041861534,0.8607011437416077
9,0.16617388053322737,0.10619744658470154,0.7862556846812367,0.8701155483722687
10,0.1644809583496489,0.09968887269496918,0.8114195296075195,0.8787647187709808
11,0.15460144058500083,0.09580912441015244,0.8093721368350089,0.884582132101059
12,0.1511110454608693,0.09341032058000565,0.8191255116835237,0.884124219417572
13,0.14730183890958304,0.08667397499084473,0.8323986250907183,0.8987516462802887
14,0.1406324024257058,0.0883508026599884,0.8245237420778722,0.8952797651290894
15,0.1471195635407019,0.08513376116752625,0.8366571180522442,0.8983114957809448
16,0.13890437734305433,0.08483418077230453,0.8299613855779171,0.9032076299190521
17,0.1355382647164161,0.08405470848083496,0.8467984162271023,0.9025321304798126
18,0.1354465261344097,0.08060477674007416,0.8518948834389448,0.9008588492870331
19,0.13852737650575775,0.07782077044248581,0.8557319808751345,0.9124776721000671
20,0.1290689921788217,0.07771527022123337,0.848589357919991,0.9113164246082306
21,0.13059582388199376,0.07581748813390732,0.8549337107688189,0.9150659143924713
22,0.12508032581948894,0.07602006196975708,0.8578855358064175,0.916828066110611
23,0.12359391171763916,0.07463127374649048,0.8585097286850214,0.9148121178150177
24,0.12244651387351708,0.07349758595228195,0.8618625104427338,0.9120149612426758
25,0.12065560339659782,0.07193492352962494,0.8651568964123726,0.9202718734741211
26,0.12244684262250877,0.07364746928215027,0.8598431963473558,0.9161073267459869
27,0.12031638373850458,0.07074477523565292,0.8616418167948723,0.9205566346645355
28,0.1183737638729419,0.06902690976858139,0.8673784527927637,0.9237394332885742
29,0.1165470801434427,0.06950284540653229,0.8605350404977798,0.9237583577632904
30,0.11769449801736244,0.07029906660318375,0.8584455009549856,0.9205746352672577
31,0.11702049060536229,0.06848271191120148,0.867452235892415,0.9209082126617432
32,0.11376852178116006,0.07196354120969772,0.8643983379006386,0.9228470623493195
33,0.11512775965296726,0.06551074236631393,0.874056976288557,0.9262234270572662
34,0.11224979546742736,0.06560252606868744,0.8720696773380041,0.9240224063396454
35,0.11165149535598426,0.06448758393526077,0.872239850461483,0.9250968098640442
36,0.11070793334494067,0.0627070963382721,0.8791701477020979,0.9297847151756287
37,0.10971196659912749,0.0663021132349968,0.8738595712929964,0.929030030965805
38,0.10884465809569742,0.06407827138900757,0.8765816185623407,0.9281328320503235
39,0.10846409896993374,0.06465736776590347,0.8689333461225033,0.9274156093597412
40,0.10801480468859437,0.0639520213007927,0.8779775761067867,0.9288499355316162
41,0.10789664965135057,0.06448744982481003,0.8709264658391476,0.9159758687019348
42,0.1100730514838545,0.06677305698394775,0.871757447719574,0.9195380806922913
43,0.1134749411768295,0.06552257388830185,0.8654530616477132,0.9276694655418396
44,0.1096030960566011,0.06440458446741104,0.8715527951717377,0.9324718713760376
45,0.10680431675798488,0.062347155064344406,0.8804151266813278,0.9295613169670105
46,0.10528868261334488,0.0617850236594677,0.8762282077223063,0.9334313869476318
47,0.10510953765898148,0.06473065167665482,0.8715148568153381,0.9343271851539612
48,0.10756536741864006,0.06139510124921799,0.8802080638706684,0.9312305152416229
49,0.10275355911714909,0.06223658099770546,0.87538618221879,0.9336362183094025
50,0.10231469782455913,0.06143466383218765,0.8828188478946686,0.9311385750770569
51,0.1036940403088743,0.06269672513008118,0.8728370778262615,0.933314710855484
52,0.10343653898960053,0.06197258085012436,0.8825310990214348,0.9331502318382263
53,0.1027652263355356,0.06271319836378098,0.8611823543906212,0.9331221878528595
54,0.1042915145995637,0.06104262173175812,0.8841092698276043,0.9333047270774841
55,0.10151844401889291,0.06139443814754486,0.8710720669478178,0.9266441762447357
56,0.1010950251192184,0.06245160102844238,0.8732942705973983,0.9323420226573944
57,0.1078153268961877,0.060572847723960876,0.8785887658596039,0.9362033009529114
58,0.10163232537256717,0.05983774736523628,0.8880954403430223,0.9285105764865875
59,0.10109945291879896,0.062580406665802,0.8728298805654049,0.9309620261192322
60,0.10037834014532701,0.059448398649692535,0.881663491949439,0.9263851642608643
61,0.09771659560671238,0.06018446385860443,0.8783572129905224,0.9306385517120361
62,0.0994516872984485,0.05884866043925285,0.8867101557552814,0.9326968789100647
63,0.09714084003719325,0.058761149644851685,0.8889305889606476,0.9349946081638336
64,0.09680290508557235,0.05712595582008362,0.8838798012584448,0.936242014169693
65,0.09514846013484446,0.05665339156985283,0.8877118173986673,0.9372555613517761
66,0.09463599705965627,0.05887193977832794,0.885991245508194,0.9337849318981171
67,0.09453384044035426,0.06187444552779198,0.8698618318885565,0.93552365899086
68,0.096112694467673,0.06046799570322037,0.8773704525083303,0.9346566796302795
69,0.0945207395953797,0.06122125685214996,0.879670113325119,0.9311964511871338
70,0.09495869155054598,0.06202535331249237,0.8800149839371443,0.9342149496078491
71,0.09633508831185028,0.05828896909952164,0.8865541182458401,0.9319834113121033
72,0.09193785210602379,0.056000445038080215,0.8887668214738369,0.936118870973587
73,0.08815660622884643,0.06491155922412872,0.8520151297561824,0.9278389513492584
74,0.11194008055083071,0.06176714226603508,0.8782763686031103,0.9310852885246277
75,0.09241545850637678,0.0591612383723259,0.8773107258602977,0.9372764527797699
76,0.08795218129939822,0.05891243740916252,0.8918172344565392,0.935150146484375
77,0.09262730594222703,0.06054620444774628,0.8832471109926701,0.9349213242530823
78,0.08800878362680459,0.05857480689883232,0.8845237791538239,0.9345714449882507
79,0.08658021069922538,0.057316750288009644,0.890281630679965,0.9353887140750885
80,0.1051786773612089,0.058196041733026505,0.8815357368439436,0.9335671365261078
81,0.08714026941753628,0.05710703879594803,0.8863465897738934,0.9353071749210358
82,0.08791488054691388,0.05750306695699692,0.8886996246874332,0.9368222653865814
83,0.08565302258363465,0.059414155781269073,0.8796994015574455,0.9318641722202301
84,0.08347731901886561,0.05489998683333397,0.8937683906406164,0.9394019246101379
