topk,val_mse,val_r2,mse_ratio_to_full,features
1,1.4767094850540161,-0.4494929752377459,2.033828855472562,gen_fuel_other_renewables_mw
2,1.4628493785858154,-0.4358883186109237,2.0147397355337695,gen_fuel_other_renewables_mw;congestion_price_da
3,1.342065453529358,-0.31733051374065524,1.8483875623112396,gen_fuel_other_renewables_mw;congestion_price_da;total_losses
4,1.181577205657959,-0.15980017874748031,1.6273517845982355,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;system_energy_price_da
5,1.1806811094284058,-0.15892050424762516,1.626117617426296,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;system_energy_price_da;total_pjm_self_sched_reg
6,1.0563842058181763,-0.03691454455007115,1.4549271214167647,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;system_energy_price_da;total_pjm_self_sched_reg;total_lmp_da
7,1.0456634759902954,-0.026391378320974157,1.4401617732583407,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;system_energy_price_da;total_pjm_self_sched_reg;total_lmp_da;total_pjm_loc_credit
8,1.0313682556152344,-0.012359575355257002,1.420473383640477,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;system_energy_price_da;total_pjm_self_sched_reg;total_lmp_da;total_pjm_loc_credit;gross_inadv_interchange_mw
9,0.9908843040466309,0.0273781824031486,1.3647160192318861,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;system_energy_price_da;total_pjm_self_sched_reg;total_lmp_da;total_pjm_loc_credit;gross_inadv_interchange_mw;gen_fuel_multiple_fuels_mw
10,0.9503583908081055,0.06715721420554266,1.3089008622405462,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;system_energy_price_da;total_pjm_self_sched_reg;total_lmp_da;total_pjm_loc_credit;gross_inadv_interchange_mw;gen_fuel_multiple_fuels_mw;gen_fuel_multiple_fuels_pct
11,0.9496532082557678,0.06784938335320623,1.3079296349017664,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;system_energy_price_da;total_pjm_self_sched_reg;total_lmp_da;total_pjm_loc_credit;gross_inadv_interchange_mw;gen_fuel_multiple_fuels_mw;gen_fuel_multiple_fuels_pct;rmccp
12,0.9564489722251892,0.06117888044898845,1.317289242188019,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;system_energy_price_da;total_pjm_self_sched_reg;total_lmp_da;total_pjm_loc_credit;gross_inadv_interchange_mw;gen_fuel_multiple_fuels_mw;gen_fuel_multiple_fuels_pct;rmccp;congestion_price_rt
13,0.9474669694900513,0.06999534780928007,1.3049185920855118,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;system_energy_price_da;total_pjm_self_sched_reg;total_lmp_da;total_pjm_loc_credit;gross_inadv_interchange_mw;gen_fuel_multiple_fuels_mw;gen_fuel_multiple_fuels_pct;rmccp;congestion_price_rt;marginal_loss_price_rt
14,0.8943546414375305,0.12212875283673308,1.2317685334803214,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;system_energy_price_da;total_pjm_self_sched_reg;total_lmp_da;total_pjm_loc_credit;gross_inadv_interchange_mw;gen_fuel_multiple_fuels_mw;gen_fuel_multiple_fuels_pct;rmccp;congestion_price_rt;marginal_loss_price_rt;da_as_total_mw_thirty_minutes_reserve
15,0.8970946669578552,0.11943925152436707,1.2355422906237339,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;system_energy_price_da;total_pjm_self_sched_reg;total_lmp_da;total_pjm_loc_credit;gross_inadv_interchange_mw;gen_fuel_multiple_fuels_mw;gen_fuel_multiple_fuels_pct;rmccp;congestion_price_rt;marginal_loss_price_rt;da_as_total_mw_thirty_minutes_reserve;total_pjm_rmccp_cr
16,0.869661808013916,0.1463665064220011,1.197759815009547,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;system_energy_price_da;total_pjm_self_sched_reg;total_lmp_da;total_pjm_loc_credit;gross_inadv_interchange_mw;gen_fuel_multiple_fuels_mw;gen_fuel_multiple_fuels_pct;rmccp;congestion_price_rt;marginal_loss_price_rt;da_as_total_mw_thirty_minutes_reserve;total_pjm_rmccp_cr;marginal_loss_price_da
17,0.8672597408294678,0.14872432905954514,1.1944515180141255,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;system_energy_price_da;total_pjm_self_sched_reg;total_lmp_da;total_pjm_loc_credit;gross_inadv_interchange_mw;gen_fuel_multiple_fuels_mw;gen_fuel_multiple_fuels_pct;rmccp;congestion_price_rt;marginal_loss_price_rt;da_as_total_mw_thirty_minutes_reserve;total_pjm_rmccp_cr;marginal_loss_price_da;net_inadv_interchange_mw
18,0.8535963296890259,0.1621358780401163,1.1756333008069682,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;system_energy_price_da;total_pjm_self_sched_reg;total_lmp_da;total_pjm_loc_credit;gross_inadv_interchange_mw;gen_fuel_multiple_fuels_mw;gen_fuel_multiple_fuels_pct;rmccp;congestion_price_rt;marginal_loss_price_rt;da_as_total_mw_thirty_minutes_reserve;total_pjm_rmccp_cr;marginal_loss_price_da;net_inadv_interchange_mw;gross_actual_interchange_mw
19,0.8479162454605103,0.16771130395452216,1.1678102866512439,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;system_energy_price_da;total_pjm_self_sched_reg;total_lmp_da;total_pjm_loc_credit;gross_inadv_interchange_mw;gen_fuel_multiple_fuels_mw;gen_fuel_multiple_fuels_pct;rmccp;congestion_price_rt;marginal_loss_price_rt;da_as_total_mw_thirty_minutes_reserve;total_pjm_rmccp_cr;marginal_loss_price_da;net_inadv_interchange_mw;gross_actual_interchange_mw;da_as_mcp_primary_reserve
20,0.821892499923706,0.1932554210484133,1.1319685417881427,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;system_energy_price_da;total_pjm_self_sched_reg;total_lmp_da;total_pjm_loc_credit;gross_inadv_interchange_mw;gen_fuel_multiple_fuels_mw;gen_fuel_multiple_fuels_pct;rmccp;congestion_price_rt;marginal_loss_price_rt;da_as_total_mw_thirty_minutes_reserve;total_pjm_rmccp_cr;marginal_loss_price_da;net_inadv_interchange_mw;gross_actual_interchange_mw;da_as_mcp_primary_reserve;metered_load_mw
