area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_wind_mw,gen_fuel_solar_mw
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.7202645,0.7365743,0.72519445,0.70146483,0.702632,0.6986537,0.6595881,0.6829718,0.6896771,1.0385888,0.73393905,0.9576779,0.7755848,0.756434,0.67401886,0.692557,0.6879071,0.6982473,0.7330527,0.84108824,0.7638502,1.140421,1.0905777
0.5383059,0.55287385,0.5603899,0.49191353,0.54474884,0.5146999,0.44262686,0.48046902,0.5099967,0.94768655,0.5339872,0.77276725,0.65804404,0.607776,0.5019029,0.5047525,0.48690414,0.49035132,0.7669171,0.7137818,0.6227774,1.015168,0.9984587
0.40365008,0.40724725,0.43119767,0.339103,0.45305827,0.36927807,0.28910255,0.3326158,0.36850026,0.83685553,0.42118216,0.60837203,0.5603557,0.47178513,0.38362265,0.37721556,0.33158404,0.35673591,0.7762599,0.6121662,0.4854346,0.9071307,0.9120933
