k,DGatingDNN,STG,LassoNet,XGBoost,Lasso,Pearson
1,0.5077688492972021,0.11893009480989902,0.5077688492972021,0.5077688492972021,0.357591900186093,0.5077688492972021
3,0.7997511209440835,0.45729904038300373,0.8361835875446586,0.8361835875446586,0.8591222867958506,0.8361835875446586
4,0.8922535072580778,0.8927177760480091,0.8464326257510943,0.8625188613509283,0.8918638206108764,0.8494517767327576
8,0.957387393227693,0.9469724074048089,0.9299744067669853,0.9454886817171525,0.932925710235651,0.9034521018287651
13,0.9600336911223044,0.9615379934137327,0.9603098208300868,0.9566782835775148,0.9597017878962272,0.9490269400902828
20,0.9587509747926066,0.9590276235905885,0.9588617426175078,0.9602241049287692,0.9599612985667612,0.959363939958671
