index,role,name
0,center,da_as_total_mw_primary_reserve
1,feature,da_as_as_mw_primary_reserve
2,feature,da_as_as_req_mw_primary_reserve
3,feature,da_as_as_req_mw_synchronized_reserve
4,feature,da_as_nsr_mw_primary_reserve
5,feature,da_as_as_req_mw_thirty_minutes_reserve
6,feature,da_as_total_mw_synchronized_reserve
7,feature,da_as_as_mw_synchronized_reserve
8,feature,da_as_total_mw_thirty_minutes_reserve
9,feature,da_as_as_mw_thirty_minutes_reserve
10,feature,gen_fuel_nuclear_mw
11,feature,net_actual_interchange_mw
12,feature,da_as_mcp_primary_reserve
13,feature,net_sched_interchange_mw
14,feature,gen_fuel_gas_mw
15,feature,total_gen
16,feature,metered_load_mw
17,feature,gen_fuel_coal_mw
18,feature,total_losses
19,feature,forecast_load_mw_day_ahead
20,feature,gen_fuel_gas_pct
21,feature,total_pjm_rt_load_mwh
22,feature,forecast_load_mw_latest_available
23,feature,prelim_load_avg_hourly
24,feature,gen_fuel_hydro_pct
25,feature,gen_fuel_coal_pct
26,feature,gross_sched_interchange_mw
27,feature,gen_fuel_multiple_fuels_pct
28,feature,total_pjm_rmpcp_cr
29,feature,gen_fuel_other_renewables_mw
30,feature,congestion_price_da
31,feature,gen_fuel_nuclear_pct
32,feature,rmpcp
33,feature,gen_fuel_other_renewables_pct
34,feature,gen_fuel_multiple_fuels_mw
35,feature,gross_actual_interchange_mw
36,feature,da_as_mcp_synchronized_reserve
37,feature,gen_fuel_storage_mw
38,feature,total_pjm_self_sched_reg
39,feature,gen_fuel_hydro_mw
40,feature,da_as_ss_mw_primary_reserve
41,feature,gen_fuel_wind_pct
42,feature,gross_inadv_interchange_mw
43,feature,total_pjm_loc_credit
44,feature,total_pjm_reg_purchases
45,feature,gen_fuel_oil_pct
46,feature,gen_fuel_oil_mw
47,feature,da_as_ss_mw_synchronized_reserve
48,feature,gen_fuel_wind_mw
49,feature,wind_generation_mw
50,feature,da_as_ss_mw_thirty_minutes_reserve
51,feature,total_pjm_rmccp_cr
52,feature,system_energy_price_da
53,feature,total_pjm_assigned_reg
54,feature,rmccp
55,feature,total_lmp_rt
56,feature,marginal_loss_price_rt
57,feature,system_energy_price_rt
58,feature,marginal_loss_price_da
59,feature,congestion_price_rt
60,feature,gen_fuel_solar_mw
61,feature,net_inadv_interchange_mw
62,feature,total_lmp_da
63,feature,solar_generation_mw
