total_gen,total_losses,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,gross_actual_interchange_mw,gross_inadv_interchange_mw
0.0,0.5633315,0.0,0.16179036,0.29534814,0.067329735,0.4472365,0.36408103,0.37156007,0.21106179,0.4051167,0.49950635,0.68875045,0.19819435,0.54284406,0.08382827,0.45201698,0.42819598,0.32134387,0.06956445,0.1378271,0.1443415,0.42924386,0.0191359,0.40840092,0.17302912,0.14768288,0.48548493,0.31713256,0.47070333,0.1658358,0.21231951,0.5247035,0.47684428,0.06317675,0.31373516,0.50260514,0.7789543,0.35273778,0.821481,0.70838475,0.44272396,0.23867069,0.0,0.34572545
0.0,0.5771261,0.0,0.13650885,0.27510872,0.025429152,0.4289042,0.34598628,0.36479515,0.17912072,0.39772266,0.51997477,0.71486574,0.19649404,0.5492509,0.044557415,0.44623813,0.41911867,0.32483193,0.015827911,0.10190625,0.106749944,0.43647954,0.0,0.41590402,0.13669024,0.11346701,0.4733141,0.29692128,0.4738694,0.13736688,0.1825159,0.523898,0.47612068,0.055025063,0.2987619,0.5166987,0.83832806,0.34163746,0.86015546,0.74346197,0.4341874,0.22453599,0.0,0.33115697
0.0,0.59081423,0.0,0.10903583,0.27286953,0.0,0.41838175,0.35481066,0.36550274,0.16903856,0.3774206,0.5401999,0.75303006,0.19147441,0.5368198,0.0,0.44927877,0.41361892,0.31485993,0.0,0.07582012,0.07357912,0.44666252,0.0,0.4078617,0.10658789,0.08040378,0.48045507,0.28225547,0.49134314,0.09725066,0.17113726,0.53688824,0.46444455,0.03201002,0.29298764,0.5233123,0.8684792,0.31550652,0.90036225,0.7698412,0.43541783,0.19984649,0.0,0.34160617
0.0,0.60002077,0.0,0.099663965,0.24485308,0.0,0.42776394,0.3594783,0.3658158,0.15464996,0.3901704,0.5657791,0.77244127,0.20324406,0.55724174,0.0,0.45691648,0.4228234,0.3081701,0.0,0.032862123,0.040465154,0.44711083,0.0,0.41104305,0.079204984,0.055309802,0.47466642,0.25735214,0.48848477,0.06375592,0.1419693,0.56263465,0.48084763,0.012936538,0.28578153,0.51783174,0.8853763,0.3057933,0.91185766,0.78427017,0.44169316,0.17999327,0.0,0.320203
0.0,0.60913926,0.0,0.067219086,0.23592176,0.0,0.42904717,0.35132155,0.34405637,0.14566052,0.3906301,0.5812902,0.78589886,0.20160843,0.56332123,0.0,0.45851448,0.42237976,0.29307947,0.0,0.015498152,0.0,0.46188566,0.0,0.41904593,0.039865773,0.030614357,0.46139887,0.2387964,0.508772,0.03985327,0.11868417,0.57832116,0.4880816,0.0,0.2927521,0.51831144,0.912044,0.29820943,0.9398714,0.8042188,0.4421383,0.1636338,0.0,0.30964237
0.0,0.611801,0.0,0.034430232,0.22211432,0.0,0.41776317,0.34752402,0.3392014,0.14568482,0.3939409,0.5999974,0.8160708,0.16747634,0.560216,0.0,0.46172953,0.40127993,0.29930878,0.0,0.0,0.0,0.4708992,0.0,0.4358131,0.0,0.0039975126,0.45321676,0.21879068,0.5121141,0.02138781,0.09110171,0.5818753,0.49297738,0.0,0.26756713,0.5189638,0.9282431,0.28894463,0.97890645,0.8262015,0.44550478,0.15180948,0.0,0.3081111
0.0,0.62911433,0.0,0.019829595,0.21279266,0.0,0.41023788,0.3319792,0.3213508,0.12770323,0.3855975,0.623658,0.823301,0.15159331,0.56659347,0.0,0.45584795,0.38213107,0.29609966,0.0,0.0,0.0,0.46298602,0.0,0.44717273,0.0,0.0,0.443764,0.21717091,0.5271202,0.0,0.052107364,0.5692184,0.47444794,0.0,0.2530573,0.52183956,0.94975626,0.28113922,0.99270725,0.8363885,0.44597185,0.15152891,0.0,0.29260093
0.0,0.6398497,0.0,0.0,0.23222789,0.0,0.40449184,0.32984534,0.29288578,0.12795387,0.3829563,0.6448122,0.84850687,0.16253723,0.57778615,0.0,0.4352341,0.37947083,0.30207646,0.0,0.0,0.0,0.47167897,0.0,0.4472328,0.0,0.0,0.44170028,0.22986467,0.541683,0.0,0.020867307,0.6029382,0.47817472,0.0,0.22814406,0.51827294,0.9711495,0.24912995,1.0,0.8544911,0.45876104,0.15381382,0.0,0.29962468
0.0,0.6750858,0.0,0.0,0.2152869,0.0,0.4146495,0.33542988,0.2727638,0.10968852,0.38279998,0.6649976,0.8582505,0.14905013,0.6036731,0.0,0.44840765,0.37569392,0.30335468,0.0,0.0,0.0,0.47377595,0.0,0.4554859,0.0,0.0,0.43994716,0.21018133,0.550589,0.0,0.005075443,0.6113039,0.49480045,0.0,0.20745492,0.51389873,0.99583703,0.23428684,1.0,0.8620917,0.46588722,0.15934892,0.0,0.30123237
0.0,0.6941154,0.0,0.0,0.18933946,0.0,0.40866488,0.3226689,0.25313118,0.092698306,0.3776485,0.6845719,0.8818025,0.1484343,0.582953,0.0,0.44887084,0.3729556,0.30126232,0.0,0.0,0.0,0.50481045,0.0,0.4492628,0.0,0.0,0.4443163,0.20358306,0.5900904,0.0,0.0,0.61227465,0.48136735,0.0,0.18118325,0.5249056,1.0,0.21889853,1.0,0.8780554,0.46689343,0.15015325,0.0,0.29526147
0.0,0.7163759,0.0,0.0,0.18007517,0.0,0.3950447,0.33020446,0.25061888,0.083434045,0.37517053,0.71577764,0.90718514,0.12482108,0.59001166,0.0,0.43795276,0.36348468,0.28920397,0.0,0.0,0.0,0.51296586,0.0,0.45794603,0.0,0.0,0.4408449,0.20497775,0.6018523,0.0,0.0,0.62677747,0.4807858,0.0,0.15941189,0.52408874,1.0,0.20198666,1.0,0.8906431,0.453861,0.14324002,0.0,0.30250642
0.0,0.73264164,0.0,0.0,0.16888191,0.0,0.39408424,0.33324492,0.23221235,0.057812043,0.37512004,0.7220692,0.91698533,0.100198865,0.59826493,0.0,0.43276647,0.34913847,0.29979762,0.0,0.0,0.0,0.5200882,0.0,0.46628433,0.0,0.0,0.43844348,0.18948203,0.6110009,0.0,0.0,0.638419,0.49070132,0.0,0.1479855,0.52310526,1.0,0.2056873,1.0,0.9240631,0.45951453,0.1487877,0.0,0.30583516
0.0,0.7505896,0.0,0.0,0.14937457,0.0,0.39545777,0.32257625,0.23351732,0.050856046,0.36153415,0.74500495,0.9326922,0.08869835,0.6297977,0.0,0.42726952,0.3540488,0.29188263,0.0,0.0,0.0,0.52647597,0.0,0.46854702,0.0,0.0,0.44492278,0.18213129,0.62625945,0.0,0.0,0.6500522,0.48590538,0.0,0.14629698,0.52518195,1.0,0.18110234,1.0,0.93862754,0.46670118,0.13461731,0.0,0.29842445
0.0,0.758784,0.0,0.0,0.13752365,0.0,0.37514934,0.31089824,0.22831076,0.02107494,0.36006516,0.7615737,0.9521535,0.08468178,0.6273177,0.0,0.42530832,0.34843874,0.27932596,0.0,0.0,0.0,0.5386537,0.0,0.46326935,0.0,0.0,0.43816176,0.17164609,0.63223964,0.0,0.0,0.6512531,0.48511142,0.0,0.12998684,0.51062304,1.0,0.16423616,1.0,0.9678962,0.4632334,0.11427623,0.0,0.29310295
0.0,0.7665484,0.0,0.0,0.12155039,0.0,0.38627103,0.3056796,0.222763,0.0078472495,0.371898,0.7767909,0.96970797,0.082753934,0.6462928,0.0,0.42277902,0.32857642,0.28164756,0.0,0.0,0.0,0.5556375,0.0,0.46187955,0.0,0.0,0.440638,0.16546066,0.649696,0.0,0.0,0.66612595,0.4887416,0.0,0.114724316,0.50910956,1.0,0.13284874,1.0,0.9825045,0.48274586,0.12459096,0.0,0.30975208
0.0,0.7787783,0.0,0.0,0.1251301,0.0,0.3687281,0.29776007,0.20828111,0.0,0.3662723,0.79521203,0.9944776,0.04851176,0.6558876,0.0,0.41404158,0.34443942,0.2899126,0.0,0.0,0.0,0.5390852,0.0,0.45956564,0.0,0.0,0.44100133,0.15293689,0.65885,0.0,0.0,0.6947046,0.4838464,0.0,0.10156098,0.51034284,1.0,0.11887082,1.0,1.0,0.495976,0.10358325,0.0,0.31293982
0.0,0.7992503,0.0,0.0,0.11159126,0.0,0.36263028,0.30032012,0.18245225,0.0,0.36787382,0.8128344,1.0,0.036996976,0.6661462,0.0,0.40191182,0.33787173,0.28400728,0.0,0.0,0.0,0.5406557,0.0,0.47229153,0.0,0.0,0.4352718,0.15493715,0.67769134,0.0,0.0,0.7356978,0.47534078,0.0,0.07402118,0.50153524,1.0,0.09736677,1.0,1.0,0.4782449,0.07659847,0.0,0.29223523
0.0,0.8124224,0.0,0.0,0.11089204,0.0,0.36358255,0.2907663,0.1586736,0.0,0.35136855,0.8126882,1.0,0.019868718,0.6906643,0.0,0.38686812,0.33466715,0.29663146,0.0,0.0,0.0,0.54182,0.0,0.48352617,0.0,0.0,0.4293437,0.15514702,0.6911108,0.0,0.0,0.7593656,0.47587082,0.0,0.04953884,0.49661955,1.0,0.07771109,1.0,1.0,0.49220282,0.05129513,0.0,0.28436834
0.0,0.831507,0.0,0.0,0.09654052,0.0,0.35342145,0.27173054,0.14316078,0.0,0.35846788,0.82839245,1.0,0.017714152,0.7020064,0.0,0.38893047,0.34427753,0.29201415,0.0,0.0,0.0,0.5484543,0.0,0.47508428,0.0,0.0,0.4237273,0.13356449,0.6874697,0.0,0.0,0.7715429,0.46931142,0.0,0.02882328,0.5065966,1.0,0.042990547,1.0,1.0,0.48496193,0.04186816,0.0,0.304863
0.0,0.8423046,0.0,0.0,0.08665036,0.0,0.34476095,0.26388437,0.12010145,0.0,0.35089198,0.8446788,1.0,0.021702988,0.7170851,0.0,0.39016074,0.35025764,0.28282735,0.0,0.0,0.0,0.5558003,0.0,0.47752485,0.0,0.0,0.41751412,0.12144829,0.7055678,0.0,0.0,0.79371,0.47114635,0.0,0.01614561,0.4993473,1.0,0.02073313,1.0,1.0,0.48841655,0.045421124,0.0,0.30470607
0.0,0.8621569,0.0,0.0,0.077062726,0.0,0.3482829,0.26437438,0.09886053,0.0,0.3585596,0.86603785,1.0,0.005556721,0.73174626,0.0,0.3910783,0.34596485,0.2821357,0.0,0.0,0.0,0.5656863,0.0,0.49643436,0.0,0.0,0.41749817,0.10194253,0.7253817,0.0,0.0,0.8083837,0.47421625,0.0,0.005334642,0.48582652,1.0,0.021132464,1.0,1.0,0.49117213,0.037037954,0.0,0.29628825
0.0,0.8762299,0.0,0.0,0.06389242,0.0,0.34553844,0.25096413,0.09510803,0.0,0.3534127,0.88758665,1.0,0.0,0.7479248,0.0,0.3965099,0.3425656,0.27676186,0.0,0.0,0.0,0.56961596,0.0,0.49133852,0.0,0.0,0.40818328,0.08193336,0.73262143,0.0,0.0,0.82229793,0.4881213,0.0,0.0,0.48321185,1.0,0.012486628,1.0,1.0,0.474077,0.009120551,0.0,0.273812
0.0,0.8846253,0.0,0.0,0.046930425,0.0,0.34777534,0.2505808,0.06928513,0.0,0.3648295,0.9018913,1.0,0.0,0.7862512,0.0,0.4023523,0.33382988,0.27504763,0.0,0.0,0.0,0.5722096,0.0,0.500279,0.0,0.0,0.42322776,0.05935278,0.7519921,0.0,0.0,0.8352684,0.4889556,0.0,0.0,0.4704567,1.0,0.0,1.0,1.0,0.49176586,0.0,0.0,0.25726852
0.0,0.88774127,0.0,0.0,0.031012824,0.0,0.3522599,0.23739633,0.05666003,0.0,0.35783648,0.9315657,1.0,0.0,0.7959502,0.0,0.4070251,0.3290011,0.2738406,0.0,0.0,0.0,0.59261507,0.0,0.5038405,0.0,0.0,0.42780417,0.053111922,0.76008356,0.0,0.0,0.8563351,0.4963553,0.0,0.0,0.4668376,1.0,0.0,1.0,1.0,0.49278018,0.0,0.0,0.2523694
0.0,0.915071,0.0,0.0,0.008798628,0.0,0.35827643,0.23945546,0.053296298,0.0,0.36125392,0.94778657,1.0,0.0,0.8151423,0.0,0.40695572,0.33051333,0.2833389,0.0,0.0,0.0,0.5955766,0.0,0.50273013,0.0,0.0,0.42964616,0.04156406,0.77438056,0.0,0.0,0.8768074,0.51046824,0.0,0.0,0.45805937,1.0,0.0,1.0,1.0,0.50343925,0.0,0.0,0.26300222
0.0,0.9379812,0.0,0.0,0.0,0.0,0.35877463,0.23772413,0.04275597,0.0,0.38123605,0.9797962,1.0,0.0,0.83626187,0.0,0.4247848,0.33349755,0.28585523,0.0,0.0,0.0,0.5928862,0.0,0.51373225,0.0,0.0,0.4187913,0.027710704,0.77528,0.0,0.0,0.90658104,0.5088761,0.0,0.0,0.463761,1.0,0.0,1.0,1.0,0.52623236,0.0,0.0,0.26290447
0.0,0.9550258,0.0,0.0,0.0,0.0,0.35178825,0.22973648,0.02225409,0.0,0.3867856,0.9953373,1.0,0.0,0.8448226,0.0,0.41662833,0.31007472,0.29890594,0.0,0.0,0.0,0.59908825,0.0,0.5161648,0.0,0.0,0.42225528,0.0202013,0.7937555,0.0,0.0,0.9314709,0.51352584,0.0,0.0,0.46962866,1.0,0.0,1.0,1.0,0.5324291,0.0,0.0,0.25652006
0.0,0.9679373,0.0,0.0,0.0,0.0,0.3416244,0.21070981,0.0,0.0,0.38498145,1.0,1.0,0.0,0.8690959,0.0,0.4028864,0.29241547,0.2955449,0.0,0.0,0.0,0.5955044,0.0,0.5249653,0.0,0.0,0.42996284,0.0,0.79726166,0.0,0.0,0.96603143,0.5258959,0.0,0.0,0.47619814,1.0,0.0,1.0,1.0,0.5275628,0.0,0.0,0.24667315
0.0,0.99056745,0.0,0.0,0.0,0.0,0.3409229,0.19676523,0.0,0.0,0.39782256,1.0,1.0,0.0,0.8809874,0.0,0.39186904,0.28703088,0.30117962,0.0,0.0,0.0,0.5980482,0.0,0.54104346,0.0,0.0,0.41389683,0.0,0.81701875,0.0,0.0,0.98107356,0.52020967,0.0,0.0,0.45767987,1.0,0.0,1.0,1.0,0.52044016,0.0,0.0,0.23919897
0.0,0.9938954,0.0,0.0,0.0,0.0,0.3176837,0.18744183,0.0,0.0,0.40617874,1.0,1.0,0.0,0.89652145,0.0,0.38612372,0.27806598,0.30251038,0.0,0.0,0.0,0.6050334,0.0,0.5581159,0.0,0.0,0.4092322,0.0,0.82757705,0.0,0.0,0.9991246,0.5278329,0.0,0.0,0.4417763,1.0,0.0,1.0,1.0,0.5403828,0.0,0.0,0.25226206
0.0,1.0,0.0,0.0,0.0,0.0,0.3085271,0.1788948,0.0,0.0,0.3951906,1.0,1.0,0.0,0.92434275,0.0,0.3779136,0.25778317,0.31281617,0.0,0.0,0.0,0.6181721,0.0,0.57662445,0.0,0.0,0.39524394,0.0,0.8375061,0.0,0.0,1.0,0.5320163,0.0,0.0,0.44895232,1.0,0.0,1.0,1.0,0.5367643,0.0,0.0,0.24096379
0.0,1.0,0.0,0.0,0.0,0.0,0.29073802,0.15773255,0.0,0.0,0.40091145,1.0,1.0,0.0,0.92200756,0.0,0.3768219,0.23720217,0.30865923,0.0,0.0,0.0,0.64075655,0.0,0.56629145,0.0,0.0,0.40062723,0.0,0.85340357,0.0,0.0,1.0,0.53912926,0.0,0.0,0.46029514,1.0,0.0,1.0,1.0,0.5448053,0.0,0.0,0.23817746
0.0,1.0,0.0,0.0,0.0,0.0,0.2817939,0.139509,0.0,0.0,0.43038693,1.0,1.0,0.0,0.9430328,0.0,0.39148664,0.23619615,0.31782594,0.0,0.0,0.0,0.65384287,0.0,0.5633676,0.0,0.0,0.39019844,0.0,0.857276,0.0,0.0,1.0,0.56933683,0.0,0.0,0.46486083,1.0,0.0,1.0,1.0,0.5524364,0.0,0.0,0.21637759
0.0,1.0,0.0,0.0,0.0,0.0,0.2686802,0.12585752,0.0,0.0,0.4391899,1.0,1.0,0.0,0.96628845,0.0,0.3890855,0.23318757,0.31196967,0.0,0.0,0.0,0.6670745,0.0,0.56413996,0.0,0.0,0.4007345,0.0,0.88075346,0.0,0.0,1.0,0.5757765,0.0,0.0,0.477972,1.0,0.0,1.0,1.0,0.5643248,0.0,0.0,0.20903195
0.0,1.0,0.0,0.0,0.0,0.0,0.25240913,0.1146204,0.0,0.0,0.42792112,1.0,1.0,0.0,0.97899276,0.0,0.36969128,0.2202663,0.31677425,0.0,0.0,0.0,0.6886483,0.0,0.5820257,0.0,0.0,0.4077691,0.0,0.90437156,0.0,0.0,1.0,0.5794629,0.0,0.0,0.47325528,1.0,0.0,1.0,1.0,0.56493866,0.0,0.0,0.19343191
0.0,1.0,0.0,0.0,0.0,0.0,0.2339301,0.11749858,0.0,0.0,0.42467096,1.0,1.0,0.0,1.0,0.0,0.35958454,0.21565421,0.31666258,0.0,0.0,0.0,0.68521154,0.0,0.59598714,0.0,0.0,0.40445337,0.0,0.92317945,0.0,0.0,1.0,0.5937331,0.0,0.0,0.45103163,1.0,0.0,1.0,1.0,0.5774308,0.0,0.0,0.17237122
0.0,1.0,0.0,0.0,0.0,0.0,0.22047552,0.093595356,0.0,0.0,0.43026546,1.0,1.0,0.0,1.0,0.0,0.35154602,0.20212048,0.32922456,0.0,0.0,0.0,0.6967047,0.0,0.6032127,0.0,0.0,0.40149367,0.0,0.9257058,0.0,0.0,1.0,0.5956548,0.0,0.0,0.44517142,1.0,0.0,1.0,1.0,0.5906057,0.0,0.0,0.18172549
0.0,1.0,0.0,0.0,0.0,0.0,0.20244955,0.08031123,0.0,0.0,0.4314433,1.0,1.0,0.0,1.0,0.0,0.36374298,0.19788462,0.33815643,0.0,0.0,0.0,0.6996978,0.0,0.59395516,0.0,0.0,0.40383267,0.0,0.9326775,0.0,0.0,1.0,0.6025832,0.0,0.0,0.44732445,1.0,0.0,1.0,1.0,0.6121909,0.0,0.0,0.17549711
0.0,1.0,0.0,0.0,0.0,0.0,0.20017657,0.06881851,0.0,0.0,0.4398269,1.0,1.0,0.0,1.0,0.0,0.36495605,0.18181439,0.3426126,0.0,0.0,0.0,0.7074202,0.0,0.59936935,0.0,0.0,0.40853438,0.0,0.9646265,0.0,0.0,1.0,0.607294,0.0,0.0,0.44931307,1.0,0.0,1.0,1.0,0.62518966,0.0,0.0,0.17807923
0.0,1.0,0.0,0.0,0.0,0.0,0.1861336,0.05062081,0.0,0.0,0.42857257,1.0,1.0,0.0,1.0,0.0,0.37899992,0.15534018,0.36988243,0.0,0.0,0.0,0.7156082,0.0,0.60396045,0.0,0.0,0.4175864,0.0,0.96599686,0.0,0.0,1.0,0.5971143,0.0,0.0,0.45279837,1.0,0.0,1.0,1.0,0.6413151,0.0,0.0,0.1868433
0.0,1.0,0.0,0.0,0.0,0.0,0.16413325,0.027370332,0.0,0.0,0.4193684,1.0,1.0,0.0,1.0,0.0,0.37670153,0.15667476,0.37258893,0.0,0.0,0.0,0.72849786,0.0,0.6120111,0.0,0.0,0.41441023,0.0,0.98847365,0.0,0.0,1.0,0.6121735,0.0,0.0,0.4528707,1.0,0.0,1.0,1.0,0.6524999,0.0,0.0,0.19546412
0.0,1.0,0.0,0.0,0.0,0.0,0.15629621,0.0,0.0,0.0,0.41945258,1.0,1.0,0.0,1.0,0.0,0.37017965,0.15842487,0.37762722,0.0,0.0,0.0,0.74558157,0.0,0.61545706,0.0,0.0,0.416924,0.0,0.99870366,0.0,0.0,1.0,0.63066643,0.0,0.0,0.45720753,1.0,0.0,1.0,1.0,0.653272,0.0,0.0,0.19081013
0.0,1.0,0.0,0.0,0.0,0.0,0.1405826,0.0,0.0,0.0,0.4244967,1.0,1.0,0.0,1.0,0.0,0.35078058,0.14520422,0.387382,0.0,0.0,0.0,0.7562827,0.0,0.6156218,0.0,0.0,0.4275821,0.0,1.0,0.0,0.0,1.0,0.6548979,0.0,0.0,0.43929327,1.0,0.0,1.0,1.0,0.6604843,0.0,0.0,0.17757803
0.0,1.0,0.0,0.0,0.0,0.0,0.110825144,0.0,0.0,0.0,0.42052934,1.0,1.0,0.0,1.0,0.0,0.35248083,0.121267,0.3976845,0.0,0.0,0.0,0.75230527,0.0,0.6209572,0.0,0.0,0.43072778,0.0,1.0,0.0,0.0,1.0,0.6713418,0.0,0.0,0.43825054,1.0,0.0,1.0,1.0,0.6816196,0.0,0.0,0.18647301
0.0,1.0,0.0,0.0,0.0,0.0,0.062135633,0.0,0.0,0.0,0.41890535,1.0,1.0,0.0,1.0,0.0,0.34832928,0.11904616,0.42297307,0.0,0.0,0.0,0.75099266,0.0,0.64677805,0.0,0.0,0.43749923,0.0,1.0,0.0,0.0,1.0,0.67854005,0.0,0.0,0.44003436,1.0,0.0,1.0,1.0,0.71103597,0.0,0.0,0.19147022
