area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.4510067,0.44576836,0.47428226,0.42309624,0.47987336,0.43251428,0.43949592,0.44793555,0.44143713,0.6050761,0.5263087,0.49752763,0.4682974,0.457286,0.44017947,0.55017376,0.5579859,0.4859973,0.47325996,0.6164251,0.6238787
0.42622975,0.43432352,0.46942377,0.39966738,0.4643578,0.4174276,0.43253282,0.42044526,0.42223868,0.65997136,0.5640533,0.5252341,0.4548265,0.42635706,0.43321773,0.5905379,0.5987904,0.49316788,0.47760034,0.69381255,0.6835155
0.4042147,0.40944156,0.46636924,0.37051508,0.45006007,0.38572267,0.435041,0.39358944,0.40440932,0.7068788,0.5904705,0.55426556,0.45302385,0.41840637,0.4401407,0.6409397,0.62411386,0.5174908,0.49893585,0.7527927,0.7468079
0.38628316,0.38957846,0.46417907,0.3372752,0.43152845,0.35917825,0.4407442,0.37866643,0.40338603,0.7547668,0.6142081,0.5757751,0.44277695,0.41863143,0.4328976,0.6854273,0.66802764,0.5590022,0.51421094,0.7963603,0.80497634
0.37355724,0.36921886,0.45187473,0.29511943,0.44014218,0.3361061,0.44114035,0.35356703,0.38001755,0.79261005,0.6474077,0.6003246,0.43449742,0.40821147,0.43310747,0.7501536,0.7167792,0.5985131,0.5291576,0.8433134,0.8606824
0.35476398,0.34891656,0.44907674,0.25316116,0.43573576,0.30152905,0.4375669,0.35419938,0.36013526,0.8312248,0.67699873,0.6191549,0.4305469,0.39962003,0.42544523,0.81806815,0.77766395,0.63668555,0.54597074,0.89237064,0.91440123
0.33619174,0.3327162,0.45538837,0.20111491,0.4277182,0.2713735,0.4375529,0.31788358,0.34295225,0.85759956,0.6926258,0.6384882,0.41282484,0.37721005,0.42562908,0.8796438,0.83824307,0.66148204,0.5738594,0.9227224,0.9534896
0.3278438,0.31434992,0.43427396,0.14923383,0.43978477,0.2470158,0.4379842,0.29246688,0.31450883,0.890338,0.70856637,0.6491577,0.3966682,0.35924938,0.41774553,0.92234325,0.90605414,0.70247567,0.6134135,0.9633425,1.0024862
0.31470293,0.27903387,0.4452803,0.104655996,0.44623762,0.210996,0.44192076,0.26577154,0.28831187,0.91246945,0.7264658,0.6594888,0.38202816,0.35144714,0.42244393,0.97667116,0.9669823,0.7369656,0.6512632,1.0003817,1.0310105
0.29172012,0.24936837,0.44655287,0.055909377,0.44670224,0.17393523,0.4465354,0.24452813,0.2642666,0.9435941,0.7614784,0.6715972,0.39195698,0.33507982,0.4085643,1.0282713,1.0252241,0.7744965,0.67640585,1.0401764,1.0694451
0.27943093,0.21549487,0.45260814,0.005021213,0.48340356,0.12587434,0.44645524,0.21047568,0.24269189,0.9568602,0.7843882,0.67750216,0.38931966,0.31786647,0.40666702,1.0670059,1.0780845,0.7995151,0.7233889,1.0642097,1.1022239
0.26019353,0.18134741,0.45323285,-0.045986947,0.5017031,0.097913094,0.45044026,0.17163013,0.21472816,0.9858803,0.7963231,0.6971918,0.39201516,0.28506956,0.39805976,1.140345,1.1194966,0.8474057,0.751543,1.10756,1.1321164
0.23716499,0.16160348,0.46750233,-0.10506029,0.5226537,0.059261937,0.45786422,0.13795216,0.18699321,1.0082469,0.8222902,0.696092,0.3937331,0.26290226,0.3867635,1.1821774,1.1604418,0.89661986,0.80602384,1.1430866,1.1558683
0.22661588,0.15814427,0.4613812,-0.16514902,0.5539546,-1.8831051e-05,0.46392736,0.11371703,0.1750519,1.0252018,0.83838993,0.701281,0.38215664,0.24049667,0.39570874,1.2394372,1.237223,0.9414472,0.8416717,1.1822264,1.1932538
0.20824358,0.1352467,0.47714686,-0.21271083,0.57473636,-0.050013073,0.45672372,0.06211635,0.13009912,1.0394361,0.8508417,0.6993878,0.3912483,0.21038306,0.38502982,1.2825466,1.260142,0.97965354,0.8997665,1.2105632,1.2140175
0.2019305,0.095027536,0.5015688,-0.2715721,0.59782743,-0.08174866,0.4692379,0.010902269,0.09403483,1.0508099,0.8601251,0.70531654,0.40355867,0.18578866,0.39666387,1.3340653,1.2868778,1.0052004,0.9477566,1.2373341,1.2287477
0.18142901,0.08112916,0.50653696,-0.32734165,0.6082608,-0.13342519,0.4870567,-0.03491604,0.06535174,1.0716281,0.8805614,0.71764404,0.40702385,0.14618593,0.39426067,1.3752211,1.3184711,1.0324423,0.98483056,1.276534,1.2575127
0.16434778,0.06754318,0.50536495,-0.37482223,0.65889186,-0.16221973,0.48903474,-0.082427464,0.020600185,1.0931516,0.8960937,0.7300289,0.4218454,0.114121914,0.38608304,1.4112575,1.3736249,1.0628413,1.0346116,1.3170512,1.2918868
0.14383183,0.032610796,0.5128924,-0.43105534,0.69088167,-0.20349611,0.50621325,-0.12694895,-0.022899088,1.107431,0.9047226,0.73772013,0.42140412,0.08473348,0.3842642,1.4495094,1.3972877,1.0835593,1.0665909,1.3413851,1.3083653
0.14222628,-0.012913,0.5284033,-0.4720788,0.7461933,-0.22410555,0.5362102,-0.17287071,-0.066424854,1.1128186,0.9145022,0.7443103,0.43041587,0.06394281,0.37655494,1.4722034,1.4423355,1.1141396,1.1004417,1.3680443,1.330419
0.13310634,-0.05256568,0.5270698,-0.5165523,0.78407115,-0.26358077,0.53167826,-0.22294119,-0.106416695,1.1243598,0.9254718,0.745078,0.43345612,0.033743463,0.3693199,1.4933045,1.4681864,1.1468935,1.1410689,1.3978487,1.3405954
0.11938386,-0.08955458,0.5269287,-0.56087434,0.80516523,-0.30453283,0.54618776,-0.2667096,-0.15721808,1.1379066,0.93597525,0.7501694,0.42724666,0.0046946746,0.36350045,1.5205669,1.5009285,1.1677902,1.1628543,1.4250458,1.3670678
0.09139802,-0.13897248,0.5340429,-0.60053396,0.8403255,-0.34430125,0.5680512,-0.31406546,-0.20200796,1.1515497,0.9490163,0.74995697,0.43240005,-0.033316232,0.355138,1.5538054,1.5481077,1.1884794,1.1901326,1.4664974,1.3922006
0.0801202,-0.17201339,0.5338228,-0.64329845,0.87373805,-0.3851967,0.5869134,-0.36429414,-0.24458145,1.1676004,0.9591737,0.76176614,0.43229368,-0.056537304,0.36244026,1.5735295,1.578266,1.2111356,1.2289782,1.5013268,1.4086018
0.06042453,-0.22132143,0.5477762,-0.68170166,0.9268928,-0.42902198,0.60405535,-0.4142827,-0.27513912,1.1784958,0.97037154,0.7665661,0.43387568,-0.100432426,0.36503705,1.586238,1.5966382,1.2416793,1.2656683,1.5324655,1.4242883
0.029356409,-0.26126355,0.5572664,-0.7197228,0.9702209,-0.4646169,0.6072993,-0.46335205,-0.32378837,1.1965667,0.98075503,0.7648188,0.42697403,-0.14473191,0.36298725,1.6238254,1.6333181,1.2585242,1.3056364,1.5665029,1.4433507
0.002501298,-0.30902725,0.5688974,-0.75369835,1.0161443,-0.49884257,0.6167706,-0.5145038,-0.37206402,1.2190695,0.99109936,0.7652393,0.41656846,-0.1769467,0.3580952,1.644882,1.6551448,1.2927517,1.3384112,1.6074588,1.4692569
-0.0258342,-0.34567794,0.5639841,-0.777545,1.0521424,-0.5339118,0.6138712,-0.5537857,-0.4226991,1.231246,1.0059593,0.7646207,0.40887445,-0.219915,0.35181853,1.6668673,1.6722355,1.3137497,1.3546454,1.63558,1.4930276
-0.06619121,-0.37942404,0.57154375,-0.80961186,1.1068566,-0.5717551,0.6247425,-0.59608537,-0.46615237,1.2582514,1.0200825,0.752282,0.4009892,-0.2595397,0.33586526,1.6904397,1.702293,1.3351228,1.4007589,1.6684488,1.5105563
-0.10444768,-0.4082653,0.60058534,-0.8385852,1.150213,-0.60845053,0.6391427,-0.63653004,-0.5103891,1.2731608,1.040369,0.7556729,0.3918531,-0.30276227,0.32109708,1.7100958,1.7201892,1.354204,1.4232466,1.6830947,1.5240983
-0.14235507,-0.44379762,0.61464703,-0.8722785,1.1929665,-0.64788413,0.64616,-0.6738331,-0.5341251,1.2969047,1.0526677,0.7516955,0.3817341,-0.3406493,0.30901057,1.7304971,1.7365875,1.3811144,1.455711,1.7012045,1.5465547
