index,column_a,column_b,nmi,spearman,pearson,kendall,distance_corr,hsic,nmi_pass,spearman_pass,pearson_pass,kendall_pass,distance_corr_pass,hsic_pass,pass_count,max_abs_score
16,total_gen,gen_fuel_hydro_pct,0.06721387957397974,0.2428148168432256,0.2886808581125919,0.19123992215735336,0.33306256470357454,0.028762152864454146,1,1,1,1,1,0,5,0.33306256470357454
17,total_gen,gen_fuel_multiple_fuels_pct,0.04816641307126513,0.13111833417835764,0.15076591035933398,0.11544620517097581,0.2012692230326937,0.028514071923851098,0,1,1,1,1,0,4,0.2012692230326937
18,total_gen,gen_fuel_nuclear_pct,0.3782406017631346,-0.8880035415508082,-0.909975932366026,-0.7199304976369196,0.8808769709165934,0.02905841859692444,1,1,1,1,1,0,5,0.909975932366026
19,total_gen,gen_fuel_oil_pct,0.16432508406164453,0.4337567031241281,0.5954262144925501,0.28135668612732834,0.566493124384166,0.02878330148004466,1,1,1,1,1,0,5,0.5954262144925501
20,total_gen,gen_fuel_other_renewables_pct,0.27282124731596114,-0.6805004431572239,-0.6954438990659699,-0.4737100361412288,0.6479337097450979,0.028575029591955625,1,1,1,1,1,0,5,0.6954438990659699
21,total_gen,gen_fuel_solar_pct,0.07361544940739907,0.15549290511574093,0.0782391083110921,0.10107172643869891,0.17181678253803886,0.02865755866630467,1,1,0,1,1,0,4,0.17181678253803886
22,total_gen,gen_fuel_wind_pct,0.05775717722170836,-0.322087373999651,-0.3407139999248274,-0.2656797331109258,0.36784830131416235,0.02854278435156805,1,1,1,1,1,0,5,0.36784830131416235
23,total_gen,forecast_load_mw_latest_available,0.6050663996446952,0.9831334875353221,0.9872675312830415,0.8875646371976648,0.9818035742364447,0.9731850950442626,1,1,1,1,1,1,6,0.9872675312830415
24,total_gen,forecast_load_mw_day_ahead,0.42489216738592794,0.9221127442118703,0.9427271974470622,0.7549179872115652,0.9169606711171271,0.9654546534250252,1,1,1,1,1,1,6,0.9654546534250252
25,total_gen,prelim_load_avg_hourly,0.6294485223388547,0.9846699369531062,0.9892040413962745,0.8946663886572144,0.9839209445424882,0.9719730726395049,1,1,1,1,1,1,6,0.9892040413962745
26,total_gen,metered_load_mw,0.6253470963425356,0.9848142494238054,0.9892315297218974,0.8976633305532388,0.984326726291578,0.9700979230882263,1,1,1,1,1,1,6,0.9892315297218974
27,total_gen,da_as_mcp_primary_reserve,0.16442030398417606,0.18082784582319017,0.2685394625538869,0.06968862941340005,0.2411274941116609,0.06194120631476037,1,1,1,0,1,1,5,0.2685394625538869
28,total_gen,da_as_mcp_synchronized_reserve,0.1614023275332154,0.18498983591658388,0.3058063707586651,0.14307200444815124,0.3134432975807614,0.06744784875123028,1,1,1,1,1,1,6,0.3134432975807614
29,total_gen,da_as_as_req_mw_primary_reserve,0.1094037300742767,0.3298908836835863,0.33479682509649855,0.19606060606060607,0.29401973339311227,0.0694910430267062,1,1,1,1,1,1,6,0.33479682509649855
30,total_gen,da_as_as_req_mw_synchronized_reserve,0.10529352441467671,0.3320342829647271,0.34114630576268057,0.1827008618293022,0.2922085955416862,0.06695813686812813,1,1,1,1,1,1,6,0.34114630576268057
31,total_gen,da_as_as_req_mw_thirty_minutes_reserve,0.11733849975742613,0.31475848079922386,0.3205294421067169,0.18181679177092022,0.29562252756404145,0.038279483063015235,1,1,1,1,1,0,5,0.3205294421067169
32,total_gen,da_as_total_mw_primary_reserve,0.07762864092420227,0.2951883189483144,0.29069434549743856,0.19690853489018625,0.3222986315170492,0.11970687276467175,1,1,1,1,1,1,6,0.3222986315170492
33,total_gen,da_as_total_mw_synchronized_reserve,0.05436348012733206,0.18030734511620136,0.1658480007442766,0.11487072560467056,0.1837160674217141,0.2152922088309259,1,1,1,1,1,1,6,0.2152922088309259
34,total_gen,da_as_total_mw_thirty_minutes_reserve,0.08167487430892999,0.13329993804053716,-0.009705833429404257,0.0655448985265499,0.20399556501027002,0.9253307447101825,1,1,0,0,1,1,4,0.9253307447101825
35,total_gen,da_as_ss_mw_primary_reserve,0.046084916606228106,0.006833420247041394,-0.014550065757707354,0.00803030303030303,0.10424528651533871,0.32942172157194005,0,0,0,0,1,1,2,0.32942172157194005
36,total_gen,da_as_nsr_mw_primary_reserve,0.08465996044527546,0.22093544984440636,0.16709255007101342,0.15223658604392548,0.20745871673921415,0.35425877853861726,1,1,1,1,1,1,6,0.35425877853861726
37,total_gen,system_energy_price_da,0.21554147742991475,0.5920612793677835,0.5809033568341139,0.42768001112037807,0.5757501522942307,0.1897119905478901,1,1,1,1,1,1,6,0.5920612793677835
38,total_gen,total_lmp_da,0.2018742308577222,0.6004914769434972,0.6107560218607688,0.43712399221573534,0.6144081439660551,0.19065652499861696,1,1,1,1,1,1,6,0.6144081439660551
39,total_gen,congestion_price_da,0.11178220031101578,0.1659077113968158,0.2751673689748266,0.11198776758409786,0.3733720452604325,0.07394962257912412,1,1,1,1,1,1,6,0.3733720452604325
40,total_gen,marginal_loss_price_da,0.18852622402211383,0.5448064442911209,0.5378498799092716,0.3889949958298582,0.5535889819864862,0.04417357752724788,1,1,1,1,1,0,5,0.5535889819864862
41,total_gen,system_energy_price_rt,0.24769978514487728,0.5394939323290056,0.3592861165374715,0.39280650542118434,0.4970913481162649,0.19063988727837744,1,1,1,1,1,1,6,0.5394939323290056
42,total_gen,total_lmp_rt,0.1734802682311142,0.5499284867198239,0.44272225419144723,0.3600667222685571,0.48741336467285173,0.1893601413712041,1,1,1,1,1,1,6,0.5499284867198239
43,total_gen,congestion_price_rt,0.07300823910546252,0.3096923620153071,0.26887559938653666,0.18649291075896582,0.24092843040313144,0.03518572459565331,1,1,1,1,1,0,5,0.3096923620153071
44,total_gen,marginal_loss_price_rt,0.1683415476835875,0.5571580452511183,0.44778583442483627,0.4117709202112872,0.5307019478378006,0.03415863672721794,1,1,1,1,1,0,5,0.5571580452511183
45,total_gen,net_actual_interchange_mw,0.04704643243020964,-0.2344094562677173,-0.2480115204764752,-0.1686488740617181,0.25799039809726176,0.9117633746823495,0,1,1,1,1,1,5,0.9117633746823495
46,total_gen,net_sched_interchange_mw,0.05205897146987525,-0.2417501659722406,-0.2516547468232666,-0.16809285515707534,0.2471907640234813,0.9207362657307425,1,1,1,1,1,1,6,0.9207362657307425
47,total_gen,net_inadv_interchange_mw,0.028251306227049345,0.15619192475741026,0.1594200738881138,0.09722268557130942,0.15536639310371428,0.4082511637457159,0,1,1,1,1,1,5,0.4082511637457159
48,total_gen,gross_actual_interchange_mw,0.07191218552737219,0.4003335978593257,0.3882903859211144,0.24091465109813734,0.3350839485692105,0.8999664982658658,1,1,1,1,1,1,6,0.8999664982658658
49,total_gen,gross_sched_interchange_mw,0.04300150414065109,0.2353573717325254,0.23723185260185314,0.14487350569919377,0.21828923040765483,0.8799633177851091,0,1,1,1,1,1,5,0.8799633177851091
50,total_gen,gross_inadv_interchange_mw,0.07593408951967212,0.43657894717543855,0.47095817481575325,0.3006060606060606,0.44642609144826684,0.9091621016808086,1,1,1,1,1,1,6,0.9091621016808086
51,total_losses,wind_generation_mw,0.051243032318135394,0.22281002180532136,0.25734544928439435,0.14212399221573532,0.2503196946340867,0.42690028502279354,1,1,1,1,1,1,6,0.42690028502279354
52,total_losses,solar_generation_mw,0.04809748690104903,-0.1637772939797012,-0.1666848829065837,-0.10544064498192939,0.14292850427135328,0.06272787664497093,0,1,1,1,1,1,5,0.1666848829065837
53,total_losses,gen_fuel_coal_mw,0.1678669534404922,0.7043237171908145,0.7287348370897397,0.500526827912149,0.6792871047498038,0.44315681368617266,1,1,1,1,1,1,6,0.7287348370897397
54,total_losses,gen_fuel_gas_mw,0.09871044292151263,0.5215790408906178,0.4604872290750635,0.35960522657770366,0.4658930902963014,0.4510279969079279,1,1,1,1,1,1,6,0.5215790408906178
55,total_losses,gen_fuel_hydro_mw,0.049359171854355004,0.1896404371383314,0.14939994052093203,0.13396302474284125,0.1917502884240269,0.37265300250484773,0,1,1,1,1,1,5,0.37265300250484773
56,total_losses,gen_fuel_multiple_fuels_mw,0.04899588545394149,0.1039051657212177,0.09530177839392924,0.04296775090353072,0.13876889322922975,0.17257083623882016,0,1,0,0,1,1,3,0.17257083623882016
57,total_losses,gen_fuel_nuclear_mw,0.1391718765503763,0.5635144092367047,0.554925877771353,0.38223102585487906,0.5242132659750299,0.3825872314011586,1,1,1,1,1,1,6,0.5635144092367047
58,total_losses,gen_fuel_oil_mw,0.10158709090921922,0.23185091715176448,0.35672888493021365,0.1312260216847373,0.29271909113008987,0.19796439503818244,1,1,1,1,1,1,6,0.35672888493021365
59,total_losses,gen_fuel_other_renewables_mw,0.06443343773017424,0.2958658531754716,0.25264173288238007,0.17041423408395887,0.2839649661486412,0.16994120069909882,1,1,1,1,1,1,6,0.2958658531754716
60,total_losses,gen_fuel_solar_mw,0.042448417418995174,-0.11629334407729348,-0.17537459321343477,-0.047351959966638865,0.11973617908783735,0.14455769373095625,0,1,1,0,1,1,4,0.17537459321343477
61,total_losses,gen_fuel_storage_mw,0.06516688992433613,0.1623628870217481,0.09569757708868736,0.07206144008896302,0.11907604069847058,0.028871841675981332,1,1,0,0,1,0,3,0.1623628870217481
62,total_losses,gen_fuel_wind_mw,0.0480325148216329,0.2331856091859582,0.25741785487844204,0.1862301918265221,0.29521296693009724,0.4137460978194606,0,1,1,1,1,1,5,0.4137460978194606
63,total_losses,gen_fuel_coal_pct,0.1372623248387418,0.6058453435398815,0.6599861453602759,0.4010439254934668,0.5779223549042961,0.029777471309662667,1,1,1,1,1,0,5,0.6599861453602759
64,total_losses,gen_fuel_gas_pct,0.047067160075183655,0.056784085030236874,0.017447336829969066,0.03811648596052266,0.1313464452615587,0.016805068226717124,0,0,0,0,1,0,1,0.1313464452615587
65,total_losses,gen_fuel_hydro_pct,0.04269997956004462,0.11369450818836269,0.07262319036677178,0.07405476786210731,0.11847422148835375,0.01347053518152446,0,1,0,0,1,0,2,0.11847422148835375
66,total_losses,gen_fuel_multiple_fuels_pct,0.0358584182045491,-0.01723106189842813,-0.0543291780993195,-0.03239088128996386,0.09868351603708943,0.012531737119999855,0,0,0,0,0,0,0,0.09868351603708943
67,total_losses,gen_fuel_nuclear_pct,0.09279642204119215,-0.514691136219807,-0.4830632751746368,-0.3688212399221574,0.49359990091714373,0.0291511037517503,1,1,1,1,1,0,5,0.514691136219807
68,total_losses,gen_fuel_oil_pct,0.07587464475727074,0.15672335915129185,0.31054600682649075,0.07172226855713094,0.24073177287859807,0.01707299128507995,1,1,1,0,1,0,4,0.31054600682649075
69,total_losses,gen_fuel_other_renewables_pct,0.09419851611233533,-0.4131564746830559,-0.41558399253575645,-0.28455101473450095,0.40075427251248325,0.022218006184244004,1,1,1,1,1,0,5,0.41558399253575645
70,total_losses,gen_fuel_solar_pct,0.07100715988816274,-0.15830632603570213,-0.23556028179203747,-0.08187517375590771,0.1962247729311244,0.014584638210119646,1,1,1,1,1,0,5,0.23556028179203747
71,total_losses,gen_fuel_wind_pct,0.04220840068437864,0.1015560072615172,0.10680020140630406,0.06586321934945788,0.14408189284475179,0.012322078238182113,0,1,1,0,1,0,3,0.14408189284475179
72,total_losses,forecast_load_mw_latest_available,0.15282975658842032,0.6872856864132695,0.6414424537139473,0.50910897970531,0.6587043879825454,0.4606785535094484,1,1,1,1,1,1,6,0.6872856864132695
73,total_losses,forecast_load_mw_day_ahead,0.15222128904755966,0.6900611043893058,0.6351680379085856,0.49757297748123436,0.6570836546999501,0.4548057416382979,1,1,1,1,1,1,6,0.6900611043893058
74,total_losses,prelim_load_avg_hourly,0.16337687774311263,0.716007458401579,0.6612765617461244,0.5223755907700862,0.6733661467771125,0.4553126102668814,1,1,1,1,1,1,6,0.716007458401579
75,total_losses,metered_load_mw,0.16104862343889145,0.7037291722910322,0.6449801424004621,0.5175771476230192,0.6609647895206443,0.4569345111456586,1,1,1,1,1,1,6,0.7037291722910322
76,total_losses,da_as_mcp_primary_reserve,0.059688894938102866,0.042858718415653696,0.09650426625968414,0.030097303308312482,0.09904810597955362,0.028969969182760267,1,0,0,0,0,0,1,0.09904810597955362
77,total_losses,da_as_mcp_synchronized_reserve,0.06433443770209082,0.05591446233027044,0.11850578310051986,0.01606060606060606,0.09261391892742701,0.031838379266743974,1,0,1,0,0,0,2,0.11850578310051986
78,total_losses,da_as_as_req_mw_primary_reserve,0.12910607146451558,0.28556603235135053,0.2245599939791908,0.17340144564915208,0.16585227428194077,0.03688457993168861,1,1,1,1,1,0,5,0.28556603235135053
79,total_losses,da_as_as_req_mw_synchronized_reserve,0.12810526071753742,0.29388083547784033,0.22058706282080795,0.1964720600500417,0.23049644325986396,0.0317711028054588,1,1,1,1,1,0,5,0.29388083547784033
80,total_losses,da_as_as_req_mw_thirty_minutes_reserve,0.13473528878731103,0.26052118363164717,0.22546319296035372,0.13980400333611342,0.1852142213035893,0.018756397586825336,1,1,1,1,1,0,5,0.26052118363164717
81,total_losses,da_as_total_mw_primary_reserve,0.06675282872194604,0.3088805853032288,0.2984673227387243,0.1818765638031693,0.24562549428345598,0.05861209049760636,1,1,1,1,1,1,6,0.3088805853032288
82,total_losses,da_as_total_mw_synchronized_reserve,0.04113558911306683,0.058140597888133465,0.03171178995917282,0.05154017236586044,0.08882565929873487,0.10115259045476999,0,0,0,0,0,1,1,0.10115259045476999
83,total_losses,da_as_total_mw_thirty_minutes_reserve,0.04952593264065048,0.1484740758464124,0.13178626629492968,0.10900055601890464,0.169120999817695,0.4285597858779304,0,1,1,1,1,1,5,0.4285597858779304
84,total_losses,da_as_ss_mw_primary_reserve,0.04482726518160837,0.051743075958421605,0.04411603424560227,0.038016402557686964,0.11335723178079991,0.16024532661232602,0,0,0,0,1,1,2,0.16024532661232602
85,total_losses,da_as_nsr_mw_primary_reserve,0.0637721125410662,0.21270767308934932,0.20333202763505448,0.15667778704475951,0.2097455686565255,0.17355781992706057,1,1,1,1,1,1,6,0.21270767308934932
86,total_losses,system_energy_price_da,0.11755143162712407,0.47541473789983374,0.4328043104615309,0.2950959132610509,0.4015307962392977,0.08406332316223326,1,1,1,1,1,1,6,0.47541473789983374
87,total_losses,total_lmp_da,0.11281853450715741,0.4657495199988985,0.4334341872531759,0.34010425354462054,0.4712091526219698,0.0893677251899102,1,1,1,1,1,1,6,0.4712091526219698
88,total_losses,congestion_price_da,0.12653226046921684,0.10579224773490979,0.2739817056174973,0.056708368084514876,0.30533175945297564,0.03587795972163438,1,1,1,0,1,0,4,0.30533175945297564
89,total_losses,marginal_loss_price_da,0.18828072477534186,0.5726965423006579,0.5272048484372929,0.3780706144008896,0.5875360008754493,0.036878472836883155,1,1,1,1,1,0,5,0.5875360008754493
90,total_losses,system_energy_price_rt,0.10742825719094994,0.43636730192256457,0.3040909074361983,0.3102168473728107,0.38236276230497207,0.08682083740442083,1,1,1,1,1,1,6,0.43636730192256457
91,total_losses,total_lmp_rt,0.12152510789540531,0.4256875755378885,0.2726659322761299,0.3218487628579372,0.3982670231769775,0.09273200907294876,1,1,1,1,1,1,6,0.4256875755378885
92,total_losses,congestion_price_rt,0.05632134466900359,0.23256778506028983,0.22569664828451583,0.15433138726716708,0.22860243504312128,0.015567129807302757,1,1,1,1,1,0,5,0.23256778506028983
93,total_losses,marginal_loss_price_rt,0.19878424643460968,0.5646070431236921,0.36626765947002854,0.37331804281345565,0.4839943615776403,0.019746893814480474,1,1,1,1,1,0,5,0.5646070431236921
94,total_losses,net_actual_interchange_mw,0.042337617736391865,0.057942103029427566,0.045444314434406,0.06601612454823463,0.14462998738632454,0.4341094831680549,0,0,0,0,1,1,2,0.4341094831680549
95,total_losses,net_sched_interchange_mw,0.04209385026101754,0.09058862663854096,0.07346003792099061,0.07416319154851266,0.15337556633606003,0.43114509752044916,0,0,0,0,1,1,2,0.43114509752044916
96,total_losses,net_inadv_interchange_mw,0.02521169204872408,0.0998686604395012,0.08527840828027063,0.0975590770086183,0.14166471831516791,0.1865650318917992,0,0,0,1,1,1,3,0.1865650318917992
97,total_losses,gross_actual_interchange_mw,0.0743150651155443,0.43128887108999614,0.44846150520961275,0.26323742007228246,0.3782476194858242,0.41966610240075425,1,1,1,1,1,1,6,0.44846150520961275
98,total_losses,gross_sched_interchange_mw,0.03533269989986114,0.1846791402947489,0.23109174897337914,0.11179177092021128,0.19856453654760262,0.40608535525048683,0,1,1,1,1,1,5,0.40608535525048683
99,total_losses,gross_inadv_interchange_mw,0.08067372880015578,0.43793511697392645,0.49793727869835214,0.3173589102029469,0.462328857119261,0.4370140033345822,1,1,1,1,1,1,6,0.49793727869835214
100,wind_generation_mw,solar_generation_mw,0.048481057230213113,-0.1993903733117397,-0.184597282722351,-0.11530998053933834,0.17048302216783687,0.1260614932560621,0,1,1,1,1,1,5,0.1993903733117397
101,wind_generation_mw,gen_fuel_coal_mw,0.03883456224644963,-0.12001768626916244,-0.1153846033779073,-0.06487489574645539,0.112328982996144,0.8899265998159804,0,1,1,0,1,1,4,0.8899265998159804
102,wind_generation_mw,gen_fuel_gas_mw,0.06255927099708017,-0.40065051037193744,-0.3902227552946548,-0.2586933555740895,0.3621336037167592,0.9008162999145785,1,1,1,1,1,1,6,0.9008162999145785
103,wind_generation_mw,gen_fuel_hydro_mw,0.030093283238685202,0.016384789463417423,-0.05305606372092155,0.013350013900472616,0.07887529264176764,0.7597414809319801,0,0,0,0,0,1,1,0.7597414809319801
104,wind_generation_mw,gen_fuel_multiple_fuels_mw,0.05165218543455038,-0.31062046231396934,-0.28596607800605023,-0.2375201556852933,0.3228657773164332,0.3279586425723512,1,1,1,1,1,1,6,0.3279586425723512
105,wind_generation_mw,gen_fuel_nuclear_mw,0.07105525778395594,-0.0790996647279001,-0.13053740879669656,-0.07478176257992772,0.21101475477385723,0.7900329110373262,1,0,1,0,1,1,4,0.7900329110373262
106,wind_generation_mw,gen_fuel_oil_mw,0.056580137481555194,-0.2687017669576918,-0.19528161658097812,-0.2202654990269669,0.2780246912512125,0.4036266683027707,1,1,1,1,1,1,6,0.4036266683027707
107,wind_generation_mw,gen_fuel_other_renewables_mw,0.03895657400675531,-0.06937684970901185,-0.06984545282261025,-0.018152627189324436,0.07957377689921054,0.3378524763874722,0,0,0,0,0,1,1,0.3378524763874722
108,wind_generation_mw,gen_fuel_solar_mw,0.04787171635778859,-0.24054162731291343,-0.21353198214452299,-0.1367764804003336,0.17329958315358757,0.2948938893633198,0,1,1,1,1,1,5,0.2948938893633198
109,wind_generation_mw,gen_fuel_storage_mw,0.05305832596830099,0.005661550711726139,-0.01391475152982744,0.005489296636085627,0.03535079440740823,0.052829761027211,1,0,0,0,0,1,2,0.05305832596830099
110,wind_generation_mw,gen_fuel_wind_mw,0.8634697938241589,0.9995982241476732,0.9995991918052484,0.9821795941061996,0.9994169996613692,0.8378617468427266,1,1,1,1,1,1,6,0.9995991918052484
111,wind_generation_mw,gen_fuel_coal_pct,0.03930023962028421,-0.04251521879792906,-0.019283533499770696,-0.04116068946344176,0.10653360176690893,0.027312164938065008,0,0,0,0,1,0,1,0.10653360176690893
112,wind_generation_mw,gen_fuel_gas_pct,0.11381078884412503,-0.6100084730130624,-0.5816204189789825,-0.45012927439532946,0.6097855850586197,0.028199473310845116,1,1,1,1,1,0,5,0.6100084730130624
113,wind_generation_mw,gen_fuel_hydro_pct,0.029695533546656733,0.07645093071518538,0.027267387676640463,0.022192104531554072,0.07648712984344651,0.026633590588960893,0,0,0,0,0,0,0,0.07648712984344651
114,wind_generation_mw,gen_fuel_multiple_fuels_pct,0.05487482950725634,-0.2750544310197881,-0.2492141013607149,-0.16121629135390603,0.238032043491026,0.026741418757378687,1,1,1,1,1,0,5,0.2750544310197881
115,wind_generation_mw,gen_fuel_nuclear_pct,0.041882606063378985,0.1199521138435453,0.11888961975570336,0.09021545732554907,0.17162119720454214,0.02683621496225357,0,1,1,1,1,0,4,0.17162119720454214
116,wind_generation_mw,gen_fuel_oil_pct,0.0482325316072554,-0.2138208535167493,-0.163620601241808,-0.15631637475674173,0.204871331023125,0.027024103033126454,0,1,1,1,1,0,4,0.2138208535167493
117,wind_generation_mw,gen_fuel_other_renewables_pct,0.03297795872651829,0.09644580267312737,0.0853921806771572,0.09495690853489018,0.1541679215735325,0.027619248780939267,0,0,0,1,1,0,2,0.1541679215735325
118,wind_generation_mw,gen_fuel_solar_pct,0.053589193334984936,-0.18328143107968767,-0.15052882257095646,-0.12463441757019739,0.17215451382024724,0.026763467065759147,1,1,1,1,1,0,5,0.18328143107968767
119,wind_generation_mw,gen_fuel_wind_pct,0.5368381602725055,0.9817061131144657,0.9727801501397656,0.8841923825410064,0.9731551313283099,0.0325762306897503,1,1,1,1,1,0,5,0.9817061131144657
120,wind_generation_mw,forecast_load_mw_latest_available,0.03569009537360315,-0.15284213837502153,-0.16363800531238812,-0.0747164303586322,0.12325107071742324,0.9009240515877827,0,1,1,0,1,1,4,0.9009240515877827
121,wind_generation_mw,forecast_load_mw_day_ahead,0.0353478097357847,-0.1589538455747965,-0.16634253245601227,-0.09573394495412844,0.1680806879867892,0.8958178583258525,0,1,1,1,1,1,5,0.8958178583258525
122,wind_generation_mw,prelim_load_avg_hourly,0.03708578637058592,-0.12835118990236632,-0.1494389951373685,-0.09825688073394495,0.1591984279514543,0.9040904367716786,0,1,1,1,1,1,5,0.9040904367716786
123,wind_generation_mw,metered_load_mw,0.03475499744987618,-0.15307338811926535,-0.16569526876632334,-0.08986933555740895,0.1474312749508453,0.9153089160442118,0,1,1,1,1,1,5,0.9153089160442118
124,wind_generation_mw,da_as_mcp_primary_reserve,0.054308585404910334,-0.08922227668382621,-0.10451753591308244,-0.02373227689741451,0.09027410352929177,0.05745243159481077,1,0,1,0,0,1,3,0.10451753591308244
125,wind_generation_mw,da_as_mcp_synchronized_reserve,0.05859387742660706,-0.06275228530262678,-0.08126887839818557,-0.04819988879621907,0.09277643290048194,0.06233484192922243,1,0,0,0,0,1,2,0.09277643290048194
126,wind_generation_mw,da_as_as_req_mw_primary_reserve,0.07287221239035385,-0.10413912634980964,-0.16987022846537683,-0.07134278565471226,0.1906984773143816,0.062000740981302045,1,1,1,0,1,1,5,0.1906984773143816
127,wind_generation_mw,da_as_as_req_mw_synchronized_reserve,0.06624557206139993,-0.09903371679453211,-0.16170515815386224,-0.06207117041979427,0.17514728516471942,0.06195388153619674,1,0,1,0,1,1,4,0.17514728516471942
128,wind_generation_mw,da_as_as_req_mw_thirty_minutes_reserve,0.08544892755832058,-0.12875783540207014,-0.15598450156927596,-0.10742424242424242,0.2405165200249779,0.036588682410321406,1,1,1,1,1,0,5,0.2405165200249779
129,wind_generation_mw,da_as_total_mw_primary_reserve,0.03365677500678609,-0.03583098537182489,-0.03581937801138457,-0.0173589102029469,0.10766312870458575,0.11265385543793478,0,0,0,0,1,1,2,0.11265385543793478
130,wind_generation_mw,da_as_total_mw_synchronized_reserve,0.03705949740201304,-0.1986650444822098,-0.1968396000341722,-0.11495690853489018,0.18295212771548366,0.216271840370595,0,1,1,1,1,1,5,0.216271840370595
131,wind_generation_mw,da_as_total_mw_thirty_minutes_reserve,0.03918797161039736,-0.04431526254776256,-0.0013778623494710665,-0.03257853767028079,0.10089573956675221,0.8555264295425113,0,0,0,0,1,1,2,0.8555264295425113
132,wind_generation_mw,da_as_ss_mw_primary_reserve,0.0334453529615209,-0.0644739575527103,-0.06034441744971134,-0.06813594662218515,0.1184955291043351,0.3170254463655408,0,0,0,0,1,1,2,0.3170254463655408
133,wind_generation_mw,da_as_nsr_mw_primary_reserve,0.03595925760756694,0.07697176818491151,0.06900791595938544,0.06944815123714207,0.10625854071569552,0.3292163776453265,0,0,0,0,1,1,2,0.3292163776453265
134,wind_generation_mw,system_energy_price_da,0.03563625094923563,-0.05782429141182337,-0.06769216066968083,-0.022906588824020017,0.09781977570985198,0.17863656536595407,0,0,0,0,0,1,1,0.17863656536595407
135,wind_generation_mw,total_lmp_da,0.035558034804397703,-0.04316149302753511,-0.06367010111182356,-0.07338893522379761,0.1401631959206071,0.1751908444767451,0,0,0,0,1,1,2,0.1751908444767451
136,wind_generation_mw,congestion_price_da,0.05549942594133851,-0.10272224231388494,-0.04118809102574995,-0.07078398665554629,0.10091280611423296,0.06819321741123562,1,1,0,0,1,1,4,0.10272224231388494
137,wind_generation_mw,marginal_loss_price_da,0.04430102207998229,0.050923121031064764,0.014373587934827396,0.03058659994439811,0.08470323733273402,0.03867168472065783,0,0,0,0,0,0,0,0.08470323733273402
138,wind_generation_mw,system_energy_price_rt,0.05375140099053117,-0.059930176696060634,-0.059444765803768375,-0.0369349457881568,0.09598356781084529,0.17831413182779943,1,0,0,0,0,1,2,0.17831413182779943
