n,test_r2
1,0.30192939126522766
2,0.9473548785872129
3,0.9551872557118264
4,0.9611142704431561
5,0.9747272642172713
6,0.9780852373454548
7,0.983299849382304
8,0.985700953090903
9,0.9879242531707654
