path_feature_count,stage,pass,feature,trial_feature_count,trial_r2,trial_mse,tau,dropped,reason,final_path_r2,final_path_mse,delta_r2_if_removed,delta_mse_if_removed,main_path,main_path_r2,main_path_mse,compact_status
16,main,1,gen_fuel_nuclear_mw,15,0.8201006650924683,0.17042961898373393,0.9498733758926391,False,required_under_tau_rule,,,,,gen_fuel_nuclear_mw;da_as_as_req_mw_synchronized_reserve;gen_fuel_wind_mw;rmpcp;total_pjm_reg_purchases;da_as_total_mw_thirty_minutes_reserve;gross_sched_interchange_mw;congestion_price_rt;da_as_ss_mw_primary_reserve;gen_fuel_solar_mw;net_inadv_interchange_mw;total_pjm_rt_load_mwh;system_energy_price_da;gen_fuel_oil_mw;rmccp;gen_fuel_other_renewables_mw,0.8212961554527283,0.16929706995852473,below_tau_compact_choice
16,main,1,da_as_as_req_mw_synchronized_reserve,15,0.8119697570800781,0.17813249956816435,0.9498733758926391,False,required_under_tau_rule,,,,,gen_fuel_nuclear_mw;da_as_as_req_mw_synchronized_reserve;gen_fuel_wind_mw;rmpcp;total_pjm_reg_purchases;da_as_total_mw_thirty_minutes_reserve;gross_sched_interchange_mw;congestion_price_rt;da_as_ss_mw_primary_reserve;gen_fuel_solar_mw;net_inadv_interchange_mw;total_pjm_rt_load_mwh;system_energy_price_da;gen_fuel_oil_mw;rmccp;gen_fuel_other_renewables_mw,0.8212961554527283,0.16929706995852473,below_tau_compact_choice
16,main,1,gen_fuel_wind_mw,15,0.8067390322685242,0.1830878857545918,0.9498733758926391,False,required_under_tau_rule,,,,,gen_fuel_nuclear_mw;da_as_as_req_mw_synchronized_reserve;gen_fuel_wind_mw;rmpcp;total_pjm_reg_purchases;da_as_total_mw_thirty_minutes_reserve;gross_sched_interchange_mw;congestion_price_rt;da_as_ss_mw_primary_reserve;gen_fuel_solar_mw;net_inadv_interchange_mw;total_pjm_rt_load_mwh;system_energy_price_da;gen_fuel_oil_mw;rmccp;gen_fuel_other_renewables_mw,0.8212961554527283,0.16929706995852473,below_tau_compact_choice
16,main,1,rmpcp,15,0.8276697397232056,0.16325895265653367,0.9498733758926391,False,required_under_tau_rule,,,,,gen_fuel_nuclear_mw;da_as_as_req_mw_synchronized_reserve;gen_fuel_wind_mw;rmpcp;total_pjm_reg_purchases;da_as_total_mw_thirty_minutes_reserve;gross_sched_interchange_mw;congestion_price_rt;da_as_ss_mw_primary_reserve;gen_fuel_solar_mw;net_inadv_interchange_mw;total_pjm_rt_load_mwh;system_energy_price_da;gen_fuel_oil_mw;rmccp;gen_fuel_other_renewables_mw,0.8212961554527283,0.16929706995852473,below_tau_compact_choice
16,main,1,total_pjm_reg_purchases,15,0.810912013053894,0.17913459339065524,0.9498733758926391,False,required_under_tau_rule,,,,,gen_fuel_nuclear_mw;da_as_as_req_mw_synchronized_reserve;gen_fuel_wind_mw;rmpcp;total_pjm_reg_purchases;da_as_total_mw_thirty_minutes_reserve;gross_sched_interchange_mw;congestion_price_rt;da_as_ss_mw_primary_reserve;gen_fuel_solar_mw;net_inadv_interchange_mw;total_pjm_rt_load_mwh;system_energy_price_da;gen_fuel_oil_mw;rmccp;gen_fuel_other_renewables_mw,0.8212961554527283,0.16929706995852473,below_tau_compact_choice
16,main,1,da_as_total_mw_thirty_minutes_reserve,15,0.8172324895858765,0.17314680627115617,0.9498733758926391,False,required_under_tau_rule,,,,,gen_fuel_nuclear_mw;da_as_as_req_mw_synchronized_reserve;gen_fuel_wind_mw;rmpcp;total_pjm_reg_purchases;da_as_total_mw_thirty_minutes_reserve;gross_sched_interchange_mw;congestion_price_rt;da_as_ss_mw_primary_reserve;gen_fuel_solar_mw;net_inadv_interchange_mw;total_pjm_rt_load_mwh;system_energy_price_da;gen_fuel_oil_mw;rmccp;gen_fuel_other_renewables_mw,0.8212961554527283,0.16929706995852473,below_tau_compact_choice
16,main,1,gross_sched_interchange_mw,15,0.6938379406929016,0.2900459970370298,0.9498733758926391,False,required_under_tau_rule,,,,,gen_fuel_nuclear_mw;da_as_as_req_mw_synchronized_reserve;gen_fuel_wind_mw;rmpcp;total_pjm_reg_purchases;da_as_total_mw_thirty_minutes_reserve;gross_sched_interchange_mw;congestion_price_rt;da_as_ss_mw_primary_reserve;gen_fuel_solar_mw;net_inadv_interchange_mw;total_pjm_rt_load_mwh;system_energy_price_da;gen_fuel_oil_mw;rmccp;gen_fuel_other_renewables_mw,0.8212961554527283,0.16929706995852473,below_tau_compact_choice
16,main,1,congestion_price_rt,15,0.8366361856460571,0.15476451329205457,0.9498733758926391,False,required_under_tau_rule,,,,,gen_fuel_nuclear_mw;da_as_as_req_mw_synchronized_reserve;gen_fuel_wind_mw;rmpcp;total_pjm_reg_purchases;da_as_total_mw_thirty_minutes_reserve;gross_sched_interchange_mw;congestion_price_rt;da_as_ss_mw_primary_reserve;gen_fuel_solar_mw;net_inadv_interchange_mw;total_pjm_rt_load_mwh;system_energy_price_da;gen_fuel_oil_mw;rmccp;gen_fuel_other_renewables_mw,0.8212961554527283,0.16929706995852473,below_tau_compact_choice
16,main,1,da_as_ss_mw_primary_reserve,15,0.8228645324707031,0.16781121136893223,0.9498733758926391,False,required_under_tau_rule,,,,,gen_fuel_nuclear_mw;da_as_as_req_mw_synchronized_reserve;gen_fuel_wind_mw;rmpcp;total_pjm_reg_purchases;da_as_total_mw_thirty_minutes_reserve;gross_sched_interchange_mw;congestion_price_rt;da_as_ss_mw_primary_reserve;gen_fuel_solar_mw;net_inadv_interchange_mw;total_pjm_rt_load_mwh;system_energy_price_da;gen_fuel_oil_mw;rmccp;gen_fuel_other_renewables_mw,0.8212961554527283,0.16929706995852473,below_tau_compact_choice
16,main,1,gen_fuel_solar_mw,15,0.8316994309425354,0.15944140061463524,0.9498733758926391,False,required_under_tau_rule,,,,,gen_fuel_nuclear_mw;da_as_as_req_mw_synchronized_reserve;gen_fuel_wind_mw;rmpcp;total_pjm_reg_purchases;da_as_total_mw_thirty_minutes_reserve;gross_sched_interchange_mw;congestion_price_rt;da_as_ss_mw_primary_reserve;gen_fuel_solar_mw;net_inadv_interchange_mw;total_pjm_rt_load_mwh;system_energy_price_da;gen_fuel_oil_mw;rmccp;gen_fuel_other_renewables_mw,0.8212961554527283,0.16929706995852473,below_tau_compact_choice
