total_gen,total_losses,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_hydro_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_rmccp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,congestion_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,gross_actual_interchange_mw,gross_inadv_interchange_mw
0.38472924,0.9315581,0.24494094,0.39977318,0.5047669,0.47449794,0.20746338,0.33427572,0.6566029,0.2042581,0.0,0.28903478,0.46810243,0.2780507,0.5252773,0.026340883,0.0,0.39217985,0.39911106,0.44115064,0.29924515,0.19683796,0.28935552,0.084108695,0.34124723,0.48340046,0.62693936,0.0,0.24045038,0.30312213,0.32729936,0.3117671,0.9336176,0.7246475,0.46230036,0.49151877,0.3713108,0.49336064,0.6799508,0.655251,0.34872982,0.38376892
0.3613059,0.9631859,0.21189229,0.3735663,0.5038815,0.46836722,0.19173834,0.32341903,0.660679,0.17989086,0.0,0.26438117,0.4704653,0.25874382,0.52342385,0.0,0.0,0.37586445,0.37750342,0.4316235,0.29419157,0.15951651,0.27055573,0.037456196,0.32990667,0.474351,0.6349867,0.0,0.20512727,0.2836287,0.31483576,0.3029404,0.95577985,0.749078,0.4582248,0.4868955,0.3610709,0.5215717,0.6912627,0.6624683,0.33342656,0.37137815
0.34515658,0.9838626,0.1851698,0.35722288,0.50145507,0.45581138,0.15936972,0.2974487,0.66875327,0.14992553,0.0,0.22787619,0.4586043,0.22148941,0.51699185,0.0,0.0,0.36328238,0.3671757,0.4160022,0.26529068,0.12375478,0.24140802,0.0,0.2931326,0.47289896,0.6461468,0.0,0.17496905,0.26623657,0.30896366,0.28485233,0.9792038,0.77164006,0.44443238,0.467698,0.3278694,0.5259187,0.7080235,0.6815539,0.32393062,0.3500286
0.31789038,1.0,0.15733807,0.34176508,0.5063676,0.46341053,0.14971319,0.2773031,0.6690153,0.11810286,0.0,0.20144823,0.44665277,0.20660876,0.51996624,0.0,0.0,0.34706438,0.34837297,0.4066947,0.2644757,0.094662,0.2436304,0.0,0.2785667,0.4688502,0.6545749,0.0,0.14158429,0.2662275,0.28229,0.27464125,1.0,0.7840283,0.44882,0.46883366,0.3226974,0.5352342,0.72104686,0.687411,0.31809285,0.33980513
0.29405406,1.0,0.13887112,0.32302493,0.5075023,0.46683106,0.13264742,0.2671137,0.6793091,0.09441897,0.0,0.18444553,0.44634297,0.17859629,0.5162823,0.0,0.0,0.3455934,0.31794342,0.3890955,0.24939698,0.04143032,0.2253324,0.0,0.25757918,0.46655697,0.6654686,0.0,0.09491207,0.24640164,0.25486022,0.25577864,1.0,0.801013,0.43760607,0.4678716,0.30859664,0.53036904,0.71816796,0.6813477,0.3133049,0.3467421
0.2703739,1.0,0.11875877,0.2933696,0.5115061,0.47449088,0.116036326,0.2416244,0.6873133,0.06343509,0.0,0.14882712,0.44962227,0.15404852,0.5165924,0.0,0.0,0.33368367,0.2914533,0.37298238,0.2352174,0.0,0.21328425,0.0,0.23041156,0.4675398,0.68829596,0.0,0.03482231,0.23886147,0.24436092,0.22262858,1.0,0.833362,0.43804958,0.46000004,0.2908238,0.53115153,0.71521705,0.7013404,0.30032423,0.33143774
0.25906464,1.0,0.09419184,0.2675652,0.50361747,0.4765213,0.10058306,0.24049023,0.69470847,0.051189177,0.0,0.120087564,0.4624878,0.14484946,0.50751424,0.0,0.0,0.31581092,0.26545805,0.35344434,0.20078664,0.0,0.19760622,0.0,0.20769732,0.45925874,0.6908623,0.0,0.0,0.24882533,0.23186135,0.19914806,1.0,0.8623841,0.4235493,0.44974363,0.26508525,0.5235894,0.7302738,0.7259325,0.28859562,0.3105288
0.24093008,1.0,0.06431198,0.24150254,0.50426555,0.4691226,0.094508566,0.2302907,0.7025449,0.028163731,0.0,0.1017299,0.44100827,0.11655473,0.51917267,0.0,0.0,0.30207023,0.24358617,0.33350444,0.18340008,0.0,0.17919587,0.0,0.18914726,0.4610923,0.70746064,0.0,0.0,0.2385394,0.21109076,0.17307468,1.0,0.8830206,0.43691528,0.4527184,0.24892153,0.5278834,0.74212396,0.73983204,0.29584014,0.3128502
0.2248614,1.0,0.024867905,0.21936947,0.5105072,0.47302902,0.06897941,0.18427855,0.70837516,0.0,0.0,0.07943926,0.4436757,0.09496478,0.51482064,0.0,0.0,0.2807103,0.21353598,0.3244472,0.16708578,0.0,0.16619521,0.0,0.16575423,0.46010923,0.71391296,0.0,0.0,0.22200224,0.18906888,0.16613443,1.0,0.90157634,0.430171,0.44751197,0.21508338,0.52225655,0.7528303,0.75104016,0.27901486,0.3051547
0.20780906,1.0,0.0,0.2020755,0.5165651,0.47211367,0.040227406,0.1707422,0.70644355,0.0,0.0,0.056959525,0.4187053,0.06502535,0.5072132,0.0,0.0,0.26900104,0.18287574,0.30524263,0.15256815,0.0,0.15799277,0.0,0.13926238,0.46241426,0.71484625,0.0,0.0,0.22692367,0.17240603,0.13360213,1.0,0.9131427,0.43247175,0.4415307,0.21247122,0.5342308,0.7531391,0.7633028,0.2727214,0.29714158
0.203655,1.0,0.0,0.18875223,0.52289283,0.48330814,0.0060985703,0.14716083,0.7014403,0.0,0.0,0.017488193,0.40417415,0.05585026,0.5042265,0.0,0.0,0.24800745,0.16517651,0.2912192,0.15566248,0.0,0.12862359,0.0,0.10671926,0.45531514,0.7184568,0.0,0.0,0.21454251,0.1512415,0.10799904,1.0,0.94036037,0.43352702,0.41927364,0.19787079,0.5396177,0.7655788,0.7755827,0.26734802,0.27738407
0.16389044,1.0,0.0,0.1697521,0.52065516,0.4901524,0.0,0.13127553,0.70021135,0.0,0.0,0.0043596467,0.39041913,0.028343683,0.51199234,0.0,0.0,0.22723363,0.14209235,0.27352396,0.12349317,0.0,0.101599,0.0,0.074782014,0.43854862,0.72329503,0.0,0.0,0.1847225,0.11212607,0.07837355,1.0,0.954715,0.42284757,0.40877312,0.1888213,0.5367953,0.77798295,0.8012482,0.25895497,0.2801934
0.14077899,1.0,0.0,0.13649899,0.5416966,0.485765,0.0,0.10853404,0.7039767,0.0,0.0,0.0,0.38643062,0.0059725884,0.51934946,0.0,0.0,0.19695264,0.12844631,0.24866728,0.10716536,0.0,0.09879154,0.0,0.056298416,0.4231667,0.7528176,0.0,0.0,0.17957352,0.09736658,0.052164454,1.0,0.97294384,0.42120045,0.3825868,0.17383352,0.53117,0.794882,0.8070684,0.25630003,0.25574747
0.114454605,1.0,0.0,0.1108564,0.5391461,0.48029462,0.0,0.07465067,0.68743765,0.0,0.0,0.0,0.3685758,0.0,0.506308,0.0,0.0,0.15469964,0.0869947,0.23306568,0.07006823,0.0,0.079515286,0.0,0.0409423,0.42307684,0.746917,0.0,0.0,0.16954191,0.060055487,0.026011273,1.0,0.9854659,0.4078688,0.3744034,0.14036201,0.536768,0.8027296,0.805048,0.26455647,0.23188078
0.08306435,1.0,0.0,0.08785697,0.55318046,0.4768581,0.0,0.050521836,0.6785048,0.0,0.0,0.0,0.3772384,0.0,0.50172764,0.0,0.0,0.14642772,0.064916015,0.22111534,0.04524214,0.0,0.059724513,0.0,0.008215962,0.44282815,0.75359344,0.0,0.0,0.1603428,0.032948956,0.0087879915,1.0,1.0,0.41294807,0.3640085,0.12611775,0.5249528,0.829155,0.8167434,0.25248203,0.21248055
0.0608255,1.0,0.0,0.03738276,0.56593335,0.4845823,0.0,0.029892351,0.67870826,0.0,0.0,0.0,0.36405185,0.0,0.50789756,0.0,0.0,0.11282185,0.041380063,0.2067114,0.019037433,0.0,0.02916424,0.0,0.0,0.44048223,0.7637169,0.0,0.0,0.15427232,0.0,0.0,1.0,1.0,0.4076101,0.34885997,0.1095042,0.5101577,0.84470826,0.8249756,0.2342131,0.1917482
0.02614707,1.0,0.0,0.0027411366,0.5749034,0.48642766,0.0,0.0,0.6858692,0.0,0.0,0.0,0.3497495,0.0,0.5113515,0.0,0.0,0.09445554,0.01954159,0.182506,0.0015658048,0.0,0.030853223,0.0,0.0,0.4391629,0.77388966,0.0,0.0,0.1597561,0.0,0.0,1.0,1.0,0.40674642,0.34229445,0.09106765,0.5062401,0.841926,0.8205161,0.22682573,0.17809257
0.0,1.0,0.0,0.0,0.5811127,0.49713042,0.0,0.0,0.6828961,0.0,0.0,0.0,0.33923584,0.0,0.50804985,0.0,0.0,0.07718442,0.0,0.15173483,0.0,0.0,0.012458153,0.0,0.0,0.42925373,0.77911043,0.0,0.0,0.15562047,0.0,0.0,1.0,1.0,0.40040433,0.34184688,0.0659104,0.5099384,0.8639268,0.8285308,0.22874466,0.16656078
0.0,1.0,0.0,0.0,0.5831716,0.5053586,0.0,0.0,0.68868625,0.0,0.0,0.0,0.32581455,0.0,0.50312966,0.0,0.0,0.034431867,0.0,0.11553966,0.0,0.0,0.0034299023,0.0,0.0,0.44015867,0.79053456,0.0,0.0,0.1519369,0.0,0.0,1.0,1.0,0.3954377,0.34366062,0.050982706,0.5103979,0.877169,0.8410047,0.22708103,0.15012231
0.0,1.0,0.0,0.0,0.61428475,0.5136945,0.0,0.0,0.6830298,0.0,0.0,0.0,0.32222456,0.0,0.49697566,0.0,0.0,0.012675605,0.0,0.099381536,0.0,0.0,0.0,0.0,0.0,0.4671561,0.79540384,0.0,0.0,0.15436572,0.0,0.0,1.0,1.0,0.3748963,0.31735072,0.037651412,0.50451386,0.89476955,0.85371286,0.21954502,0.1429225
0.0,1.0,0.0,0.0,0.6243634,0.50950646,0.0,0.0,0.6863953,0.0,0.0,0.0,0.32172865,0.0,0.496664,0.0,0.0,0.0053558834,0.0,0.07338685,0.0,0.0,0.0,0.0,0.0,0.46402755,0.80249035,0.0,0.0,0.15535651,0.0,0.0,1.0,1.0,0.3728387,0.31939074,0.023185728,0.49372673,0.9101143,0.8637087,0.2178405,0.12324075
0.0,1.0,0.0,0.0,0.6431678,0.5120859,0.0,0.0,0.68191904,0.0,0.0,0.0,0.300733,0.0,0.5042627,0.0,0.0,0.0,0.0,0.042533576,0.0,0.0,0.0,0.0,0.0,0.46976656,0.8219725,0.0,0.0,0.15655358,0.0,0.0,1.0,1.0,0.35181013,0.2988933,0.00984603,0.49129188,0.9290615,0.86889553,0.22630091,0.11634214
0.0,1.0,0.0,0.0,0.663319,0.5026107,0.0,0.0,0.673331,0.0,0.0,0.0,0.2762626,0.0,0.51299745,0.0,0.0,0.0,0.0,0.021985456,0.0,0.0,0.0,0.0,0.0,0.4638088,0.80653375,0.0,0.0,0.16030774,0.0,0.0,1.0,1.0,0.35106868,0.28922224,0.010861271,0.497981,0.9554125,0.88048565,0.23525977,0.12866218
0.0,1.0,0.0,0.0,0.69442785,0.521284,0.0,0.0,0.6824736,0.0,0.0,0.0,0.26834238,0.0,0.4942616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46140522,0.8252243,0.0,0.0,0.1652583,0.0,0.0,1.0,1.0,0.3474727,0.28461194,0.0,0.4926001,0.9639997,0.89025223,0.23055625,0.12236707
0.0,1.0,0.0,0.0,0.70934576,0.527957,0.0,0.0,0.6813273,0.0,0.0,0.0,0.26794416,0.0,0.49180955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45353144,0.8264617,0.0,0.0,0.1598586,0.0,0.0,1.0,1.0,0.33382738,0.28965846,0.0,0.49280548,0.96660835,0.89319503,0.23390938,0.10362177
0.0,1.0,0.0,0.0,0.72772765,0.5457331,0.0,0.0,0.6802189,0.0,0.0,0.0,0.26816308,0.0,0.5014079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44136786,0.8213235,0.0,0.0,0.14267468,0.0,0.0,1.0,1.0,0.33296388,0.2726056,0.0,0.49248883,0.9579277,0.8963685,0.23976934,0.07747296
0.0,1.0,0.0,0.0,0.74062514,0.54347926,0.0,0.0,0.6828723,0.0,0.0,0.0,0.25493026,0.0,0.49800816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4436118,0.8288123,0.0,0.0,0.12573093,0.0,0.0,1.0,1.0,0.31604543,0.26203173,0.0,0.49452394,0.94423985,0.8912883,0.2345525,0.06703732
0.0,1.0,0.0,0.0,0.7559655,0.540043,0.0,0.0,0.6845237,0.0,0.0,0.0,0.2521552,0.0,0.50608075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4314161,0.8224736,0.0,0.0,0.12270442,0.0,0.0,1.0,1.0,0.30619824,0.26046062,0.0,0.4940978,0.96331996,0.90767676,0.23392218,0.03804106
0.0,1.0,0.0,0.0,0.77861977,0.54128915,0.0,0.0,0.68847054,0.0,0.0,0.0,0.23796107,0.0,0.503172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43152717,0.84416455,0.0,0.0,0.11483455,0.0,0.0,1.0,1.0,0.2914685,0.24736217,0.0,0.4782357,0.9722024,0.91848725,0.2263603,0.023256341
0.0,1.0,0.0,0.0,0.82042736,0.53740084,0.0,0.0,0.6767863,0.0,0.0,0.0,0.23029356,0.0,0.49354202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4277088,0.8680205,0.0,0.0,0.13368659,0.0,0.0,1.0,1.0,0.29306862,0.24103408,0.0,0.49713686,0.99986285,0.9334401,0.20806363,0.0
0.0,1.0,0.0,0.0,0.8433792,0.548124,0.0,0.0,0.6729956,0.0,0.0,0.0,0.21010557,0.0,0.49061143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42807698,0.8846396,0.0,0.0,0.14338912,0.0,0.0,1.0,1.0,0.28229323,0.22370332,0.0,0.4857578,1.0,0.9226144,0.21700731,0.0
0.0,1.0,0.0,0.0,0.85350364,0.56034476,0.0,0.0,0.6670644,0.0,0.0,0.0,0.18150306,0.0,0.48576778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43368864,0.8909383,0.0,0.0,0.12916106,0.0,0.0,1.0,1.0,0.28471944,0.21825077,0.0,0.51094663,1.0,0.9369567,0.21551006,0.0
0.0,1.0,0.0,0.0,0.8539575,0.5684619,0.0,0.0,0.67429346,0.0,0.0,0.0,0.16537173,0.0,0.49456838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40998927,0.9099079,0.0,0.0,0.11733927,0.0,0.0,1.0,1.0,0.29293227,0.20813361,0.0,0.50919694,1.0,0.9390499,0.23062955,0.0
0.0,1.0,0.0,0.0,0.9034032,0.5801092,0.0,0.0,0.6854174,0.0,0.0,0.0,0.14116445,0.0,0.4911468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41155237,0.92788446,0.0,0.0,0.12607923,0.0,0.0,1.0,1.0,0.2750603,0.17561826,0.0,0.4832298,1.0,0.96459967,0.23981953,0.0
0.0,1.0,0.0,0.0,0.9301496,0.59004676,0.0,0.0,0.6872075,0.0,0.0,0.0,0.118345,0.0,0.49018115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41171592,0.9274146,0.0,0.0,0.10868887,0.0,0.0,1.0,1.0,0.26526424,0.1687771,0.0,0.4864651,1.0,0.98051393,0.23880042,0.0
0.0,1.0,0.0,0.0,0.92845494,0.59606487,0.0,0.0,0.6743195,0.0,0.0,0.0,0.085488215,0.0,0.4790069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41810375,0.9346736,0.0,0.0,0.12030953,0.0,0.0,1.0,1.0,0.2462199,0.16678636,0.0,0.49750757,1.0,0.99048674,0.26423743,0.0
0.0,1.0,0.0,0.0,0.9357113,0.6118206,0.0,0.0,0.6836119,0.0,0.0,0.0,0.057542015,0.0,0.47978225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41708714,0.9378397,0.0,0.0,0.11832612,0.0,0.0,1.0,1.0,0.2345126,0.15631878,0.0,0.48875624,1.0,1.0,0.27662337,0.0
0.0,1.0,0.0,0.0,0.95533574,0.62116444,0.0,0.0,0.6764498,0.0,0.0,0.0,0.059875958,0.0,0.46451455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40784067,0.94096,0.0,0.0,0.11676891,0.0,0.0,1.0,1.0,0.2266913,0.12808603,0.0,0.50256795,1.0,1.0,0.26881957,0.0
0.0,1.0,0.0,0.0,0.97362655,0.6365819,0.0,0.0,0.6739018,0.0,0.0,0.0,0.024509141,0.0,0.45378038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41702458,0.95215666,0.0,0.0,0.117600426,0.0,0.0,1.0,1.0,0.22425944,0.10903261,0.0,0.49987113,1.0,1.0,0.28259775,0.0
0.0,1.0,0.0,0.0,0.98005706,0.6286369,0.0,0.0,0.68131757,0.0,0.0,0.0,0.0061545246,0.0,0.47116148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4062599,0.96311176,0.0,0.0,0.13861112,0.0,0.0,1.0,1.0,0.22541846,0.093453705,0.0,0.5081063,1.0,1.0,0.2910649,0.0
0.0,1.0,0.0,0.0,0.9956675,0.6604452,0.0,0.0,0.66837394,0.0,0.0,0.0,0.0,0.0,0.45563066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4033725,0.97550553,0.0,0.0,0.1394815,0.0,0.0,1.0,1.0,0.21420535,0.074472025,0.0,0.5183578,1.0,1.0,0.31652248,0.0
0.0,1.0,0.0,0.0,1.0,0.6640059,0.0,0.0,0.6779742,0.0,0.0,0.0,0.0,0.0,0.46362376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4081263,0.98466045,0.0,0.0,0.15144582,0.0,0.0,1.0,1.0,0.20222588,0.067361325,0.0,0.5310571,1.0,1.0,0.32573938,0.0
0.0,1.0,0.0,0.0,1.0,0.68703294,0.0,0.0,0.6755377,0.0,0.0,0.0,0.0,0.0,0.45029187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40364817,0.9853289,0.0,0.0,0.15062352,0.0,0.0,1.0,1.0,0.19953547,0.049474858,0.0,0.5525603,1.0,1.0,0.34817213,0.0
0.0,1.0,0.0,0.0,1.0,0.7037964,0.0,0.0,0.6787355,0.0,0.0,0.0,0.0,0.0,0.4457115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41818962,1.0,0.0,0.0,0.14628969,0.0,0.0,1.0,1.0,0.1813941,0.0379332,0.0,0.5575485,1.0,1.0,0.3684384,0.0
0.0,1.0,0.0,0.0,1.0,0.72974336,0.0,0.0,0.6943747,0.0,0.0,0.0,0.0,0.0,0.45011556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4100278,1.0,0.0,0.0,0.15063769,0.0,0.0,1.0,1.0,0.18182606,0.033147298,0.0,0.5531761,1.0,1.0,0.38993728,0.0
0.0,1.0,0.0,0.0,1.0,0.747181,0.0,0.0,0.68036556,0.0,0.0,0.0,0.0,0.0,0.4426996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40543327,1.0,0.0,0.0,0.15453143,0.0,0.0,1.0,1.0,0.17672148,0.024115674,0.0,0.5504442,1.0,1.0,0.40603817,0.0
0.0,1.0,0.0,0.0,1.0,0.749643,0.0,0.0,0.68959415,0.0,0.0,0.0,0.0,0.0,0.4373819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39997384,1.0,0.0,0.0,0.16772407,0.0,0.0,1.0,1.0,0.159881,0.0,0.0,0.5495677,1.0,1.0,0.42768764,0.0
0.0,1.0,0.0,0.0,1.0,0.759971,0.0,0.0,0.68637466,0.0,0.0,0.0,0.0,0.0,0.41447738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41532758,1.0,0.0,0.0,0.1596336,0.0,0.0,1.0,1.0,0.1664031,0.0,0.0,0.5562739,1.0,1.0,0.44127023,0.0
0.0,1.0,0.0,0.0,1.0,0.78331655,0.0,0.0,0.6776368,0.0,0.0,0.0,0.0,0.0,0.41158003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40714437,1.0,0.0,0.0,0.16934958,0.0,0.0,1.0,1.0,0.15589406,0.0,0.0,0.5662174,1.0,1.0,0.44457108,0.0
