目标,字段,贡献值,归一化份额,独立能力,不可替代性,协同冗余指数,类型,通道A门控值,分解式门控,随机门控,两两相关性,置换重要性,Lasso系数
净实际交换功率,gross_sched_interchange_mw,0.11001331081194486,0.12111225902948201,0.22206350351369264,0.060429711313779055,-0.16163379219991358,替身型,0.20258337259292603,0.03091491013765335,2.6056694984436035,0.47193170672922796,0.6119695853881958,0.10388238880065112
净实际交换功率,gen_fuel_coal_pct,0.04771735680766792,0.05253143310786547,0.20587533673237068,0.005952708225512637,-0.19992262850685805,替身型,0.17188110947608948,0.0,-2.6020028591156006,0.03728230230695349,0.0720947978445663,0.10163300257829513
净实际交换功率,gen_fuel_nuclear_mw,0.0469054090882742,0.05163757015815655,0.2674258594378909,0.009486384659635694,-0.2579394747782552,替身型,0.17991577088832855,0.07310255616903305,-2.6720023155212402,0.40993234412298246,0.26959084206174627,0.6378262774237514
净实际交换功率,gen_fuel_coal_mw,0.044734095806243636,0.049247198895746656,0.17571654315102658,0.005787872120366244,-0.16992867103066034,替身型,0.17378556728363037,0.04855399206280708,-2.583313465118408,0.17611188813775844,0.10856770960832618,1.8570495550651567
净实际交换功率,gen_fuel_other_renewables_mw,0.041292073737095446,0.045457920440738035,0.07135303918122005,0.008077913185417174,-0.06327512599580287,替身型,0.19348397850990295,0.0,-2.860682725906372,0.23719585518222647,0.011054189921669445,0.004010589001495911
净实际交换功率,da_as_as_req_mw_thirty_minutes_reserve,0.03769638684714349,0.04149947433280134,0.27769989516640214,0.0003549101305629909,-0.27734498503583915,替身型,0.0895494893193245,0.0,-2.4204516410827637,0.41418490213670833,-0.014515762505237628,0.0
净实际交换功率,gen_fuel_gas_mw,0.034693774918451416,0.038193936930201115,0.10653188836783811,0.004081744267427356,-0.10245014410041076,替身型,0.13083574175834656,0.07825615257024765,2.5283613204956055,0.3107871190144793,-0.009382343278319638,2.8499287484557962
净实际交换功率,gross_inadv_interchange_mw,0.03464889531614601,0.0381445295450453,0.047208989504038956,0.010845454295194346,-0.03636353520884461,独立可加,0.12614983320236206,0.0,-2.7561306953430176,0.14206157820267498,-0.018245911194348353,0.019615889908032175
净实际交换功率,da_as_as_mw_thirty_minutes_reserve,0.034545758547315286,0.038030987583896225,0.16232947721593116,0.004594462377739084,-0.15773501483819208,替身型,0.10364116728305817,0.0,-2.6586310863494873,0.38721861749547104,0.1998717691166232,0.04485571150145438
净实际交换功率,gen_fuel_multiple_fuels_pct,0.03235334530694347,0.03561738764487187,0.13949713968965516,0.005578762037591001,-0.13391837765206416,替身型,0.11978458613157272,0.005770017858594656,2.537914991378784,0.32658126438651885,0.004789781435453655,0.13953748238591035
净实际交换功率,system_energy_price_da,0.03188174103564535,0.0350982044820044,0.16311139729094315,0.005081142062848931,-0.15803025522809422,替身型,0.17361734807491302,0.0,2.580885171890259,0.12004880047097218,0.02321981782695781,0.006581119954886973
净实际交换功率,da_as_as_req_mw_primary_reserve,0.02984452762494647,0.032855462067710034,0.2629464775670345,-0.00022636413604770755,-0.2631728417030822,替身型,0.07435926049947739,0.0,-2.568284034729004,0.4163430274585439,-0.03316223140546733,0.05972696751498915
净实际交换功率,da_as_as_req_mw_synchronized_reserve,0.02959410629726174,0.032579776403118925,0.26705914064904035,-0.00035060360338412533,-0.2674097442524245,替身型,0.07194333523511887,0.0,-2.2812368869781494,0.41635607188444923,-0.019575777470684664,0.002134639992628935
