字段,净实际交换功率,净计划交换功率,实时阻塞价,总发电量,总实际交换功率,日前30分钟备用总量,日前主用备用总量,日前总电价,日前边际损耗价,日前阻塞价,网损,计量负荷
gen_fuel_wind_mw,0.013865753576646581,0.010218641228274383,0.011308420623448862,0.004873994275892336,0.009363090978421945,0.00482574624717638,0.006936824542812869,0.004152788901013267,0.016212295734446897,0.007473265979499589,0.0288412603366118,0.004733341777599665
gen_fuel_wind_pct,0.010578406667715987,0.009176107246557085,0.010447234700278545,0.006839123671169325,0.0051066709106379424,0.0004635567659731373,-0.0012608437838638848,0.0022437959819049634,0.011201908409470497,0.006833439185107613,0.01670793380251746,0.005510649548099599
gross_inadv_interchange_mw,0.03464889531614601,0.033067364488621215,0.00927025741570165,0.02056112400669393,0.3212218478451579,0.008476139866498925,0.006545312601767538,0.019129354984609413,0.024139000272028675,0.03731451419845174,0.032132407279270296,0.01807707569387299
gross_sched_interchange_mw,0.11001331081194486,0.11527585829804766,0.01037983341459946,-0.003491007378990894,0.06140331491899637,0.001757084732393068,-0.004792604936724178,-0.00376399377004558,0.012618241427956669,0.01977940515516321,0.006226977738463602,-0.0075364348500932855
marginal_loss_price_rt,0.024299750189987254,0.029210340833164976,0.07878062336935507,0.040040713415803675,0.019348881652309788,0.02224426626759302,0.013346855652241293,0.06702991790792928,0.045632602816434276,0.014325799845095275,0.06267120916781374,0.046439683089649075
net_inadv_interchange_mw,-0.005217357093484025,-0.005072785949252723,0.0016618668237154098,-0.010317491091578136,-0.002351582173573416,-0.008512783982111097,-0.009949292076734116,-0.00978968957774164,-0.005501950677408366,-0.005571161279688049,-0.007756362825694744,-0.011009988809885948
prelim_load_avg_hourly,0.012846266370522745,0.015649701858725117,0.00966150876250144,0.10308208510695291,0.021937922820969465,0.022971360558307355,0.010395599985232989,0.032163138586447176,0.029271418560704567,0.018550734985831898,0.059107076417067694,0.10149379002731578
rmccp,0.003883798933673623,0.0038160661563997654,0.017627225855231323,-0.0020517863154544632,-0.002573511904586931,0.0015215914285746433,-0.003487643187048091,0.010834152444936915,0.00376798148555682,0.005054119001789459,0.0004874278076689776,-0.00022760296613199248
rmpcp,0.013385340945934127,0.014773444548400808,-0.005552697186949043,0.013185708176926936,0.011135319156709166,0.02166307568649744,0.014275782541170682,0.012617629956052466,0.01507155048037428,0.005824065633089878,0.011258601846144212,0.013858947157726044
solar_generation_mw,0.009972993376330782,0.007621741863637765,0.006781448306343244,0.009994075855311441,0.01752803750945398,0.005028761959154391,0.0005824346506202822,0.006075777651477831,0.008899862996940951,0.01178503598279208,0.010087095492954987,0.01020621747084252
system_energy_price_da,0.03188174103564535,0.034772782657179924,0.032844523016366,0.014936905219347714,0.010771788014310868,0.030720281927305883,-0.007557193902108397,0.18521859337741461,0.12580130347029175,0.07875023623500538,0.020406666137912952,0.023078270589855406
system_energy_price_rt,0.014059509166559675,0.016051316031026556,0.10418588510110534,0.029663299846116157,0.007875146841931368,0.022430754114304816,0.008816385231544271,0.051314205158627134,0.034112338413267634,0.009295387890965992,0.022490460626490346,0.0336462433636614
total_lmp_rt,0.01017028336923085,0.013804560717576604,0.10739903443647257,0.024787942411315406,0.00583512442011682,0.01691903258548782,0.00017257958290974127,0.04802724926857406,0.03388487455585959,0.002282763376135315,0.019376866861317725,0.02722089230812721
total_pjm_assigned_reg,0.019606184959914848,0.01917065859223359,-0.0016488858269546876,0.0015979211143028345,0.01840339442231413,0.00869014591752713,0.00574580337505076,0.011373393058782223,0.006651670646946773,-0.0015108508271063962,0.007401484867245234,0.0025505762917795586
total_pjm_loc_credit,0.006234945570639824,0.007026882882988226,0.008593711687864452,0.003732408820994188,0.00435774610812469,0.006738089501176327,0.0031684273335002284,0.005832287079618027,-0.004192273290114307,0.014977363870384541,0.005224322577533176,0.003863491494912744
total_pjm_reg_purchases,0.007114961085777121,0.011011687046872054,-0.007014004381017198,-0.010898559510750215,0.011374836157227026,-0.003715723266839765,-0.009667541969009813,-0.005309207842404736,-0.002441869040951402,-0.0104027392359141,-0.00834853422880772,-0.011338563568196618
total_pjm_rmccp_cr,0.0061857439466744,0.007341722356409654,0.02323617144104984,0.004445628033840105,-0.00023952216082410212,0.005302549496703364,0.0020457806736320734,0.01271506998655339,0.007718497945447322,0.004506497691027581,0.005173170419994322,0.0037984592528504885
total_pjm_rmpcp_cr,0.011584258692834895,0.010842376694141623,0.004463287917371658,-0.001780385729734941,0.007505806333358642,0.012736861165353292,0.002711718280535103,0.00011248233989345205,0.00192872313107327,0.0064884228603375995,0.0022179658617778888,-0.0017633214141542645
total_pjm_rt_load_mwh,0.008529391270777262,0.007918391847592125,0.01011341821086792,0.10040386881793478,0.017647196484855063,0.018781184823017404,0.006495914231976641,0.026576104665370335,0.029911155433956983,0.01862337325258708,0.05308718238724373,0.09824262898689964
total_pjm_self_sched_reg,0.0077658615681235384,0.007109524801351028,0.0058468458138458195,-0.0008623074243619732,0.0004965978956321144,0.0010686467111284815,0.0001690423646772206,-0.0020258857859485266,0.0017212261525317444,-0.010271330711370413,0.001796268496285907,-0.0008245835905116056
wind_generation_mw,0.017067854134910403,0.013304852197027924,0.011289024404959783,0.009168381542415614,0.008430510065545701,0.008415529637196422,0.007126324621379873,0.00735945900915498,0.018982295755883158,0.01042639897903832,0.031911740393048324,0.009277351519795736
