solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_hydro_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_inadv_interchange_mw
-0.5658403,-0.15095845,1.4066873,0.6445656,-0.3673208,1.5877624,0.8727418,-0.57606983,-0.82678086,0.7482801,0.5596238,-0.1344996,1.0333327,-0.8034134,-0.54489666,0.94437903,0.8457794,-0.34085992,0.6347838,-0.07808435,-0.49587974,0.76928484,-0.06411638,0.57373345,1.0218682,-0.70740443,-0.12516603,-0.7508734,0.88565123,0.33406448,0.5560068,0.4575191,1.0787424,0.6679567
-0.58410597,-0.1893728,1.4222051,0.6525419,-0.3555361,1.605389,0.8673627,-0.6052456,-0.84494776,0.7569571,0.55420375,-0.17937537,1.0344896,-0.833316,-0.5560857,0.9589082,0.839206,-0.35759696,0.6302942,-0.08697722,-0.5389159,0.7878778,-0.08880168,0.56975204,1.0293179,-0.7346276,-0.1502761,-0.7480503,0.8948126,0.3163076,0.5563821,0.45295,1.0963053,0.69082415
-0.59286743,-0.22631991,1.4562018,0.66405004,-0.36798245,1.6236174,0.86240715,-0.6294751,-0.8504286,0.7766575,0.5577052,-0.21925996,1.0468779,-0.84094214,-0.56754893,0.96935856,0.8551882,-0.37972298,0.6397886,-0.11041456,-0.5622832,0.8065115,-0.110816926,0.56964636,1.0250441,-0.7645994,-0.18263167,-0.7577891,0.8982636,0.30530864,0.5476384,0.44678432,1.1079638,0.70565134
-0.6320908,-0.26729977,1.4760547,0.6812408,-0.3781329,1.644341,0.8688023,-0.6597185,-0.8696364,0.78924,0.55153114,-0.24740699,1.0498893,-0.86455464,-0.5960803,0.9766095,0.86467063,-0.4027073,0.652103,-0.119903855,-0.5709483,0.81860846,-0.12836133,0.5738074,1.0339829,-0.77901024,-0.2077338,-0.78021854,0.92693657,0.32055518,0.5520044,0.4400659,1.1326989,0.7168355
-0.65777045,-0.29946202,1.4934142,0.69095707,-0.3879814,1.6621932,0.8762321,-0.69529647,-0.88610476,0.8035681,0.54314613,-0.28615198,1.0674331,-0.8770434,-0.6242885,0.99718136,0.88745105,-0.41178128,0.65627074,-0.1274364,-0.59739023,0.8318921,-0.13734886,0.57657444,1.0507847,-0.7794794,-0.2309086,-0.80185163,0.9366349,0.31573376,0.55540186,0.4280732,1.155275,0.7255353
-0.6730501,-0.329834,1.5057408,0.70086473,-0.38871956,1.6646194,0.87060606,-0.7281012,-0.89268196,0.80987155,0.54969233,-0.3210067,1.072037,-0.9016958,-0.6363471,1.0125164,0.8931235,-0.42966217,0.6605623,-0.15427738,-0.6171366,0.85093856,-0.15630957,0.5807373,1.0709661,-0.8014309,-0.25687143,-0.8115969,0.9540429,0.31132782,0.5516414,0.41551876,1.1613238,0.74302894
-0.6792047,-0.34505975,1.5244889,0.69910693,-0.4053437,1.6768719,0.8833882,-0.75188434,-0.9129346,0.8038743,0.5514721,-0.36672446,1.0917171,-0.90730286,-0.66099185,1.0362549,0.90769655,-0.45526633,0.6588061,-0.1650027,-0.6460339,0.8691313,-0.16854267,0.5728641,1.0741938,-0.8095214,-0.27202752,-0.82948613,0.9686675,0.31158513,0.5479807,0.40904897,1.1746763,0.74817336
-0.696867,-0.38134137,1.5566578,0.70883805,-0.42635074,1.6944093,0.89273363,-0.77207106,-0.91362387,0.8247728,0.576574,-0.40741786,1.1107692,-0.9183222,-0.6776778,1.0606904,0.92272663,-0.47778288,0.66003907,-0.18044464,-0.66554916,0.8875677,-0.19303292,0.56616044,1.0927931,-0.8211935,-0.2891891,-0.8530348,0.98473376,0.30172864,0.553515,0.40070745,1.2034271,0.76312035
-0.71995115,-0.40258965,1.5725309,0.70952964,-0.43525925,1.7127388,0.89793265,-0.79487795,-0.9489893,0.8367822,0.5690077,-0.4373149,1.1372428,-0.9433752,-0.6867171,1.077931,0.9508757,-0.51160794,0.6785597,-0.1928562,-0.6765121,0.8938201,-0.21028677,0.56413674,1.1057718,-0.8431684,-0.29918292,-0.8727366,1.0083919,0.3007292,0.5446586,0.38597736,1.2102021,0.78829545
-0.73867023,-0.42803308,1.5871793,0.7218627,-0.4521154,1.7208813,0.89126295,-0.8170239,-0.9692468,0.8525179,0.5746546,-0.4699997,1.1346667,-0.95758075,-0.6966393,1.0877892,0.96424705,-0.5224377,0.6835856,-0.20547253,-0.71011084,0.9078161,-0.23992087,0.56676894,1.1065993,-0.8580275,-0.3322456,-0.8855793,1.024061,0.28305617,0.5395027,0.37917542,1.2226354,0.81857127
-0.76269567,-0.46313092,1.6037856,0.7388241,-0.47722745,1.739664,0.89081365,-0.8345834,-0.97904503,0.8490291,0.5814538,-0.502029,1.1404574,-0.98806715,-0.72761536,1.1066328,0.9720829,-0.5434974,0.68225664,-0.21433048,-0.7392392,0.9392907,-0.25372997,0.57619184,1.1231251,-0.8723389,-0.3527697,-0.91071546,1.0323249,0.27142864,0.5301,0.35923502,1.2243259,0.8293728
-0.7775375,-0.47918287,1.6289747,0.757289,-0.4853487,1.75915,0.9045083,-0.8511456,-0.987789,0.8768527,0.5793337,-0.5300472,1.1448326,-1.0001273,-0.744992,1.1201695,0.9968912,-0.5653381,0.68577856,-0.23812461,-0.774696,0.9670209,-0.2734901,0.5791729,1.1296949,-0.8991622,-0.37713808,-0.9286047,1.0556109,0.25725845,0.523917,0.34990305,1.2474693,0.8509515
-0.7970789,-0.5001862,1.6418571,0.7614098,-0.49402034,1.7760904,0.91476685,-0.873812,-1.0088413,0.8920589,0.58564705,-0.55793935,1.16179,-1.0199105,-0.7639509,1.1517954,1.0072461,-0.5829233,0.67795974,-0.26587442,-0.7930849,0.9890582,-0.29977742,0.5794914,1.1258479,-0.9205342,-0.38959926,-0.93868876,1.0649995,0.26027784,0.5224188,0.34513614,1.2651361,0.8737955
-0.81027097,-0.53141165,1.6514249,0.7668434,-0.51037586,1.8078897,0.9079695,-0.89342296,-1.0262393,0.90712446,0.58102995,-0.58584595,1.179635,-1.0336492,-0.790665,1.1648461,1.0104904,-0.60292435,0.6816945,-0.2801309,-0.82079065,1.0094941,-0.3207644,0.57549495,1.1470023,-0.94388056,-0.41366735,-0.95898855,1.0894908,0.25254488,0.5139027,0.32397005,1.2813528,0.89955354
-0.82941735,-0.54267955,1.6728128,0.7810088,-0.53117895,1.8287483,0.9166768,-0.91545534,-1.0462487,0.92176896,0.57693946,-0.61285627,1.1940718,-1.0474654,-0.80838794,1.1858767,1.0175954,-0.6231067,0.66982013,-0.2929612,-0.8440123,1.030786,-0.3455469,0.5746403,1.1678479,-0.96103525,-0.43092608,-0.9790132,1.1025543,0.23741391,0.50050545,0.326993,1.3056221,0.9072813
-0.85154456,-0.5529924,1.6881009,0.7963592,-0.5459245,1.84888,0.9258479,-0.93053544,-1.0580295,0.94572806,0.5672128,-0.6332807,1.1974916,-1.0648298,-0.8060315,1.2045575,1.0365467,-0.64053047,0.6655093,-0.305448,-0.8579238,1.0413822,-0.36131424,0.5740612,1.1842554,-0.9598896,-0.44616872,-1.0131035,1.1280158,0.21465454,0.49470076,0.3170516,1.3147888,0.9272627
-0.87213045,-0.58483666,1.7042706,0.81085044,-0.56839854,1.8684705,0.9519191,-0.9467021,-1.0554644,0.95718783,0.56366384,-0.667655,1.2085775,-1.0780103,-0.8179227,1.2230052,1.0346642,-0.6827341,0.6604748,-0.3200978,-0.86596143,1.0672401,-0.38333383,0.5870428,1.2229978,-0.9851076,-0.44029757,-1.032981,1.1628144,0.20482986,0.48533434,0.3038505,1.3210744,0.9467885
-0.87382597,-0.6136739,1.7247719,0.8159609,-0.57727385,1.874349,0.95756,-0.96534806,-1.0642778,0.983666,0.5694514,-0.697234,1.2079676,-1.0907326,-0.8418056,1.2478704,1.0549303,-0.7030298,0.6533546,-0.34804255,-0.88579285,1.0893679,-0.40544295,0.59746045,1.2489536,-1.0117787,-0.4664972,-1.0335231,1.1869013,0.20327674,0.45789745,0.2791353,1.3156928,0.9523408
-0.8788739,-0.6294176,1.737458,0.8323068,-0.579166,1.8660879,0.96846175,-0.98110205,-1.076625,1.0044425,0.5846476,-0.71431303,1.2216961,-1.1056206,-0.85738367,1.2440184,1.0690128,-0.7180143,0.65359694,-0.35985795,-0.90600115,1.0950166,-0.4250461,0.6004959,1.2530637,-1.025772,-0.49398315,-1.0417067,1.2031243,0.1825025,0.4597449,0.26873347,1.3307053,0.97644186
-0.8893726,-0.655265,1.7405032,0.8358232,-0.5939807,1.8790593,0.9594232,-0.99496716,-1.1096704,1.0220977,0.5661453,-0.74294955,1.2415478,-1.1206299,-0.8779524,1.2490174,1.0777988,-0.7393709,0.6467189,-0.38162604,-0.9375963,1.1011213,-0.4530589,0.617521,1.2795482,-1.0538291,-0.49725705,-1.0613346,1.2096157,0.1679165,0.451073,0.26401493,1.3399968,0.9869488
-0.91159374,-0.66443545,1.77017,0.84863025,-0.6000081,1.8738713,0.9671926,-1.0167663,-1.1167696,1.0445571,0.5757992,-0.77540934,1.2454289,-1.1373473,-0.8995008,1.2741966,1.0877441,-0.7557692,0.6597523,-0.39989454,-0.9475393,1.0941,-0.4728955,0.631808,1.289173,-1.0704772,-0.4994568,-1.0700445,1.2076708,0.16219138,0.44043857,0.23987712,1.351265,0.9972302
-0.91635054,-0.6960481,1.8047433,0.862244,-0.6240723,1.8763276,0.97680825,-1.0343789,-1.1241447,1.0834975,0.5826983,-0.80287844,1.2573392,-1.1462455,-0.9004081,1.2856964,1.0969372,-0.77429515,0.6511482,-0.41596836,-0.9525136,1.1119747,-0.49039465,0.6289728,1.2948301,-1.0879737,-0.5169431,-1.0846227,1.2166727,0.1405497,0.43099424,0.23233104,1.3602735,1.0199478
-0.93456465,-0.7229805,1.8102514,0.8741337,-0.63200206,1.8773701,0.9786325,-1.0574459,-1.1265798,1.1001774,0.58403456,-0.8177818,1.2725111,-1.1595045,-0.912144,1.3040351,1.1111381,-0.7848654,0.6577059,-0.42696935,-0.94612086,1.1380239,-0.5124571,0.6155519,1.3033228,-1.090555,-0.52918094,-1.0993805,1.2338341,0.12382992,0.41633075,0.2156487,1.3814701,1.0271859
-0.9493095,-0.7495198,1.8267306,0.8824942,-0.6552532,1.8871804,0.99058163,-1.0741194,-1.134582,1.1164262,0.5763848,-0.84171945,1.2834262,-1.1636643,-0.92291564,1.3126105,1.1164061,-0.80313545,0.6451596,-0.43545523,-0.962591,1.1526837,-0.54208905,0.60329473,1.3081536,-1.1099057,-0.54572314,-1.1086755,1.2415969,0.12109841,0.40943664,0.19571824,1.3860106,1.0422094
-0.96554995,-0.7685797,1.8369597,0.9119942,-0.66903514,1.9173996,0.99612963,-1.0964406,-1.142857,1.1486211,0.57820284,-0.86214674,1.3072234,-1.1738062,-0.9380736,1.3225297,1.1207685,-0.8233792,0.63908833,-0.44973433,-0.963136,1.1563976,-0.56902695,0.6015467,1.323616,-1.1145808,-0.5671066,-1.1241469,1.2559516,0.12056866,0.39898685,0.1770275,1.4111898,1.0642478
-0.97550863,-0.79035664,1.8354913,0.91066015,-0.6857446,1.9220731,1.0088148,-1.1184514,-1.151233,1.152698,0.5680741,-0.880539,1.3216276,-1.1872844,-0.96030486,1.352372,1.1414632,-0.8445125,0.64303875,-0.45650342,-0.9805453,1.1685315,-0.5984197,0.60927665,1.3304244,-1.1296452,-0.57989097,-1.1370795,1.2640296,0.103394054,0.38879746,0.16615258,1.4183077,1.0893334
