solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_hydro_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_inadv_interchange_mw
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.4416108,0.49246547,0.46992877,0.44734237,0.3799723,0.48001522,0.5382661,0.42501575,0.43592426,0.49507234,0.46688595,0.48308194,0.5446876,0.45773232,0.42402345,0.5447609,0.5353977,0.44510457,0.51479644,0.45801675,0.44250238,0.4861692,0.42270163,0.5179322,0.47854024,0.39715993,0.4293773,0.4038133,0.47504032,0.4327473,0.5180417,0.50463873,0.53014,0.46886623
0.4135424,0.4831743,0.49931934,0.4535787,0.35249794,0.52825385,0.5408376,0.39706954,0.38107783,0.52601385,0.43878153,0.4757496,0.5576645,0.4290387,0.39805427,0.5631245,0.55254346,0.44283828,0.53560185,0.43427634,0.40296617,0.49543217,0.40408784,0.53172135,0.5113184,0.34410003,0.40283814,0.3490795,0.4712343,0.4266113,0.5350098,0.5203716,0.5488252,0.4587883
0.37089917,0.46811634,0.5450743,0.44483346,0.32515243,0.57041085,0.55634636,0.36515778,0.3372073,0.5348859,0.42062944,0.47350997,0.5927497,0.40225217,0.36548096,0.58371544,0.55658907,0.43067777,0.54837936,0.41503802,0.38274437,0.50593126,0.40026352,0.5262239,0.52730465,0.31178832,0.38933688,0.31785378,0.46948135,0.4086436,0.5514883,0.52038926,0.5773701,0.4469191
0.3264417,0.45284835,0.5687838,0.43600696,0.2893467,0.6094428,0.5772404,0.34364787,0.2884048,0.5457144,0.40629077,0.44799277,0.6050493,0.34978947,0.33428273,0.59260315,0.56606805,0.41142264,0.558622,0.3955156,0.3430903,0.51226425,0.38412863,0.5311,0.56341726,0.28430727,0.37149274,0.30187142,0.48511752,0.39796516,0.561787,0.529091,0.58078283,0.45260495
0.27459633,0.4539117,0.58370066,0.43115523,0.26209792,0.66724265,0.59139836,0.30260617,0.24073465,0.5602035,0.39854056,0.44425902,0.626303,0.30292687,0.29027593,0.60501075,0.5725608,0.40693074,0.57026863,0.39300865,0.30298832,0.51007724,0.3714276,0.53682536,0.5895686,0.25117558,0.37480292,0.26609236,0.5014576,0.4003948,0.57045037,0.52570474,0.60615814,0.4478431
0.21239425,0.45313984,0.588302,0.43630922,0.22087644,0.71413064,0.59985906,0.26901957,0.19884911,0.5688953,0.4095646,0.43619576,0.6357725,0.25238863,0.2580652,0.6181861,0.57512426,0.4064478,0.5750647,0.37055722,0.26485115,0.5141514,0.35361046,0.5318282,0.5900712,0.20172215,0.35616693,0.22670147,0.5126133,0.38820007,0.5754741,0.5236845,0.63912076,0.43386415
0.19510902,0.4530914,0.6182566,0.43917167,0.20773949,0.74337775,0.60806847,0.24290556,0.1483265,0.5815872,0.41040516,0.42309517,0.6335662,0.21419616,0.23497511,0.6249237,0.58443874,0.3899165,0.5965247,0.3558409,0.2395626,0.5132129,0.34064272,0.5337731,0.60792035,0.17365122,0.35691527,0.20623194,0.5174718,0.37184128,0.5755549,0.52440244,0.6546195,0.42783555
0.1610387,0.43837488,0.64182866,0.4422115,0.18388821,0.7842523,0.61208975,0.2141094,0.09429463,0.5901357,0.41264662,0.41320696,0.64912194,0.15473497,0.20502545,0.633351,0.5934588,0.3850619,0.589242,0.33629328,0.22563988,0.5252934,0.3336676,0.52423745,0.621149,0.13523154,0.33884275,0.18008882,0.518945,0.38224232,0.5796809,0.52819586,0.6698061,0.42691404
0.1192553,0.43329784,0.6772045,0.45077205,0.14015636,0.81992596,0.6255727,0.1835831,0.020467363,0.59051424,0.40030143,0.40990856,0.6666621,0.10225121,0.15363984,0.6396426,0.6061683,0.3599323,0.5956329,0.33000702,0.18540952,0.51569384,0.31541815,0.5233924,0.6500331,0.10344144,0.3230529,0.14143464,0.52047855,0.37894818,0.58698857,0.52260625,0.68659514,0.4224855
0.090476535,0.42345026,0.70790654,0.45197424,0.09746255,0.8461627,0.63527405,0.16083054,-0.030635644,0.5945455,0.39555869,0.3938088,0.6895219,0.055273753,0.12985402,0.6463373,0.6038556,0.34676313,0.6040044,0.32234415,0.15968019,0.52341574,0.30055586,0.5188133,0.684748,0.060412105,0.2983425,0.0919259,0.5352846,0.3583148,0.60469013,0.52154183,0.70013934,0.42389226
0.042958386,0.39728397,0.72347033,0.45490932,0.0708394,0.8890386,0.6497289,0.11537547,-0.08508342,0.6016598,0.39666986,0.38428572,0.7028028,0.035738446,0.087697335,0.64725536,0.6239035,0.32333258,0.59516096,0.31380203,0.12317157,0.5435723,0.2777359,0.5133307,0.71467876,0.020618131,0.26452073,0.045742307,0.5488343,0.39118633,0.60875183,0.5214143,0.7187958,0.43211251
0.0041532256,0.37742284,0.74799323,0.4701922,0.0323234,0.9200126,0.6606158,0.07817676,-0.12119053,0.61184245,0.40369198,0.37616464,0.7275683,-0.010348777,0.041256383,0.6569228,0.6302963,0.28701875,0.58571035,0.31113347,0.097909026,0.552751,0.26207733,0.50837433,0.74113137,-0.026264645,0.23961341,-0.011231196,0.56655204,0.40007734,0.6127225,0.5350312,0.7438518,0.43248245
-0.013494546,0.36177891,0.7614684,0.47690415,0.0037713344,0.9599207,0.66678756,0.060363565,-0.1412128,0.61466104,0.42205897,0.3627413,0.7345958,-0.057329126,0.018177787,0.656672,0.62896436,0.2521549,0.57949275,0.29042011,0.0689326,0.56257784,0.26182932,0.50591177,0.74342614,-0.05541752,0.20619322,-0.06843383,0.5756203,0.40846634,0.60312015,0.5427699,0.76333976,0.44477177
-0.025243767,0.35090485,0.7940349,0.49250197,-0.02534698,0.9886695,0.675156,0.020285971,-0.19157001,0.61757094,0.43856776,0.34321848,0.74811125,-0.10478394,-0.009794902,0.66552407,0.64048386,0.20580903,0.57299405,0.27736828,0.021466943,0.58058274,0.25222373,0.4978042,0.7621789,-0.08322912,0.20386396,-0.12594853,0.5664426,0.4164623,0.5820359,0.53905,0.7695742,0.4659957
-0.054215953,0.34407964,0.81250566,0.50879824,-0.057615474,1.0209055,0.6859023,0.004036003,-0.24770704,0.61523515,0.45306668,0.33349314,0.75575954,-0.14615713,-0.03651003,0.68016005,0.6532946,0.18444231,0.5815354,0.2674938,-0.012094233,0.5826326,0.24385963,0.49121472,0.768583,-0.11731781,0.18420535,-0.16537382,0.58944744,0.40826836,0.5833716,0.5436359,0.7775252,0.46339017
-0.08287157,0.33532935,0.8369209,0.51552194,-0.08286144,1.0570682,0.69921374,-0.035481807,-0.28408816,0.62537223,0.46862358,0.3094013,0.78153443,-0.18972035,-0.07438912,0.7029588,0.6690037,0.16017069,0.5897315,0.25797853,-0.036004845,0.57026803,0.23611394,0.49925935,0.7825895,-0.15137531,0.16640237,-0.20258074,0.5993577,0.41382337,0.5836682,0.54269093,0.7808237,0.47393095
-0.09693109,0.32337165,0.87854385,0.5286575,-0.08045084,1.1067508,0.7083044,-0.07545052,-0.33704624,0.6161838,0.4568615,0.2941006,0.7933069,-0.2311085,-0.078174174,0.7100742,0.6725532,0.13967232,0.5994121,0.24084437,-0.06255981,0.57948273,0.22846664,0.51039845,0.8020134,-0.19629511,0.15982933,-0.23826861,0.6057513,0.39954764,0.5860243,0.5434828,0.7953685,0.48160988
-0.12863928,0.31819057,0.9202139,0.5336258,-0.104621895,1.1350228,0.72155064,-0.13099064,-0.38355684,0.625507,0.4677144,0.27460927,0.80643487,-0.2770659,-0.13422681,0.7208398,0.67792434,0.12171411,0.59401333,0.23746216,-0.085169464,0.5810187,0.21701132,0.5085357,0.8050636,-0.22724722,0.13617508,-0.276737,0.6220905,0.40994504,0.58978385,0.54642916,0.811837,0.4830619
-0.1637575,0.29735953,0.96413267,0.5157828,-0.13496305,1.1511328,0.72706133,-0.1652734,-0.41882703,0.62450874,0.4544324,0.26898903,0.82186663,-0.3172672,-0.16406964,0.7512091,0.69290715,0.08963088,0.5960719,0.21873099,-0.111237906,0.5914347,0.2103752,0.5142686,0.8201352,-0.26095968,0.10699026,-0.3187796,0.6418538,0.4122956,0.57851774,0.5450042,0.8364252,0.48505175
-0.19381207,0.27165332,0.9841953,0.5502705,-0.14587435,1.190851,0.7339155,-0.18739834,-0.450983,0.6369251,0.48108536,0.2526068,0.82922125,-0.35325956,-0.18026473,0.75902474,0.695681,0.0631209,0.59792155,0.21028148,-0.13808179,0.6069506,0.2077783,0.5097179,0.82110226,-0.29278216,0.10681297,-0.3599104,0.6523518,0.40954083,0.5852762,0.5418916,0.8523447,0.47566664
-0.22828664,0.2674455,1.0314765,0.55118376,-0.18158749,1.2294011,0.7520585,-0.22886537,-0.49164864,0.64027655,0.48496822,0.23611103,0.8340453,-0.38785887,-0.21565312,0.7741419,0.70901334,0.03280712,0.60234284,0.20738141,-0.15935315,0.60147357,0.18997748,0.50821817,0.82324064,-0.32959822,0.10368128,-0.37957528,0.66194576,0.39778557,0.5918561,0.54223275,0.8698214,0.48457235
-0.25397682,0.23895751,1.069692,0.5591779,-0.19624193,1.2729049,0.77107865,-0.24969013,-0.5217938,0.6516739,0.49208882,0.2218097,0.8448768,-0.4313015,-0.2603528,0.7768863,0.708674,-0.0030283616,0.5912049,0.18154113,-0.18177241,0.61132985,0.1810512,0.5231581,0.83991,-0.3734328,0.08502527,-0.4123133,0.670754,0.40052232,0.5876132,0.5392752,0.8822558,0.489944
-0.2964677,0.21008095,1.1094548,0.5650929,-0.2176963,1.2905046,0.77562696,-0.2641839,-0.5660031,0.65568936,0.48963133,0.20368616,0.86068076,-0.46257922,-0.27959073,0.7846097,0.7153865,-0.030376144,0.58646435,0.16140448,-0.20809077,0.61876905,0.17061682,0.5124873,0.8573391,-0.4016183,0.08390959,-0.44619852,0.6840382,0.40288636,0.58717686,0.5457093,0.8970584,0.4956865
-0.33057606,0.1711677,1.1461484,0.5819438,-0.23275787,1.3040707,0.77837974,-0.28318474,-0.59855,0.6577381,0.4910723,0.19591749,0.8754767,-0.48706388,-0.3054997,0.7922815,0.7281791,-0.055637293,0.59799236,0.13622715,-0.25211403,0.62004477,0.13413948,0.51917416,0.87497556,-0.42829058,0.07385801,-0.4730946,0.68669045,0.41344267,0.5898528,0.53240174,0.9109495,0.5123378
-0.35549667,0.14449887,1.1811913,0.58580345,-0.25895497,1.3353348,0.78008175,-0.29092446,-0.6278345,0.6655118,0.48782673,0.17024992,0.88592964,-0.5217761,-0.3370794,0.80958277,0.7346043,-0.08998521,0.59165585,0.11323184,-0.277235,0.63208246,0.12677252,0.51572835,0.8888502,-0.4586122,0.06719254,-0.50762874,0.71125734,0.40801543,0.5913842,0.5376105,0.9284917,0.5159821
-0.39096305,0.118183054,1.2123045,0.5933887,-0.26278505,1.3516108,0.7864282,-0.3124339,-0.65621024,0.67276555,0.49874315,0.15413444,0.89358366,-0.5570364,-0.35295516,0.82549167,0.73737717,-0.1250173,0.5927366,0.10014293,-0.3009979,0.6485246,0.116573796,0.51745546,0.8961619,-0.48175627,0.06116841,-0.547554,0.72220314,0.40872803,0.60406125,0.5400382,0.94700813,0.52699053
-0.40628824,0.10052137,1.2355756,0.5989599,-0.27099076,1.3849355,0.80097425,-0.34330177,-0.68355584,0.6700523,0.49487686,0.12815168,0.9137128,-0.59670633,-0.36218914,0.83393764,0.74473256,-0.15500619,0.6030934,0.064137965,-0.33267227,0.664263,0.10030196,0.5199786,0.91112655,-0.51022756,0.03632529,-0.5868076,0.7380195,0.39566162,0.6054468,0.54440314,0.9684022,0.5451974
-0.43286607,0.07157881,1.2669252,0.59949154,-0.28174683,1.412793,0.82097256,-0.37383834,-0.6862658,0.6710796,0.5070709,0.11118506,0.9300381,-0.61165774,-0.37138274,0.8470307,0.76972616,-0.20697156,0.6268323,0.04348638,-0.33597443,0.6682497,0.070461765,0.51956433,0.92747986,-0.5240988,0.006722211,-0.6029055,0.7651404,0.39003754,0.60105795,0.52470857,0.9897276,0.552457
-0.4551364,0.03172198,1.2829341,0.60663766,-0.2723391,1.4354335,0.81837696,-0.40524343,-0.7077605,0.66983193,0.50508213,0.067200094,0.9443374,-0.6453836,-0.37547615,0.85302526,0.7820508,-0.22051083,0.6208738,0.017919833,-0.36322296,0.68387735,0.0649984,0.5219431,0.94962025,-0.5716049,-0.016067723,-0.6345317,0.77604043,0.3886109,0.5943724,0.50851923,0.9955767,0.56530046
-0.4848986,-0.0021396605,1.3068023,0.6104334,-0.27890486,1.4586092,0.83026654,-0.43975154,-0.7258488,0.6707287,0.4981444,0.03484694,0.954379,-0.6787102,-0.4084621,0.86881626,0.7954844,-0.24511452,0.62205005,-0.00794489,-0.3626723,0.69961196,0.045249328,0.5368284,0.9688955,-0.5953024,-0.036201626,-0.668216,0.79384834,0.36871117,0.58707327,0.49213034,1.0045892,0.5723578
-0.50665534,-0.035026982,1.3314795,0.62782323,-0.3030778,1.4852208,0.83778363,-0.46012086,-0.75519675,0.6886261,0.51363957,0.005064765,0.96184725,-0.70922077,-0.43223968,0.8776756,0.797699,-0.281875,0.61276567,-0.024973288,-0.3849973,0.71098375,0.032576628,0.5386269,0.97241336,-0.6111291,-0.06641537,-0.6807389,0.81520313,0.3636849,0.5799942,0.4797096,1.0155028,0.5938362
-0.52699476,-0.053746946,1.347153,0.6274517,-0.332793,1.50088,0.8576443,-0.4891379,-0.76779336,0.7023941,0.5229272,-0.026241599,0.98032635,-0.7337401,-0.46522498,0.90576625,0.8139607,-0.30012712,0.612745,-0.031396016,-0.41630778,0.7288479,0.013462139,0.55687916,0.99588,-0.64147234,-0.0797905,-0.706119,0.8312935,0.35204792,0.5716759,0.4760648,1.0343663,0.5962356
-0.54430515,-0.090997234,1.3690052,0.63634294,-0.34944987,1.5334619,0.86330897,-0.52096796,-0.776035,0.71443033,0.5451266,-0.067156725,0.9905532,-0.7628993,-0.5030493,0.9160363,0.8257159,-0.303415,0.6175477,-0.03542555,-0.44979265,0.74594057,-0.02075364,0.5636827,1.0025216,-0.65830344,-0.091556676,-0.73044866,0.855351,0.36222887,0.5599779,0.4738223,1.0560881,0.6277656
-0.5646191,-0.12059204,1.3916737,0.6364938,-0.36479756,1.5563744,0.8738162,-0.5481589,-0.8113296,0.7332851,0.54917735,-0.103739776,1.0133123,-0.78470415,-0.531291,0.9211949,0.8261623,-0.32463825,0.61827254,-0.055342413,-0.4748933,0.754775,-0.045713533,0.5752653,1.0143346,-0.67215407,-0.11285848,-0.74513173,0.87294996,0.35457298,0.5582063,0.46787262,1.0713816,0.65289307
