total_gen,total_losses,wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.030520443,0.5073637,0.0033252672,0.005537304,0.09060316,0.13840458,0.061594136,0.0700111,0.01602086,0.65002906,0.030434847,0.0037387258,0.030743545,0.0052373023,0.25453398,0.016945722,0.025095211,0.0036688223,0.12825318,0.45172936,0.029098956,0.0016495937,0.0042929715,0.06636177,0.3342028,0.19197233,0.16667084,0.0071211555,0.023381222,0.14802516,0.21673535,0.0039694877,0.0028414042,0.077672206,0.0046906355,0.6211467,0.87743866,0.0090537025,0.0032379052,0.005431393,0.006359335,0.0125607485,0.6789875,0.009185601,0.01351805,0.435708,0.9464367,0.2327898,0.5125768,0.14755428,0.43596637,0.0061201877,0.08384028,0.00510193,0.05762314,0.199714,0.08349807
0.017914541,0.4843925,0.0012538475,0.0023422083,0.06629011,0.10905306,0.04413998,0.05065398,0.008363266,0.61750287,0.017081287,0.0015320166,0.017995806,0.0022081712,0.22570829,0.009020462,0.013976091,0.0015058016,0.10328267,0.40155137,0.017886415,0.00059102767,0.0017648728,0.043829102,0.29742873,0.15963264,0.13580997,0.0032318088,0.012983917,0.12791803,0.1910711,0.0016173653,0.0011248911,0.055966858,0.0020171264,0.57249343,0.86105955,0.0042620557,0.0012969659,0.0024203535,0.002810299,0.006444017,0.65108454,0.0044089644,0.007082421,0.4151183,0.9274414,0.20191827,0.47780252,0.12078011,0.40979412,0.0023871264,0.07928498,0.002150388,0.039775006,0.18850113,0.06535146
0.009995499,0.46715263,0.00042782258,0.00090746087,0.047377024,0.08623744,0.030401904,0.035805576,0.004060953,0.5758581,0.008657335,0.0005758148,0.010007159,0.0008521615,0.19626728,0.004388923,0.007179374,0.00056757376,0.081755206,0.35250077,0.010458736,0.00019221657,0.0006634773,0.028026367,0.26667702,0.13189979,0.10933188,0.0013514524,0.0067848805,0.11225794,0.16613561,0.00059166667,0.00040616118,0.03961064,0.0007978659,0.529664,0.83809304,0.0018667328,0.00047640252,0.0009984233,0.0011359666,0.0030066022,0.6347647,0.00195822,0.0033535815,0.39464518,0.90743804,0.17012413,0.43449575,0.09519153,0.37466326,0.0008272826,0.07786557,0.0008306636,0.025743987,0.17519215,0.050149545
0.005323903,0.44170114,0.00013050348,0.00032121284,0.032864276,0.068452775,0.020569224,0.024629682,0.0017766897,0.5320013,0.0038090893,0.00019772523,0.0052600913,0.00029809534,0.17635703,0.0018641875,0.0033669262,0.0001957422,0.06569667,0.3031895,0.005732531,5.6379402e-05,0.00022632057,0.017306056,0.23744413,0.10770287,0.088430665,0.000520307,0.00336964,0.0954705,0.14495367,0.00019622277,0.00013364079,0.027127178,0.00029016117,0.50214565,0.82300705,0.00076015573,0.00015983041,0.00037999003,0.00041838858,0.0012658786,0.6032045,0.0008104179,0.001385775,0.3782732,0.8812504,0.14502975,0.39165804,0.077301264,0.34154198,0.00025576924,0.074356794,0.00029387296,0.016073076,0.167787,0.037492316
0.0026936897,0.42295384,3.5702997e-05,0.00010347664,0.02193203,0.05430618,0.012842439,0.015997082,0.0007095854,0.5000508,0.0014777912,6.171224e-05,0.0026081696,9.469657e-05,0.15682727,0.00070496637,0.001424345,6.13016e-05,0.051775657,0.26416177,0.0029347134,1.4815744e-05,7.000389e-05,0.010224119,0.21391758,0.088319086,0.0704354,0.00018344639,0.0015789823,0.08349436,0.12905356,5.864883e-05,3.977117e-05,0.018169116,9.640272e-05,0.45736519,0.80151194,0.0002856009,4.8618233e-05,0.00013281693,0.00013993066,0.00048098975,0.58474714,0.0003092741,0.00050392636,0.36736387,0.86231035,0.123539455,0.35900387,0.06288506,0.31207606,7.081811e-05,0.071422964,9.46662e-05,0.009556978,0.1621449,0.027838271
0.0012840523,0.41124544,8.699474e-06,3.0135725e-05,0.0143410815,0.041866317,0.007562749,0.009941471,0.00025843293,0.46808633,0.000512291,1.7392516e-05,0.0012221405,2.7164582e-05,0.14514792,0.00023612959,0.0005509557,1.7342572e-05,0.03994157,0.22855979,0.0013994541,3.4616903e-06,1.9519875e-05,0.005762945,0.19182473,0.071453184,0.05544718,5.9085753e-05,0.0006935028,0.07210472,0.11261286,1.5741332e-05,1.0641383e-05,0.011664521,2.911862e-05,0.43325672,0.78550416,9.854874e-05,1.3324277e-05,4.2393403e-05,4.2219624e-05,0.00016698132,0.55721545,0.000108425345,0.00016289971,0.34014553,0.8386301,0.100905344,0.32683235,0.05014794,0.2792657,1.7492233e-05,0.06770525,2.7608481e-05,0.0054123937,0.15777794,0.021141585
0.00057639636,0.38853756,1.8742659e-06,7.891305e-06,0.008878741,0.032033227,0.004082666,0.005786401,8.58958e-05,0.43172115,0.00015913497,4.396143e-06,0.0005331475,6.9937428e-06,0.1298958,7.087804e-05,0.0001939308,4.4009166e-06,0.03087819,0.19395393,0.0006223538,7.132699e-07,4.874737e-06,0.0030892605,0.17230146,0.05674552,0.044027437,1.726029e-05,0.0002844055,0.06184286,0.102851026,3.770814e-06,2.54145e-06,0.0074291383,7.936188e-06,0.40557382,0.770392,3.1053536e-05,3.2666858e-06,1.2274688e-05,1.1470757e-05,5.267908e-05,0.5374801,3.474996e-05,4.72768e-05,0.3263411,0.8191327,0.08181082,0.29309088,0.03846077,0.2520453,3.828542e-06,0.067794465,7.242912e-06,0.0028504094,0.15051907,0.015438225
0.0002424394,0.37931314,3.542625e-07,1.8443667e-06,0.0052932366,0.02413922,0.0020188312,0.0031489534,2.5938807e-05,0.40438956,4.448264e-05,9.8895e-07,0.00021602641,1.6050051e-06,0.11950787,1.908588e-05,6.2061394e-05,9.942183e-07,0.023345776,0.16819496,0.00025734358,1.2844683e-07,1.0822986e-06,0.001566141,0.15756826,0.045041237,0.033174608,4.5439715e-06,0.0001083151,0.06123113,0.0929402,7.999477e-07,5.3742264e-07,0.0043991134,1.9380145e-06,0.38078743,0.74996185,8.879183e-06,7.108386e-07,3.2018247e-06,2.7872275e-06,1.5050727e-05,0.5253027,1.0123066e-05,1.2278289e-05,0.3131562,0.8008877,0.0675996,0.26440743,0.029862544,0.22600454,7.3633515e-07,0.06407091,1.6966917e-06,0.0014037775,0.14633876,0.011154428
9.499513e-05,0.3664607,5.8191645e-08,3.816847e-07,0.0030097694,0.017883291,0.0009128428,0.0016135348,7.0828028e-06,0.38272834,1.1163122e-05,1.9635019e-07,8.128302e-05,3.2561502e-07,0.111724496,4.5898023e-06,1.8009825e-05,1.9829275e-07,0.017588396,0.14273492,9.8802375e-05,2.001889e-08,2.1182541e-07,0.00075104146,0.14617683,0.03551659,0.024772944,1.0701469e-06,3.8105994e-05,0.047576472,0.08347301,1.4899301e-07,9.9751425e-08,0.0025232541,4.2068473e-07,0.34250027,0.7352423,2.2880445e-06,1.361174e-07,7.467306e-07,6.015217e-07,3.872906e-06,0.50682616,2.6620653e-06,2.8454037e-06,0.29927096,0.76807547,0.055927947,0.23891515,0.022451324,0.20817736,1.232853e-07,0.06185139,3.520281e-07,0.00063961674,0.14204936,0.007556501
3.455375e-05,0.36208516,8.221447e-09,6.9324e-08,0.0016239319,0.012441878,0.00038103145,0.00075649127,1.7373594e-06,0.35861903,2.4978258e-06,3.409307e-08,2.8236895e-05,5.787422e-08,0.10128651,9.797403e-07,4.7170247e-06,3.459923e-08,0.012845477,0.122665934,3.5013243e-05,2.671471e-09,3.621037e-08,0.0003374488,0.13633326,0.027431399,0.019235646,2.2366173e-07,1.2308536e-05,0.045533787,0.075969376,2.413382e-08,1.6096928e-08,0.001403524,8.047875e-08,0.3255301,0.71656394,5.2734555e-07,2.2722865e-08,1.5444098e-07,1.1431227e-07,8.9121903e-07,0.49387103,6.272421e-07,5.840133e-07,0.28651527,0.7579788,0.045333967,0.22020483,0.016407175,0.1906491,1.7786334e-08,0.05919714,6.411955e-08,0.0002704447,0.13849005,0.0049485057
1.1587684e-05,0.34004924,9.878529e-10,1.0944231e-08,0.0008341515,0.008296904,0.00014643808,0.00033086844,3.7995258e-07,0.33325315,4.945369e-07,5.125523e-09,9.006461e-06,8.92432e-09,0.09471553,1.8424281e-07,1.1073959e-06,5.2292974e-09,0.0091764545,0.100798346,1.14053055e-05,3.01686e-10,5.3522906e-09,0.00014214295,0.12834793,0.020716824,0.014486384,4.1123936e-08,3.6294032e-06,0.04103748,0.07238504,3.3644194e-09,2.2348463e-09,0.0007413984,1.3442109e-08,0.31016433,0.7001042,1.0782178e-07,3.2731875e-09,2.807566e-08,1.8954877e-08,1.8191066e-07,0.48052827,1.3135929e-07,1.05279845e-07,0.27711126,0.7361121,0.036294192,0.20571129,0.011211361,0.17769746,2.1863567e-09,0.06091759,1.0153802e-08,0.000105799554,0.13822055,0.0029991758
3.561522e-06,0.32909566,9.9698375e-11,1.4859439e-09,0.00040541415,0.005160164,5.1768227e-05,0.00013457226,7.3466964e-08,0.3196674,8.585369e-08,6.599382e-10,2.6210812e-06,1.1811457e-09,0.08937723,3.0242912e-08,2.312327e-07,6.771897e-10,0.0061957706,0.08372155,3.3957674e-06,2.8461492e-11,6.765566e-10,5.5861332e-05,0.12180178,0.0153670935,0.010520468,6.588386e-09,9.702595e-07,0.037284702,0.06785738,3.9907463e-10,2.6391025e-10,0.0003672902,1.9403144e-09,0.29002607,0.6839527,1.9382984e-08,4.0231882e-10,4.442818e-09,2.7144482e-09,3.2641825e-08,0.46891794,2.423661e-08,1.6507952e-08,0.26381746,0.72906613,0.029065978,0.19403291,0.0073690326,0.1652818,2.2619003e-10,0.05828719,1.383249e-09,3.8218444e-05,0.13325803,0.0016896186
9.971026e-07,0.31492084,8.336872e-12,1.715136e-10,0.00018534395,0.0029892265,1.6799735e-05,5.069045e-05,1.2444452e-08,0.3034382,1.2939389e-08,7.190597e-11,6.913984e-07,1.3260454e-10,0.0807849,4.28899e-09,4.2571582e-08,7.424874e-11,0.003985422,0.06936628,9.1812853e-07,2.2116495e-12,7.225621e-11,2.0353453e-05,0.11429994,0.010970836,0.007409276,9.100911e-10,2.3349413e-07,0.035371643,0.06375099,3.9775773e-11,2.6176882e-11,0.00017106139,2.3935112e-10,0.27921337,0.6646496,3.0338874e-09,4.1679934e-11,6.0555694e-10,3.3197042e-10,5.0991034e-09,0.45381686,3.902157e-09,2.2277324e-09,0.25563803,0.71072274,0.022076758,0.17557932,0.004576884,0.14808393,1.9430605e-11,0.05825734,1.6024197e-10,1.2697523e-05,0.12725577,0.00086900505
2.524135e-07,0.30785128,5.690088e-13,1.661723e-11,7.96456e-05,0.0015877242,4.97756e-06,1.7642655e-05,1.8280618e-09,0.2790149,1.6746673e-09,6.543825e-12,1.6410755e-07,1.2466327e-11,0.07467537,5.1962895e-10,6.844848e-09,6.8031175e-12,0.0024021114,0.056675438,2.2381263e-07,1.3937149e-13,6.4342798e-12,6.846226e-06,0.10707362,0.0076001724,0.0049669864,1.0715935e-10,5.0179008e-08,0.03112892,0.059978336,3.2857835e-12,2.1510584e-12,7.47418e-05,2.4925279e-11,0.26336586,0.6553437,4.090939e-10,3.5908253e-12,7.0274286e-11,3.424809e-11,6.861005e-10,0.44210553,5.425255e-10,2.5574579e-10,0.24911077,0.6926363,0.016904492,0.16248004,0.002662673,0.13644436,1.3656097e-12,0.05949602,1.5586622e-11,3.863054e-06,0.12574574,0.00041148442
5.7342437e-08,0.29103827,3.117933e-14,1.3327082e-12,3.2042888e-05,0.00077950314,1.3396924e-06,5.644218e-06,2.3032627e-10,0.2643428,1.8392113e-10,4.9029975e-13,3.47701e-08,9.676195e-13,0.071127705,5.3122232e-11,9.511465e-10,5.13505e-13,0.0013735645,0.045727383,4.880817e-08,7.001591e-15,4.70835e-13,2.1142876e-06,0.10352114,0.005135352,0.0032639268,1.062099e-11,9.5474615e-09,0.029695543,0.056246284,2.2159734e-13,1.4424222e-13,3.0689258e-05,2.1620377e-12,0.25046077,0.64671576,4.697254e-11,2.5348758e-13,6.856301e-12,2.940645e-12,7.859576e-11,0.4340187,6.439586e-11,2.4660586e-11,0.24466032,0.67328477,0.012490479,0.14840446,0.0014547106,0.12195103,7.7253965e-14,0.058128744,1.2554287e-12,1.0700476e-06,0.12058356,0.00018010108
1.1594282e-08,0.28952518,1.3469277e-15,8.713438e-14,1.2000136e-05,0.0003531785,3.2525188e-07,1.6514441e-06,2.4591797e-11,0.24922086,1.691862e-11,2.9771294e-14,6.5191386e-09,6.1053884e-14,0.06881785,4.5209457e-12,1.1293054e-10,3.143164e-14,0.00073520874,0.03731624,9.4414006e-09,2.751578e-16,2.786425e-14,5.9560944e-07,0.09999532,0.003334416,0.0020104481,8.740143e-13,1.5933594e-09,0.028265547,0.055462062,1.2000349e-14,7.762788e-15,1.16643505e-05,1.5392749e-13,0.23236364,0.6313965,4.5346097e-12,1.442658e-14,5.5464357e-13,2.0705964e-13,7.568325e-12,0.4157026,6.444594e-12,1.9696592e-12,0.23985575,0.6547821,0.008859969,0.13617443,0.00074008654,0.111350104,3.4552225e-15,0.061310705,8.246555e-14,2.6803244e-07,0.11765502,7.288401e-05
2.0678177e-09,0.28507197,4.4960175e-17,4.5669535e-15,4.1640715e-06,0.0001479098,7.069199e-08,4.3904922e-07,2.1958071e-12,0.23618858,1.2850821e-12,1.4397747e-15,1.0714696e-09,3.0785645e-15,0.06348482,3.155808e-13,1.1314631e-11,1.5334057e-15,0.0003680713,0.029492103,1.6050992e-09,8.284483e-18,1.3103997e-15,1.520361e-07,0.09420005,0.0020761562,0.0011855669,5.882204e-14,2.3087135e-10,0.027771275,0.051521536,5.1238304e-16,3.292118e-16,4.1112703e-06,8.8508014e-15,0.2166364,0.62286866,3.6296476e-13,6.5020504e-16,3.664073e-14,1.1763722e-14,6.0413567e-13,0.41002786,5.3640924e-13,1.2832983e-13,0.23205182,0.63840014,0.006245382,0.12995061,0.00035236066,0.104119055,1.1978209e-16,0.063918196,4.3442173e-15,6.025754e-08,0.10947566,2.7300355e-05
3.2213526e-10,0.2731337,1.1341306e-18,1.883678e-16,1.3316444e-06,5.746407e-05,1.3638905e-08,1.0531411e-07,1.6161032e-13,0.22376214,7.934666e-14,5.440471e-17,1.5279435e-10,1.2174195e-16,0.05849419,1.7776474e-14,9.436385e-13,5.849661e-17,0.00017332674,0.02277662,2.3741795e-10,1.8672577e-19,4.8031407e-17,3.490176e-08,0.08919204,0.0012461579,0.0006539933,3.1844608e-15,2.8722877e-11,0.026421696,0.048596025,1.6904849e-17,1.0781626e-17,1.3345316e-06,4.0377738e-16,0.20150106,0.6071017,2.3723733e-14,2.2753818e-17,1.9439533e-15,5.2969565e-16,3.9369668e-14,0.4037707,3.6580832e-14,6.7067116e-15,0.22684804,0.6241911,0.004357719,0.12443495,0.00015657117,0.09400237,3.148867e-18,0.06830699,1.8017279e-16,1.2058293e-08,0.1067031,9.43484e-06
4.33715e-11,0.27071026,2.1092878e-20,5.9904556e-18,3.9006392e-07,2.061146e-05,2.3144173e-09,2.2613238e-08,9.6497695e-15,0.20894012,3.9145602e-15,1.5726687e-18,1.8693842e-11,3.6979953e-18,0.056617476,7.9368766e-16,6.4537216e-14,1.7085762e-18,7.665221e-05,0.017049642,3.022074e-11,3.0706996e-21,1.3431181e-18,7.1470043e-09,0.08573772,0.0007174538,0.00034502425,1.3617173e-16,3.031213e-12,0.023504093,0.046358634,4.214602e-19,2.6664307e-19,3.9727854e-07,1.4331152e-17,0.19174956,0.59471256,1.2451188e-15,6.049327e-19,8.131887e-17,1.8534634e-17,2.0596188e-15,0.3890079,2.0105735e-15,2.759933e-16,0.22006616,0.6041356,0.0028870322,0.11736851,6.525934e-05,0.089456975,6.126473e-20,0.0661146,5.764412e-18,2.1286541e-09,0.10534469,2.9995845e-06
4.988547e-12,0.2649886,2.813935e-22,1.4360584e-19,1.0395751e-07,6.814957e-06,3.4196812e-10,4.309481e-09,4.593647e-16,0.20649205,1.514128e-16,3.397194e-20,1.9383716e-12,8.4321596e-20,0.05469816,2.7538684e-17,3.5606034e-15,3.7327705e-20,3.1716383e-05,0.012786921,3.2709664e-12,3.5802724e-23,2.7981178e-20,1.2939722e-09,0.08546831,0.00039610898,0.00017125551,4.507752e-18,2.6777745e-13,0.02278405,0.04449655,7.7460585e-21,4.8577102e-21,1.07623514e-07,3.872519e-19,0.1774737,0.57672876,5.1514648e-17,1.1926464e-20,2.6282562e-18,4.931253e-19,8.4914034e-17,0.3799049,8.746519e-17,8.762417e-18,0.2130636,0.5951796,0.0018609752,0.11174748,2.5252766e-05,0.08229219,8.58649e-22,0.06737535,1.3909693e-19,3.2825304e-10,0.10240454,8.728027e-07
4.840045e-13,0.25378636,2.6113022e-24,2.530755e-21,2.5026504e-08,2.0662333e-06,4.351578e-11,7.2215633e-10,1.7101814e-17,0.19376962,4.496572e-18,5.3429067e-22,1.6807733e-13,1.406909e-21,0.05272187,7.265119e-19,1.5563338e-16,5.9437223e-22,1.22435695e-05,0.009177948,2.9712753e-13,2.8661417e-25,4.2298694e-22,2.0514404e-10,0.081393555,0.00020786836,7.990969e-05,1.1297898e-19,1.9516039e-14,0.019363673,0.04402952,1.02097515e-22,6.341391e-23,2.6357222e-08,7.777736e-21,0.17356192,0.55923295,1.6462555e-18,1.6974099e-22,6.4175444e-20,9.737776e-21,2.7032343e-18,0.36999708,2.9521172e-18,2.0983297e-19,0.20622149,0.57885045,0.0011663804,0.10759167,9.070646e-06,0.07793747,8.410986e-24,0.07064527,2.4689304e-21,4.3747624e-11,0.10190569,2.3091718e-07
3.9067463e-14,0.24614277,1.6284711e-26,3.1883095e-23,5.399663e-09,5.712538e-07,4.7122497e-12,1.0533562e-10,4.8747475e-19,0.18382484,1.00180225e-19,5.942844e-24,1.2010254e-14,1.6694971e-23,0.051029015,1.4224548e-20,5.2832994e-18,6.701241e-24,4.3932396e-06,0.006428737,2.2330035e-14,1.5194465e-27,4.5051807e-24,2.8181615e-11,0.07808152,0.00010391826,3.5259283e-05,2.0916554e-21,1.1549282e-15,0.020821363,0.03979992,9.357929e-25,5.7512723e-25,5.793192e-09,1.1304906e-22,0.156731,0.5592058,3.973112e-20,1.692342e-24,1.1547372e-21,1.3894088e-22,6.496845e-20,0.36370242,7.562031e-20,3.6962178e-21,0.20265296,0.56304365,0.00070361,0.100312,3.0110077e-06,0.0684252,5.566369e-26,0.07088514,3.134911e-23,4.9805845e-12,0.09770199,5.5158647e-08
