area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_2_generation_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_hydro_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,area_3_generation_mw,hour_of_day,day_of_week,month_of_year,is_weekend
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.84147733,0.7570996,0.7939164,0.68663675,0.6890294,0.69937533,0.678244,0.75113446,0.66531605,0.8735868,0.7159991,0.9335961,0.9541352,0.74424374,0.71113324,0.80327463,0.7859656,0.6444843,0.7779727,0.973888,0.7921924,0.86905307,0.80413496,0.7049435,0.6800308,0.8423124,0.7535677,0.8856057,0.7693107,0.69604623,0.7980771,0.731147,0.67921996,0.7272579,0.6849972,0.6674173,0.7597921,0.9880259,0.7394991,0.6848352,0.67097235,0.6617342,0.680136
0.7534116,0.57355577,0.58644843,0.4848114,0.53463024,0.5178045,0.46179783,0.58893955,0.47829762,0.7602102,0.54145133,0.79471236,0.8783453,0.5970295,0.5126836,0.7258259,0.6674167,0.4165695,0.6603686,0.8155194,0.58005005,0.9423935,0.73545015,0.483491,0.4905752,0.7622744,0.55103624,0.8330267,0.55286545,0.5758096,0.6286338,0.5090355,0.45141244,0.55597746,0.4533675,0.45813093,0.5685343,0.87366307,0.58411956,0.45407122,0.45027372,0.44126496,0.47331023
0.65999526,0.47278532,0.4317628,0.3521839,0.43371534,0.40294924,0.30569023,0.46680585,0.35711417,0.6553909,0.4174661,0.6792175,0.8000586,0.5088848,0.3628832,0.6659094,0.5859345,0.25963566,0.5721089,0.7028526,0.41175383,0.962835,0.71901286,0.31486174,0.35760206,0.66114545,0.44426897,0.7573937,0.40698242,0.6186549,0.5036289,0.35432756,0.31667647,0.43826246,0.30304393,0.3008926,0.41158548,0.7683171,0.45618448,0.30594492,0.29615727,0.28631303,0.32003593
0.5824498,0.40422314,0.32957166,0.26415983,0.35594466,0.32429415,0.20122346,0.37244216,0.2705015,0.58280826,0.3127257,0.5803028,0.7291335,0.43710962,0.25695843,0.6075418,0.51803815,0.16100769,0.513994,0.6111073,0.28436,0.9482517,0.6975004,0.200455,0.25644627,0.58142465,0.37276596,0.6927183,0.3136886,0.6506948,0.4233939,0.2557456,0.22425957,0.3490006,0.20098567,0.19566217,0.29334107,0.6908261,0.36004585,0.2027236,0.19329543,0.18104798,0.20899591
0.5193956,0.342616,0.24326576,0.19303253,0.29286206,0.26171568,0.12735993,0.29177588,0.2036497,0.51733285,0.24163169,0.49728632,0.6625717,0.36630285,0.17663017,0.5575576,0.46102616,0.09613757,0.44981125,0.5463167,0.1900307,0.9320098,0.663527,0.12344666,0.18435246,0.5257455,0.31726402,0.6410144,0.26349953,0.6501749,0.35190558,0.18422355,0.15541327,0.2805519,0.1298449,0.12568988,0.21447055,0.624338,0.27309397,0.13216013,0.12290783,0.11033676,0.1337994
0.4587664,0.2907573,0.18252814,0.13647798,0.24027349,0.21006589,0.07701667,0.23086253,0.14973043,0.45855978,0.18387634,0.42336035,0.6019784,0.3078587,0.12225113,0.5067323,0.40974626,0.054836348,0.40503398,0.48309457,0.122454315,0.91697955,0.6277274,0.072816774,0.13437141,0.46385828,0.2744271,0.58917135,0.21568032,0.6283747,0.3038194,0.133269,0.1056991,0.23094417,0.0821595,0.0786031,0.15390177,0.568175,0.20840093,0.084031396,0.076162755,0.064339116,0.08272289
0.40247393,0.24753647,0.13476957,0.094632454,0.19621092,0.16740459,0.044838853,0.17896542,0.1091284,0.410355,0.13808852,0.35799074,0.54810464,0.25814047,0.07989995,0.45806402,0.36609071,0.029238455,0.36325827,0.4298962,0.07558183,0.8980406,0.59186023,0.040912528,0.09767599,0.40974465,0.23672032,0.54203135,0.17504807,0.60452557,0.26556534,0.09639167,0.06956872,0.19714889,0.049910195,0.049135316,0.10757534,0.51840836,0.15586194,0.050594628,0.04530573,0.035467144,0.050182898
0.3526197,0.21104747,0.09983244,0.0636699,0.16143227,0.13308041,0.024974162,0.13772415,0.077677846,0.36813515,0.10447971,0.30337828,0.49977,0.2161601,0.05277083,0.41753602,0.32898545,0.014668897,0.33060917,0.39458755,0.044685654,0.88553065,0.5631844,0.021738144,0.06907628,0.36742938,0.20501585,0.50373626,0.14416778,0.57596916,0.23938514,0.06787957,0.044510923,0.17579034,0.029487887,0.02940919,0.0740764,0.47873893,0.116678394,0.02956773,0.026289675,0.018435534,0.029209036
0.30291745,0.17789388,0.07317526,0.041312587,0.12938008,0.10417805,0.01323842,0.1051339,0.05425777,0.33216026,0.07955709,0.25412562,0.4512646,0.17830421,0.032624643,0.37537,0.29793775,0.0069142245,0.30163422,0.36356726,0.025283553,0.862341,0.5385969,0.010875635,0.048131075,0.32345885,0.17813359,0.46200404,0.116946064,0.55680305,0.21503663,0.047227975,0.027138803,0.16454822,0.016526977,0.017242791,0.048802182,0.44807655,0.08575267,0.016211735,0.014519371,0.009020074,0.016493727
