area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_hydro_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,area_3_generation_mw,hour_of_day,day_of_week,month_of_year,is_weekend
0.006157531,0.0046223993,0.004500787,0.002584406,0.0017174766,0.3679432,0.004219648,0.016426783,0.012150816,0.0036222541,0.0068471143,0.0041173594,0.0051770406,0.0030611244,0.0047903596,0.3212548,0.0013730384,0.0035330076,0.001928515,0.022375708,0.002137995,0.002880527,0.0026361106,0.0013356727,0.0034509867,0.0024936441,0.0017482792,0.009823822,0.002954582,0.2225479,0.25968027,0.24623705,0.0024578404,0.015783949,0.004505647,0.0022363458,0.036271263,0.0031666951,0.0034339647,0.002026444,0.0034686222,0.0019162861
0.0027949985,0.001926916,0.0019431013,0.0010112156,0.00062492036,0.32998484,0.0018015401,0.008667433,0.009061852,0.0018254924,0.005736557,0.0018150541,0.002285741,0.0012486293,0.002082465,0.28226864,0.0004869359,0.0014710354,0.00073147076,0.012326747,0.0008607166,0.0011501219,0.0010559275,0.00046765132,0.0014957587,0.00095947715,0.00067853194,0.0047458145,0.0011830349,0.19790336,0.22559159,0.21277891,0.0009806309,0.009186845,0.0019444737,0.00089310366,0.021427466,0.0012783332,0.0014252728,0.00077366806,0.0014400174,0.00072042726
0.0011833517,0.0007417632,0.00077670254,0.00036310495,0.00020725233,0.30061913,0.0007128446,0.004316956,0.0077538183,0.00081797864,0.006459056,0.0007390295,0.0009419688,0.00047033103,0.00084063323,0.25169665,0.00015689756,0.00056161016,0.0002537616,0.0064552617,0.0003147544,0.00042271827,0.00038784658,0.00014855861,0.00060186506,0.00033840418,0.00023810621,0.0021484976,0.00043611578,0.17907503,0.19980134,0.18575692,0.00035886443,0.005376141,0.00077878486,0.0003241844,0.012201954,0.00047564018,0.0005434449,0.00027019976,0.00055201567,0.00024725214
0.00046469356,0.0002622139,0.00028533413,0.00011889486,6.219952e-05,0.27648994,0.00025942677,0.002021728,0.0060430295,0.0002991139,0.00904691,0.0002720704,0.00035782426,0.00016226225,0.00031324654,0.22630952,4.5592013e-05,0.00019364015,7.9161364e-05,0.0032048807,0.00010127284,0.00014204072,0.0001287728,4.2512886e-05,0.00021800016,0.00010864727,7.359926e-05,0.0009068585,0.00014705997,0.16230078,0.17790498,0.16498981,0.00011825249,0.002856165,0.00028773467,0.000103903694,0.0066148103,0.0001618593,0.00018806673,8.570703e-05,0.00019422533,7.685974e-05
0.00016825514,8.459372e-05,9.5965544e-05,3.52681e-05,1.676903e-05,0.25502142,8.6386695e-05,0.0008877418,0.0034030953,9.046337e-05,0.01125427,8.9987625e-05,0.00012449568,5.0939678e-05,0.00010708215,0.20371272,1.1863021e-05,6.024661e-05,2.207948e-05,0.0014972572,2.8789455e-05,4.3339194e-05,3.853114e-05,1.0878218e-05,7.064665e-05,3.1554246e-05,2.008089e-05,0.00035482255,4.5055185e-05,0.14870563,0.15981688,0.14715967,3.5003864e-05,0.0013107907,9.74666e-05,2.9519435e-05,0.0033760555,5.0077204e-05,5.9075224e-05,2.4539653e-05,6.231896e-05,2.1522228e-05
5.583174e-05,2.4742238e-05,2.9373343e-05,9.409794e-06,4.0303057e-06,0.23538236,2.6155169e-05,0.00036373042,0.0014813421,2.3855775e-05,0.0115011865,2.6842235e-05,3.9475035e-05,1.4454969e-05,3.3367032e-05,0.18302648,2.7425176e-06,1.689426e-05,5.4957827e-06,0.0006554096,7.2815833e-06,1.1924322e-05,1.0360551e-05,2.4692663e-06,2.0638747e-05,8.227679e-06,4.8610714e-06,0.00012801918,1.2453847e-05,0.13586414,0.14397484,0.13188784,9.292794e-06,0.000537166,3.0069239e-05,7.468915e-06,0.0016192157,1.399091e-05,1.6760867e-05,6.297599e-06,1.8118883e-05,5.390216e-06
1.686963e-05,6.514398e-06,8.126291e-06,2.241061e-06,8.5647605e-07,0.21795478,7.150632e-06,0.00013832872,0.0005271257,5.5662094e-06,0.011020811,7.2055077e-06,1.1341514e-05,3.681446e-06,9.413274e-06,0.16451287,5.586011e-07,4.2455067e-06,1.2125513e-06,0.00026768976,1.6327575e-06,2.9367056e-06,2.4873975e-06,4.930107e-07,5.4150332e-06,1.9111096e-06,1.0393453e-06,4.236189e-05,3.0827607e-06,0.12503225,0.12945822,0.11891154,2.1995602e-06,0.00020039285,8.390966e-06,1.6759584e-06,0.00072755123,3.503993e-06,4.2676434e-06,1.4375051e-06,4.73947e-06,1.1980774e-06
4.609634e-06,1.5322871e-06,2.017256e-06,4.7255955e-07,1.5951537e-07,0.20256647,1.7522716e-06,4.855813e-05,0.00016005071,1.1455256e-06,0.010301923,1.7298676e-06,2.9326663e-06,8.3505296e-07,2.3869804e-06,0.14794897,9.9336866e-08,9.4901134e-07,2.3520897e-07,0.000101507474,3.2222067e-07,6.422507e-07,5.290594e-07,8.5787995e-08,1.2680009e-06,3.9215936e-07,1.9476332e-07,1.2774684e-05,6.779573e-07,0.11434511,0.11809511,0.10785075,4.606014e-07,6.8355184e-05,2.1026406e-06,3.31033e-07,0.00030431116,7.80487e-07,9.678032e-07,2.8941548e-07,1.1068386e-06,2.3431947e-07
1.1307941e-06,3.1935832e-07,4.4580253e-07,8.744884e-08,2.578888e-08,0.18931483,3.818374e-07,1.564098e-05,4.2697953e-05,2.0634567e-07,0.009719179,3.6856363e-07,6.7743633e-07,1.672929e-07,5.398559e-07,0.13340253,1.5271516e-08,1.8712062e-07,3.9744833e-08,3.5551497e-05,5.5472952e-08,1.2366142e-07,9.882713e-08,1.288023e-08,2.6292128e-07,7.0452344e-08,3.169346e-08,3.4880084e-06,1.3133025e-07,0.105934195,0.107948564,0.09856523,8.458965e-08,2.1269876e-05,4.6944595e-07,5.7045366e-08,0.000118310156,1.5330501e-07,1.9384483e-07,5.092823e-08,2.2889063e-07,3.9952774e-08
2.470741e-07,5.8456163e-08,8.6963325e-08,1.4066075e-08,3.5813932e-09,0.17812611,7.3356894e-08,4.593717e-06,1.01095475e-05,3.222896e-08,0.009049247,6.909245e-08,1.3865541e-07,2.9333066e-08,1.07991184e-07,0.120821536,2.0078141e-09,3.2247037e-08,5.7912626e-09,1.14334525e-05,8.248523e-09,2.0767501e-08,1.6059067e-08,1.6503889e-09,4.7854275e-08,1.09730784e-08,4.432571e-09,8.560689e-07,2.2201277e-08,0.098700866,0.099802144,0.09118941,1.34938976e-08,6.0108637e-06,9.2598135e-08,8.491346e-09,4.252337e-05,2.6310119e-08,3.3980566e-08,7.755438e-09,4.1541895e-08,5.878958e-09
4.7673744e-08,9.306768e-09,1.4836149e-08,1.9460502e-09,4.223567e-10,0.16897765,1.2309036e-08,1.2217896e-06,2.122083e-06,4.3186397e-09,0.00843342,1.1288883e-08,2.4922118e-08,4.4569815e-09,1.893331e-08,0.110017344,2.230948e-10,4.808544e-09,7.1960693e-10,3.3553983e-06,1.0477685e-09,3.0110598e-09,2.2465276e-09,1.7831701e-10,7.572036e-09,1.4659229e-09,5.2676324e-10,1.8738838e-07,3.2420837e-09,0.09179072,0.09236236,0.08460583,1.8501488e-09,1.5329214e-06,1.5989103e-08,1.0798598e-09,1.406639e-05,3.9056016e-09,5.161816e-09,1.0110022e-09,6.552989e-09,7.3833795e-10
8.048176e-09,1.2752661e-09,2.1913469e-09,2.2893419e-10,4.1768707e-11,0.16132881,1.7856486e-09,2.921197e-07,3.9223735e-07,4.9070364e-10,0.008189202,1.5909938e-09,3.89559e-09,5.8051297e-10,2.8806078e-09,0.10079263,2.0679314e-11,6.136531e-10,7.532508e-11,8.9252507e-07,1.12333774e-10,3.7272474e-10,2.6748098e-10,1.6032979e-11,1.0306342e-09,1.6601606e-10,5.2530306e-11,3.627288e-08,4.0445727e-10,0.08668868,0.086510494,0.078858055,2.1553177e-10,3.5016885e-07,2.3927542e-09,1.1591972e-10,4.258168e-06,4.95987e-10,6.7213024e-10,1.1148894e-10,8.889575e-10,7.818732e-11
1.1767107e-09,1.4867037e-10,2.771491e-10,2.26139e-11,3.4164175e-12,0.15364155,2.2146852e-10,6.228634e-08,6.326605e-08,4.6676045e-11,0.0077474974,1.9122938e-10,5.239302e-10,6.404884e-11,3.7622958e-10,0.091778725,1.576399e-12,6.622117e-11,6.5537194e-12,2.1360674e-07,1.0031466e-11,3.8911527e-11,2.676926e-11,1.1823754e-12,1.1928002e-10,1.5735028e-11,4.335796e-12,6.1517524e-09,4.2582795e-11,0.081502266,0.081245616,0.07406541,2.106478e-11,7.1062914e-08,3.0695216e-10,1.03658245e-11,1.1721371e-06,5.3239458e-11,7.41346e-11,1.0265624e-11,1.0251047e-10,6.889046e-12
1.473597e-10,1.4560728e-11,2.9654185e-11,1.8499401e-12,2.2764082e-13,0.14719042,2.3199134e-11,1.1741631e-08,8.813319e-09,3.6648852e-12,0.0072413394,1.9360435e-11,5.992721e-11,5.9085905e-12,4.1685506e-11,0.08376166,9.728833e-14,5.963681e-12,4.6703234e-13,4.5632476e-08,7.353913e-13,3.3804038e-12,2.221208e-12,7.038675e-14,1.1590282e-11,1.2306675e-12,2.9176523e-13,9.0490077e-10,3.733473e-12,0.07694664,0.07644035,0.07004166,1.7034026e-12,1.2697725e-08,3.3353535e-11,7.6103056e-13,2.9132713e-07,4.766943e-12,6.836794e-12,7.780356e-13,9.921642e-12,4.977059e-13
1.5615575e-11,1.181578e-12,2.6490292e-12,1.234451e-13,1.2151667e-14,0.14167397,2.0251992e-12,1.9385302e-09,1.0483444e-09,2.3388626e-13,0.0070467517,1.6286969e-12,5.7555536e-12,4.492935e-13,3.8676493e-12,0.07670155,4.7776466e-15,4.4177232e-13,2.6821798e-14,8.626658e-09,4.3554787e-14,2.4080664e-13,1.5052758e-13,3.3234689e-15,9.324919e-13,7.820658e-14,1.5742898e-14,1.1418025e-10,2.6862616e-13,0.072913304,0.072405286,0.06608253,1.1224689e-13,1.9782587e-09,3.0298195e-12,4.51462e-14,6.487816e-08,3.5091054e-13,5.1969133e-13,4.778012e-14,7.9483387e-13,2.901299e-14
1.3817899e-12,7.824597e-14,1.9472457e-13,6.6082834e-15,5.1019743e-16,0.13679504,1.4518924e-13,2.7743574e-10,1.0515939e-10,1.19272505e-14,0.00682882,1.1216135e-13,4.5771427e-13,2.7723075e-14,2.9625285e-13,0.07029845,1.8316575e-16,2.6494428e-14,1.2194706e-15,1.4296851e-09,2.047772e-15,1.3840649e-14,8.194637e-15,1.2207827e-16,6.117777e-14,3.969873e-15,6.6875676e-16,1.2210409e-11,1.5608146e-14,0.069691636,0.06889631,0.06300328,5.9271935e-15,2.6588048e-10,2.2680496e-13,2.1263254e-15,1.2838006e-08,2.0901983e-14,3.2054542e-14,2.3367555e-15,5.1904465e-14,1.3406886e-15
1.00625956e-13,4.158419e-15,1.1592481e-14,2.7863064e-16,1.6509403e-17,0.13324358,8.411552e-15,3.403545e-11,8.774846e-12,4.770101e-16,0.0065751974,6.220109e-15,2.9681552e-14,1.3643525e-15,1.8443807e-14,0.06497217,5.3678223e-18,1.2641477e-15,4.3038234e-17,2.0559682e-10,7.496002e-17,6.3052466e-16,3.5189674e-16,3.414451e-18,3.2184937e-15,1.5797322e-16,2.1917978e-17,1.092156e-12,7.1949525e-16,0.06653499,0.065941274,0.060201243,2.4621961e-16,3.0470848e-11,1.37719654e-14,7.79847e-17,2.2367936e-09,9.899296e-16,1.5768592e-15,8.929173e-17,2.7168588e-15,4.8160917e-17
5.935073e-15,1.7412889e-16,5.492228e-16,9.067613e-18,4.0257373e-19,0.12900627,3.8689852e-16,3.535606e-12,6.000403e-13,1.4654694e-17,0.006184289,2.728102e-16,1.543281e-15,5.25449e-17,9.174008e-16,0.059525758,1.1747012e-19,4.7072165e-17,1.1536885e-18,2.5370043e-11,2.091073e-18,2.2324402e-17,1.168256e-17,7.100884e-20,1.332904e-16,4.826766e-18,5.4194863e-19,8.053309e-14,2.5804463e-17,0.063987926,0.06266098,0.05732393,7.8838725e-18,2.9400746e-12,6.666687e-16,2.1799884e-18,3.3976477e-10,3.6564344e-17,6.0701524e-17,2.610281e-18,1.1189779e-16,1.3161646e-18
2.7858752e-16,5.6295443e-18,2.0312293e-17,2.2271158e-19,7.2149084e-21,0.12533997,1.3855225e-17,3.06862e-13,3.307748e-14,3.3801234e-19,0.006420277,9.2764476e-18,6.3155875e-17,1.5507258e-18,3.57748e-17,0.054507162,1.8704787e-21,1.3391027e-18,2.2929602e-20,2.6537485e-12,4.340856e-20,6.011239e-19,2.9324726e-19,1.0693695e-21,4.257707e-18,1.1066678e-19,9.861618e-21,4.818455e-15,7.046512e-19,0.06160064,0.060294926,0.055194873,1.9023977e-19,2.3554135e-13,2.5239952e-17,4.535759e-20,4.451068e-11,1.0310449e-18,1.790557e-18,5.7028966e-20,3.5529823e-18,2.6716076e-20
1.0207307e-17,1.3739836e-19,5.740496e-19,4.0268966e-21,9.242726e-23,0.12203715,3.780523e-19,2.1928294e-14,1.4435975e-15,5.7060647e-21,0.00577108,2.392177e-19,1.9929734e-18,3.4264267e-20,1.0711232e-18,0.049930993,2.1051755e-23,2.8425567e-20,3.2894215e-22,2.321896e-13,6.5308e-22,1.2017269e-20,5.4297452e-21,1.1322425e-23,1.0256179e-19,1.8560334e-21,1.2845329e-22,2.2988477e-16,1.4304368e-20,0.05892829,0.057754487,0.053136278,3.3738803e-21,1.5430906e-14,7.3174785e-19,6.8410654e-22,4.9701324e-12,2.1676619e-20,3.9542238e-20,9.07324e-22,8.5027685e-20,3.9220087e-22
2.857533e-19,2.4692981e-21,1.2107828e-20,5.213606e-23,8.204171e-25,0.11866957,7.674015e-21,1.2695943e-15,4.8895165e-17,6.8527463e-23,0.00563662,4.5655055e-21,4.7410212e-20,5.523755e-22,2.4060978e-20,0.0454466,1.6211729e-25,4.386014e-22,3.3054932e-24,1.6746799e-14,6.913976e-24,1.7365276e-22,7.21502e-23,8.153877e-26,1.8169862e-21,2.2131419e-23,1.1611956e-24,8.579043e-18,2.1019402e-22,0.056753665,0.05539166,0.050850317,4.2766718e-23,8.129468e-16,1.586982e-20,7.262222e-24,4.6698187e-13,3.309647e-22,6.3708523e-22,1.02120285e-23,1.4956223e-21,4.041991e-24
5.969263e-21,3.1783184e-23,1.8565821e-22,4.68583e-25,4.8723177e-27,0.11626227,1.12843e-22,5.851244e-17,1.2572621e-18,5.671814e-25,0.0053814496,6.2757394e-23,8.291056e-22,6.3125226e-24,3.952349e-22,0.04156939,8.235478e-28,4.77751e-24,2.2497396e-26,9.798883e-16,4.982965e-26,1.7604086e-24,6.672092e-25,3.847524e-28,2.3023114e-23,1.8174441e-25,7.035837e-27,2.4517972e-19,2.1703062e-24,0.054788247,0.053476267,0.04913954,3.7555735e-25,3.3812946e-17,2.5086256e-22,5.2496456e-26,3.640399e-14,3.563753e-24,7.275879e-24,7.871427e-26,1.8803506e-23,2.828384e-26
9.06301e-23,2.8403874e-25,2.009929e-24,2.8235163e-27,1.8608916e-29,0.11361523,1.1668504e-24,2.1052425e-18,2.3950955e-20,3.1216626e-27,0.0051964098,6.027476e-25,1.0364766e-23,4.951543e-26,4.6136593e-24,0.037794,2.6476592e-30,3.555302e-26,9.9844325e-29,4.5702728e-17,2.3553122e-28,1.2107168e-26,4.148234e-27,1.1402223e-30,2.0224543e-25,9.917055e-28,2.7472536e-29,5.2414352e-21,1.5229966e-26,0.052844003,0.051646482,0.04755468,2.2060035e-27,1.088029e-18,2.8078362e-24,2.489546e-28,2.3185475e-15,2.6187184e-26,5.7031525e-26,4.0060968e-28,1.6376765e-25,1.2941699e-28
9.711832e-25,1.7020602e-27,1.4867027e-26,1.0966248e-29,4.3694803e-32,0.11094524,8.207114e-27,5.787543e-20,3.2897557e-22,1.097225e-29,0.005199019,3.90933e-27,8.976904e-26,2.5708627e-28,3.7066765e-26,0.034144733,5.137986e-33,1.7420802e-28,2.7675084e-31,1.666563e-18,6.998943e-31,5.4393925e-29,1.667672e-29,2.0218468e-33,1.1892509e-27,3.4527418e-30,6.610297e-32,8.1660256e-23,6.995772e-29,0.050794974,0.04975482,0.045594797,8.330495e-30,2.648449e-20,2.1542095e-26,7.424781e-31,1.1861836e-16,1.2654242e-28,2.9587917e-28,1.2916262e-30,9.539603e-28,3.7102342e-31
7.107657e-27,6.574827e-30,7.2409724e-29,2.625076e-32,5.989804e-35,0.10846576,3.781876e-29,1.187107e-21,3.1606669e-24,2.3519732e-32,0.0049770256,1.6476463e-29,5.200363e-28,8.479302e-31,1.9771155e-28,0.030685391,5.6990494e-36,5.39026e-31,4.56041e-34,4.6508802e-20,1.2457659e-33,1.5293205e-31,4.1471723e-32,2.0285114e-36,4.499296e-30,7.3237596e-33,9.310738e-35,9.006156e-25,2.0156533e-31,0.04919874,0.048109327,0.043895938,1.9331434e-32,4.756979e-22,1.0922451e-28,1.3268933e-33,4.7848895e-18,3.8557522e-31,9.750373e-31,2.5163932e-33,3.5718383e-30,6.3466914e-34
3.4234253e-29,1.5654581e-32,2.226969e-31,3.6789943e-35,4.5147098e-38,0.10599705,1.0941526e-31,1.7693402e-23,2.0530022e-26,2.9159667e-35,0.0047724578,4.3196044e-32,1.9364684e-30,1.695166e-33,6.7217913e-31,0.027393643,3.390827e-39,1.0040478e-33,4.2200173e-37,9.70091e-22,1.2561054e-36,2.5619243e-34,6.063349e-35,1.078784e-39,1.04691055e-32,8.9745356e-36,7.233407e-38,6.8060415e-27,3.469473e-34,0.04758191,0.046225287,0.042550568,2.6174497e-35,6.1324706e-24,3.5115334e-31,1.3439107e-36,1.4909589e-19,7.0610265e-34,1.9474189e-33,2.8055193e-36,8.2162375e-33,6.1225017e-37
1.0405695e-31,2.1823028e-35,4.1229316e-34,2.8441978e-38,1.7438e-41,0.10409114,1.8930807e-34,1.8606041e-25,8.6760424e-29,1.9661076e-38,0.0048711756,6.700553e-35,4.4299324e-33,1.9462062e-36,1.3904718e-33,0.024408719,1.003e-42,1.0655853e-36,2.05151e-40,1.4731443e-23,6.72231e-40,2.416176e-37,4.913919e-38,2.82e-43,1.4226376e-35,5.972732e-39,2.8905e-41,3.3974807e-29,3.372407e-37,0.046030886,0.04513463,0.041494,1.9471918e-38,5.501368e-26,6.828275e-34,7.22837e-40,3.508182e-21,7.3533745e-37,2.2334418e-36,1.680038e-39,1.1023654e-35,3.11835e-40
1.9025152e-34,1.6781251e-38,4.3484444e-37,1.131e-41,3e-45,0.10206734,1.8517868e-37,1.3355882e-27,2.2836968e-31,6.705e-42,0.0045411726,5.8040275e-38,5.9105433e-36,1.205047e-39,1.6590258e-36,0.02161785,0.0,6.04282e-40,4.9e-44,1.5816723e-25,1.77e-43,1.20063e-40,2.0603e-41,0.0,1.0632519e-38,2.007e-42,6e-45,1.0747151e-31,1.73342e-40,0.04480543,0.04353277,0.03989107,7.416e-42,3.3170453e-28,7.605846e-37,1.9e-43,6.078517e-23,4.08273e-40,1.381258e-39,5.02e-43,8.12264e-39,7.7e-44
1.979821e-37,6.638e-42,2.45017e-40,3e-45,0.0,0.09996472,9.591e-41,6.3053423e-30,3.561676e-34,1e-45,0.004447214,2.6235e-41,4.330365e-39,3.74e-43,1.07293e-39,0.018974159,0.0,1.7e-43,0.0,1.1619302e-27,0.0,3e-44,4e-45,0.0,4.074e-42,0.0,0.0,2.0545818e-34,4.3e-44,0.04346528,0.042220287,0.038748056,1e-45,1.2925308e-30,4.55527e-40,0.0,7.5414284e-25,1.12e-43,4.27e-43,0.0,3.062e-42,0.0
1.09946e-40,1e-45,6.9e-44,0.0,0.0,0.09839348,2.4e-44,1.8769202e-32,3.1067056e-37,0.0,0.004097166,6e-45,1.623e-42,0.0,3.49e-43,0.016576143,0.0,0.0,0.0,5.6285818e-30,0.0,0.0,0.0,0.0,1e-45,0.0,0.0,2.2477325e-37,0.0,0.04186054,0.040837977,0.037808586,0.0,3.1128968e-33,1.36e-43,0.0,6.4932366e-27,0.0,0.0,0.0,0.0,0.0
3.1e-44,0.0,0.0,0.0,0.0,0.09792077,0.0,3.3570707e-35,1.41657e-40,0.0,0.0042651882,0.0,0.0,0.0,0.0,0.01462056,0.0,0.0,0.0,1.7242473e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32056e-40,0.0,0.04162456,0.040485114,0.037308317,0.0,4.402604e-36,0.0,0.0,3.745889e-29,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.09626154,0.0,3.412954e-38,3.1e-44,0.0,0.0042267106,0.0,0.0,0.0,0.0,0.012609188,0.0,0.0,0.0,3.184476e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9e-44,0.0,0.040647153,0.039528336,0.036601007,0.0,3.446241e-39,0.0,0.0,1.391519e-31,0.0,0.0,0.0,0.0,0.0
