area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_2_generation_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_hydro_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,area_3_generation_mw,hour_of_day,day_of_week,month_of_year,is_weekend
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.69794685,0.7208345,0.6634859,0.6999992,0.6837145,0.63937944,0.66700375,0.698802,0.6622067,1.0217407,0.6900823,0.6725447,0.68606186,0.64647955,0.6619393,0.70443666,0.70398235,0.76755947,0.7909877,0.97691625,1.0755175,0.8356728,0.7232687,0.6891946,0.6793864,0.9660481,0.9051589,0.6887364,0.75270575,0.7713712,0.6847151,0.6999429,0.6581831,0.72506803,0.6418485,0.6663745,0.9418357,0.8867862,0.6881363,0.65943694,0.684298,0.67188,0.6925294
0.47879407,0.54504466,0.43746844,0.48501876,0.4614896,0.40493646,0.443327,0.4968752,0.44445726,0.87083954,0.48439813,0.46521866,0.456885,0.40962544,0.4639473,0.51027596,0.48083943,0.5818252,0.6182614,0.83477074,0.903591,0.67686087,0.5191919,0.48105314,0.44436634,0.85162646,0.6989901,0.499828,0.6157009,0.57913464,0.4593097,0.4695618,0.4330696,0.5399949,0.42587388,0.4551636,0.8050522,0.6987187,0.47129864,0.4355499,0.44297633,0.45001376,0.5032735
0.31476542,0.40830594,0.2869317,0.32197347,0.31995136,0.24298178,0.2820073,0.34338135,0.2908018,0.73906726,0.32678986,0.3264663,0.29517812,0.2538908,0.32901323,0.37226078,0.32490233,0.45968217,0.5070104,0.69896954,0.75244576,0.53989977,0.39046654,0.33433592,0.29681405,0.7288366,0.5266117,0.380378,0.4870562,0.43734583,0.29738548,0.30016366,0.27695116,0.42634356,0.28248623,0.3005145,0.6670196,0.5609383,0.3151626,0.29269516,0.28102133,0.2950314,0.34565976
0.20067145,0.3018607,0.188656,0.20592241,0.224469,0.14218506,0.1767878,0.2410516,0.1872525,0.6358566,0.22335686,0.22294411,0.18517452,0.15566118,0.24870832,0.2811654,0.23003943,0.36369732,0.41806477,0.59231985,0.62722605,0.45197427,0.30126804,0.22805461,0.19894418,0.64054537,0.39610243,0.2929287,0.3926239,0.34222355,0.18983866,0.18809085,0.16849181,0.3513067,0.20005392,0.19381484,0.5566656,0.45713955,0.21009564,0.19968294,0.17394015,0.18965255,0.22920571
0.12572129,0.22236483,0.12333487,0.12841977,0.16085452,0.07959066,0.108430974,0.16530204,0.11758374,0.54469895,0.15382884,0.15374964,0.111493185,0.09100747,0.18848054,0.20816796,0.16964541,0.307276,0.34978652,0.5041802,0.5252143,0.37293258,0.23060106,0.15932758,0.13532826,0.5605915,0.29464477,0.23335509,0.3146732,0.26987514,0.11766221,0.11587254,0.09915697,0.29835162,0.15535358,0.12824917,0.46993202,0.37504366,0.13930318,0.1355583,0.103171214,0.11778494,0.14614826
0.07569238,0.15930387,0.08080691,0.076342836,0.11371771,0.042407345,0.06738306,0.111918315,0.07189894,0.47356895,0.10091942,0.10059728,0.06502395,0.051472813,0.15333717,0.15319037,0.131064,0.2534038,0.29383782,0.427327,0.4434732,0.31488788,0.18350059,0.10684051,0.095448636,0.49804834,0.21588957,0.18617237,0.26208648,0.2179061,0.072390325,0.068197325,0.055105127,0.2563989,0.13727099,0.08249857,0.39702058,0.3090123,0.09615205,0.096714444,0.059198182,0.07029823,0.091448694
0.044800498,0.11323781,0.053249482,0.04400374,0.07944477,0.021556593,0.041125283,0.07462895,0.04250206,0.40568686,0.062386505,0.06482906,0.036123574,0.027760865,0.13123995,0.11171388,0.107943594,0.2180518,0.24522635,0.37031716,0.38382584,0.26614812,0.14725184,0.07182175,0.06850906,0.44155577,0.15718663,0.15093572,0.21679685,0.18293622,0.042226315,0.038470905,0.029515775,0.22127776,0.14950727,0.054002076,0.3454082,0.25824872,0.06843116,0.067505985,0.031946518,0.040792022,0.054225456
0.025119374,0.078840666,0.03412984,0.024080543,0.05391046,0.010200207,0.0242342,0.04801029,0.023777034,0.3584555,0.036091458,0.04030794,0.018855322,0.014098979,0.11925808,0.07967804,0.08731047,0.19100781,0.21032785,0.3217929,0.334735,0.22487,0.12146731,0.047283646,0.05229136,0.3958366,0.11262306,0.12348923,0.18589108,0.16151504,0.023669787,0.020315323,0.014690803,0.1873256,0.16856119,0.03671179,0.29186335,0.21840207,0.04831838,0.046053514,0.016389484,0.022495698,0.03134806
0.01343955,0.05323337,0.020281898,0.012568637,0.03592648,0.0044871755,0.013164444,0.03033626,0.012642387,0.31667557,0.020180406,0.024268446,0.009273748,0.006719138,0.11185895,0.055564888,0.070061564,0.17070884,0.18046027,0.27993104,0.29467145,0.19029707,0.10373208,0.030043362,0.042904727,0.3548476,0.07831729,0.10321799,0.1615442,0.14752537,0.01266452,0.010051265,0.0068319878,0.1579693,0.1934301,0.025086813,0.25429037,0.18340938,0.03226251,0.03248624,0.007882986,0.0118612945,0.017389368
