wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.46119532,0.44363436,0.51192176,0.526012,0.45574754,0.4368251,0.55326307,0.45213032,0.44654664,0.4152083,0.45632648,0.4888268,0.51401913,0.529363,0.46114743,0.54712164,0.4801116,0.43943155,0.46055883,0.40596458,0.43415073,0.42547294,0.4624365,0.43322796,0.44268653,0.51203513,0.43569604,0.5402843,0.4044685,0.48031887,0.4059661,0.5092154,0.45004755,0.40414268,0.5104862,0.47568065,0.50680166,0.4775618,0.48828235,0.542786,0.44559518,0.4423969,0.49870068,0.43659905,0.42505124,0.4264736,0.39361745,0.5793205,0.5070092
0.45852256,0.45905557,0.5413592,0.57317615,0.43913466,0.4273636,0.5830537,0.43786517,0.436463,0.3863938,0.45991507,0.48233864,0.54493445,0.57347256,0.44675633,0.58233726,0.50581986,0.4226585,0.46882972,0.34985843,0.42321056,0.41900226,0.5079865,0.39340124,0.41483986,0.5449479,0.41225252,0.5655205,0.3714613,0.49747163,0.37111118,0.5121259,0.4015916,0.3708177,0.5044159,0.46443874,0.50632423,0.4630856,0.48497346,0.5687416,0.43999013,0.42199162,0.5839732,0.41404453,0.4380472,0.4506366,0.3439305,0.6763117,0.5374055
0.46395347,0.46027514,0.55661196,0.6027151,0.41076982,0.42427605,0.6049459,0.4120902,0.44916603,0.37379482,0.44736782,0.47445214,0.5787312,0.60396665,0.44966835,0.61069304,0.5558022,0.40907207,0.50189817,0.34029204,0.39517203,0.42630586,0.5052243,0.36819398,0.39619476,0.56698626,0.38267663,0.58887774,0.33957103,0.52067083,0.328076,0.5384386,0.33740976,0.34180456,0.5027384,0.44600558,0.4992807,0.4343567,0.49341315,0.5899908,0.43532056,0.40633002,0.6435139,0.41086468,0.4237745,0.5071537,0.31497833,0.7515015,0.6032318
0.46892175,0.46344924,0.5726157,0.6315146,0.384328,0.42997098,0.63630426,0.37720916,0.4597204,0.36960205,0.43135256,0.4723117,0.61835444,0.62677634,0.4611898,0.6655393,0.58080196,0.40879098,0.52190655,0.336612,0.38310152,0.41819036,0.50964797,0.32141665,0.37653342,0.57247984,0.35040066,0.61435,0.30853954,0.54000753,0.28810614,0.55268085,0.2873826,0.3011697,0.50339884,0.45047837,0.5145826,0.40125316,0.49733198,0.62041664,0.4426499,0.39166123,0.70901823,0.38473883,0.4132177,0.5385644,0.26978475,0.8051012,0.6371938
0.45583698,0.45508674,0.6059939,0.65665174,0.37923846,0.4182439,0.6608673,0.339815,0.47467682,0.33212423,0.40548387,0.47714514,0.6480761,0.63979256,0.45266965,0.68995744,0.6078553,0.38358533,0.54298145,0.31081575,0.35925624,0.4083068,0.5056128,0.26387468,0.38199824,0.57234585,0.32515457,0.62282115,0.26427484,0.5495621,0.2374231,0.5719808,0.24796683,0.28169873,0.49564287,0.45015016,0.52144885,0.37279308,0.48164427,0.6591226,0.4336933,0.35614753,0.761694,0.35056922,0.38205123,0.56719315,0.23057833,0.86027056,0.6701763
0.45645282,0.45753145,0.63620406,0.68355286,0.35248137,0.4033174,0.69783974,0.2912559,0.51031786,0.31534407,0.37662947,0.50424767,0.6732238,0.65087366,0.44789314,0.7212732,0.6432408,0.3693954,0.55308676,0.29571795,0.33609697,0.40396926,0.50467145,0.20952033,0.35156238,0.57210445,0.30057496,0.6222798,0.22929291,0.55056983,0.18598527,0.59924,0.18297754,0.24779756,0.4906478,0.44534087,0.5208742,0.33215332,0.48276654,0.6948045,0.43325207,0.3346011,0.82764983,0.32079473,0.34087086,0.6157087,0.19447616,0.91795486,0.7029591
0.4557569,0.4568553,0.6742547,0.6973418,0.33008972,0.38825592,0.72517085,0.2528901,0.5299367,0.29985076,0.33512917,0.5120803,0.7331389,0.67846924,0.45498288,0.7526128,0.6796841,0.35158426,0.58966917,0.27457592,0.3191597,0.39395183,0.5075528,0.16543725,0.31582168,0.5746172,0.26622313,0.62610245,0.1874234,0.5489145,0.13788141,0.63059354,0.121941775,0.20973656,0.4820524,0.4225664,0.50456065,0.2787728,0.48497564,0.7339655,0.42418644,0.28755936,0.8859704,0.29969177,0.3161728,0.6507002,0.13590734,0.9789005,0.7477464
0.46570757,0.45702603,0.70824814,0.7161299,0.31681514,0.37375703,0.75846666,0.21423936,0.5729987,0.2819482,0.30590352,0.51388204,0.76510376,0.7058101,0.4576476,0.79251987,0.716075,0.328704,0.6194329,0.25644118,0.2987171,0.38490194,0.5050874,0.113592036,0.29015532,0.5705355,0.22406651,0.6249214,0.14666745,0.55363965,0.07602122,0.63946325,0.06901004,0.17764184,0.48264685,0.41857925,0.51378506,0.2289998,0.4834944,0.7718484,0.4386309,0.24897043,0.9397313,0.26410505,0.28259027,0.677188,0.085677415,1.0,0.78854644
0.4660427,0.45125437,0.7322757,0.7428485,0.30173314,0.34605426,0.80228424,0.16081202,0.60305583,0.2512247,0.25909775,0.49999017,0.78989416,0.73171425,0.4460881,0.8174519,0.7519551,0.31131127,0.64704233,0.22075763,0.2756461,0.3716037,0.50910443,0.06749216,0.26026082,0.56746453,0.19609937,0.6258052,0.10068929,0.56054693,0.017064353,0.65768087,0.015794585,0.13496801,0.48522666,0.42432407,0.5136435,0.17841919,0.48969388,0.811414,0.45039368,0.20049325,0.9911144,0.21941967,0.25705588,0.7185273,0.019728836,1.0,0.82763344
