rank,index,center,related,nmi,spearman,pearson,kendall,distance_corr,hsic,nmi_pass,spearman_pass,pearson_pass,kendall_pass,distance_corr_pass,hsic_pass,pass_count,max_abs_score
1,44,marginal_loss_price_rt,congestion_price_rt,0.18715399389139697,0.5446361918205729,0.5963947732384799,0.4124423130386433,0.6326215811509578,0.34672776449966825,1,1,1,1,1,1,6,0.6326215811509578
2,19,marginal_loss_price_rt,gen_fuel_nuclear_pct,0.22578184227729892,-0.6320555778792895,-0.3765038408827156,-0.44465387823185987,0.5369198924722178,0.15418685346965444,1,1,1,1,1,1,6,0.6320555778792895
3,41,marginal_loss_price_rt,marginal_loss_price_da,0.3316788713435949,0.49847510264373773,0.5764470327733069,0.3612468723936614,0.622803991095739,0.1823494174104977,1,1,1,1,1,1,6,0.622803991095739
4,29,marginal_loss_price_rt,da_as_mcp_synchronized_reserve,0.21902613858954664,0.37087246768433785,0.549948751930216,0.22567834306366416,0.4096577104000631,0.05837048522489334,1,1,1,1,1,1,6,0.549948751930216
5,20,marginal_loss_price_rt,gen_fuel_oil_pct,0.364807453628325,0.4286235730889268,0.4831033989590937,0.3025062552126772,0.5431711673599503,0.3216693910885486,1,1,1,1,1,1,6,0.5431711673599503
6,15,marginal_loss_price_rt,gen_fuel_coal_pct,0.11554765216645228,0.48691716489177206,0.2587840320076214,0.32151932165693636,0.3861730035146189,0.08933589706739706,1,1,1,1,1,1,6,0.48691716489177206
7,21,marginal_loss_price_rt,gen_fuel_other_renewables_pct,0.15087760936906422,-0.47987656659191447,-0.289028505081249,-0.35793577981651375,0.46942835047117054,0.19171187013733063,1,1,1,1,1,1,6,0.47987656659191447
8,40,marginal_loss_price_rt,congestion_price_da,0.23732130295889176,0.17715985678366694,0.3429139598144796,0.1037294968028913,0.3775457185633079,0.05544195940145435,1,1,1,1,1,1,6,0.3775457185633079
9,13,marginal_loss_price_rt,gen_fuel_storage_mw,0.10833092061721294,0.34396795263937274,0.1713970649871924,0.1890144564915207,0.31243107886245075,0.08211437192229144,1,1,1,1,1,1,6,0.34396795263937274
10,18,marginal_loss_price_rt,gen_fuel_multiple_fuels_pct,0.08703411165279376,0.3259283219630005,0.20984128221747786,0.21989157631359466,0.28648829829948586,0.052476729712811566,1,1,1,1,1,1,6,0.3259283219630005
11,43,marginal_loss_price_rt,total_lmp_rt,0.5856332964399011,0.9370432065476766,0.9731518514720752,0.7771837642479844,0.9261205406196957,0.03718428968626551,1,1,1,1,1,0,5,0.9731518514720752
