epoch,temperature,train_mse,train_r2,test_mse,test_r2,candidate_active_0p5,candidate_gate_sum,budget_max_features
1,2.0,0.44900147293493275,0.5509985685348511,0.44367181069058614,0.5316760540008545,4,20.318178176879883,0
2,1.9810995398000641,0.30227529296181205,0.6977246999740601,0.28881477389666366,0.6951375603675842,4,18.60118293762207,0
3,1.962377693298013,0.2510558487485148,0.7489441633224487,0.24828610273941262,0.7379181385040283,4,17.30028533935547,0
4,1.9438327725533024,0.26237573699697475,0.7376242280006409,0.25056676634746355,0.7355108261108398,3,16.283540725708008,0
5,1.9254631055768152,0.21516032925004908,0.7848396897315979,0.22361530976869712,0.7639597654342651,4,15.426928520202637,0
6,1.9072670361801156,0.20335509840890617,0.7966448664665222,0.20710403871972385,0.7813884615898132,4,14.664645195007324,0
7,1.8892429238261297,0.19065861127173783,0.8093413710594177,0.20230908371598982,0.7864498496055603,3,13.963289260864258,0
8,1.8713891434812366,0.18387246171963023,0.8161275386810303,0.19720413722097874,0.7918384075164795,3,13.354291915893555,0
9,1.853704085468757,0.17325493536781575,0.8267450332641602,0.18376928358906652,0.8060197830200195,5,12.770807266235352,0
10,1.8361861553238266,0.16419189033175952,0.8358080983161926,0.17227081229864824,0.8181571364402771,4,12.235509872436523,0
11,1.8188337736496412,0.20015421167334285,0.799845814704895,0.20856897389834247,0.7798421382904053,2,11.741109848022461,0
12,1.801645375975059,0.18750164248077675,0.8124983310699463,0.19673486498025497,0.7923337817192078,3,11.287433624267578,0
13,1.7846194126135515,0.15583261474967003,0.8441673517227173,0.16820692470887813,0.822446882724762,4,10.892793655395508,0
14,1.767754348523484,0.14716252363780635,0.8528374433517456,0.15369959365258493,0.8377602696418762,4,10.499348640441895,0
15,1.751048663169718,0.14183412308141896,0.8581658601760864,0.15287579894747313,0.8386298418045044,4,10.089527130126953,0
16,1.734500850386523,0.14119531485038256,0.8588047027587891,0.14976248774314072,0.8419161438941956,4,9.702670097351074,0
17,1.7181094182417804,0.16246623641077476,0.8375337719917297,0.17777590977209734,0.8123461604118347,3,9.36955738067627,0
18,1.7018728889024735,0.13252326100212214,0.8674767017364502,0.14643126347942687,0.845432460308075,4,9.064227104187012,0
19,1.685789798501448,0.12528788336303331,0.8747121095657349,0.1365001393232222,0.8559154272079468,4,8.732834815979004,0
20,1.6698586970054308,0.13445900796616378,0.8655409812927246,0.14793126291890696,0.8438490629196167,4,8.386198043823242,0
21,1.6540781480842968,0.12434287861125966,0.8756571412086487,0.1368010661155894,0.855597734451294,4,8.055516242980957,0
22,1.6384467289815714,0.1216617986591125,0.8783382177352905,0.13807229150268363,0.8542559146881104,4,7.744196891784668,0
23,1.6229630303861557,0.11920223158907109,0.8807977437973022,0.1320359780021557,0.8606275916099548,4,7.475296497344971,0
24,1.6076256563052655,0.11779356607776575,0.8822064399719238,0.13021414435082457,0.862550675868988,4,7.213749408721924,0
25,1.5924332239385688,0.14402648269800536,0.855973482131958,0.15806608854952017,0.8331511616706848,3,6.955935955047607,0
26,1.5773843635535156,0.10795308655223075,0.8920469284057617,0.12191878765730596,0.8713069558143616,4,6.721546649932861,0
27,1.5624777183618435,0.1218119018308358,0.8781880736351013,0.13888316571985077,0.853399932384491,4,6.507663726806641,0
