epoch,temperature,train_mse,train_r2,test_mse,test_r2,candidate_active_0p5,candidate_gate_sum,budget_max_features
1,2.0,0.4997170753805443,0.500282883644104,0.5016192119205143,0.470508873462677,3,20.789466857910156,0
2,1.9810995398000641,0.32825214859640933,0.6717478036880493,0.3333419142972405,0.6481362581253052,4,19.22350311279297,0
3,1.962377693298013,0.2307302099286737,0.7692698240280151,0.23401733026726218,0.7529797554016113,5,18.0707950592041,0
4,1.9438327725533024,0.1778664107169476,0.8221336007118225,0.1865248682045537,0.8031110763549805,5,17.016189575195312,0
5,1.9254631055768152,0.14568332966323302,0.8543167114257812,0.15800213904642477,0.8332186341285706,5,16.123435974121094,0
6,1.9072670361801156,0.13410119271057877,0.8658987879753113,0.14038239229788504,0.8518174290657043,4,15.396536827087402,0
7,1.8892429238261297,0.12027832774784981,0.8797216415405273,0.1284472386738876,0.8644157648086548,5,14.802328109741211,0
8,1.8713891434812366,0.09616717339999843,0.9038327932357788,0.10343176485380022,0.8908211588859558,4,14.366540908813477,0
9,1.853704085468757,0.08358495817026003,0.9164150357246399,0.08738512118778578,0.907759428024292,3,13.94040298461914,0
10,1.8361861553238266,0.07603969245944471,0.9239603281021118,0.07919713352784151,0.9164023399353027,3,13.475317001342773,0
11,1.8188337736496412,0.06726241160346114,0.9327375888824463,0.07069058024051894,0.925381600856781,3,13.025964736938477,0
12,1.801645375975059,0.12206191694311383,0.8779380917549133,0.12315741731081067,0.8699995279312134,2,12.631929397583008,0
13,1.7846194126135515,0.0633359568010274,0.9366640448570251,0.06695635286841269,0.9293233156204224,3,12.196325302124023,0
14,1.767754348523484,0.06063389986281764,0.9393661022186279,0.06490402392725028,0.9314896464347839,3,11.832120895385742,0
15,1.751048663169718,0.05730498033276639,0.9426950216293335,0.06245025649394204,0.9340797662734985,3,11.45950698852539,0
16,1.734500850386523,0.059893902152503925,0.9401060938835144,0.06090301292857564,0.935712993144989,3,10.995957374572754,0
17,1.7181094182417804,0.06770712681523859,0.9322928786277771,0.06923584764959609,0.9269171357154846,2,10.522100448608398,0
18,1.7018728889024735,0.06391804698147135,0.9360819458961487,0.06662450565547659,0.9296735525131226,3,10.118915557861328,0
19,1.685789798501448,0.053998904707639114,0.9460011124610901,0.05789730151570061,0.9388856887817383,3,9.764288902282715,0
20,1.6698586970054308,0.053355766786368955,0.9466442465782166,0.056533513369220426,0.9403252601623535,3,9.459511756896973,0
21,1.6540781480842968,0.060289377034062834,0.9397106170654297,0.06305709804930701,0.9334391951560974,3,9.15379810333252,0
22,1.6384467289815714,0.051338920852810166,0.9486610889434814,0.05410726376377591,0.9428863525390625,2,8.855700492858887,0
23,1.6229630303861557,0.05305926078713118,0.9469407200813293,0.058209493989124894,0.9385561347007751,2,8.577888488769531,0
24,1.6076256563052655,0.04799356146677931,0.952006459236145,0.05325603902498942,0.9437848329544067,2,8.32477855682373,0
25,1.5924332239385688,0.048824356065410905,0.9511756300926208,0.0510502516280678,0.9461132287979126,3,8.073949813842773,0
26,1.5773843635535156,0.050484760699922984,0.9495152235031128,0.055373157789112955,0.941550076007843,2,7.840595722198486,0
27,1.5624777183618435,0.04821956203788701,0.9517804384231567,0.052462839271600656,0.9446220993995667,2,7.643882751464844,0
28,1.5477119443972511,0.04984762493881854,0.9501523971557617,0.054794664193717084,0.9421607255935669,2,7.445583343505859,0
29,1.5330857103942284,0.0483882330041194,0.9516117572784424,0.054915457952585886,0.9420332312583923,2,7.246917247772217,0
30,1.5185976976680302,0.04549533143017262,0.954504668712616,0.05055715994932121,0.9466336965560913,2,7.0430908203125,0
31,1.5042465999957857,0.04677600376265341,0.9532240033149719,0.05208401040673801,0.9450219869613647,2,6.8441290855407715,0
32,1.4900311234987311,0.04556614833206939,0.9544338583946228,0.05041103666114462,0.94678795337677,2,6.6497721672058105,0
33,1.4759499865255545,0.04370524326067995,0.9562947750091553,0.048856871299127615,0.9484284520149231,2,6.435087203979492,0
34,1.4620019195368434,0.04514379648123758,0.9548562169075012,0.04877642021378184,0.948513388633728,2,6.2956156730651855,0
35,1.4481856649906255,0.043831230530516734,0.9561687707901001,0.04808861223367474,0.9492393732070923,2,6.1243181228637695,0
36,1.434499977228989,0.0437937993243689,0.956206202507019,0.04824090049965534,0.9490786194801331,2,5.955142974853516,0
37,1.4209436223657763,0.04525347209438216,0.9547465443611145,0.0516632475674425,0.945466160774231,2,5.771886825561523,0
38,1.4075153781753378,0.04192807254666345,0.9580719470977783,0.047880761984099705,0.9494587779045105,2,5.60757303237915,0
39,1.3942140339823375,0.043006772122862316,0.9569932222366333,0.048424634929155795,0.9488847255706787,2,5.453597545623779,0
40,1.3810383905526,0.04264707925845247,0.9573529362678528,0.04748793653064839,0.9498734474182129,2,5.298943996429443,0
41,1.3679872599849885,0.04434530479971299,0.9556546807289124,0.05032181215654241,0.9468821287155151,2,5.141963005065918,0
42,1.3550594656043058,0.13029478424428348,0.8697052001953125,0.13057947431395694,0.8621650338172913,1,4.983133792877197,0
43,1.3422538418552055,0.04139058464181891,0.958609402179718,0.04784674461499402,0.9494947195053101,2,4.838298797607422,0
44,1.329569234197108,0.043054349234570626,0.9569456577301025,0.048863474915667275,0.9484214782714844,2,4.69155740737915,0
45,1.317004499000107,0.04014696730663084,0.9598530530929565,0.045504021393021614,0.9519675970077515,2,4.560626983642578,0
46,1.3045585034418632,0.04079273686915477,0.9592072367668152,0.04765078902710229,0.9497015476226807,2,4.388131618499756,0
47,1.2922301254054678,0.04666637000503497,0.9533336162567139,0.0538684208423081,0.9431384205818176,2,4.2874274253845215,0
48,1.2800182533782756,0.039685577332467685,0.9603143930435181,0.04737599799409509,0.9499915838241577,2,4.128419876098633,0
49,1.2679217863516918,0.04247133483404108,0.9575286507606506,0.048666241050629715,0.9486296772956848,2,3.9901671409606934,0
50,1.255939633721906,0.03978003802390316,0.9602199792861938,0.04600799803497133,0.9514356255531311,2,3.8743817806243896,0
51,1.2440707151915646,0.03758355858291746,0.962416410446167,0.04433506106526205,0.9532015323638916,2,3.737456798553467,0
52,1.2323139606723728,0.037023685366046014,0.962976336479187,0.043664467830506225,0.9539093971252441,2,3.6025502681732178,0
53,1.220668310188616,0.037771963883080524,0.9622280597686768,0.045383991261876026,0.952094316482544,2,3.4908361434936523,0
