stage,pass,feature,trial_feature_count,trial_r2,trial_mse,tau,dropped,reason,final_path_r2,final_path_mse,delta_r2_if_removed,delta_mse_if_removed
substitute_gen_fuel_gas_mw,1,gen_fuel_coal_mw,9,0.8235305547714233,0.167180251727653,0.94,False,required_under_tau_rule,,,,
substitute_gen_fuel_gas_mw,1,gen_fuel_solar_mw,9,0.8471537828445435,0.14480055773221864,0.94,False,required_under_tau_rule,,,,
substitute_gen_fuel_gas_mw,1,gen_fuel_nuclear_mw,9,0.8720377087593079,0.12122647982181572,0.94,False,required_under_tau_rule,,,,
substitute_gen_fuel_gas_mw,1,gen_fuel_wind_mw,9,0.8319865465164185,0.1591693954883007,0.94,False,required_under_tau_rule,,,,
substitute_gen_fuel_gas_mw,1,gen_fuel_hydro_mw,9,0.8703656196594238,0.12281053364504038,0.94,False,required_under_tau_rule,,,,
substitute_gen_fuel_gas_mw,1,total_pjm_rt_load_mwh,9,0.8016228079795837,0.1879348134531117,0.94,False,required_under_tau_rule,,,,
substitute_gen_fuel_gas_mw,1,gross_sched_interchange_mw,9,0.9409254193305969,0.05596493428754734,0.94,True,redundant_under_tau_rule,,,,
substitute_gen_fuel_gas_mw,1,gen_fuel_oil_mw,9,0.9418004155158997,0.05513604392479288,0.94,True,redundant_under_tau_rule,,,,
substitute_gen_fuel_gas_mw,1,gen_fuel_multiple_fuels_mw,9,0.9371364116668701,0.05955450028953392,0.94,False,required_under_tau_rule,,,,
substitute_gen_fuel_gas_mw,1,gen_fuel_gas_pct,9,0.8092471361160278,0.18071183730371115,0.94,False,required_under_tau_rule,,,,
substitute_gen_fuel_gas_mw,2,gen_fuel_coal_mw,8,0.8060780763626099,0.1837140635087541,0.94,False,required_under_tau_rule,,,,
substitute_gen_fuel_gas_mw,2,gen_fuel_solar_mw,8,0.8459067344665527,0.1459819804649891,0.94,False,required_under_tau_rule,,,,
substitute_gen_fuel_gas_mw,2,gen_fuel_nuclear_mw,8,0.8511260747909546,0.14103735117923197,0.94,False,required_under_tau_rule,,,,
substitute_gen_fuel_gas_mw,2,gen_fuel_wind_mw,8,0.8285773992538452,0.16239905348274766,0.94,False,required_under_tau_rule,,,,
substitute_gen_fuel_gas_mw,2,gen_fuel_hydro_mw,8,0.8617954850196838,0.1309295578905177,0.94,False,required_under_tau_rule,,,,
substitute_gen_fuel_gas_mw,2,total_pjm_rt_load_mwh,8,0.8013585209846497,0.18818520959012391,0.94,False,required_under_tau_rule,,,,
substitute_gen_fuel_gas_mw,2,gross_sched_interchange_mw,8,0.9171766042709351,0.07846365848033712,0.94,False,required_under_tau_rule,,,,
substitute_gen_fuel_gas_mw,2,gen_fuel_multiple_fuels_mw,8,0.9225317239761353,0.07339042727835476,0.94,False,required_under_tau_rule,,,,
substitute_gen_fuel_gas_mw,2,gen_fuel_gas_pct,8,0.8080242872238159,0.18187030957920886,0.94,False,required_under_tau_rule,,,,
substitute_gen_fuel_gas_mw_final_required_check,3,gen_fuel_coal_mw,8,0.8060780763626099,0.1837140635087541,0.94,False,required_final_path,0.9418004155158997,0.05513604392479288,0.1357223391532898,0.12857801958396123
substitute_gen_fuel_gas_mw_final_required_check,3,gen_fuel_solar_mw,8,0.8459067344665527,0.1459819804649891,0.94,False,required_final_path,0.9418004155158997,0.05513604392479288,0.09589368104934692,0.09084593654019621
substitute_gen_fuel_gas_mw_final_required_check,3,gen_fuel_nuclear_mw,8,0.8511260747909546,0.14103735117923197,0.94,False,required_final_path,0.9418004155158997,0.05513604392479288,0.09067434072494507,0.08590130725443909
substitute_gen_fuel_gas_mw_final_required_check,3,gen_fuel_wind_mw,8,0.8285773992538452,0.16239905348274766,0.94,False,required_final_path,0.9418004155158997,0.05513604392479288,0.11322301626205444,0.10726300955795479
substitute_gen_fuel_gas_mw_final_required_check,3,gen_fuel_hydro_mw,8,0.8617954850196838,0.1309295578905177,0.94,False,required_final_path,0.9418004155158997,0.05513604392479288,0.08000493049621582,0.07579351396572481
substitute_gen_fuel_gas_mw_final_required_check,3,total_pjm_rt_load_mwh,8,0.8013585209846497,0.18818520959012391,0.94,False,required_final_path,0.9418004155158997,0.05513604392479288,0.14044189453125,0.13304916566533104
substitute_gen_fuel_gas_mw_final_required_check,3,gross_sched_interchange_mw,8,0.9171766042709351,0.07846365848033712,0.94,False,required_final_path,0.9418004155158997,0.05513604392479288,0.0246238112449646,0.023327614555544246
substitute_gen_fuel_gas_mw_final_required_check,3,gen_fuel_multiple_fuels_mw,8,0.9225317239761353,0.07339042727835476,0.94,False,required_final_path,0.9418004155158997,0.05513604392479288,0.019268691539764404,0.018254383353561887
substitute_gen_fuel_gas_mw_final_required_check,3,gen_fuel_gas_pct,8,0.8080242872238159,0.18187030957920886,0.94,False,required_final_path,0.9418004155158997,0.05513604392479288,0.13377612829208374,0.12673426565441598
