n,test_r2
2,0.1952239387593031
4,0.8830288191059406
6,0.923151157660664
8,0.9544760590255523
10,0.9592186525851164
12,0.9616414466880664
14,0.9635276218646549
16,0.9644926396904497
17,0.9692700106075873
