n,test_r2
1,0.5798326088597558
2,0.7206077356315228
3,0.8142844372575947
4,0.8391145138897217
5,0.8442517604333806
6,0.8437678415056707
7,0.8579579019954642
8,0.8529138686808178
9,0.853962831737443
