epoch,train_loss,train_total_loss,train_r2,test_loss,test_r2
1,0.35758196830772243,0.6596821722617866,0.6424179077148438,0.337595568878985,0.655734121799469
2,0.24610025284799067,0.28099040817227827,0.7538997530937195,0.24631764149157012,0.7488155364990234
3,0.23099231473038798,0.2418583099659984,0.769007682800293,0.23694738457206546,0.7583709359169006
4,0.21357048013333507,0.22614501595701725,0.7864295244216919,0.22375295268053688,0.7718260884284973
5,0.20629313352576747,0.21125929524751222,0.7937068939208984,0.2161217795957516,0.7796080112457275
6,0.18973147247091765,0.20017683390928623,0.8102685213088989,0.20150109712125325,0.7945175766944885
7,0.18177869400502525,0.18962468313441125,0.8182213306427002,0.19119074490920798,0.8050316572189331
8,0.177774865492826,0.1834849933010308,0.8222250938415527,0.18652452019656576,0.8097900748252869
9,0.16597674703502546,0.17454974879571084,0.8340232372283936,0.17354776453590248,0.8230232000350952
10,0.15986401928428198,0.1677887829988172,0.8401359915733337,0.16707509085990307,0.829623818397522
11,0.1622467004387866,0.16144430449248087,0.8377532958984375,0.16880318439542885,0.8278615474700928
12,0.15527875612906877,0.15986433770709324,0.8447211980819702,0.16129853264087948,0.835514485836029
13,0.15226909883098688,0.15372230309473023,0.8477308750152588,0.156422227132702,0.8404871225357056
14,0.14437846646485758,0.1533362412616372,0.8556215167045593,0.15217070699464985,0.8448226451873779
15,0.14585302210349696,0.14857161904363392,0.8541469573974609,0.1531461897397005,0.8438279032707214
16,0.1396169205679978,0.1460364676136765,0.8603830337524414,0.1477767650560453,0.8493034243583679
17,0.1376835561572687,0.14525742531902547,0.8623164296150208,0.14573308196282242,0.8513875007629395
18,0.13829620823002697,0.14161605906511518,0.8617037534713745,0.14492413482242605,0.8522124290466309
19,0.13385933801008945,0.14104294417742824,0.866140604019165,0.14266835648293902,0.8545127511024475
20,0.13130491754021653,0.13757583640464657,0.868695080280304,0.14035522820791457,0.8568716049194336
21,0.138386506990769,0.1348161531639272,0.8616135120391846,0.14778359561431698,0.8492964506149292
22,0.13367837128420534,0.13432276662947748,0.8663216233253479,0.14135520888219882,0.8558518886566162
23,0.12741568379678134,0.13321426068663506,0.8725842833518982,0.13653715259236535,0.8607650995254517
24,0.13076171188875976,0.13161422798735417,0.8692382574081421,0.14328288459559765,0.8538861274719238
25,0.12634083327732862,0.1289604474612086,0.8736591339111328,0.13898348683355058,0.8582704067230225
26,0.12241875117432971,0.12996410480171192,0.8775812387466431,0.13327276602205707,0.8640940189361572
27,0.13451446901685768,0.12645770222357808,0.8654855489730835,0.14491908051209842,0.8522175550460815
28,0.12283314772456043,0.12703546441233313,0.8771668672561646,0.13611928188446454,0.8611912131309509
29,0.119810906091803,0.12575678119590772,0.880189061164856,0.13195618137535525,0.8654365539550781
30,0.12145609833288748,0.12257579619151594,0.8785439133644104,0.13329707789121242,0.8640692234039307
31,0.11684152440037962,0.12258852728160168,0.8831585049629211,0.13009905246109132,0.8673304319381714
32,0.11942580259319119,0.12073001606229332,0.8805742263793945,0.13397279022852096,0.8633801341056824
33,0.11695493885595139,0.11885780810281169,0.8830450773239136,0.13274277885240027,0.8646344542503357
34,0.12010838988881407,0.11994173577940483,0.879891574382782,0.13399581876356245,0.8633566498756409
35,0.11407572666394811,0.1179302046963452,0.8859242796897888,0.12652987707406282,0.8709701299667358
36,0.11614452552513527,0.11678265444337639,0.8838554620742798,0.13297540217456294,0.8643972277641296
37,0.11026562479822623,0.1157395061116856,0.8897343873977661,0.12493742646922062,0.8725939989089966
38,0.1109091473642444,0.11583271576482362,0.8890908360481262,0.12643722952457098,0.8710646033287048
39,0.11081349640561823,0.11369466772096971,0.8891865015029907,0.1273100893581059,0.8701744675636292
40,0.11079064389075559,0.11276386643125527,0.8892093300819397,0.1274866725704292,0.8699944019317627
41,0.11072483173451471,0.11296199686103518,0.8892751336097717,0.12911533251995358,0.8683335781097412
42,0.10750865640046259,0.1130994187041401,0.892491340637207,0.1238909654330644,0.8736611604690552
43,0.10859381237431713,0.11094201607224734,0.8914061784744263,0.1239601974489122,0.8735905289649963
44,0.10811896260307774,0.10949332350872111,0.8918810486793518,0.12631709927056983,0.8711870908737183
45,0.11565683025108049,0.11020197698734217,0.884343147277832,0.1346195891454089,0.8627205491065979
46,0.10412645134236592,0.10943491276549666,0.8958735466003418,0.12465539074889044,0.8728816509246826
47,0.10621063214883743,0.1097791439176606,0.8937893509864807,0.12275264649538369,0.8748219609260559
48,0.10515785432959858,0.10965164146555871,0.8948421478271484,0.1256570281665318,0.8718602061271667
49,0.1003266154318866,0.10609254422707698,0.899673342704773,0.12192958898887765,0.8756612539291382
50,0.1008819505631992,0.10585041135168775,0.8991180062294006,0.12125519062278838,0.8763489723205566
51,0.10493084313923352,0.11029424817279311,0.8950691819190979,0.12736856581915806,0.8701148629188538
52,0.10718025782868028,0.1062600513313514,0.8928197622299194,0.12620333197140476,0.8713030815124512
53,0.09950855132234997,0.10674688655635858,0.9004914164543152,0.12092332079688586,0.8766874074935913
54,0.09918930601331453,0.10298449366085635,0.900810718536377,0.1220127838186738,0.8755764365196228
55,0.11194968757643715,0.10381243465444134,0.8880503177642822,0.13145928195018958,0.8659433126449585
56,0.0974895143973791,0.1020344603070769,0.9025105237960815,0.12113801419462372,0.8764684796333313
57,0.09831520800800564,0.10463028917164406,0.9016847610473633,0.11974811786785722,0.8778858780860901
58,0.09850799083471025,0.10268219618494732,0.9014919996261597,0.12160984627766216,0.8759873509407043
59,0.09501848310021886,0.10159032234480188,0.9049814939498901,0.11771975038573146,0.8799543380737305
60,0.09756181971329846,0.10126061096480564,0.9024381637573242,0.12145092528563266,0.8761494159698486
61,0.09586498398450292,0.09785556462881086,0.90413498878479,0.11923752456517299,0.8784065246582031
62,0.09216854411719365,0.09783533224473692,0.9078314304351807,0.11793393004549349,0.8797358870506287
63,0.09418284124961161,0.10030405800633309,0.9058171510696411,0.11928220441928361,0.8783609867095947
64,0.09556927937875032,0.09726031044459725,0.9044307470321655,0.12093286420695665,0.8766776919364929
65,0.10299805033039856,0.09733892252923058,0.8970019817352295,0.1268035022814463,0.8706910610198975
66,0.09998377532755756,0.09510048823381406,0.900016188621521,0.12963106470727703,0.8678076267242432
67,0.09143006374091933,0.09618300805756329,0.9085699319839478,0.11834679541700496,0.8793148994445801
68,0.09217386444835923,0.09459231350170257,0.9078261256217957,0.11971119090505852,0.8779234886169434
69,0.09049582498149504,0.09867682603765407,0.9095041751861572,0.11419596746223183,0.8835477232933044
70,0.08903376245764627,0.09551743918946005,0.9109662175178528,0.11650422174574399,0.8811938762664795
71,0.0899347244278108,0.09348220723126337,0.910065233707428,0.1162098889557145,0.8814939856529236
72,0.09023407084155546,0.09416021108002175,0.9097659587860107,0.11579567596043755,0.8819164037704468
73,0.08848396744536453,0.09233465422339834,0.911516010761261,0.1163520932583729,0.8813489675521851
74,0.08662415370430362,0.09261646086789105,0.9133758544921875,0.11480646058008438,0.8829251527786255
75,0.08979822876120823,0.0911087824101329,0.9102017879486084,0.11638457283786521,0.8813158273696899
76,0.08794303321791777,0.09321458652206362,0.9120569229125977,0.1159656326082058,0.8817430734634399
77,0.08785434567506627,0.09047659633725222,0.9121456146240234,0.11225914947188846,0.8855227828025818
78,0.08726331949643194,0.09374720543270616,0.9127366542816162,0.11448337697628432,0.8832546472549438
79,0.08466870362730448,0.08958808186483193,0.9153313040733337,0.11593856776087749,0.881770670413971
80,0.08601730558836533,0.0912709731642728,0.9139826893806458,0.11764184900037036,0.8800337314605713
81,0.08787206687249136,0.08928895441063664,0.9121279120445251,0.11654175862261071,0.8811556100845337
82,0.08472861663859642,0.08973682227719953,0.9152714014053345,0.11491650525230641,0.8828129172325134
83,0.09057588660187343,0.0889085858724983,0.9094241261482239,0.12261448876091802,0.8749628663063049
84,0.09325309032979219,0.08954642213949213,0.9067469239234924,0.12739290549169954,0.8700900077819824
85,0.08221219526781416,0.08833185524674747,0.9177877902984619,0.11298001740445815,0.8847876787185669
86,0.08533581579707898,0.08857466505370142,0.9146642088890076,0.11494932837057405,0.8827794790267944
87,0.0808860941169873,0.08711016192054767,0.9191138744354248,0.11126400833586003,0.8865376114845276
88,0.08508843209375688,0.0842566735087734,0.9149115681648254,0.11617406243004086,0.8815305233001709
89,0.10037378378036275,0.08683706546226455,0.8996261954307556,0.1290983928185774,0.8683508634567261
90,0.08399663591497414,0.0883520186248624,0.9160033464431763,0.11405486589661096,0.8836916089057922
91,0.08313466200049509,0.08487889572727962,0.916865348815918,0.11686208305267118,0.8808289170265198
92,0.08256321376534839,0.08466394537311078,0.9174367785453796,0.11525268449516195,0.8824701309204102
93,0.08170704031682806,0.08420667497542048,0.9182929396629333,0.11717844392150277,0.8805062770843506
94,0.08029817402061618,0.08401472411600804,0.9197018146514893,0.11078896655178652,0.8870220184326172
95,0.07856803964098885,0.0848769116159287,0.9214319586753845,0.11302679905486179,0.8847399950027466
