gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_hydro_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,system_energy_price_da,system_energy_price_rt,marginal_loss_price_rt,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.39345825,0.0,0.035055492,0.074291445,0.026406515,0.0,0.014109947,0.29804128,0.053668845,0.034684923,0.018977039,0.0,0.0,0.0,0.0,0.008030206,0.00799526,0.006270128,0.0,0.038867734,0.0,0.0,0.0,0.0
0.39044523,0.0,0.033729464,0.07372083,0.026253356,0.0,0.014145238,0.29738125,0.05340787,0.033456367,0.01818218,0.0,0.0,0.0,0.0,0.0079150535,0.007602183,0.0062693893,0.0,0.039076,0.0,0.0,0.0,0.0
0.38937572,0.0,0.03302865,0.07303418,0.026001183,0.0,0.014296368,0.295616,0.053182777,0.034297865,0.01843035,0.0,0.0,0.0,0.0,0.008349011,0.0075884294,0.006389661,0.0,0.03893438,0.0,0.0,0.0,0.0
0.38590974,0.0,0.032931928,0.072131164,0.025912246,0.0,0.01381606,0.29451352,0.05275681,0.032992255,0.017442375,0.0,0.0,0.0,0.0,0.007916019,0.007967447,0.0062359655,0.0,0.03776746,0.0,0.0,0.0,0.0
0.38443303,0.0,0.032710984,0.07222353,0.026253821,0.0,0.014304221,0.2926068,0.052162368,0.033134118,0.018272992,0.0,0.0,0.0,0.0,0.0075617232,0.00805804,0.0062565873,0.0,0.03790868,0.0,0.0,0.0,0.0
0.38255438,0.0,0.033594362,0.071285,0.025179336,0.0,0.013416064,0.29074207,0.052057575,0.032847803,0.017976744,0.0,0.0,0.0,0.0,0.0075427806,0.0075307204,0.006304469,0.0,0.0375265,0.0,0.0,0.0,0.0
0.38005564,0.0,0.032545254,0.070336,0.024684157,0.0,0.013977475,0.28954154,0.051805556,0.032945894,0.017532427,0.0,0.0,0.0,0.0,0.0074528083,0.007223032,0.0064273085,0.0,0.037938204,0.0,0.0,0.0,0.0
0.37762508,0.0,0.03229467,0.070400916,0.025045324,0.0,0.013320321,0.28859445,0.050685856,0.032200012,0.018239245,0.0,0.0,0.0,0.0,0.007544429,0.0074248794,0.006219924,0.0,0.037564903,0.0,0.0,0.0,0.0
0.37563396,0.0,0.03420067,0.069120705,0.024852784,0.0,0.013349894,0.28702763,0.051238388,0.032129932,0.017831067,0.0,0.0,0.0,0.0,0.007903493,0.0074512274,0.006158121,0.0,0.03739041,0.0,0.0,0.0,0.0
0.37342235,0.0,0.03276927,0.06906338,0.02466928,0.0,0.013241077,0.2855795,0.050177805,0.03155112,0.017782776,0.0,0.0,0.0,0.0,0.0076204743,0.007650263,0.0060364334,0.0,0.037500188,0.0,0.0,0.0,0.0
0.37189102,0.0,0.034701936,0.06863507,0.025285138,0.0,0.013944053,0.2836022,0.049837507,0.031806972,0.01802063,0.0,0.0,0.0,0.0,0.007434281,0.008021046,0.00614979,0.0,0.037462838,0.0,0.0,0.0,0.0
0.36911032,0.0,0.034020137,0.06858154,0.024551967,0.0,0.013551351,0.2826799,0.04940852,0.03117015,0.017778791,0.0,0.0,0.0,0.0,0.007292858,0.007373689,0.005929706,0.0,0.037230354,0.0,0.0,0.0,0.0
0.36743218,0.0,0.032713015,0.06792219,0.024588011,0.0,0.0139762405,0.28098834,0.04950915,0.031658158,0.018420363,0.0,0.0,0.0,0.0,0.00753689,0.0074787457,0.005775018,0.0,0.03793562,0.0,0.0,0.0,0.0
0.36571208,0.0,0.032079376,0.06773597,0.024362765,0.0,0.013460011,0.2798215,0.048940863,0.031091297,0.018030083,0.0,0.0,0.0,0.0,0.007278846,0.007923818,0.006470223,0.0,0.03758692,0.0,0.0,0.0,0.0
0.36442038,0.0,0.03168166,0.06693968,0.023816016,0.0,0.013946677,0.27802896,0.049242117,0.03133528,0.01766295,0.0,0.0,0.0,0.0,0.007913019,0.008025299,0.0057443352,0.0,0.037150923,0.0,0.0,0.0,0.0
0.36258584,0.0,0.03244266,0.066634044,0.023478353,0.0,0.013280112,0.27652532,0.04880599,0.030022863,0.017739816,0.0,0.0,0.0,0.0,0.007349955,0.007721417,0.005917288,0.0,0.03634002,0.0,0.0,0.0,0.0
0.36026326,0.0,0.031874426,0.06652396,0.023170322,0.0,0.013491637,0.27512905,0.048234664,0.03007248,0.017516406,0.0,0.0,0.0,0.0,0.0071864068,0.0072959936,0.0057934574,0.0,0.036046512,0.0,0.0,0.0,0.0
0.35835454,0.0,0.03139901,0.065681234,0.02301222,0.0,0.013662423,0.27345157,0.04826443,0.02995654,0.018004145,0.0,0.0,0.0,0.0,0.0077068517,0.0073110126,0.0060028937,0.0,0.035952467,0.0,0.0,0.0,0.0
0.35658178,0.0,0.032434292,0.06578115,0.022813458,0.0,0.013127594,0.2718107,0.047240242,0.029303476,0.018013734,0.0,0.0,0.0,0.0,0.0075146286,0.006765334,0.005818612,0.0,0.035983097,0.0,0.0,0.0,0.0
0.35431415,0.0,0.030028889,0.064900264,0.022892203,0.0,0.013777179,0.27066028,0.047287613,0.029859025,0.017291848,0.0,0.0,0.0,0.0,0.007987274,0.007048648,0.0060994476,0.0,0.03628665,0.0,0.0,0.0,0.0
0.35291645,0.0,0.031698752,0.064505726,0.022585602,0.0,0.013162951,0.2693895,0.047205202,0.030184785,0.017301528,0.0,0.0,0.0,0.0,0.008412836,0.0071889353,0.005844498,0.0,0.036597863,0.0,0.0,0.0,0.0
0.3507261,0.0,0.029755127,0.06421206,0.022247633,0.0,0.013867909,0.26834926,0.046692375,0.029288573,0.016987445,0.0,0.0,0.0,0.0,0.0077869203,0.0062788883,0.005942422,0.0,0.03631616,0.0,0.0,0.0,0.0
0.34935784,0.0,0.031797603,0.063981555,0.023014348,0.0,0.013370259,0.2665474,0.046584744,0.029603027,0.017925194,0.0,0.0,0.0,0.0,0.008264103,0.0063587874,0.005604666,0.0,0.03638855,0.0,0.0,0.0,0.0
0.34745166,0.0,0.032555327,0.06328562,0.022879058,0.0,0.013735734,0.26515648,0.046495363,0.029035099,0.016742269,0.0,0.0,0.0,0.0,0.00787773,0.0066124913,0.0056233085,0.0,0.036611967,0.0,0.0,0.0,0.0
0.34589127,0.0,0.031249285,0.06265417,0.022169845,0.0,0.013416422,0.26381406,0.04653328,0.02904757,0.017071392,0.0,0.0,0.0,0.0,0.008372343,0.0065560243,0.0054472587,0.0,0.03632899,0.0,0.0,0.0,0.0
0.3444507,0.0,0.031389732,0.06279599,0.02152394,0.0,0.012593423,0.26214784,0.04559578,0.029001674,0.016989449,0.0,0.0,0.0,0.0,0.008112775,0.0065276036,0.0060921204,0.0,0.035703156,0.0,0.0,0.0,0.0
0.34153908,0.0,0.032054055,0.06284832,0.02221891,0.0,0.01290792,0.2617691,0.04547531,0.028569698,0.018046895,0.0,0.0,0.0,0.0,0.00822257,0.0066211163,0.005958927,0.0,0.035611812,0.0,0.0,0.0,0.0
0.3402935,0.0,0.03231737,0.062031943,0.022186046,0.0,0.01302209,0.2600455,0.045760766,0.027933186,0.017388318,0.0,0.0,0.0,0.0,0.007812405,0.0063821566,0.0057856557,0.0,0.035772707,0.0,0.0,0.0,0.0
0.3382933,0.0,0.03205759,0.061640244,0.02225626,0.0,0.013145786,0.25887465,0.045136772,0.027706971,0.017495839,0.0,0.0,0.0,0.0,0.007643469,0.0065348246,0.005682943,0.0,0.035865486,0.0,0.0,0.0,0.0
0.3362677,0.0,0.031374555,0.06149287,0.021099232,0.0,0.013111458,0.2573374,0.044364188,0.028365416,0.017124837,0.0,0.0,0.0,0.0,0.008355967,0.0066790627,0.0055402545,0.0,0.03637163,0.0,0.0,0.0,0.0
0.3350523,0.0,0.032713167,0.061123837,0.021114618,0.0,0.013271659,0.25576273,0.044451863,0.02779794,0.017144293,0.0,0.0,0.0,0.0,0.0077940584,0.0062200935,0.00543614,0.0,0.0359176,0.0,0.0,0.0,0.0
0.33257768,0.0,0.030649854,0.060762487,0.020899778,0.0,0.013097871,0.25485033,0.0439481,0.027327407,0.017400928,0.0,0.0,0.0,0.0,0.007948111,0.00689799,0.005687677,0.0,0.035443433,0.0,0.0,0.0,0.0
0.33167106,0.0,0.032163884,0.06052794,0.021422941,0.0,0.012822957,0.25320444,0.043384455,0.026624156,0.017362658,0.0,0.0,0.0,0.0,0.0077023488,0.006941822,0.0055767447,0.0,0.035688404,0.0,0.0,0.0,0.0
0.32980216,0.0,0.03161644,0.059709948,0.02122842,0.0,0.0132190725,0.25235623,0.04369619,0.02771881,0.017181044,0.0,0.0,0.0,0.0,0.0074602724,0.0066640167,0.0058392393,0.0,0.0358802,0.0,0.0,0.0,0.0
0.32796147,0.0,0.029457014,0.059735242,0.02107401,0.0,0.012156944,0.2514139,0.043417506,0.026418824,0.017674115,0.0,0.0,0.0,0.0,0.007919108,0.006929539,0.0057439534,0.0,0.03539935,0.0,0.0,0.0,0.0
0.32656848,0.0,0.028879236,0.05935524,0.020313466,0.0,0.013081606,0.25027815,0.042923976,0.027272666,0.017608548,0.0,0.0,0.0,0.0,0.008072676,0.0066377628,0.005565189,0.0,0.03605775,0.0,0.0,0.0,0.0
0.32506502,0.0,0.029130407,0.058456626,0.020096684,0.0,0.013058163,0.24936453,0.043367803,0.027465634,0.017174289,0.0,0.0,0.0,0.0,0.008203215,0.006556323,0.005634606,0.0,0.035685524,0.0,0.0,0.0,0.0
0.3230621,0.0,0.028178925,0.058915984,0.02032995,0.0,0.012831601,0.2484618,0.042632435,0.025496714,0.017714815,0.0,0.0,0.0,0.0,0.007968371,0.0062343176,0.0052977134,0.0,0.035381556,0.0,0.0,0.0,0.0
0.32178566,0.0,0.028202262,0.059123605,0.019852446,0.0,0.013210178,0.2468314,0.041940678,0.026380498,0.018005362,0.0,0.0,0.0,0.0,0.008039439,0.0065494347,0.005372292,0.0,0.035122562,0.0,0.0,0.0,0.0
0.32001486,0.0,0.027266948,0.05812405,0.020152286,0.0,0.012911352,0.24560092,0.042823642,0.026101131,0.017692132,0.0,0.0,0.0,0.0,0.008322802,0.0069176904,0.005337581,0.0,0.03414779,0.0,0.0,0.0,0.0
0.3184183,0.0,0.02636669,0.057829782,0.020411182,0.0,0.013210916,0.24444488,0.042251363,0.02579939,0.018232562,0.0,0.0,0.0,0.0,0.007888948,0.006307511,0.0051901657,0.0,0.03373865,0.0,0.0,0.0,0.0
0.31659025,0.0,0.027854819,0.057948712,0.020378385,0.0,0.012880534,0.24357906,0.04210873,0.026321182,0.018160794,0.0,0.0,0.0,0.0,0.008548514,0.0062059136,0.0054439,0.0,0.033866066,0.0,0.0,0.0,0.0
0.3147448,0.0,0.028417064,0.05787417,0.020186298,0.0,0.013239984,0.241946,0.041657157,0.026377043,0.01806045,0.0,0.0,0.0,0.0,0.008618261,0.0063661467,0.005291828,0.0,0.033304755,0.0,0.0,0.0,0.0
0.31275478,0.0,0.027546354,0.05714718,0.01989781,0.0,0.012686599,0.24071883,0.041601777,0.025605284,0.018481012,0.0,0.0,0.0,0.0,0.008149747,0.0063003423,0.0051883785,0.0,0.032720495,0.0,0.0,0.0,0.0
0.31116557,0.0,0.027198799,0.056257587,0.019669488,0.0,0.012985362,0.23961692,0.041662242,0.025428563,0.018210039,0.0,0.0,0.0,0.0,0.0080151,0.005787845,0.0053119026,0.0,0.032891225,0.0,0.0,0.0,0.0
0.3102588,0.0,0.027348056,0.056202512,0.019480309,0.0,0.012853189,0.23768666,0.040958244,0.025323855,0.017975137,0.0,0.0,0.0,0.0,0.008179966,0.0059869993,0.0054231025,0.0,0.033138122,0.0,0.0,0.0,0.0
0.30811462,0.0,0.026280595,0.05551105,0.019697268,0.0,0.013373442,0.23701379,0.041163843,0.025163578,0.017620815,0.0,0.0,0.0,0.0,0.008342121,0.0060206223,0.0051743896,0.0,0.03341365,0.0,0.0,0.0,0.0
0.30635446,0.0,0.02681235,0.055244267,0.019296996,0.0,0.012532516,0.23559745,0.040950246,0.025029568,0.017658353,0.0,0.0,0.0,0.0,0.007969615,0.0059973267,0.0050792308,0.0,0.033054393,0.0,0.0,0.0,0.0
0.3047704,0.0,0.026570199,0.055669233,0.018894466,0.0,0.012893071,0.23443319,0.040115293,0.024895554,0.018615348,0.0,0.0,0.0,0.0,0.008374727,0.0060334164,0.0051867473,0.0,0.033105727,0.0,0.0,0.0,0.0
0.30352718,0.0,0.026738172,0.055256654,0.01937857,0.0,0.013132548,0.23301415,0.03989558,0.024337437,0.01772161,0.0,0.0,0.0,0.0,0.008177575,0.005742812,0.0049754693,0.0,0.03297774,0.0,0.0,0.0,0.0
0.3019237,0.0,0.0276573,0.054889712,0.019379802,0.0,0.01263392,0.23218715,0.03968681,0.024973864,0.01839608,0.0,0.0,0.0,0.0,0.008826965,0.006148013,0.005035315,0.0,0.03249305,0.0,0.0,0.0,0.0
0.30007684,0.0,0.02686045,0.054364413,0.018672805,0.0,0.01238965,0.23143512,0.040009912,0.024859043,0.0177836,0.0,0.0,0.0,0.0,0.008733379,0.005945765,0.005304794,0.0,0.03209111,0.0,0.0,0.0,0.0
0.29890206,0.0,0.028231695,0.05417516,0.019146988,0.0,0.012639839,0.23022492,0.03926381,0.02431044,0.017714323,0.0,0.0,0.0,0.0,0.00856177,0.0061204704,0.00543437,0.0,0.03171665,0.0,0.0,0.0,0.0
0.29766488,0.0,0.026066909,0.053025898,0.018925002,0.0,0.013079853,0.2288838,0.039735932,0.023812508,0.017690117,0.0,0.0,0.0,0.0,0.00823805,0.0061361743,0.005271301,0.0,0.031464316,0.0,0.0,0.0,0.0
0.29621822,0.0,0.0255359,0.053521916,0.018906228,0.0,0.012664937,0.22779019,0.038881276,0.023973297,0.018268522,0.0,0.0,0.0,0.0,0.008112017,0.005848612,0.005046084,0.0,0.031294767,0.0,0.0,0.0,0.0
0.29407063,0.0,0.025965896,0.053223062,0.01839469,0.0,0.012552085,0.22715573,0.038516548,0.023497997,0.017325409,0.0,0.0,0.0,0.0,0.008181595,0.005785063,0.0050635785,0.0,0.031018855,0.0,0.0,0.0,0.0
0.29313207,0.0,0.026822932,0.052728012,0.018664042,0.0,0.012695472,0.22519813,0.03899171,0.02340967,0.018146835,0.0,0.0,0.0,0.0,0.008404952,0.0058091288,0.0050304234,0.0,0.03153399,0.0,0.0,0.0,0.0
0.2911762,0.0,0.026149299,0.05278813,0.018194938,0.0,0.012399059,0.22448333,0.038386136,0.02349397,0.018231845,0.0,0.0,0.0,0.0,0.008378228,0.0058957194,0.00482818,0.0,0.030835336,0.0,0.0,0.0,0.0
0.28889075,0.0,0.026830021,0.05237581,0.01836741,0.0,0.0122204665,0.22428294,0.038323488,0.023171768,0.017955927,0.0,0.0,0.0,0.0,0.0080141295,0.0063026245,0.005247663,0.0,0.0309112,0.0,0.0,0.0,0.0
0.28829375,0.0,0.027153324,0.052162867,0.018378284,0.0,0.012546997,0.22236528,0.037942998,0.023097718,0.017915342,0.0,0.0,0.0,0.0,0.00801627,0.005732643,0.0047532455,0.0,0.030621657,0.0,0.0,0.0,0.0
0.28671697,0.0,0.027062623,0.05219475,0.01801196,0.0,0.012765155,0.22171596,0.03781503,0.02386851,0.017533055,0.0,0.0,0.0,0.0,0.007810325,0.0056134937,0.0048897653,0.0,0.03151673,0.0,0.0,0.0,0.0
0.28493816,0.0,0.0276228,0.052032106,0.018139593,0.0,0.013234136,0.2211826,0.03781513,0.024437897,0.017828394,0.0,0.0,0.0,0.0,0.008338394,0.0061751115,0.0046444614,0.0,0.031415306,0.0,0.0,0.0,0.0
0.28408396,0.0,0.027776515,0.052237205,0.01813704,0.0,0.01262242,0.2198023,0.03762842,0.023650354,0.018057397,0.0,0.0,0.0,0.0,0.00783133,0.0058879186,0.0048,0.0,0.031089732,0.0,0.0,0.0,0.0
0.28303573,0.0,0.026499538,0.052043032,0.017626991,0.0,0.012571295,0.21908188,0.037666943,0.023436416,0.017838372,0.0,0.0,0.0,0.0,0.0072587486,0.005620134,0.0050421013,0.0,0.03155042,0.0,0.0,0.0,0.0
0.28135586,0.0,0.026257668,0.051778514,0.017903708,0.0,0.0130537115,0.21817575,0.037325986,0.023099044,0.017449742,0.0,0.0,0.0,0.0,0.0076131597,0.005833345,0.004841801,0.0,0.031086605,0.0,0.0,0.0,0.0
0.27999395,0.0,0.026747655,0.051455975,0.017797312,0.0,0.012533152,0.21750113,0.037793823,0.023614924,0.017866611,0.0,0.0,0.0,0.0,0.007725377,0.0059528304,0.0049249628,0.0,0.031243846,0.0,0.0,0.0,0.0
0.27931368,0.0,0.02593422,0.05122937,0.018197546,0.0,0.012451252,0.21606557,0.037809923,0.02259427,0.01824137,0.0,0.0,0.0,0.0,0.008155793,0.005650477,0.0050821444,0.0,0.03104424,0.0,0.0,0.0,0.0
0.27818468,0.0,0.025597991,0.051160783,0.017719975,0.0,0.013087131,0.21494357,0.038075007,0.022952344,0.017360117,0.0,0.0,0.0,0.0,0.008028835,0.00532975,0.004469928,0.0,0.03134246,0.0,0.0,0.0,0.0
0.27659515,0.0,0.026004236,0.050971117,0.017812217,0.0,0.011859146,0.21478078,0.037749384,0.022466784,0.017927876,0.0,0.0,0.0,0.0,0.0078667905,0.005408456,0.0046207383,0.0,0.030593226,0.0,0.0,0.0,0.0
0.27556714,0.0,0.025659084,0.05132109,0.017706772,0.0,0.012188994,0.21360953,0.03723962,0.02286085,0.01739624,0.0,0.0,0.0,0.0,0.008389485,0.005478138,0.0046075745,0.0,0.030786313,0.0,0.0,0.0,0.0
0.27426416,0.0,0.024813129,0.051194858,0.018162634,0.0,0.0124121895,0.21272953,0.036987104,0.022375211,0.017690452,0.0,0.0,0.0,0.0,0.007990168,0.005780207,0.0048091994,0.0,0.030159995,0.0,0.0,0.0,0.0
0.27318782,0.0,0.02489073,0.05131072,0.017767405,0.0,0.012516022,0.21158732,0.036769122,0.022397077,0.017943136,0.0,0.0,0.0,0.0,0.008068941,0.005612647,0.0047772303,0.0,0.030580223,0.0,0.0,0.0,0.0
0.27166614,0.0,0.025054041,0.0505253,0.017667819,0.0,0.012376364,0.21099739,0.03690017,0.022956137,0.018500201,0.0,0.0,0.0,0.0,0.0080259405,0.005835663,0.0047520814,0.0,0.030130705,0.0,0.0,0.0,0.0
0.27037665,0.0,0.02634273,0.050628964,0.017984351,0.0,0.012626227,0.2105382,0.03665233,0.022619676,0.01808745,0.0,0.0,0.0,0.0,0.0079808915,0.00538783,0.004767178,0.0,0.030369537,0.0,0.0,0.0,0.0
0.26924717,0.0,0.02647691,0.049559448,0.017657043,0.0,0.012176006,0.20932688,0.037076145,0.022140546,0.017635478,0.0,0.0,0.0,0.0,0.008268144,0.005079782,0.0048283045,0.0,0.030014269,0.0,0.0,0.0,0.0
0.26809916,0.0,0.026245616,0.049671452,0.01696814,0.0,0.012221053,0.20833865,0.036799714,0.02277787,0.017736338,0.0,0.0,0.0,0.0,0.008702784,0.0055972124,0.004670703,0.0,0.029939365,0.0,0.0,0.0,0.0
0.2665817,0.0,0.026366863,0.049858022,0.017551694,0.0,0.012129044,0.20774925,0.03656072,0.022930805,0.01768965,0.0,0.0,0.0,0.0,0.008110657,0.005341842,0.0047950833,0.0,0.029744852,0.0,0.0,0.0,0.0
0.2655928,0.0,0.025623953,0.04978563,0.017483942,0.0,0.012117969,0.20718324,0.036414925,0.022002375,0.017404843,0.0,0.0,0.0,0.0,0.008065891,0.005874066,0.0049100695,0.0,0.029610882,0.0,0.0,0.0,0.0
0.2649406,0.0,0.024178438,0.049831904,0.016465956,0.0,0.011934795,0.20589647,0.036080096,0.02213999,0.017780356,0.0,0.0,0.0,0.0,0.0076448815,0.005335899,0.0047887554,0.0,0.029793741,0.0,0.0,0.0,0.0
0.26441804,0.0,0.025121147,0.04916729,0.016177706,0.0,0.012009006,0.20464244,0.036188114,0.021871679,0.017451722,0.0,0.0,0.0,0.0,0.007812978,0.005257812,0.0045362795,0.0,0.029301088,0.0,0.0,0.0,0.0
0.26239735,0.0,0.023471499,0.049458366,0.01682121,0.0,0.0121585345,0.20450468,0.035979394,0.022234777,0.017425869,0.0,0.0,0.0,0.0,0.008062768,0.0053594527,0.004631629,0.0,0.029541297,0.0,0.0,0.0,0.0
0.2611834,0.0,0.024957847,0.049381033,0.016891347,0.0,0.012236272,0.20389943,0.03580039,0.022329284,0.017051252,0.0,0.0,0.0,0.0,0.008357285,0.005576505,0.00476755,0.0,0.029227212,0.0,0.0,0.0,0.0
0.26028314,0.0,0.025773155,0.049242273,0.017332347,0.0,0.013052631,0.2034572,0.03616597,0.022859141,0.017411575,0.0,0.0,0.0,0.0,0.008530945,0.0058642155,0.0046904553,0.0,0.0300209,0.0,0.0,0.0,0.0
0.25979725,0.0,0.02459859,0.04907976,0.01719533,0.0,0.012618823,0.20227551,0.03621968,0.02201658,0.018013066,0.0,0.0,0.0,0.0,0.00791652,0.005337493,0.0050023254,0.0,0.029662194,0.0,0.0,0.0,0.0
0.2584296,0.0,0.024701001,0.049260233,0.017041618,0.0,0.012360392,0.20173843,0.035977915,0.02164108,0.017439019,0.0,0.0,0.0,0.0,0.008553569,0.005737249,0.0046432232,0.0,0.029716013,0.0,0.0,0.0,0.0
0.2574897,0.0,0.024979584,0.049368434,0.016968979,0.0,0.012925238,0.20100382,0.03576209,0.022439033,0.016956098,0.0,0.0,0.0,0.0,0.008258181,0.005568278,0.0051812935,0.0,0.029920463,0.0,0.0,0.0,0.0
0.25629354,0.0,0.024621101,0.048882883,0.016491704,0.0,0.012282081,0.20051183,0.03619495,0.022182195,0.017409207,0.0,0.0,0.0,0.0,0.0078095873,0.005523306,0.0046942015,0.0,0.029901037,0.0,0.0,0.0,0.0
0.2553145,0.0,0.024823664,0.04916073,0.017094094,0.0,0.012240825,0.19950424,0.03592573,0.021986218,0.017810173,0.0,0.0,0.0,0.0,0.007941619,0.005487869,0.0045034452,0.0,0.029959507,0.0,0.0,0.0,0.0
0.25485182,0.0,0.02458414,0.048985895,0.016393665,0.0,0.012052115,0.19834808,0.035440657,0.022036776,0.017665114,0.0,0.0,0.0,0.0,0.007786149,0.0054625436,0.0044629457,0.0,0.029503318,0.0,0.0,0.0,0.0
0.25320745,0.0,0.023355339,0.048924837,0.0165647,0.0,0.012348817,0.19789948,0.035084,0.021529565,0.017174052,0.0,0.0,0.0,0.0,0.007849749,0.0053105806,0.0044925027,0.0,0.02978594,0.0,0.0,0.0,0.0
0.2521891,0.0,0.02397804,0.04823732,0.01660613,0.0,0.012223556,0.1969441,0.035098325,0.02110001,0.01697398,0.0,0.0,0.0,0.0,0.0075752637,0.0053744735,0.004516839,0.0,0.029577374,0.0,0.0,0.0,0.0
0.2507519,0.0,0.023518994,0.047836836,0.016391167,0.0,0.012559734,0.19633509,0.03542319,0.02188419,0.017723147,0.0,0.0,0.0,0.0,0.008311181,0.005645546,0.004091973,0.0,0.029428327,0.0,0.0,0.0,0.0
0.2500235,0.0,0.025267482,0.047989503,0.017080368,0.0,0.012349937,0.19497979,0.035054307,0.021243215,0.017574891,0.0,0.0,0.0,0.0,0.008198083,0.0057418044,0.004240914,0.0,0.029191963,0.0,0.0,0.0,0.0
0.24858911,0.0,0.023732489,0.048135195,0.016293965,0.0,0.011921463,0.1946096,0.034698702,0.020845007,0.017358685,0.0,0.0,0.0,0.0,0.007828662,0.005131062,0.0043749055,0.0,0.028702816,0.0,0.0,0.0,0.0
0.24701945,0.0,0.023421556,0.047460012,0.016628096,0.0,0.012345547,0.1943389,0.035323024,0.021413784,0.017080776,0.0,0.0,0.0,0.0,0.007466308,0.005245404,0.004557865,0.0,0.028978894,0.0,0.0,0.0,0.0
0.24604967,0.0,0.024356073,0.047478836,0.016279224,0.0,0.012300511,0.19357786,0.035018664,0.02117629,0.0171618,0.0,0.0,0.0,0.0,0.0077125146,0.0049498095,0.00452033,0.0,0.029037109,0.0,0.0,0.0,0.0
0.24514034,0.0,0.024907432,0.04778589,0.016527552,0.0,0.012431915,0.19256233,0.03472579,0.021850122,0.017203009,0.0,0.0,0.0,0.0,0.007661214,0.0051703504,0.0045102895,0.0,0.028850816,0.0,0.0,0.0,0.0
0.24459781,0.0,0.024743447,0.04746264,0.016213562,0.0,0.011798793,0.19145146,0.034614373,0.020466348,0.01671612,0.0,0.0,0.0,0.0,0.007417441,0.0049466644,0.0044957497,0.0,0.028640846,0.0,0.0,0.0,0.0
0.2431171,0.0,0.024381809,0.047081765,0.015913328,0.0,0.012124,0.19133775,0.034919873,0.020991063,0.017040314,0.0,0.0,0.0,0.0,0.008050163,0.005650233,0.00472259,0.0,0.028642753,0.0,0.0,0.0,0.0
0.24245515,0.0,0.023673162,0.047392655,0.015822478,0.0,0.011618188,0.19024153,0.034668446,0.020630268,0.016950628,0.0,0.0,0.0,0.0,0.008391133,0.0057319812,0.0043909494,0.0,0.028686332,0.0,0.0,0.0,0.0
0.24154,0.0,0.024437755,0.04745161,0.016198728,0.0,0.0118942475,0.18932827,0.034577042,0.02062343,0.016466662,0.0,0.0,0.0,0.0,0.007726212,0.0052433796,0.0046893293,0.0,0.029107524,0.0,0.0,0.0,0.0
0.24039514,0.0,0.02382937,0.047167353,0.015702285,0.0,0.011412205,0.188623,0.034567762,0.020082999,0.017121673,0.0,0.0,0.0,0.0,0.0076162103,0.004895212,0.004551442,0.0,0.028449554,0.0,0.0,0.0,0.0
0.2388921,0.0,0.024814254,0.047231957,0.015880778,0.0,0.011746933,0.18788277,0.034303676,0.020491565,0.017404273,0.0,0.0,0.0,0.0,0.007953711,0.005193902,0.00437746,0.0,0.028295798,0.0,0.0,0.0,0.0
0.23799953,0.0,0.024060015,0.047185782,0.015452602,0.0,0.0120890485,0.18717016,0.034394816,0.020711219,0.017092746,0.0,0.0,0.0,0.0,0.008001352,0.0049201287,0.004541524,0.0,0.028607424,0.0,0.0,0.0,0.0
0.23687755,0.0,0.023402918,0.046876088,0.016221732,0.0,0.011715924,0.18656963,0.034280054,0.019839648,0.016361577,0.0,0.0,0.0,0.0,0.0076123704,0.0050674914,0.004722891,0.0,0.028461555,0.0,0.0,0.0,0.0
0.23587893,0.0,0.023335204,0.047242593,0.015530908,0.0,0.011628953,0.18561934,0.033578068,0.020213028,0.016596744,0.0,0.0,0.0,0.0,0.0074458783,0.005102089,0.00481797,0.0,0.028462987,0.0,0.0,0.0,0.0
0.23504938,0.0,0.023198862,0.046640094,0.015309162,0.0,0.011356314,0.18491451,0.034042455,0.020216214,0.016870454,0.0,0.0,0.0,0.0,0.007933394,0.005015341,0.0043527586,0.0,0.028654346,0.0,0.0,0.0,0.0
0.23348613,0.0,0.023523562,0.046068978,0.015548222,0.0,0.011850305,0.18458788,0.03396154,0.020219889,0.016849557,0.0,0.0,0.0,0.0,0.007881045,0.0050195754,0.004306648,0.0,0.028266044,0.0,0.0,0.0,0.0
0.23311342,0.0,0.023405524,0.04628207,0.015480996,0.0,0.0117122345,0.18365568,0.033710435,0.020008722,0.017198367,0.0,0.0,0.0,0.0,0.00866663,0.004839302,0.0044174897,0.0,0.028297706,0.0,0.0,0.0,0.0
