area_1_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_nuclear_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,area_3_generation_mw,hour_of_day
-0.35553247,-0.2853402,-0.3396813,-0.16686478,-0.5205634,-0.5833532,1.1592128,0.7488202,0.6540394,0.96018577,0.47579962,0.69852996,-0.30086005,0.34502324,0.2398488,0.059855238,0.5853916,-0.41171733,0.85278195,0.77448905,0.95446426,0.7157347,0.38343444,1.1802727,0.8940949,1.1154444,-0.02029007,0.7233701,0.0423765,0.5069078,0.617786,0.7383248,0.9197974,-0.1373436,-0.45966065
-0.41405952,-0.34458476,-0.40643674,-0.21931984,-0.569036,-0.63877326,1.188714,0.7564977,0.66189724,0.9924472,0.46642706,0.7082557,-0.36184284,0.32963237,0.19513367,0.017005166,0.5776826,-0.4781812,0.8699216,0.78115046,1.0022069,0.738467,0.3980934,1.2226723,0.9027206,1.1708218,-0.055305306,0.7229647,-0.031690624,0.4896041,0.63800746,0.7510726,0.93776935,-0.20180376,-0.54321676
-0.46636662,-0.39606094,-0.46995792,-0.2836712,-0.62207675,-0.69112855,1.2191383,0.75313693,0.6591153,1.045556,0.44441634,0.73294187,-0.41841677,0.3223923,0.14414883,-0.03827471,0.57776195,-0.5436088,0.8782354,0.78359354,1.0423994,0.7545336,0.41301256,1.2471999,0.921254,1.1966776,-0.094782814,0.7350512,-0.116381995,0.46867627,0.65473205,0.76494193,0.95407945,-0.26306713,-0.60295606
-0.5184632,-0.4485713,-0.5231008,-0.33677965,-0.6644853,-0.74212927,1.2540424,0.74877846,0.662378,1.0859073,0.42761767,0.75303745,-0.47225794,0.295868,0.09246447,-0.08970231,0.57162064,-0.5953604,0.8884265,0.78662485,1.091447,0.7642866,0.4345542,1.2736902,0.93913,1.2339891,-0.14740157,0.7405126,-0.1958264,0.4398426,0.6927218,0.7789118,0.96612227,-0.32164297,-0.64717937
-0.56259406,-0.4977865,-0.5838132,-0.3953373,-0.7154235,-0.7881299,1.273851,0.75147957,0.6672822,1.1097059,0.3961163,0.75788486,-0.526332,0.2773573,0.03090378,-0.13384302,0.56189054,-0.6528312,0.89727354,0.7893925,1.1279554,0.7775431,0.43728596,1.3034977,0.9642069,1.2806797,-0.19381464,0.74445647,-0.27455133,0.40478522,0.73184323,0.794693,0.99542683,-0.36427116,-0.70150214
-0.6170762,-0.54331434,-0.6339429,-0.43954393,-0.75993663,-0.8318516,1.2860487,0.7505699,0.6607951,1.136369,0.37129053,0.7827152,-0.5756062,0.25557008,-0.03480693,-0.18744685,0.55247813,-0.70252097,0.90990436,0.7904928,1.1723015,0.79725564,0.46832216,1.328272,0.986514,1.3255597,-0.23701747,0.7529,-0.35295647,0.37079328,0.7806618,0.8132389,1.0185994,-0.41037774,-0.74904954
-0.66183573,-0.5916468,-0.6869479,-0.48018062,-0.8035421,-0.8683359,1.3261925,0.7565699,0.6664599,1.1670078,0.34865984,0.80069214,-0.6278846,0.23188579,-0.09760204,-0.23784594,0.5435382,-0.7500606,0.9247511,0.79112875,1.2088724,0.82660246,0.5015936,1.3526211,1.0131817,1.3640741,-0.28890228,0.7648557,-0.42236918,0.32155752,0.8273152,0.8357836,1.0466839,-0.45183945,-0.79696965
-0.7074685,-0.64743245,-0.73585147,-0.527742,-0.84089833,-0.90876174,1.3516548,0.75512266,0.66945404,1.1902074,0.31025043,0.8123634,-0.6691172,0.20266683,-0.16476642,-0.29588708,0.52818257,-0.79420096,0.9455752,0.7876652,1.2558411,0.8321152,0.537508,1.3737344,1.0268935,1.3853315,-0.34646395,0.76686984,-0.4876097,0.27396882,0.88552046,0.8431633,1.0547884,-0.5119246,-0.8371005
-0.73852384,-0.6927351,-0.7841173,-0.5849576,-0.8780984,-0.9448571,1.3786784,0.74996185,0.67178994,1.2331223,0.27179024,0.8095719,-0.70945007,0.15435523,-0.23911366,-0.35420677,0.5251192,-0.8338344,0.95528513,0.78640306,1.287426,0.85276335,0.56157035,1.403387,1.0643684,1.4293343,-0.40343785,0.76728576,-0.5497397,0.21565032,0.9348013,0.85685146,1.0813386,-0.55727524,-0.8732303
-0.7791948,-0.7402621,-0.8199506,-0.6295356,-0.911801,-0.98106337,1.3906988,0.7403456,0.67620355,1.2631536,0.2181228,0.80806524,-0.75131816,0.12304595,-0.31020015,-0.41041604,0.49577457,-0.8716327,0.9669616,0.782538,1.3267723,0.876971,0.5958006,1.427114,1.085599,1.4554656,-0.45398334,0.7699028,-0.59959805,0.15176651,0.9905506,0.86069065,1.1102506,-0.59821934,-0.9021271
-0.81631684,-0.7868573,-0.859791,-0.6660424,-0.9428168,-1.0086992,1.4201492,0.7327195,0.6850955,1.2847075,0.17203544,0.83276206,-0.7881352,0.06721853,-0.37299103,-0.46574974,0.4766948,-0.9065724,0.9774249,0.77528447,1.3535538,0.900426,0.62365705,1.4517754,1.1169097,1.476835,-0.5072682,0.7760001,-0.65549093,0.0809879,1.0465945,0.87519515,1.1258467,-0.6475689,-0.9358095
-0.84586287,-0.8210268,-0.8901951,-0.7015092,-0.972953,-1.0387144,1.4425682,0.7269856,0.6904652,1.3046823,0.1069054,0.84898907,-0.833015,0.019989345,-0.4408597,-0.51711893,0.4665251,-0.9381834,0.9929615,0.7823905,1.3700706,0.9213351,0.65684664,1.4674312,1.1488372,1.5165052,-0.5520523,0.7725804,-0.70399415,0.0010085141,1.1084769,0.90631044,1.1492317,-0.6954533,-0.9672998
-0.87734765,-0.85627127,-0.9279091,-0.7353149,-1.0092074,-1.0677768,1.4599867,0.712059,0.7012665,1.3219084,0.045966912,0.85948455,-0.8652012,-0.038122416,-0.4942358,-0.5621104,0.43293932,-0.9709433,1.0088569,0.76862717,1.4113683,0.9492742,0.6951832,1.4955087,1.1642147,1.5361408,-0.5934074,0.7667959,-0.739453,-0.08269803,1.1545615,0.91356,1.174989,-0.7368542,-0.99056286
-0.9076888,-0.8886387,-0.96330744,-0.76698464,-1.0338256,-1.0874132,1.4785347,0.6986025,0.7142362,1.3421137,-0.015251365,0.8806699,-0.9009901,-0.1038084,-0.548199,-0.6061597,0.39523518,-1.0028013,1.026881,0.77387714,1.4416058,0.96712744,0.7140995,1.5077907,1.1862788,1.5519451,-0.6262221,0.7694543,-0.7835534,-0.16970907,1.2030725,0.9299207,1.21897,-0.7747919,-1.0182946
-0.93351996,-0.9143002,-0.99181336,-0.8083524,-1.0600085,-1.1109568,1.49867,0.6776967,0.73247945,1.3590666,-0.085301094,0.8865204,-0.92754215,-0.15682746,-0.60462576,-0.65021694,0.36990663,-1.029573,1.0377321,0.75922966,1.470908,1.0022614,0.77785194,1.5319324,1.2158371,1.5805697,-0.65842205,0.77240413,-0.8248124,-0.25307652,1.257878,0.93244225,1.2430184,-0.8045781,-1.0523902
-0.9613858,-0.9447164,-1.0167482,-0.83636594,-1.086614,-1.1393219,1.5304278,0.66694826,0.73909533,1.3892199,-0.1608665,0.8893411,-0.96386397,-0.22359845,-0.65420544,-0.6841879,0.32482213,-1.0561221,1.0477934,0.7441572,1.4999303,1.0407422,0.82010084,1.5559844,1.2530227,1.6147463,-0.69441533,0.7736222,-0.8587837,-0.3383607,1.3061479,0.95456,1.287815,-0.83543295,-1.0819981
-0.99115646,-0.9672816,-1.0417235,-0.8661276,-1.1107292,-1.1607865,1.550823,0.64882576,0.748231,1.4121343,-0.22756246,0.9057201,-0.9907071,-0.28675297,-0.7001142,-0.7247982,0.2864947,-1.081851,1.0488153,0.72984326,1.5310836,1.0690144,0.8653362,1.5782274,1.2733917,1.6329976,-0.73142046,0.7674787,-0.89338183,-0.41286084,1.3655353,0.9666448,1.3195298,-0.86597544,-1.1095877
-1.019863,-0.9928989,-1.0654914,-0.88447046,-1.1341103,-1.1661732,1.561194,0.6180493,0.75912607,1.4287344,-0.30530426,0.91239566,-1.016365,-0.34605098,-0.74414176,-0.74995095,0.23921199,-1.1176625,1.0591563,0.7123632,1.5582484,1.1063309,0.9194161,1.5918181,1.2998632,1.6619567,-0.77227455,0.7702917,-0.9291184,-0.4787058,1.404669,0.97563547,1.3428112,-0.89287585,-1.129444
-1.0496159,-1.0241288,-1.0893548,-0.89206576,-1.1615218,-1.1903841,1.590567,0.5912575,0.76921856,1.4401791,-0.37499908,0.9242626,-1.0420483,-0.41667268,-0.78160787,-0.7792241,0.1939016,-1.1396382,1.0718801,0.6876239,1.5760312,1.1587708,0.9644082,1.615425,1.3317465,1.6867429,-0.8082356,0.76610035,-0.9583351,-0.5423981,1.4263357,0.9864685,1.365632,-0.9249364,-1.1523898
-1.0801413,-1.0510406,-1.1133226,-0.9099301,-1.1811104,-1.212808,1.5997924,0.5589462,0.7873457,1.4662511,-0.44144407,0.9336108,-1.0656627,-0.48517838,-0.81663406,-0.80591834,0.12778251,-1.1649679,1.0768138,0.6582896,1.6172911,1.1852335,0.99752194,1.6300405,1.3553047,1.721709,-0.837076,0.77770215,-0.9868644,-0.60245776,1.4657953,0.99306047,1.3938358,-0.95732355,-1.1752095
-1.0977669,-1.0772135,-1.1401615,-0.93976927,-1.2024709,-1.2307614,1.6121634,0.51643974,0.8056514,1.4926693,-0.50363976,0.9457773,-1.0897819,-0.5399364,-0.85554636,-0.8372567,0.0536114,-1.1857551,1.0819925,0.62759954,1.6425451,1.2099046,1.046193,1.6649508,1.3779787,1.7358109,-0.87208605,0.7690664,-1.0161717,-0.6605851,1.5106025,1.0107198,1.4144452,-0.9764347,-1.2028396
-1.1068228,-1.099136,-1.1667672,-0.9598598,-1.2360586,-1.2485585,1.634442,0.4703573,0.82506126,1.5010084,-0.564332,0.9615036,-1.1137409,-0.58804363,-0.8891953,-0.8702335,-0.022515351,-1.204328,1.0917875,0.5891857,1.678724,1.2410549,1.086605,1.6848521,1.4129523,1.7443026,-0.9001938,0.76198906,-1.0347798,-0.7110269,1.5516759,1.0096445,1.4342993,-0.9996564,-1.2229328
-1.1156499,-1.1259314,-1.1869011,-0.98275036,-1.2530714,-1.2660344,1.6598344,0.41707557,0.8459254,1.5121715,-0.6173746,0.96628976,-1.1335251,-0.6386949,-0.92108124,-0.89427525,-0.097357504,-1.2278599,1.1028491,0.5481607,1.7009627,1.2703305,1.1324595,1.7121569,1.44421,1.7535506,-0.9338795,0.7707378,-1.0618814,-0.7578969,1.6104372,1.0245681,1.4653565,-1.0248907,-1.2469251
-1.1360092,-1.14854,-1.2056861,-0.9980889,-1.269833,-1.2832009,1.6738043,0.34227186,0.8696669,1.5252717,-0.66496456,0.97331625,-1.1535292,-0.6871695,-0.9559787,-0.91731524,-0.16534376,-1.2482023,1.1101534,0.495579,1.7179852,1.3021376,1.1723145,1.7448814,1.4820684,1.7689358,-0.9605685,0.76815957,-1.0906732,-0.7994506,1.6509138,1.0379397,1.4923556,-1.0501099,-1.2724059
-1.1569577,-1.157989,-1.2240981,-1.017661,-1.2875824,-1.3000692,1.6903158,0.26348194,0.8918792,1.5290246,-0.7148308,0.99525,-1.1773343,-0.73289394,-0.98371893,-0.9403639,-0.24504153,-1.2676455,1.1199865,0.44000572,1.7445413,1.3458384,1.2130619,1.763638,1.4948663,1.7966713,-0.9890397,0.7571447,-1.1164017,-0.8392545,1.6841779,1.0308859,1.507829,-1.0726658,-1.2891271
-1.1702286,-1.1814064,-1.2417806,-1.0421487,-1.3082178,-1.3166507,1.7034172,0.16948631,0.9283427,1.5372081,-0.75623065,1.0017091,-1.1970419,-0.77461714,-1.0151348,-0.9672457,-0.3219739,-1.2924852,1.1314564,0.3658706,1.7637707,1.3837173,1.2630173,1.7699807,1.5130609,1.8046963,-1.0166522,0.75338227,-1.1406963,-0.87490445,1.7179676,1.0401931,1.5152481,-1.0981057,-1.3055872
-1.1858939,-1.2041942,-1.2598941,-1.0721318,-1.3236282,-1.3329562,1.7108401,0.06857269,0.95678824,1.5411886,-0.7930442,1.0199409,-1.2154213,-0.8108635,-1.0400474,-1.0012546,-0.3973417,-1.3080387,1.1357496,0.27830595,1.784673,1.4070275,1.3084013,1.7846891,1.5331295,1.8293041,-1.0391778,0.75005215,-1.1626498,-0.9105076,1.7412658,1.0403429,1.5200074,-1.1233414,-1.3188156
-1.2001718,-1.2217531,-1.2765908,-1.0887154,-1.3388662,-1.3489963,1.7298013,-0.04417174,0.9920483,1.5555505,-0.8348078,1.0357708,-1.231299,-0.8484321,-1.0637836,-1.0276436,-0.46614113,-1.3191692,1.134394,0.17505029,1.8040775,1.4311831,1.3401448,1.8060347,1.5604867,1.8499686,-1.0629203,0.74382585,-1.1822257,-0.9422773,1.7658737,1.0455552,1.5420088,-1.1480519,-1.3349535
-1.2228566,-1.2466675,-1.2929918,-1.1064632,-1.3539344,-1.3647809,1.7497494,-0.14929287,1.0387648,1.5648105,-0.8671222,1.0509756,-1.2479502,-0.88117063,-1.0876366,-1.0501248,-0.528927,-1.3358859,1.1313944,0.06860256,1.8331081,1.4579374,1.3655994,1.8326446,1.5816393,1.877387,-1.080311,0.7552395,-1.1986064,-0.9723792,1.7670976,1.0453904,1.5659398,-1.1679605,-1.3551747
-1.2373924,-1.2686268,-1.3045985,-1.1136615,-1.3688338,-1.3977036,1.7775681,-0.2494849,1.084332,1.5802497,-0.901245,1.060454,-1.267822,-0.91745764,-1.1065391,-1.0699251,-0.5879917,-1.3427111,1.1395079,-0.04260438,1.8439859,1.4911493,1.4139977,1.8587303,1.5970798,1.9020922,-1.1048793,0.7421231,-1.2206202,-1.0018646,1.7799025,1.0578539,1.5860485,-1.1869601,-1.3703169
-1.254747,-1.284795,-1.3099426,-1.1309878,-1.3843077,-1.4098207,1.7919054,-0.34860694,1.1493809,1.592653,-0.9333242,1.0702153,-1.2860136,-0.9507339,-1.1292838,-1.0889418,-0.64424384,-1.362985,1.1409389,-0.15627937,1.8883396,1.4998798,1.4464035,1.868544,1.6083726,1.9158832,-1.1264403,0.7376263,-1.2392113,-1.0293387,1.8098524,1.0645258,1.6118433,-1.2054664,-1.3852623
-1.2670871,-1.3007112,-1.3261279,-1.1469891,-1.3987002,-1.423811,1.8163544,-0.43816033,1.2009834,1.6005956,-0.9640078,1.0795835,-1.3090662,-0.9782761,-1.1502064,-1.1097641,-0.6963675,-1.3738946,1.1441516,-0.26532078,1.9025493,1.5327697,1.4626722,1.8780234,1.6208948,1.9279915,-1.1472827,0.7297953,-1.2569327,-1.0561275,1.831779,1.0674678,1.6234642,-1.231653,-1.4000227
-1.2813749,-1.3085988,-1.3420755,-1.1641004,-1.4130139,-1.4341958,1.8277925,-0.51903707,1.2416278,1.6170317,-0.99251777,1.0970554,-1.3244808,-1.0077355,-1.1727668,-1.1283933,-0.74448425,-1.3869451,1.1384894,-0.36757547,1.9184062,1.5748509,1.4969544,1.9077998,1.6422461,1.9456937,-1.1614702,0.7262403,-1.2747848,-1.0821595,1.8687335,1.0626023,1.667556,-1.2485119,-1.4146035
-1.2944735,-1.3242816,-1.3577821,-1.1810474,-1.4271476,-1.4446474,1.8435014,-0.5950761,1.2833227,1.6301932,-1.0190192,1.1132265,-1.3397211,-1.0334944,-1.1926115,-1.1479553,-0.7866591,-1.4006606,1.1298487,-0.46197554,1.9342532,1.5842162,1.5308347,1.9268987,1.6534268,1.9554574,-1.1798497,0.7243539,-1.2888148,-1.1074756,1.893356,1.0631751,1.687739,-1.2651311,-1.4290084
-1.3103299,-1.3397659,-1.3732557,-1.1939107,-1.4411353,-1.4551996,1.8868986,-0.6583513,1.3310534,1.6368626,-1.0457997,1.1197195,-1.3547884,-1.058915,-1.2107253,-1.1813712,-0.8262626,-1.4142857,1.1335745,-0.54413235,1.9384856,1.5916257,1.5457034,1.9351038,1.6697257,1.9774885,-1.1960638,0.71303535,-1.306156,-1.132338,1.9084593,1.077394,1.7053137,-1.2855839,-1.4432422
-1.3243935,-1.3550551,-1.3885049,-1.2140387,-1.45498,-1.4658428,1.8913656,-0.719539,1.3590082,1.6506841,-1.0750377,1.1385196,-1.3736731,-1.0834967,-1.2297245,-1.1990935,-0.86448634,-1.4278178,1.1410246,-0.6181652,1.9504801,1.6070623,1.5735475,1.9689775,1.6859965,1.9878297,-1.2155122,0.6924328,-1.3231546,-1.1567694,1.9226831,1.0834147,1.716931,-1.301266,-1.4599185
-1.3383945,-1.3701534,-1.403537,-1.2243472,-1.4686836,-1.4765674,1.9028075,-0.7716554,1.400462,1.6639875,-1.1003622,1.1598958,-1.3906024,-1.1057414,-1.2482909,-1.2213501,-0.89778256,-1.4412551,1.1497097,-0.686841,1.9671139,1.6315709,1.5903182,1.9817713,1.6990782,1.9980823,-1.2396358,0.67368394,-1.3398242,-1.1807294,1.9564371,1.086925,1.7409655,-1.3165616,-1.4735633
-1.352328,-1.3850648,-1.4216042,-1.2433562,-1.4822484,-1.4873638,1.9071275,-0.8222019,1.4394814,1.6648732,-1.1272398,1.1618595,-1.4043392,-1.1286274,-1.267835,-1.2357438,-0.93151724,-1.4545954,1.1451638,-0.7451885,1.983185,1.6431541,1.6115963,1.9871598,1.7146685,2.0115385,-1.2548987,0.647641,-1.3561819,-1.1967112,1.9736483,1.0959213,1.7529176,-1.3319055,-1.4903373
-1.3661885,-1.3997939,-1.4403664,-1.2516489,-1.4956772,-1.4982231,1.9083288,-0.86711264,1.4746732,1.6824436,-1.1529819,1.1743448,-1.4179803,-1.1464891,-1.2935798,-1.2491934,-0.96535695,-1.467838,1.1529431,-0.7975687,1.9967394,1.6760589,1.6458479,1.9918288,1.7299101,2.023716,-1.2726418,0.60396737,-1.3722429,-1.2191795,1.9869115,1.0999817,1.7648934,-1.3470739,-1.5033789
-1.3871294,-1.4143453,-1.4438953,-1.2747728,-1.5089724,-1.5078391,1.9255197,-0.90974563,1.531398,1.6889397,-1.1724906,1.1933622,-1.4315244,-1.1670192,-1.3102182,-1.2625624,-0.9968801,-1.480982,1.1698375,-0.8445851,2.0477436,1.6868075,1.6633236,2.0010252,1.745471,2.0333972,-1.2899438,0.5728101,-1.388022,-1.2364943,1.9915456,1.1129183,1.7789196,-1.362069,-1.5199292
-1.4035305,-1.4474946,-1.4667113,-1.2783144,-1.5221367,-1.5188726,1.9399977,-0.9508486,1.5548087,1.7120297,-1.1925534,1.2182653,-1.4449695,-1.1917672,-1.3280165,-1.2759655,-1.0251628,-1.4940262,1.1735686,-0.8885291,2.0679345,1.7095426,1.6787565,2.0158222,1.7497525,2.0426853,-1.306921,0.527508,-1.4035321,-1.255289,2.0078087,1.1170865,1.7971385,-1.3810112,-1.5341394
-1.416036,-1.4613783,-1.4785781,-1.3124375,-1.5351725,-1.5299407,1.9660641,-0.9831965,1.5691952,1.7294927,-1.214792,1.2273543,-1.4583144,-1.2148699,-1.3435463,-1.2893883,-1.0534747,-1.5069708,1.1697707,-0.930002,2.0927892,1.7248455,1.6970817,2.025764,1.7608092,2.0487869,-1.3235891,0.48436746,-1.4219651,-1.2744285,2.0158706,1.1162498,1.8018174,-1.3968049,-1.5463012
-1.428525,-1.4722655,-1.4904449,-1.3173181,-1.5480824,-1.5475358,1.975955,-1.0129831,1.5859029,1.7350817,-1.2349215,1.2542732,-1.4715583,-1.2328172,-1.3671246,-1.2985662,-1.0817906,-1.5174688,1.1706378,-0.96482414,2.0934916,1.7516555,1.7053797,2.0343556,1.7778205,2.0661144,-1.3486857,0.4195984,-1.4366311,-1.2927629,2.038616,1.1236147,1.8238293,-1.4171875,-1.5566183
-1.441001,-1.4832168,-1.5023072,-1.3366294,-1.5608689,-1.5673528,1.9865991,-1.0437479,1.6182237,1.7340238,-1.2520015,1.2663385,-1.4847007,-1.2501211,-1.386935,-1.3122052,-1.1091207,-1.5299518,1.1736304,-1.0013527,2.1019633,1.7777014,1.731142,2.0427802,1.8005782,2.0931463,-1.36439,0.33220255,-1.4611664,-1.3106569,2.050083,1.1269013,1.8379693,-1.430566,-1.5667956
