gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.49505913,0.66396075,0.40169048,0.23592958,0.9232752,0.7703639,0.7656209,0.12642944,0.7588632,0.82492566,0.53553617,0.5922235,0.56418747,0.42429337,0.21527395,0.596688,0.94002736,0.47503275,0.5115868,0.5445921,0.7013624,0.22907454,0.35509664,0.47011048,0.44656816,0.7698103,0.6182292,0.8436292,0.37270585,0.49648392,0.045201816,0.5395378,0.56961006,0.30629945,1.178977,0.7060993,0.68862283,0.76716614,1.0595883,1.3169683
0.4825318,0.65382445,0.38130087,0.20896405,0.91798055,0.73772997,0.7910773,0.112850115,0.73535883,0.8303172,0.5287017,0.57657987,0.5523416,0.41411436,0.19398773,0.6171989,0.9306512,0.45984793,0.5027521,0.534202,0.68568164,0.20371735,0.33110762,0.45166838,0.42711052,0.75444746,0.60565,0.8858765,0.35509887,0.5077077,0.028860986,0.5244067,0.5696379,0.2829995,1.1798525,0.69117343,0.6812359,0.76166093,1.0710728,1.2891077
0.47593263,0.64422643,0.3783643,0.1927254,0.89685255,0.7378059,0.7732145,0.09860553,0.7356428,0.83611166,0.52440774,0.57483107,0.54860276,0.3911035,0.17840369,0.5929845,0.93556434,0.4316718,0.49170485,0.53077257,0.6595005,0.1845909,0.32436305,0.42937368,0.41371578,0.77675545,0.6022594,0.8644497,0.32800525,0.5137064,0.017965708,0.52399373,0.54795104,0.26511124,1.1615101,0.683614,0.6676749,0.7375005,1.0480423,1.2888204
0.46747017,0.64397556,0.37701404,0.17061003,0.8795109,0.72704995,0.77781236,0.091305345,0.7322216,0.85603607,0.52546567,0.5989926,0.53859144,0.38042757,0.16389787,0.5953628,0.91727966,0.41299868,0.46559355,0.51452863,0.6381894,0.1695331,0.31700325,0.42394465,0.40288028,0.7543433,0.5661201,0.87424237,0.3094877,0.5354834,0.0108611295,0.50644845,0.5352771,0.24635074,1.1668689,0.6793776,0.65752846,0.73522186,1.052153,1.2850398
0.45348886,0.61221784,0.35200515,0.15445699,0.8716683,0.6880271,0.7842848,0.08745755,0.7265176,0.8400523,0.51647365,0.61844075,0.52138877,0.365805,0.1343332,0.59600526,0.89976805,0.39868894,0.4615904,0.49110514,0.634148,0.1516817,0.31314442,0.41252762,0.3858036,0.7408204,0.56844866,0.86893207,0.2875983,0.5185052,0.0063023884,0.5007399,0.51614016,0.22511011,1.1601844,0.6605037,0.6288563,0.7368574,1.0390717,1.3132521
0.43929335,0.6047823,0.34629494,0.14145578,0.86778235,0.692197,0.79482925,0.08056047,0.69782925,0.8467001,0.5017468,0.61348385,0.49586192,0.33601227,0.1230128,0.5976767,0.8977901,0.38515645,0.44633815,0.4844741,0.6163905,0.14098528,0.3137085,0.40731427,0.36951515,0.71624106,0.5545321,0.87527704,0.2728884,0.5089137,0.003484484,0.5007912,0.4998646,0.2099487,1.1496714,0.6524411,0.62058914,0.7244723,1.027505,1.2951809
0.43717217,0.6030346,0.3298723,0.13086694,0.8598705,0.6955583,0.79115695,0.075282365,0.68272674,0.85245717,0.48303664,0.61102885,0.49269673,0.3169355,0.11153152,0.59371275,0.8882742,0.3612031,0.42331368,0.47722384,0.60265344,0.12810951,0.31124875,0.38443843,0.3597053,0.7122505,0.54240066,0.85910773,0.24708824,0.5238401,0.0018293721,0.49203,0.48174462,0.19683094,1.1430998,0.6429793,0.6107719,0.7083034,1.0110681,1.284706
0.43188265,0.5797861,0.3191567,0.11327384,0.8689573,0.66163224,0.7898328,0.07025502,0.6858107,0.84573126,0.47854975,0.6300631,0.4747032,0.30891192,0.097294465,0.58391875,0.8816753,0.34732538,0.4248544,0.46367186,0.5807779,0.11283145,0.31381503,0.37636968,0.34498212,0.7006815,0.53015095,0.8719645,0.23492403,0.5256989,0.0009112885,0.48570755,0.48357958,0.18286662,1.1278186,0.6256454,0.6037445,0.7181662,1.0257106,1.2647045
0.43718472,0.5728559,0.3118285,0.10486651,0.8528998,0.6820385,0.75080955,0.06976649,0.67977256,0.84826356,0.47828376,0.6391357,0.45872042,0.29223576,0.08884927,0.55632645,0.8834368,0.32637492,0.39636952,0.46497074,0.59849674,0.09962102,0.31655622,0.37550932,0.32756042,0.71672297,0.5476355,0.86450195,0.21487103,0.52569103,0.00042878804,0.48177454,0.46723995,0.16561036,1.110779,0.6059488,0.54647356,0.6905287,1.0068356,1.2505335
0.41728845,0.5659042,0.31025413,0.09314467,0.8259245,0.64737093,0.74885315,0.06641126,0.6724729,0.85178375,0.47828844,0.6409165,0.450133,0.28879762,0.0809896,0.54476285,0.86756504,0.3196567,0.40022677,0.44958392,0.5714235,0.08684385,0.32147878,0.34742203,0.32803768,0.67123926,0.5115893,0.8631848,0.20048733,0.53241265,0.0001904124,0.48390818,0.47258306,0.15465824,1.1225024,0.6096468,0.56033176,0.67203915,1.010224,1.23275
0.4008217,0.54265803,0.3034206,0.07917537,0.8252509,0.64116776,0.7496425,0.065828264,0.65559226,0.84130746,0.45914352,0.6378003,0.42950955,0.2790768,0.07081178,0.536373,0.867058,0.29408038,0.38388553,0.43946832,0.56163764,0.07580708,0.3312724,0.34829658,0.32250404,0.67647785,0.531675,0.8529106,0.18310736,0.5190253,7.8788726e-05,0.48161831,0.47849932,0.14235222,1.0924937,0.5911267,0.52970076,0.6780309,1.0026184,1.2267375
0.4034034,0.54101133,0.30057973,0.07011508,0.81725127,0.6239211,0.75236505,0.061831463,0.6522434,0.8512575,0.46931893,0.6515559,0.42045724,0.27002987,0.061979745,0.53785044,0.8584554,0.28465462,0.36944702,0.42947784,0.5659321,0.067419104,0.327136,0.3322763,0.31568608,0.6563894,0.51049495,0.8664648,0.16828215,0.5366074,3.0389716e-05,0.48171365,0.4615202,0.13232718,1.0958235,0.5829413,0.5295092,0.67506933,1.0079641,1.227013
0.38800114,0.5291715,0.28991437,0.063180074,0.8044501,0.61420786,0.7482047,0.061555307,0.65050066,0.8689961,0.4726575,0.6515251,0.42088202,0.2573839,0.055440634,0.5376564,0.8585315,0.2743198,0.36504146,0.42528498,0.5637553,0.06029703,0.33069333,0.32757616,0.30745932,0.6423757,0.50215167,0.8471073,0.15077145,0.529857,1.0854277e-05,0.4685488,0.46188816,0.11795224,1.0813148,0.57632166,0.5242413,0.65772635,0.9983441,1.1937888
0.38885733,0.5207956,0.27241012,0.054788757,0.7867782,0.6262981,0.73901224,0.05640851,0.6417035,0.86548877,0.4497368,0.6634406,0.40649307,0.2501703,0.0485817,0.51869065,0.850538,0.25887537,0.36537647,0.4154721,0.5690747,0.049440686,0.3360056,0.3220811,0.30406708,0.6370329,0.51095086,0.8238943,0.13200259,0.5110423,3.5803625e-06,0.45273727,0.46129405,0.106754825,1.065396,0.57141393,0.5088647,0.65087986,0.9664011,1.2008414
0.37102017,0.5106239,0.26838183,0.047042165,0.7725495,0.58303,0.73239267,0.05383152,0.6523441,0.8597337,0.4473741,0.6512303,0.40373123,0.24007224,0.041666057,0.506852,0.8428414,0.2554527,0.3507688,0.41184407,0.5443158,0.0421028,0.33497262,0.30555254,0.29842523,0.627058,0.500685,0.827492,0.11756872,0.51374984,1.0833268e-06,0.44864157,0.45698166,0.094234966,1.0651097,0.5374318,0.48523527,0.64664364,0.9692511,1.209116
0.36274996,0.500574,0.2636543,0.039249953,0.7790224,0.5717241,0.7416711,0.051093116,0.6319187,0.874582,0.45044485,0.65203106,0.3869739,0.2358091,0.037170365,0.50652397,0.8344643,0.23903392,0.34347764,0.400525,0.55223846,0.035243098,0.3364536,0.3037482,0.29101178,0.60191184,0.48785752,0.8161428,0.10073217,0.50652283,2.9833086e-07,0.44184738,0.45778552,0.0864331,1.0553819,0.5479314,0.4961447,0.6502467,0.96291167,1.165519
0.34603605,0.48430118,0.25319025,0.035223648,0.7585535,0.5710025,0.7185438,0.053647913,0.6255592,0.86819535,0.44723976,0.6640744,0.37388885,0.2285892,0.032061625,0.48156402,0.82494247,0.22608727,0.34468195,0.39192143,0.53270274,0.028439566,0.32716954,0.28211695,0.2799442,0.6107794,0.48633066,0.8205688,0.08962165,0.49676338,7.432116e-08,0.45330837,0.45038295,0.075730205,1.0539894,0.5363794,0.48412973,0.64330465,0.94655734,1.1600794
0.34601426,0.4826693,0.25080395,0.02882842,0.73939747,0.563628,0.7192513,0.05369139,0.6260939,0.87400126,0.45711175,0.65445006,0.36727196,0.21546417,0.026130779,0.47562608,0.81928736,0.21303898,0.31672573,0.38301677,0.5713532,0.022460528,0.31742927,0.26637617,0.2829887,0.62602365,0.4926153,0.79858905,0.076628186,0.49812645,1.6624327e-08,0.44200832,0.44679654,0.06907486,1.0295223,0.5082359,0.46474612,0.63779235,0.9289688,1.1623299
0.34322318,0.48329207,0.24246557,0.023885438,0.7423919,0.560102,0.72182626,0.047418147,0.6227448,0.866184,0.45302036,0.6607601,0.35788327,0.2101622,0.021734154,0.46886098,0.8202891,0.20408948,0.33029705,0.38051406,0.55252486,0.018573781,0.3347687,0.25083512,0.2817407,0.60247815,0.47606596,0.7986114,0.0641844,0.4994398,3.3097998e-09,0.43656185,0.43526107,0.05810189,1.0281632,0.4952651,0.46620882,0.60221034,0.9235334,1.1574852
0.31652713,0.45541844,0.22781141,0.019349331,0.75393003,0.5466616,0.7147893,0.046837173,0.5884015,0.85327154,0.4358188,0.6451432,0.3411331,0.20136863,0.017538788,0.465674,0.80074257,0.19004399,0.31732982,0.3672417,0.54025924,0.014341644,0.33816165,0.24772029,0.2597989,0.59234697,0.4813542,0.78611195,0.053991616,0.4864139,5.8129374e-10,0.42217824,0.44016084,0.04927559,1.0405602,0.4802377,0.43603253,0.60029674,0.93642896,1.1502749
0.3156909,0.45508543,0.23266697,0.015533899,0.7432651,0.54123694,0.7134855,0.04526653,0.5875827,0.86820835,0.4445232,0.64960027,0.33620653,0.2020012,0.014184364,0.4532861,0.80194306,0.18228154,0.30362377,0.36633867,0.5475795,0.011042417,0.32967183,0.2526797,0.24832799,0.59294814,0.4786332,0.7859513,0.045251723,0.48715386,8.917766e-11,0.41909447,0.42169327,0.040858615,1.0161862,0.4709365,0.42006007,0.6298213,0.9244311,1.1182238
0.30828,0.44558793,0.231847,0.012499473,0.74872196,0.5331267,0.7018849,0.041865993,0.5994437,0.87013185,0.45276445,0.6518694,0.3297547,0.19391187,0.011140551,0.43740723,0.79813075,0.17109878,0.29978168,0.3573629,0.53214735,0.00822998,0.3280045,0.22712849,0.25374636,0.5716034,0.46834445,0.7776604,0.037386224,0.48761463,1.1823006e-11,0.4162648,0.44005334,0.03446554,1.0174693,0.4630204,0.41906315,0.5996523,0.91017187,1.1204095
0.29509813,0.43758765,0.22226061,0.009645872,0.74141,0.52715385,0.7023238,0.040212482,0.5767263,0.87194294,0.43723458,0.64945304,0.31833565,0.18929943,0.008587137,0.42899126,0.79554373,0.1636746,0.30454275,0.35292253,0.53803176,0.0060363435,0.33689585,0.22282909,0.24948299,0.5625933,0.45369428,0.77695984,0.030478418,0.48328176,1.3388417e-12,0.41179252,0.44153136,0.028059162,1.0088831,0.46912274,0.42387602,0.594662,0.90403104,1.0883002
0.2871417,0.42902443,0.21903405,0.0074336017,0.729437,0.50939316,0.6866014,0.0386571,0.5738091,0.87235886,0.44170693,0.6410624,0.30938864,0.18112141,0.0062969187,0.41423237,0.7868274,0.15351021,0.2964849,0.34613997,0.51621515,0.0042825686,0.34063396,0.22133312,0.2579853,0.56258583,0.4564766,0.75629807,0.023511598,0.47561225,1.2785592e-13,0.40978763,0.43725872,0.02245351,1.0030845,0.45715654,0.41165385,0.5722471,0.90322864,1.0857882
0.2820588,0.42422694,0.21041158,0.005387859,0.7358229,0.50894153,0.69890916,0.035626482,0.57527524,0.87208396,0.42979026,0.6269329,0.3045295,0.17492655,0.0046046893,0.4085922,0.7840196,0.14424154,0.2897337,0.343141,0.52215576,0.002972473,0.3459043,0.20839809,0.25142545,0.54959404,0.44410148,0.7487739,0.01819967,0.47455665,1.0154252e-14,0.3953724,0.43497038,0.017482387,0.9993001,0.4540918,0.40482402,0.5718635,0.9137228,1.0764612
0.27435,0.41666347,0.20462847,0.004013162,0.71760994,0.5008619,0.68535316,0.03435299,0.5744956,0.86964136,0.4220415,0.62466043,0.29402456,0.1685545,0.0032566758,0.39260077,0.7756048,0.1372376,0.28778502,0.33576706,0.53749645,0.0019851702,0.33727193,0.20702663,0.238938,0.5433742,0.43840712,0.7481017,0.013977667,0.4696733,6.605099e-16,0.39496046,0.43273923,0.013303964,0.9924421,0.44997638,0.3962161,0.5684581,0.8859025,1.0658746
0.2661073,0.40604642,0.20458165,0.0028363636,0.7078852,0.509018,0.69997597,0.03218874,0.5606269,0.865396,0.43028378,0.62669563,0.2862452,0.16370954,0.0022496292,0.38963026,0.7717335,0.12548624,0.28614315,0.32974753,0.5394797,0.0012872247,0.32786566,0.19905244,0.2315682,0.54038996,0.44154727,0.71635586,0.010197002,0.4551711,3.460529e-17,0.37740245,0.4290304,0.009963154,0.9759136,0.45032877,0.39028242,0.5661443,0.8647425,1.0622654
0.25380966,0.39253572,0.19361238,0.0019852,0.689783,0.49600366,0.67922926,0.029908005,0.5605255,0.8494204,0.42072037,0.63391453,0.28176773,0.16005017,0.0014915074,0.37212077,0.7681786,0.11856174,0.29253304,0.32262567,0.5409687,0.0008134363,0.3444761,0.19849487,0.24449745,0.53100795,0.43876448,0.7361029,0.0076845875,0.46681058,1.4336494e-18,0.37921244,0.423287,0.0073904116,0.96721727,0.4461547,0.38902494,0.5626699,0.8672683,1.0367856
0.24707282,0.39287564,0.18731923,0.0013468157,0.6930352,0.49212816,0.67902464,0.028167335,0.5554631,0.8485334,0.40757602,0.6450631,0.27834803,0.15534267,0.0009584888,0.36289242,0.76616335,0.10837247,0.2720345,0.3211088,0.50491047,0.00049098796,0.34758893,0.1910988,0.23851812,0.53639853,0.4364881,0.7006618,0.00527049,0.4386406,4.6022762e-20,0.36929363,0.4288952,0.0052280403,0.9686081,0.43726104,0.37933326,0.55136704,0.84857434,1.0361776
0.24059728,0.39030725,0.19069175,0.00088772894,0.68256915,0.48666424,0.66676563,0.027079348,0.55838364,0.86561334,0.42535678,0.62334037,0.2755464,0.14958028,0.00059145165,0.34707963,0.7526764,0.10147377,0.26589128,0.31101412,0.4981927,0.00028784215,0.35127777,0.18115525,0.23354892,0.5328854,0.4294703,0.7012976,0.0036641478,0.44284022,1.1194352e-21,0.36797634,0.42818365,0.0036037855,0.9485258,0.43250564,0.3611164,0.55316395,0.8296926,1.0202888
0.22821864,0.372254,0.18197629,0.00056637486,0.68269503,0.47134206,0.6736703,0.024984458,0.5497955,0.8342521,0.41663256,0.6219656,0.26758182,0.14754084,0.00035068567,0.34039712,0.75583106,0.095411345,0.2706321,0.30398008,0.4844698,0.00016130561,0.33620858,0.17328884,0.2328039,0.5315474,0.42648408,0.70653653,0.0024926355,0.4405856,2.0125112e-23,0.3766168,0.4180171,0.0024219875,0.95430434,0.4120012,0.37124178,0.53529936,0.8256482,1.0109023
0.21609943,0.37046582,0.17696746,0.00034551963,0.67348987,0.45585468,0.68601024,0.024142334,0.54344386,0.8478268,0.40963382,0.6148899,0.25708514,0.1413021,0.0002005177,0.3338338,0.73994213,0.086716235,0.24776973,0.29079905,0.48151326,8.6987646e-05,0.34876692,0.17605315,0.22837888,0.50416374,0.40994316,0.6851059,0.0015989555,0.42791727,2.6013356e-25,0.3724131,0.4223946,0.0015692925,0.9495526,0.39898726,0.337901,0.55335784,0.8131089,1.006801
0.21160085,0.36664003,0.16954784,0.00020666819,0.6773763,0.4653006,0.6763234,0.023394749,0.54304314,0.84607196,0.40668848,0.61443466,0.24826215,0.13247782,0.00010956047,0.3238461,0.7378788,0.080439635,0.24848889,0.28858823,0.4776564,4.457629e-05,0.34142143,0.16188714,0.2303838,0.49805343,0.40759817,0.6772185,0.0010128786,0.42332172,2.344088e-27,0.35582486,0.419897,0.0009700865,0.94122696,0.39588898,0.33019376,0.5339842,0.8238969,1.0002528
0.20293707,0.35906646,0.16518122,0.000118569675,0.6708267,0.46226463,0.6535583,0.02039861,0.5370045,0.83411175,0.40569508,0.6147442,0.24369289,0.1286969,5.7096415e-05,0.3069001,0.7407325,0.07374922,0.24215478,0.2858538,0.47372097,2.172995e-05,0.3496218,0.15858062,0.21697256,0.50053465,0.40608835,0.66048056,0.0006176309,0.41361144,1.4224428e-29,0.34612024,0.41407266,0.00058106007,0.9289699,0.39537558,0.3261535,0.52522796,0.80439883,0.9935176
0.19382669,0.35219854,0.16388229,6.503666e-05,0.66227406,0.4604793,0.66831154,0.018718006,0.5361246,0.81480736,0.4211289,0.62135345,0.23726527,0.124098405,2.8324299e-05,0.30022785,0.7265825,0.06697273,0.23704934,0.2742046,0.476511,1.0047666e-05,0.3517181,0.15668418,0.22858879,0.5008162,0.4003853,0.6645864,0.00036322177,0.41449854,5.5898876e-32,0.34420684,0.42032218,0.00033605043,0.91303366,0.4003065,0.3267027,0.5325406,0.80323124,0.990012
0.18588871,0.34280577,0.15407108,3.4211636e-05,0.64628214,0.45477363,0.66312456,0.016534055,0.5277596,0.8075057,0.40450513,0.6029333,0.23360318,0.120823175,1.3323658e-05,0.29029578,0.7287414,0.06233093,0.2311019,0.270466,0.4743757,4.386234e-06,0.33994603,0.1476638,0.22718947,0.48786646,0.4008835,0.65473145,0.00020508733,0.4055588,1.3607663e-34,0.3372195,0.4185427,0.00018622931,0.90664953,0.3965611,0.3179794,0.52244836,0.7885115,0.9768192
0.181211,0.34477118,0.15240319,1.7197006e-05,0.6498857,0.45242798,0.6526961,0.014615753,0.5204974,0.82104564,0.4115035,0.6002822,0.22492753,0.11570774,5.924804e-06,0.27925256,0.724984,0.05668398,0.22922653,0.26731905,0.46018845,1.7998507e-06,0.33719838,0.1440226,0.21896785,0.49489838,0.39938435,0.64441013,0.00011096083,0.4029427,1.950134e-37,0.33260205,0.41935796,9.847806e-05,0.8936131,0.38447556,0.31314695,0.51210535,0.7942355,0.9619865
0.17144002,0.33125132,0.14043094,8.190569e-06,0.6612257,0.45341402,0.6601105,0.012320898,0.51510257,0.8070521,0.3920922,0.60061604,0.22048108,0.116323404,2.4787591e-06,0.2749021,0.7140052,0.05097842,0.2223332,0.25703773,0.45378676,6.9102396e-07,0.34319067,0.14406554,0.21323383,0.4856439,0.40530688,0.6366851,5.7286914e-05,0.39051607,1.55113e-40,0.33064878,0.41312602,4.9734525e-05,0.8847007,0.37376904,0.30571026,0.5066695,0.78145105,0.9644536
0.16819252,0.33736497,0.13858895,3.6907259e-06,0.6634865,0.4465074,0.65382946,0.010241681,0.51282763,0.7986649,0.39521778,0.59305894,0.2152812,0.10920936,9.716016e-07,0.26018396,0.7187384,0.046687137,0.21580087,0.2549711,0.46119523,2.469043e-07,0.34061077,0.12935886,0.21910587,0.46008998,0.39566982,0.62785053,2.8097025e-05,0.38408798,6.4e-44,0.32254466,0.41036335,2.3885079e-05,0.86657774,0.38667524,0.31361994,0.50527865,0.7648533,0.9586854
0.15522608,0.32604682,0.13358715,1.5688865e-06,0.6413428,0.43336257,0.6486268,0.008700013,0.507273,0.81233424,0.396992,0.59994084,0.20278366,0.107751824,3.5505332e-07,0.2579612,0.70586354,0.040563077,0.21480887,0.24699052,0.44777352,8.1691525e-08,0.34333894,0.12710087,0.21095538,0.46923155,0.393171,0.6172371,1.3096079e-05,0.3780414,0.0,0.32186404,0.40575996,1.083494e-05,0.87202454,0.36821365,0.30297205,0.49375442,0.7612739,0.95357364
0.14658192,0.31169572,0.1250888,6.255476e-07,0.63642746,0.43491077,0.64301956,0.00713403,0.4991953,0.7649337,0.38706496,0.6028437,0.19840677,0.10614236,1.2030559e-07,0.2402339,0.70055807,0.03572056,0.20851621,0.23847815,0.48287517,2.4869165e-08,0.34409377,0.13156633,0.2137686,0.44044745,0.3831621,0.6157014,5.765956e-06,0.3738832,0.0,0.31618825,0.40879956,4.6359714e-06,0.864211,0.35667378,0.27863926,0.49781144,0.7608818,0.9455145
0.13831712,0.3067472,0.119604096,2.328417e-07,0.6439389,0.42588854,0.635247,0.005737119,0.50422406,0.7983411,0.38340122,0.58731115,0.19063674,0.09375248,3.7584055e-08,0.2324501,0.6936609,0.03147978,0.20104876,0.23193103,0.45122254,6.9211987e-09,0.3516835,0.12384224,0.21007946,0.460594,0.39311126,0.6059656,2.3890059e-06,0.36665294,0.0,0.31180054,0.4068789,1.8606601e-06,0.85699075,0.3462251,0.27607116,0.47899207,0.7614665,0.92218244
0.13069905,0.3001072,0.114435285,8.047192e-08,0.6292454,0.41655955,0.6347123,0.0041149976,0.4944893,0.7819661,0.37549573,0.581468,0.18659203,0.09191408,1.0756004e-08,0.22538126,0.69227916,0.027744696,0.19735254,0.22460864,0.43790665,1.7488686e-09,0.3331281,0.115992814,0.21099225,0.4561919,0.38642406,0.5954633,9.2643853e-07,0.36106744,0.0,0.31119373,0.40583462,6.97646e-07,0.8572215,0.34995618,0.2714789,0.47883776,0.75150913,0.91625303
